@relation observations.arff

@attribute LOCALS numeric
@attribute DEREFERNCES numeric
@attribute GOTO numeric
@attribute INVOCATIONS numeric
@attribute THROWS numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute FIELDS_WRITTEN numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
29,9,3,1,0,4,0,18,2,11,0,0,?
9,4,1,0,0,1,0,8,1,3,0,0,?
103,3,8,34,0,1,4,56,6,33,0,2,?
99,3,8,33,0,1,4,55,6,33,0,2,?
86,3,5,30,0,1,4,48,4,29,0,1,?
63,3,4,20,0,1,3,35,3,20,0,1,?
50,3,1,17,0,1,3,28,1,16,0,0,?
30,5,0,8,0,0,0,14,0,7,0,0,?
10,5,0,1,0,2,0,7,0,2,0,0,?
46,6,0,18,0,4,0,25,0,8,0,0,?
9,4,1,1,0,1,0,7,1,2,0,0,?
12,4,2,2,0,1,0,9,2,3,0,0,?
43,4,6,11,0,1,1,26,5,14,0,1,?
39,4,6,9,0,1,1,24,5,13,0,1,?
24,4,3,5,0,1,1,16,3,8,0,0,?
16,5,2,4,0,3,0,12,2,4,0,2,?
12,4,2,3,0,2,0,10,2,3,0,2,?
7,3,1,2,0,1,0,7,1,1,0,1,?
22,3,3,8,0,1,1,17,2,6,0,2,?
15,3,1,5,0,1,1,12,1,4,0,1,?
52,2,2,22,0,0,4,33,1,19,0,0,?
47,2,1,20,0,0,4,30,1,17,0,0,?
110,9,14,27,0,4,3,66,10,37,0,8,?
84,7,12,21,0,2,3,53,9,27,0,7,?
131,12,18,30,0,6,3,78,13,45,0,11,?
105,10,16,24,0,4,3,65,12,35,0,10,?
110,9,15,26,0,4,3,66,11,38,0,9,?
84,7,13,20,0,2,3,53,10,28,0,8,?
120,10,17,29,0,5,3,73,12,41,0,10,?
94,8,15,23,0,3,3,60,11,31,0,9,?
99,7,14,25,0,3,3,61,10,34,0,8,?
73,5,12,19,0,1,3,48,9,24,0,7,?
89,6,11,23,0,2,3,54,8,30,0,6,?
63,4,9,17,0,0,3,41,7,20,0,5,?
78,6,8,21,0,2,3,47,6,26,0,5,?
52,4,6,15,0,0,3,34,5,16,0,4,?
108,9,14,26,0,4,3,65,10,37,0,8,?
82,7,12,20,0,2,3,52,9,27,0,7,?
129,12,18,29,0,6,3,77,13,45,0,11,?
103,10,16,23,0,4,3,64,12,35,0,10,?
108,9,15,25,0,4,3,65,11,38,0,9,?
82,7,13,19,0,2,3,52,10,28,0,8,?
118,10,17,28,0,5,3,72,12,41,0,10,?
92,8,15,22,0,3,3,59,11,31,0,9,?
97,7,14,24,0,3,3,60,10,34,0,8,?
71,5,12,18,0,1,3,47,9,24,0,7,?
87,6,11,22,0,2,3,53,8,30,0,6,?
61,4,9,16,0,0,3,40,7,20,0,5,?
76,6,8,20,0,2,3,46,6,26,0,5,?
50,4,6,14,0,0,3,33,5,16,0,4,?
90,9,11,21,0,4,2,55,8,31,0,6,?
64,7,9,15,0,2,2,42,7,21,0,5,?
111,12,15,24,0,6,2,67,11,39,0,9,?
85,10,13,18,0,4,2,54,10,29,0,8,?
90,9,12,20,0,4,2,55,9,32,0,7,?
64,7,10,14,0,2,2,42,8,22,0,6,?
100,10,14,23,0,5,2,62,10,35,0,8,?
74,8,12,17,0,3,2,49,9,25,0,7,?
79,7,11,19,0,3,2,50,8,28,0,6,?
53,5,9,13,0,1,2,37,7,18,0,5,?
69,6,8,17,0,2,2,43,6,24,0,4,?
43,4,6,11,0,0,2,30,5,14,0,3,?
58,6,5,15,0,2,2,36,4,20,0,3,?
32,4,3,9,0,0,2,23,3,10,0,2,?
7,3,1,1,0,0,0,6,1,1,0,0,?
42,3,8,10,0,0,1,29,7,14,0,2,?
41,3,8,9,0,0,1,28,7,14,0,2,?
35,3,7,7,0,0,1,24,6,11,0,1,?
41,3,7,10,0,0,1,28,6,14,0,2,?
40,3,7,9,0,0,1,27,6,14,0,2,?
33,3,5,7,0,0,1,22,4,11,0,0,?
19,3,2,4,0,0,1,14,2,7,0,0,?
100,6,9,30,0,2,2,53,7,33,0,2,?
103,6,9,31,0,2,2,54,8,34,0,3,?
100,6,9,30,0,2,2,53,8,34,0,3,?
83,6,5,26,0,2,2,44,5,29,0,1,?
80,4,9,23,0,0,1,43,7,25,0,2,?
83,4,9,24,0,0,1,44,8,26,0,3,?
80,4,9,23,0,0,1,43,8,26,0,3,?
63,4,5,19,0,0,1,34,5,21,0,1,?
99,6,9,30,0,2,2,52,7,32,0,2,?
102,6,9,31,0,2,2,53,8,33,0,3,?
99,6,9,30,0,2,2,52,8,33,0,3,?
82,6,5,26,0,2,2,43,5,28,0,1,?
79,4,9,23,0,0,1,42,7,24,0,2,?
82,4,9,24,0,0,1,43,8,25,0,3,?
79,4,9,23,0,0,1,42,8,25,0,3,?
62,4,5,19,0,0,1,33,5,20,0,1,?
99,6,9,30,0,2,2,52,7,32,0,2,?
102,6,9,31,0,2,2,53,8,33,0,3,?
99,6,9,30,0,2,2,52,8,33,0,3,?
82,6,5,26,0,2,2,43,5,28,0,1,?
79,4,9,23,0,0,1,42,7,24,0,2,?
82,4,9,24,0,0,1,43,8,25,0,3,?
79,4,9,23,0,0,1,42,8,25,0,3,?
62,4,5,19,0,0,1,33,5,20,0,1,?
98,6,9,30,0,2,2,51,7,31,0,2,?
101,6,9,31,0,2,2,52,8,32,0,3,?
98,6,9,30,0,2,2,51,8,32,0,3,?
81,6,5,26,0,2,2,42,5,27,0,1,?
78,4,9,23,0,0,1,41,7,23,0,2,?
81,4,9,24,0,0,1,42,8,24,0,3,?
78,4,9,23,0,0,1,41,8,24,0,3,?
61,4,5,19,0,0,1,32,5,19,0,1,?
99,6,9,30,0,2,2,52,7,32,0,2,?
102,6,9,31,0,2,2,53,8,33,0,3,?
99,6,9,30,0,2,2,52,8,33,0,3,?
82,6,5,26,0,2,2,43,5,28,0,1,?
79,4,9,23,0,0,1,42,7,24,0,2,?
82,4,9,24,0,0,1,43,8,25,0,3,?
79,4,9,23,0,0,1,42,8,25,0,3,?
62,4,5,19,0,0,1,33,5,20,0,1,?
98,6,9,30,0,2,2,51,7,31,0,2,?
101,6,9,31,0,2,2,52,8,32,0,3,?
98,6,9,30,0,2,2,51,8,32,0,3,?
81,6,5,26,0,2,2,42,5,27,0,1,?
78,4,9,23,0,0,1,41,7,23,0,2,?
81,4,9,24,0,0,1,42,8,24,0,3,?
78,4,9,23,0,0,1,41,8,24,0,3,?
61,4,5,19,0,0,1,32,5,19,0,1,?
98,6,9,30,0,2,2,51,7,31,0,2,?
101,6,9,31,0,2,2,52,8,32,0,3,?
98,6,9,30,0,2,2,51,8,32,0,3,?
81,6,5,26,0,2,2,42,5,27,0,1,?
78,4,9,23,0,0,1,41,7,23,0,2,?
81,4,9,24,0,0,1,42,8,24,0,3,?
78,4,9,23,0,0,1,41,8,24,0,3,?
61,4,5,19,0,0,1,32,5,19,0,1,?
97,6,9,30,0,2,2,50,7,30,0,2,?
100,6,9,31,0,2,2,51,8,31,0,3,?
97,6,9,30,0,2,2,50,8,31,0,3,?
80,6,5,26,0,2,2,41,5,26,0,1,?
77,4,9,23,0,0,1,40,7,22,0,2,?
80,4,9,24,0,0,1,41,8,23,0,3,?
77,4,9,23,0,0,1,40,8,23,0,3,?
60,4,5,19,0,0,1,31,5,18,0,1,?
9,3,0,2,0,0,0,6,0,2,0,0,?
7,2,2,1,0,0,0,7,1,2,0,1,?
7,2,1,1,0,0,0,6,1,2,0,1,?
67,4,4,24,0,0,2,37,3,22,0,1,?
36,4,4,12,0,0,1,24,3,12,0,1,?
23,4,1,9,0,0,1,17,1,8,0,0,?
56,3,8,15,0,0,0,33,6,20,0,2,?
49,3,8,12,0,0,0,30,6,18,0,2,?
33,3,5,8,0,0,0,21,4,12,0,1,?
26,3,4,6,0,0,0,17,3,9,0,1,?
10,3,1,2,0,0,0,8,1,3,0,0,?
7,5,1,0,0,1,0,7,1,1,0,0,?
192,6,4,79,0,2,12,106,2,74,0,1,?
200,6,3,83,0,2,13,109,2,77,0,1,?
3,1,1,0,0,0,0,4,0,1,0,0,?
5,1,1,2,0,0,0,6,0,1,0,0,?
3,1,1,0,0,0,0,4,0,1,0,0,?
5,1,1,1,1,0,0,5,0,1,0,0,?
4,1,0,0,1,0,0,3,0,1,0,0,?
20,3,0,7,0,0,1,12,0,6,0,0,?
18,4,0,6,0,0,1,12,0,5,0,0,?
9,7,1,0,0,1,0,9,1,1,0,0,?
183,8,2,80,0,2,7,101,1,28,0,0,?
4,1,0,1,0,0,0,4,0,1,0,0,?
49,3,6,14,0,0,0,27,4,16,0,2,?
54,3,7,15,0,0,0,30,5,18,0,3,?
56,3,6,15,0,0,0,29,5,18,0,3,?
23,3,4,5,0,0,0,15,3,7,0,1,?
10,3,1,2,0,0,0,8,1,3,0,0,?
12,3,0,3,0,1,0,7,0,4,0,0,?
6,3,0,0,0,2,0,4,0,2,0,0,?
11,3,3,1,0,2,0,9,2,4,0,1,?
11,3,2,1,0,2,0,8,2,4,0,1,?
6,2,2,0,0,1,0,6,1,2,0,1,?
8,3,0,3,0,1,0,7,0,1,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
8,5,0,4,0,5,0,10,0,9,5,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
6,3,0,3,0,3,0,7,0,6,3,0,?
43,7,3,9,0,3,1,25,2,16,2,0,?
14,4,1,2,0,1,0,10,1,4,1,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
0,1,0,0,0,1,0,2,0,1,1,0,?
6,3,0,1,0,0,0,5,0,0,0,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
88,0,0,40,0,0,6,49,0,38,0,0,?
7,1,0,2,0,0,0,5,0,3,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
9,5,0,1,0,1,0,7,0,1,1,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
21,8,1,7,0,7,1,18,1,12,3,1,?
17,7,1,5,0,6,1,15,1,10,3,1,?
4,1,0,3,0,1,0,5,0,2,0,0,?
7,3,0,1,0,2,0,5,0,2,0,0,?
12,6,0,1,0,4,0,8,0,4,1,0,?
0,3,0,0,0,3,0,4,0,3,3,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
22,9,0,1,0,4,0,13,0,8,2,0,?
4,1,1,3,0,0,0,6,0,0,0,0,?
6,1,0,2,0,0,0,5,0,2,0,0,?
27,8,4,2,0,6,3,20,2,14,2,0,?
12,4,2,0,0,4,2,10,1,7,2,0,?
7,1,0,2,1,0,1,6,0,2,0,0,?
108,14,16,18,0,11,3,69,11,40,0,3,?
108,14,15,18,0,11,3,68,11,40,0,3,?
99,12,14,17,0,10,3,64,10,37,0,2,?
89,12,13,15,0,10,3,59,9,34,0,1,?
77,10,10,14,0,8,3,51,7,29,0,0,?
67,9,7,14,0,7,3,44,5,25,0,0,?
93,11,14,17,0,9,3,61,10,35,0,3,?
93,11,13,17,0,9,3,60,10,35,0,3,?
84,9,12,16,0,8,3,56,9,32,0,2,?
74,9,11,14,0,8,3,51,8,29,0,1,?
62,7,8,13,0,6,3,43,6,24,0,0,?
52,6,5,13,0,5,3,36,4,20,0,0,?
81,10,11,15,0,8,3,52,8,31,0,3,?
81,10,10,15,0,8,3,51,8,31,0,3,?
72,8,9,14,0,7,3,47,7,28,0,2,?
62,8,8,12,0,7,3,42,6,25,0,1,?
50,6,5,11,0,5,3,34,4,20,0,0,?
40,5,2,11,0,4,3,27,2,16,0,0,?
0,1,0,0,0,1,0,2,0,1,1,0,?
37,12,0,5,0,6,0,22,0,14,5,0,?
6,2,2,0,0,1,0,6,1,2,0,0,?
6,2,1,0,0,1,0,5,1,2,0,0,?
13,5,1,2,0,3,1,10,1,4,1,0,?
9,4,1,1,0,2,0,7,1,2,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
4,1,0,1,0,0,0,3,0,1,0,0,?
3,1,0,0,0,0,0,3,0,1,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
5,2,0,0,0,1,1,4,0,2,0,0,?
4,1,0,1,0,0,0,3,0,1,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
6,1,0,1,0,1,0,4,0,3,0,0,?
4,2,0,1,0,1,0,4,0,1,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
44,3,2,15,0,2,2,25,1,19,0,1,?
39,3,2,13,0,2,2,23,1,17,0,1,?
6,1,0,1,0,0,0,5,0,2,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
11,1,0,4,0,1,1,7,0,5,0,0,?
2,1,0,0,0,1,0,2,0,1,0,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
2,2,0,1,0,2,0,4,0,2,1,0,?
28,10,0,10,0,10,4,25,0,20,8,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
6,1,3,1,0,1,0,7,2,2,0,0,?
2,1,1,0,0,1,0,3,1,1,0,0,?
0,0,0,1,0,0,0,2,0,0,0,0,?
1,1,0,1,0,0,0,3,0,0,0,0,?
6,3,0,1,0,0,0,5,0,0,0,0,?
0,0,0,1,0,0,0,2,0,0,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
37,13,6,6,0,6,0,29,3,9,0,0,?
38,13,5,6,0,6,0,28,3,9,0,0,?
38,13,5,6,0,6,0,28,3,9,0,0,?
39,13,4,6,0,6,0,27,3,9,0,0,?
38,13,5,6,0,6,0,28,3,9,0,0,?
39,13,4,6,0,6,0,27,3,9,0,0,?
39,13,4,6,0,6,0,27,3,9,0,0,?
40,13,3,6,0,6,0,26,3,9,0,0,?
12,5,0,1,0,0,0,7,0,0,0,0,?
8,3,0,1,0,0,0,5,0,0,0,0,?
11,1,0,4,0,0,1,7,0,4,0,0,?
70,12,0,110,0,12,8,131,0,41,10,0,?
56,2,8,14,0,1,5,42,4,21,0,4,?
75,3,8,21,0,2,7,52,5,29,0,5,?
73,3,8,21,0,2,7,51,5,28,0,5,?
35,2,5,9,0,1,3,26,3,12,0,3,?
75,3,8,21,0,2,7,52,5,29,0,5,?
94,4,8,28,0,3,9,62,6,37,0,6,?
92,4,8,28,0,3,9,61,6,36,0,6,?
54,3,5,16,0,2,5,36,4,20,0,4,?
73,3,8,21,0,2,7,51,5,28,0,5,?
92,4,8,28,0,3,9,61,6,36,0,6,?
90,4,8,28,0,3,9,60,6,35,0,6,?
52,3,5,16,0,2,5,35,4,19,0,4,?
7,1,1,1,0,0,1,6,1,2,0,1,?
18,1,0,6,1,0,2,11,0,7,0,0,?
5,1,0,1,1,0,0,4,0,1,0,0,?
18,1,0,6,1,0,2,11,0,7,0,0,?
5,1,0,1,1,0,0,4,0,1,0,0,?
14,5,1,3,0,2,0,10,1,3,0,0,?
8,4,1,1,0,1,0,7,1,2,0,0,?
14,5,1,3,0,2,0,10,1,3,0,0,?
8,4,1,1,0,1,0,7,1,2,0,0,?
37,2,1,15,0,1,2,23,0,16,0,0,?
9,1,1,3,0,0,0,7,0,3,0,0,?
9,1,0,3,0,0,0,6,0,3,0,0,?
179,6,8,77,0,1,2,100,5,36,0,3,?
178,6,7,77,0,1,2,99,5,36,0,3,?
178,6,7,77,0,1,2,99,5,36,0,3,?
177,6,6,77,0,1,2,98,5,36,0,3,?
179,6,7,77,0,1,2,99,5,36,0,3,?
178,6,6,77,0,1,2,98,5,36,0,3,?
178,6,6,77,0,1,2,98,5,36,0,3,?
177,6,5,77,0,1,2,97,5,36,0,3,?
176,6,6,76,0,1,2,97,4,35,0,3,?
175,6,5,76,0,1,2,96,4,35,0,3,?
175,6,5,76,0,1,2,96,4,35,0,3,?
174,6,4,76,0,1,2,95,4,35,0,3,?
177,6,8,75,0,1,2,98,5,35,0,3,?
176,6,7,75,0,1,2,97,5,35,0,3,?
176,6,7,75,0,1,2,97,5,35,0,3,?
175,6,6,75,0,1,2,96,5,35,0,3,?
177,6,7,75,0,1,2,97,5,35,0,3,?
176,6,6,75,0,1,2,96,5,35,0,3,?
176,6,6,75,0,1,2,96,5,35,0,3,?
175,6,5,75,0,1,2,95,5,35,0,3,?
174,6,6,74,0,1,2,95,4,34,0,3,?
173,6,5,74,0,1,2,94,4,34,0,3,?
173,6,5,74,0,1,2,94,4,34,0,3,?
172,6,4,74,0,1,2,93,4,34,0,3,?
30,14,1,7,0,11,1,24,1,16,11,0,?
29,13,1,7,0,10,1,23,1,15,10,0,?
2,2,0,0,0,1,0,3,0,1,1,0,?
10,3,2,4,0,2,0,10,2,3,0,2,?
9,3,2,3,0,2,0,9,2,3,0,2,?
10,3,2,3,0,2,0,9,2,3,0,2,?
9,3,2,2,0,2,0,8,2,3,0,2,?
9,2,1,3,1,1,1,8,1,3,0,0,?
41,6,5,12,0,5,0,25,5,14,0,3,?
127,24,6,30,0,21,8,70,6,56,7,3,?
109,23,6,22,0,20,7,60,6,49,7,3,?
36,6,5,10,0,5,0,23,5,12,0,3,?
122,24,6,28,0,21,8,68,6,54,7,3,?
104,23,6,20,0,20,7,58,6,47,7,3,?
26,5,4,7,0,4,0,18,4,9,0,2,?
112,23,5,25,0,20,8,63,5,51,7,2,?
94,22,5,17,0,19,7,53,5,44,7,2,?
38,5,5,11,0,4,0,23,5,13,0,3,?
124,23,6,29,0,20,8,68,6,55,7,3,?
106,22,6,21,0,19,7,58,6,48,7,3,?
33,5,5,9,0,4,0,21,5,11,0,3,?
119,23,6,27,0,20,8,66,6,53,7,3,?
101,22,6,19,0,19,7,56,6,46,7,3,?
23,4,4,6,0,3,0,16,4,8,0,2,?
109,22,5,24,0,19,8,61,5,50,7,2,?
91,21,5,16,0,18,7,51,5,43,7,2,?
7,1,0,1,1,0,1,5,0,2,0,0,?
41,6,2,10,0,1,2,23,2,15,0,2,?
34,6,2,7,0,1,2,20,2,13,0,2,?
26,6,1,4,0,1,2,16,1,10,0,1,?
21,2,0,6,1,1,2,12,0,8,0,0,?
10,2,0,1,0,1,1,6,0,4,0,0,?
7,1,0,1,1,0,1,5,0,2,0,0,?
6,2,1,1,0,1,1,6,0,2,0,0,?
7,1,0,1,1,0,1,5,0,2,0,0,?
6,2,1,1,0,1,1,6,0,2,0,0,?
7,1,0,1,1,0,1,5,0,2,0,0,?
6,2,1,1,0,1,1,6,0,2,0,0,?
7,1,0,1,1,0,1,5,0,2,0,0,?
6,2,1,1,0,1,1,6,0,2,0,0,?
7,1,0,1,1,0,1,5,0,2,0,0,?
58,2,3,18,0,0,3,32,2,23,0,0,?
36,1,1,12,0,0,2,20,1,15,0,0,?
10,1,2,3,0,0,0,8,1,4,0,1,?
14,1,3,4,0,0,0,11,2,6,0,2,?
19,1,4,6,0,0,0,14,3,8,0,3,?
32,1,3,12,1,0,2,20,3,13,0,3,?
3,2,1,1,0,0,0,5,0,0,0,0,?
3,1,0,0,0,0,0,3,0,1,0,0,?
13,6,2,1,0,6,0,13,1,7,1,0,?
9,3,2,0,0,3,0,9,1,4,0,0,?
5,1,0,0,1,0,0,4,0,1,0,0,?
1,1,0,1,0,0,0,3,0,0,0,0,?
3,3,0,1,0,3,1,6,0,4,3,0,?
12,6,0,1,0,0,0,8,0,0,0,0,?
22,6,3,6,0,2,0,16,3,6,0,0,?
20,6,3,4,0,2,0,14,3,5,0,0,?
15,6,3,3,0,2,0,13,3,4,0,0,?
13,6,3,1,0,2,0,11,3,3,0,0,?
12,5,2,3,0,1,0,11,2,3,0,0,?
10,5,2,1,0,1,0,9,2,2,0,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
0,0,0,1,0,0,0,2,0,0,0,0,?
1,1,0,1,0,0,0,3,0,0,0,0,?
1,1,0,1,0,0,0,3,0,0,0,0,?
6,3,0,1,0,0,0,5,0,0,0,0,?
15,9,0,3,0,8,0,14,0,10,8,0,?
27,15,0,3,0,12,0,21,0,15,12,0,?
13,10,0,2,0,8,0,13,0,8,8,0,?
25,16,0,2,0,12,0,20,0,13,12,0,?
57,18,6,0,0,14,0,31,4,23,2,1,?
47,16,6,0,0,12,0,27,4,19,2,1,?
62,19,5,0,0,15,0,32,4,25,2,1,?
52,17,5,0,0,13,0,28,4,21,2,1,?
62,19,5,0,0,15,0,32,4,25,2,1,?
52,17,5,0,0,13,0,28,4,21,2,1,?
67,20,4,0,0,16,0,33,4,27,2,1,?
57,18,4,0,0,14,0,29,4,23,2,1,?
55,18,6,0,0,14,0,30,4,22,2,1,?
45,16,6,0,0,12,0,26,4,18,2,1,?
60,19,5,0,0,15,0,31,4,24,2,1,?
50,17,5,0,0,13,0,27,4,20,2,1,?
60,19,5,0,0,15,0,31,4,24,2,1,?
50,17,5,0,0,13,0,27,4,20,2,1,?
65,20,4,0,0,16,0,32,4,26,2,1,?
55,18,4,0,0,14,0,28,4,22,2,1,?
60,8,4,2,0,5,1,34,3,27,4,0,?
26,6,2,2,0,4,1,19,2,14,4,0,?
58,8,4,2,0,5,1,33,3,26,4,0,?
24,6,2,2,0,4,1,18,2,13,4,0,?
5,0,0,1,0,0,1,4,0,2,0,0,?
4,2,0,2,0,1,0,5,0,1,0,0,?
63,18,4,14,0,15,3,42,3,32,8,1,?
53,16,2,13,0,14,2,35,2,28,8,1,?
48,15,1,13,0,13,1,31,1,25,7,1,?
4,2,1,0,0,0,0,4,1,0,0,0,?
11,2,3,2,0,0,0,8,3,2,0,2,?
21,4,4,2,0,2,0,13,4,6,0,3,?
27,6,5,2,0,4,0,16,5,8,0,4,?
33,8,6,2,0,6,0,19,6,10,0,5,?
44,11,9,3,0,9,0,26,8,14,0,6,?
44,11,8,3,0,9,0,25,8,14,0,6,?
39,10,8,2,0,8,0,23,8,12,0,7,?
39,10,8,2,0,8,0,23,8,12,0,7,?
5,2,2,0,0,0,0,5,2,0,0,1,?
39,7,2,1,0,6,0,20,1,16,0,1,?
36,6,1,0,0,5,0,18,1,15,0,1,?
3,1,0,1,0,1,1,4,0,2,1,0,?
15,1,1,6,0,0,1,11,0,4,0,0,?
9,1,0,3,0,0,0,6,0,2,0,0,?
8,3,2,0,0,0,0,7,1,2,0,0,?
8,3,1,0,0,0,0,6,1,2,0,0,?
18,4,4,0,0,0,0,12,3,5,0,1,?
18,4,3,0,0,0,0,11,3,5,0,1,?
14,3,2,0,0,0,0,9,2,4,0,1,?
10,3,1,0,0,0,0,7,1,3,0,0,?
52,10,2,15,0,4,2,30,1,20,1,0,?
45,8,2,14,0,2,1,26,1,17,0,0,?
11,3,0,4,0,2,0,9,0,4,0,0,?
26,3,1,9,0,0,4,20,0,7,0,0,?
24,4,0,9,0,3,1,16,0,11,1,0,?
30,3,1,12,0,2,3,23,0,8,0,0,?
24,4,0,9,0,3,1,16,0,11,1,0,?
18,5,4,4,0,3,0,15,2,6,1,1,?
17,4,4,3,0,2,0,13,2,5,0,1,?
24,5,4,6,0,3,0,18,3,8,1,2,?
23,4,4,5,0,2,0,16,3,7,0,2,?
16,3,4,4,0,1,0,14,3,6,1,2,?
15,2,4,3,0,0,0,12,3,5,0,2,?
24,4,0,9,0,3,1,16,0,11,1,0,?
6,2,0,2,0,1,1,6,0,2,1,0,?
7,2,0,2,0,0,0,5,0,2,0,0,?
69,12,1,21,0,10,5,40,0,30,5,0,?
4,1,0,1,0,0,0,4,0,1,0,0,?
10,3,0,2,0,1,0,7,0,2,0,0,?
18,3,3,1,0,0,0,12,2,5,0,0,?
7,2,1,0,0,0,0,6,1,2,0,0,?
23,5,3,1,0,0,0,14,2,5,0,0,?
11,4,1,0,0,0,0,8,1,2,0,0,?
18,7,3,4,0,6,0,15,2,6,1,2,?
15,6,3,3,0,5,0,13,2,5,1,2,?
11,4,3,2,0,3,0,10,2,3,0,2,?
8,3,3,1,0,2,0,8,2,2,0,2,?
4,1,0,1,0,0,0,4,0,1,0,0,?
36,8,1,11,0,6,1,22,0,12,0,0,?
32,5,0,10,0,4,1,18,0,11,0,0,?
19,3,0,6,0,2,1,11,0,7,0,0,?
23,4,0,8,0,2,1,14,0,9,0,0,?
4,2,0,0,0,1,0,3,0,1,0,0,?
22,3,0,7,0,2,1,12,0,9,0,0,?
0,1,0,0,0,1,0,2,0,1,1,0,?
2,1,0,1,0,0,0,3,0,0,0,0,?
63,2,3,22,0,0,4,37,2,24,0,0,?
44,2,1,16,0,0,3,26,1,17,0,0,?
54,2,6,17,0,0,3,35,4,18,0,0,?
49,2,4,16,0,0,3,31,3,17,0,0,?
35,2,4,11,0,0,2,24,3,11,0,0,?
30,2,2,10,0,0,2,20,2,10,0,0,?
36,8,0,10,0,8,4,25,0,20,4,0,?
92,9,9,11,0,2,4,51,6,32,1,0,?
33,5,7,3,0,1,2,24,5,10,1,0,?
26,5,4,3,0,1,2,19,3,8,1,0,?
19,5,1,3,0,1,2,14,1,6,1,0,?
27,4,9,0,0,0,1,21,6,10,0,0,?
15,1,7,0,0,0,1,15,5,6,0,0,?
10,1,4,0,0,0,1,10,3,4,0,0,?
5,1,1,0,0,0,1,5,1,2,0,0,?
5,1,0,1,0,0,1,4,0,1,0,0,?
13,1,0,5,0,0,1,8,0,5,0,0,?
17,2,0,6,0,0,1,10,0,6,0,0,?
39,5,0,13,0,0,1,20,0,16,0,0,?
15,3,5,0,0,1,1,13,3,6,0,0,?
8,1,3,0,0,0,1,8,2,3,0,0,?
16,3,4,0,0,1,0,12,3,6,0,0,?
9,1,2,0,0,0,0,7,2,3,0,0,?
14,3,0,3,0,0,4,11,0,7,0,0,?
26,5,3,1,0,0,0,14,2,8,0,0,?
8,2,1,0,0,0,0,6,1,2,0,0,?
6,3,1,1,0,2,0,6,1,2,0,1,?
3,2,1,0,0,1,0,4,1,1,0,1,?
28,3,3,0,0,0,0,16,2,10,0,0,?
10,2,1,0,0,0,0,7,1,3,0,0,?
40,7,6,0,0,0,0,24,4,14,0,0,?
18,4,4,0,0,0,0,14,3,6,0,0,?
6,3,1,0,0,0,0,6,1,1,0,0,?
2,5,0,0,0,5,0,7,0,6,5,0,?
36,6,6,14,0,6,2,32,3,23,6,0,?
37,6,5,15,0,6,2,31,3,23,6,0,?
37,6,5,15,0,6,2,31,3,23,6,0,?
38,6,4,16,0,6,2,30,3,23,6,0,?
37,6,5,15,0,6,2,31,3,23,6,0,?
38,6,4,16,0,6,2,30,3,23,6,0,?
38,6,4,16,0,6,2,30,3,23,6,0,?
39,6,3,17,0,6,2,29,3,23,6,0,?
10,6,0,1,0,2,0,8,0,2,2,0,?
4,2,0,0,0,1,0,3,0,1,0,0,?
4,2,0,0,0,1,0,3,0,1,0,0,?
13,8,0,1,0,5,1,11,0,6,5,0,?
8,2,0,0,0,1,0,5,0,3,0,0,?
6,3,0,1,0,0,0,5,0,0,0,0,?
0,0,0,0,0,0,0,1,0,0,0,0,?
13,4,0,4,0,0,0,9,0,2,0,0,?
19,1,0,6,1,0,2,11,0,7,0,0,?
15,5,0,4,0,0,0,10,0,2,0,0,?
19,1,0,6,1,0,2,11,0,7,0,0,?
29,5,2,8,0,0,1,17,1,7,0,1,?
29,5,1,8,0,0,1,16,1,7,0,1,?
128,37,3,31,0,36,1,75,2,56,0,0,?
