@relation training_50.arff

@attribute LOCALS numeric
@attribute DEREFERNCES numeric
@attribute GOTO numeric
@attribute INVOCATIONS numeric
@attribute THROWS numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute FIELDS_WRITTEN numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,12,26,0,31,0,98,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
208,32,10,24,0,29,0,92,9,58,0,3,cold
215,33,15,26,0,30,0,100,10,61,0,2,cold
215,33,15,26,0,30,0,100,10,61,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
215,33,15,26,0,30,0,100,10,61,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
205,31,11,24,0,28,0,92,8,57,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
205,31,10,24,0,28,0,91,8,57,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
205,31,10,24,0,28,0,91,8,57,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,11,26,0,30,0,96,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
205,31,9,24,0,28,0,90,8,57,0,2,cold
218,34,17,26,0,31,0,103,11,62,0,3,cold
218,34,17,26,0,31,0,103,11,62,0,3,cold
213,33,15,25,0,30,0,99,10,60,0,3,cold
213,33,15,25,0,30,0,99,10,60,0,3,cold
218,34,17,26,0,31,0,103,11,62,0,3,cold
213,33,15,25,0,30,0,99,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,15,25,0,30,0,99,10,60,0,3,cold
208,32,13,24,0,29,0,95,9,58,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,12,26,0,31,0,98,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
208,32,10,24,0,29,0,92,9,58,0,3,cold
215,33,15,26,0,30,0,100,10,61,0,2,cold
215,33,15,26,0,30,0,100,10,61,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
215,33,15,26,0,30,0,100,10,61,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,13,25,0,29,0,96,9,59,0,2,cold
205,31,11,24,0,28,0,92,8,57,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
205,31,10,24,0,28,0,91,8,57,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
205,31,10,24,0,28,0,91,8,57,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,11,26,0,30,0,96,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
205,31,9,24,0,28,0,90,8,57,0,2,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,16,26,0,31,0,102,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,14,25,0,30,0,98,10,60,0,3,cold
208,32,12,24,0,29,0,94,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,12,26,0,31,0,98,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
208,32,10,24,0,29,0,92,9,58,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,15,26,0,31,0,101,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,13,25,0,30,0,97,10,60,0,3,cold
208,32,11,24,0,29,0,93,9,58,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,12,26,0,31,0,98,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
208,32,10,24,0,29,0,92,9,58,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,14,26,0,31,0,100,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
218,34,12,26,0,31,0,98,11,62,0,3,cold
213,33,12,25,0,30,0,96,10,60,0,3,cold
208,32,10,24,0,29,0,92,9,58,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,11,25,0,30,0,95,10,60,0,3,cold
213,33,11,25,0,30,0,95,10,60,0,3,cold
218,34,13,26,0,31,0,99,11,62,0,3,cold
213,33,11,25,0,30,0,95,10,60,0,3,cold
218,34,11,26,0,31,0,97,11,62,0,3,cold
213,33,11,25,0,30,0,95,10,60,0,3,cold
208,32,9,24,0,29,0,91,9,58,0,3,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,14,26,0,30,0,99,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,12,25,0,29,0,95,9,59,0,2,cold
205,31,10,24,0,28,0,91,8,57,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,11,26,0,30,0,96,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
205,31,9,24,0,28,0,90,8,57,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,13,26,0,30,0,98,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
215,33,11,26,0,30,0,96,10,61,0,2,cold
210,32,11,25,0,29,0,94,9,59,0,2,cold
205,31,9,24,0,28,0,90,8,57,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,10,25,0,29,0,93,9,59,0,2,cold
210,32,10,25,0,29,0,93,9,59,0,2,cold
215,33,12,26,0,30,0,97,10,61,0,2,cold
210,32,10,25,0,29,0,93,9,59,0,2,cold
215,33,10,26,0,30,0,95,10,61,0,2,cold
210,32,10,25,0,29,0,93,9,59,0,2,cold
205,31,8,24,0,28,0,89,8,57,0,2,cold
29,6,2,6,0,3,0,16,2,6,0,2,hot
22,5,2,5,0,2,0,13,2,4,0,2,hot
14,3,0,3,0,0,0,8,0,1,0,0,hot
32,4,2,8,0,1,2,20,2,13,0,0,hot
45,4,8,4,0,0,3,28,6,16,0,0,hot
32,2,6,3,0,0,2,21,5,12,0,0,hot
28,3,5,2,0,0,2,18,4,10,0,0,hot
15,1,3,1,0,0,1,11,3,6,0,0,hot
75,9,9,13,0,2,6,44,7,27,0,1,cold
83,10,12,13,0,2,6,49,9,29,0,2,cold
182,15,20,48,0,2,13,109,15,64,0,3,cold
165,14,18,42,0,2,12,99,14,58,0,2,cold
155,13,15,41,0,2,12,93,12,55,0,1,cold
155,12,20,38,0,1,12,95,15,52,0,3,cold
138,11,18,32,0,1,11,85,14,46,0,2,cold
128,10,15,31,0,1,11,79,12,43,0,1,cold
147,10,19,37,0,1,12,91,14,49,0,3,cold
130,9,17,31,0,1,11,81,13,43,0,2,cold
120,8,14,30,0,1,11,75,11,40,0,1,cold
179,15,18,48,0,2,13,107,13,63,0,2,cold
162,14,16,42,0,2,12,97,12,57,0,1,cold
152,13,13,41,0,2,12,91,10,54,0,0,cold
152,12,18,38,0,1,12,93,13,51,0,2,cold
135,11,16,32,0,1,11,83,12,45,0,1,cold
125,10,13,31,0,1,11,77,10,42,0,0,cold
144,10,17,37,0,1,12,89,12,48,0,2,cold
127,9,15,31,0,1,11,79,11,42,0,1,cold
117,8,12,30,0,1,11,73,9,39,0,0,cold
63,7,7,12,0,2,6,38,6,23,0,1,cold
71,8,10,12,0,2,6,43,8,25,0,2,cold
170,13,18,47,0,2,13,103,14,60,0,3,cold
153,12,16,41,0,2,12,93,13,54,0,2,cold
143,11,13,40,0,2,12,87,11,51,0,1,cold
143,10,18,37,0,1,12,89,14,48,0,3,cold
126,9,16,31,0,1,11,79,13,42,0,2,cold
116,8,13,30,0,1,11,73,11,39,0,1,cold
135,8,17,36,0,1,12,85,13,45,0,3,cold
118,7,15,30,0,1,11,75,12,39,0,2,cold
108,6,12,29,0,1,11,69,10,36,0,1,cold
167,13,16,47,0,2,13,101,12,59,0,2,cold
150,12,14,41,0,2,12,91,11,53,0,1,cold
140,11,11,40,0,2,12,85,9,50,0,0,cold
140,10,16,37,0,1,12,87,12,47,0,2,cold
123,9,14,31,0,1,11,77,11,41,0,1,cold
113,8,11,30,0,1,11,71,9,38,0,0,cold
132,8,15,36,0,1,12,83,11,44,0,2,cold
115,7,13,30,0,1,11,73,10,38,0,1,cold
105,6,10,29,0,1,11,67,8,35,0,0,cold
56,7,7,10,0,2,3,33,6,21,0,1,cold
64,8,10,10,0,2,3,38,8,23,0,2,cold
163,13,18,45,0,2,10,98,14,58,0,3,cold
146,12,16,39,0,2,9,88,13,52,0,2,cold
136,11,13,38,0,2,9,82,11,49,0,1,cold
136,10,18,35,0,1,9,84,14,46,0,3,cold
119,9,16,29,0,1,8,74,13,40,0,2,cold
109,8,13,28,0,1,8,68,11,37,0,1,cold
128,8,17,34,0,1,9,80,13,43,0,3,cold
111,7,15,28,0,1,8,70,12,37,0,2,cold
101,6,12,27,0,1,8,64,10,34,0,1,cold
160,13,16,45,0,2,10,96,12,57,0,2,cold
143,12,14,39,0,2,9,86,11,51,0,1,cold
133,11,11,38,0,2,9,80,9,48,0,0,cold
133,10,16,35,0,1,9,82,12,45,0,2,cold
116,9,14,29,0,1,8,72,11,39,0,1,cold
106,8,11,28,0,1,8,66,9,36,0,0,cold
125,8,15,34,0,1,9,78,11,42,0,2,cold
108,7,13,28,0,1,8,68,10,36,0,1,cold
98,6,10,27,0,1,8,62,8,33,0,0,cold
44,5,5,9,0,2,3,27,5,17,0,1,hot
52,6,8,9,0,2,3,32,7,19,0,2,cold
151,11,16,44,0,2,10,92,13,54,0,3,cold
134,10,14,38,0,2,9,82,12,48,0,2,cold
124,9,11,37,0,2,9,76,10,45,0,1,cold
124,8,16,34,0,1,9,78,13,42,0,3,cold
107,7,14,28,0,1,8,68,12,36,0,2,cold
97,6,11,27,0,1,8,62,10,33,0,1,cold
116,6,15,33,0,1,9,74,12,39,0,3,cold
99,5,13,27,0,1,8,64,11,33,0,2,cold
89,4,10,26,0,1,8,58,9,30,0,1,cold
148,11,14,44,0,2,10,90,11,53,0,2,cold
131,10,12,38,0,2,9,80,10,47,0,1,cold
121,9,9,37,0,2,9,74,8,44,0,0,cold
121,8,14,34,0,1,9,76,11,41,0,2,cold
104,7,12,28,0,1,8,66,10,35,0,1,cold
94,6,9,27,0,1,8,60,8,32,0,0,cold
113,6,13,33,0,1,9,72,10,38,0,2,cold
96,5,11,27,0,1,8,62,9,32,0,1,cold
86,4,8,26,0,1,8,56,7,29,0,0,cold
55,2,3,20,0,1,7,35,2,18,0,0,hot
10,2,2,2,0,1,0,9,2,3,0,0,hot
7,2,1,2,0,1,0,7,1,2,0,0,hot
216,77,11,50,0,21,17,160,9,123,15,5,cold
201,76,11,44,0,20,16,152,9,117,15,5,cold
205,76,11,46,0,20,16,154,9,118,14,5,cold
190,75,11,40,0,19,15,146,9,112,14,5,cold
205,76,11,46,0,20,16,154,9,118,14,5,cold
190,75,11,40,0,19,15,146,9,112,14,5,cold
194,75,11,42,0,19,15,148,9,113,13,5,cold
179,74,11,36,0,18,14,140,9,107,13,5,cold
188,76,10,38,0,20,14,143,9,111,15,5,cold
173,75,10,32,0,19,13,135,9,105,15,5,cold
177,75,10,34,0,19,13,137,9,106,14,5,cold
162,74,10,28,0,18,12,129,9,100,14,5,cold
177,75,10,34,0,19,13,137,9,106,14,5,cold
162,74,10,28,0,18,12,129,9,100,14,5,cold
166,74,10,30,0,18,12,131,9,101,13,5,cold
151,73,10,24,0,17,11,123,9,95,13,5,cold
215,77,10,50,0,21,17,159,8,123,15,4,cold
200,76,10,44,0,20,16,151,8,117,15,4,cold
204,76,10,46,0,20,16,153,8,118,14,4,cold
189,75,10,40,0,19,15,145,8,112,14,4,cold
204,76,10,46,0,20,16,153,8,118,14,4,cold
189,75,10,40,0,19,15,145,8,112,14,4,cold
193,75,10,42,0,19,15,147,8,113,13,4,cold
178,74,10,36,0,18,14,139,8,107,13,4,cold
214,77,9,50,0,21,17,158,7,123,15,4,cold
199,76,9,44,0,20,16,150,7,117,15,4,cold
203,76,9,46,0,20,16,152,7,118,14,4,cold
188,75,9,40,0,19,15,144,7,112,14,4,cold
203,76,9,46,0,20,16,152,7,118,14,4,cold
188,75,9,40,0,19,15,144,7,112,14,4,cold
192,75,9,42,0,19,15,146,7,113,13,4,cold
177,74,9,36,0,18,14,138,7,107,13,4,cold
213,77,8,50,0,21,17,157,6,123,15,4,cold
198,76,8,44,0,20,16,149,6,117,15,4,cold
202,76,8,46,0,20,16,151,6,118,14,4,cold
187,75,8,40,0,19,15,143,6,112,14,4,cold
202,76,8,46,0,20,16,151,6,118,14,4,cold
187,75,8,40,0,19,15,143,6,112,14,4,cold
191,75,8,42,0,19,15,145,6,113,13,4,cold
176,74,8,36,0,18,14,137,6,107,13,4,cold
211,76,11,48,0,20,16,156,9,121,15,5,cold
196,75,11,42,0,19,15,148,9,115,15,5,cold
200,75,11,44,0,19,15,150,9,116,14,5,cold
185,74,11,38,0,18,14,142,9,110,14,5,cold
200,75,11,44,0,19,15,150,9,116,14,5,cold
185,74,11,38,0,18,14,142,9,110,14,5,cold
189,74,11,40,0,18,14,144,9,111,13,5,cold
174,73,11,34,0,17,13,136,9,105,13,5,cold
183,75,10,36,0,19,13,139,9,109,15,5,cold
168,74,10,30,0,18,12,131,9,103,15,5,cold
172,74,10,32,0,18,12,133,9,104,14,5,cold
157,73,10,26,0,17,11,125,9,98,14,5,cold
172,74,10,32,0,18,12,133,9,104,14,5,cold
157,73,10,26,0,17,11,125,9,98,14,5,cold
161,73,10,28,0,17,11,127,9,99,13,5,cold
146,72,10,22,0,16,10,119,9,93,13,5,cold
210,76,10,48,0,20,16,155,8,121,15,4,cold
195,75,10,42,0,19,15,147,8,115,15,4,cold
199,75,10,44,0,19,15,149,8,116,14,4,cold
184,74,10,38,0,18,14,141,8,110,14,4,cold
199,75,10,44,0,19,15,149,8,116,14,4,cold
184,74,10,38,0,18,14,141,8,110,14,4,cold
188,74,10,40,0,18,14,143,8,111,13,4,cold
173,73,10,34,0,17,13,135,8,105,13,4,cold
209,76,9,48,0,20,16,154,7,121,15,4,cold
194,75,9,42,0,19,15,146,7,115,15,4,cold
198,75,9,44,0,19,15,148,7,116,14,4,cold
183,74,9,38,0,18,14,140,7,110,14,4,cold
198,75,9,44,0,19,15,148,7,116,14,4,cold
183,74,9,38,0,18,14,140,7,110,14,4,cold
187,74,9,40,0,18,14,142,7,111,13,4,cold
172,73,9,34,0,17,13,134,7,105,13,4,cold
208,76,8,48,0,20,16,153,6,121,15,4,cold
193,75,8,42,0,19,15,145,6,115,15,4,cold
197,75,8,44,0,19,15,147,6,116,14,4,cold
182,74,8,38,0,18,14,139,6,110,14,4,cold
197,75,8,44,0,19,15,147,6,116,14,4,cold
182,74,8,38,0,18,14,139,6,110,14,4,cold
186,74,8,40,0,18,14,141,6,111,13,4,cold
171,73,8,34,0,17,13,133,6,105,13,4,cold
64,5,5,22,0,4,4,39,4,25,3,4,cold
49,4,5,16,0,3,3,31,4,19,3,4,cold
53,4,5,18,0,3,3,33,4,20,2,4,cold
38,3,5,12,0,2,2,25,4,14,2,4,hot
53,4,5,18,0,3,3,33,4,20,2,4,cold
38,3,5,12,0,2,2,25,4,14,2,4,hot
42,3,5,14,0,2,2,27,4,15,1,4,hot
27,2,5,8,0,1,1,19,4,9,1,4,hot
19,2,2,9,0,1,1,16,0,7,0,0,hot
3,1,1,0,0,0,0,4,0,1,0,0,hot
4,1,0,0,1,0,0,3,0,1,0,0,hot
27,6,4,6,0,4,0,18,4,10,1,2,hot
39,7,6,9,0,5,0,25,6,14,2,3,hot
34,5,5,8,0,3,0,21,5,11,1,3,hot
36,6,6,8,0,4,0,23,6,13,1,3,hot
26,7,4,5,0,5,0,18,4,11,2,2,hot
21,5,3,4,0,3,0,14,3,8,1,2,hot
36,6,6,8,0,4,0,23,6,13,1,3,hot
35,7,6,7,0,5,0,23,6,14,2,3,hot
30,5,5,6,0,3,0,19,5,11,1,3,hot
10,3,1,2,0,0,0,7,1,2,0,0,hot
29,9,3,1,0,4,0,18,2,11,0,0,hot
103,3,8,34,0,1,4,56,6,33,0,2,cold
86,3,5,30,0,1,4,48,4,29,0,1,hot
50,3,1,17,0,1,3,28,1,16,0,0,hot
10,5,0,1,0,2,0,7,0,2,0,0,hot
