@relation training_50.arff

@attribute LOCALS numeric
@attribute DEREFERNCES numeric
@attribute GOTO numeric
@attribute INVOCATIONS numeric
@attribute THROWS numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute FIELDS_WRITTEN numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
9,4,1,1,0,1,0,7,1,2,0,0,hot
43,4,6,11,0,1,1,26,5,14,0,1,hot
24,4,3,5,0,1,1,16,3,8,0,0,hot
12,4,2,3,0,2,0,10,2,3,0,2,hot
22,3,3,8,0,1,1,17,2,6,0,2,hot
52,2,2,22,0,0,4,33,1,19,0,0,hot
247,32,13,61,0,31,4,133,9,96,3,5,cold
235,31,13,56,0,30,3,126,9,91,3,5,cold
176,25,10,39,0,24,1,91,7,67,3,3,cold
81,11,6,20,0,10,1,45,4,34,3,2,cold
239,32,14,57,0,31,3,129,10,93,3,6,cold
227,31,14,52,0,30,2,122,10,88,3,6,cold
176,25,10,39,0,24,1,91,7,67,3,4,cold
256,34,15,63,0,33,4,140,11,101,3,7,cold
244,33,15,58,0,32,3,133,11,96,3,7,cold
185,27,12,41,0,26,1,98,9,72,3,5,cold
90,13,8,22,0,12,1,52,6,39,3,4,cold
243,34,14,58,0,33,3,131,11,95,3,7,cold
231,33,14,53,0,32,2,124,11,90,3,7,cold
180,27,10,40,0,26,1,93,8,69,3,5,cold
246,31,14,61,0,30,4,131,11,93,3,7,cold
234,30,14,56,0,29,3,124,11,88,3,7,cold
175,24,11,39,0,23,1,89,9,64,3,5,cold
80,10,7,20,0,9,1,43,6,31,3,4,cold
234,30,14,56,0,29,3,124,11,88,3,7,cold
222,29,14,51,0,28,2,117,11,83,3,7,cold
171,23,10,38,0,22,1,86,8,62,3,5,cold
258,31,14,66,0,30,5,137,11,98,3,7,cold
246,30,14,61,0,29,4,130,11,93,3,7,cold
187,24,11,44,0,23,2,95,9,69,3,5,cold
92,10,7,25,0,9,2,49,6,36,3,4,cold
234,30,14,56,0,29,3,124,11,88,3,7,cold
222,29,14,51,0,28,2,117,11,83,3,7,cold
171,23,10,38,0,22,1,86,8,62,3,5,cold
240,31,11,60,0,30,4,126,9,91,3,5,cold
228,30,11,55,0,29,3,119,9,86,3,5,cold
169,24,8,38,0,23,1,84,7,62,3,3,cold
74,10,4,19,0,9,1,38,4,29,3,2,cold
230,29,13,55,0,28,3,121,10,86,3,7,cold
218,28,13,50,0,27,2,114,10,81,3,7,cold
167,22,9,37,0,21,1,83,7,60,3,5,cold
242,30,13,60,0,29,4,128,10,91,3,7,cold
230,29,13,55,0,28,3,121,10,86,3,7,cold
171,23,10,38,0,22,1,86,8,62,3,5,cold
76,9,6,19,0,8,1,40,5,29,3,4,cold
242,29,13,60,0,28,4,127,10,91,3,7,cold
230,28,13,55,0,27,3,120,10,86,3,7,cold
179,22,9,42,0,21,2,89,7,65,3,5,cold
242,30,13,60,0,29,4,128,10,91,3,7,cold
230,29,13,55,0,28,3,121,10,86,3,7,cold
171,23,10,38,0,22,1,86,8,62,3,5,cold
76,9,6,19,0,8,1,40,5,29,3,4,cold
224,29,10,54,0,28,3,116,8,84,3,5,cold
212,28,10,49,0,27,2,109,8,79,3,5,cold
161,22,6,36,0,21,1,78,5,58,3,3,cold
110,9,14,27,0,4,3,66,10,37,0,8,cold
131,12,18,30,0,6,3,78,13,45,0,11,cold
110,9,15,26,0,4,3,66,11,38,0,9,cold
120,10,17,29,0,5,3,73,12,41,0,10,cold
99,7,14,25,0,3,3,61,10,34,0,8,cold
89,6,11,23,0,2,3,54,8,30,0,6,cold
78,6,8,21,0,2,3,47,6,26,0,5,cold
108,9,14,26,0,4,3,65,10,37,0,8,cold
129,12,18,29,0,6,3,77,13,45,0,11,cold
108,9,15,25,0,4,3,65,11,38,0,9,cold
118,10,17,28,0,5,3,72,12,41,0,10,cold
97,7,14,24,0,3,3,60,10,34,0,8,cold
87,6,11,22,0,2,3,53,8,30,0,6,cold
76,6,8,20,0,2,3,46,6,26,0,5,cold
90,9,11,21,0,4,2,55,8,31,0,6,cold
111,12,15,24,0,6,2,67,11,39,0,9,cold
90,9,12,20,0,4,2,55,9,32,0,7,cold
100,10,14,23,0,5,2,62,10,35,0,8,cold
79,7,11,19,0,3,2,50,8,28,0,6,cold
69,6,8,17,0,2,2,43,6,24,0,4,cold
58,6,5,15,0,2,2,36,4,20,0,3,cold
7,3,1,1,0,0,0,6,1,1,0,0,hot
41,3,8,9,0,0,1,28,7,14,0,2,hot
41,3,7,10,0,0,1,28,6,14,0,2,hot
33,3,5,7,0,0,1,22,4,11,0,0,hot
100,6,9,30,0,2,2,53,7,33,0,2,cold
100,6,9,30,0,2,2,53,8,34,0,3,cold
80,4,9,23,0,0,1,43,7,25,0,2,hot
80,4,9,23,0,0,1,43,8,26,0,3,cold
99,6,9,30,0,2,2,52,7,32,0,2,cold
99,6,9,30,0,2,2,52,8,33,0,3,cold
79,4,9,23,0,0,1,42,7,24,0,2,hot
79,4,9,23,0,0,1,42,8,25,0,3,cold
99,6,9,30,0,2,2,52,7,32,0,2,cold
99,6,9,30,0,2,2,52,8,33,0,3,cold
79,4,9,23,0,0,1,42,7,24,0,2,hot
79,4,9,23,0,0,1,42,8,25,0,3,cold
98,6,9,30,0,2,2,51,7,31,0,2,cold
98,6,9,30,0,2,2,51,8,32,0,3,cold
78,4,9,23,0,0,1,41,7,23,0,2,hot
78,4,9,23,0,0,1,41,8,24,0,3,cold
99,6,9,30,0,2,2,52,7,32,0,2,cold
99,6,9,30,0,2,2,52,8,33,0,3,cold
79,4,9,23,0,0,1,42,7,24,0,2,hot
79,4,9,23,0,0,1,42,8,25,0,3,cold
98,6,9,30,0,2,2,51,7,31,0,2,cold
98,6,9,30,0,2,2,51,8,32,0,3,cold
78,4,9,23,0,0,1,41,7,23,0,2,hot
78,4,9,23,0,0,1,41,8,24,0,3,cold
98,6,9,30,0,2,2,51,7,31,0,2,cold
98,6,9,30,0,2,2,51,8,32,0,3,cold
78,4,9,23,0,0,1,41,7,23,0,2,hot
78,4,9,23,0,0,1,41,8,24,0,3,cold
97,6,9,30,0,2,2,50,7,30,0,2,cold
97,6,9,30,0,2,2,50,8,31,0,3,cold
77,4,9,23,0,0,1,40,7,22,0,2,hot
77,4,9,23,0,0,1,40,8,23,0,3,cold
9,3,0,2,0,0,0,6,0,2,0,0,hot
7,2,1,1,0,0,0,6,1,2,0,1,hot
36,4,4,12,0,0,1,24,3,12,0,1,hot
56,3,8,15,0,0,0,33,6,20,0,2,hot
33,3,5,8,0,0,0,21,4,12,0,1,hot
10,3,1,2,0,0,0,8,1,3,0,0,hot
192,6,4,79,0,2,12,106,2,74,0,1,hot
3,1,1,0,0,0,0,4,0,1,0,0,hot
3,1,1,0,0,0,0,4,0,1,0,0,hot
4,1,0,0,1,0,0,3,0,1,0,0,hot
18,4,0,6,0,0,1,12,0,5,0,0,hot
183,8,2,80,0,2,7,101,1,28,0,0,hot
49,3,6,14,0,0,0,27,4,16,0,2,hot
56,3,6,15,0,0,0,29,5,18,0,3,hot
10,3,1,2,0,0,0,8,1,3,0,0,hot
6,3,0,0,0,2,0,4,0,2,0,0,hot
11,3,2,1,0,2,0,8,2,4,0,1,hot
8,3,0,3,0,1,0,7,0,1,0,0,hot
51,4,7,10,0,1,2,34,5,22,0,1,hot
41,6,7,5,0,2,0,29,5,18,0,2,hot
55,4,8,7,0,0,2,33,6,21,0,2,hot
63,6,9,12,0,1,2,40,7,26,0,3,cold
53,8,9,7,0,2,0,35,7,22,0,4,cold
67,6,10,9,0,0,2,39,8,25,0,4,cold
74,8,11,14,0,1,3,46,9,29,0,5,cold
72,10,9,14,0,3,2,45,8,29,0,5,cold
86,8,10,16,0,1,4,49,9,32,0,5,cold
32,2,3,8,0,1,2,23,3,15,0,0,hot
52,7,8,10,0,3,1,34,4,20,0,1,hot
66,5,9,12,0,1,3,38,5,23,0,1,cold
74,7,10,17,0,2,3,45,6,28,0,2,cold
64,9,10,12,0,3,1,40,6,24,0,3,cold
78,7,11,14,0,1,3,44,7,27,0,3,cold
86,9,12,19,0,2,3,51,8,32,0,4,cold
75,11,12,14,0,3,2,46,8,27,0,5,cold
89,9,13,16,0,1,4,50,9,30,0,5,cold
105,11,12,26,0,3,5,61,9,39,0,5,cold
33,5,4,8,0,3,1,23,2,13,0,0,hot
47,3,5,10,0,1,3,27,3,16,0,0,hot
68,6,9,16,0,2,3,42,5,26,0,1,cold
58,8,9,11,0,3,1,37,5,22,0,2,cold
72,6,10,13,0,1,3,41,6,25,0,2,cold
80,8,11,18,0,2,3,48,7,30,0,3,cold
70,10,11,13,0,3,1,43,7,26,0,4,cold
84,8,12,15,0,1,3,47,8,29,0,4,cold
91,10,13,20,0,2,4,54,9,33,0,5,cold
89,12,11,20,0,4,3,53,8,33,0,5,cold
103,10,12,22,0,2,5,57,9,36,0,5,cold
49,4,5,14,0,2,3,31,3,19,0,0,hot
52,7,8,10,0,3,1,34,4,20,0,1,hot
66,5,9,12,0,1,3,38,5,23,0,1,cold
74,7,10,17,0,2,3,45,6,28,0,2,cold
64,9,10,12,0,3,1,40,6,24,0,3,cold
78,7,11,14,0,1,3,44,7,27,0,3,cold
86,9,12,19,0,2,3,51,8,32,0,4,cold
75,11,12,14,0,3,2,46,8,27,0,5,cold
89,9,13,16,0,1,4,50,9,30,0,5,cold
105,11,12,26,0,3,5,61,9,39,0,5,cold
33,5,4,8,0,3,1,23,2,13,0,0,hot
47,3,5,10,0,1,3,27,3,16,0,0,hot
68,6,9,16,0,2,3,42,5,26,0,1,cold
58,8,9,11,0,3,1,37,5,22,0,2,cold
72,6,10,13,0,1,3,41,6,25,0,2,cold
80,8,11,18,0,2,3,48,7,30,0,3,cold
70,10,11,13,0,3,1,43,7,26,0,4,cold
84,8,12,15,0,1,3,47,8,29,0,4,cold
91,10,13,20,0,2,4,54,9,33,0,5,cold
89,12,11,20,0,4,3,53,8,33,0,5,cold
103,10,12,22,0,2,5,57,9,36,0,5,cold
49,4,5,14,0,2,3,31,3,19,0,0,hot
2,1,0,1,0,0,0,3,0,0,0,0,hot
