@relation training_50.arff

@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute THROWS numeric
@attribute GOTO numeric
@attribute IF numeric
@attribute STATEMENTS numeric
@attribute NEW numeric
@attribute LOCALS numeric
@attribute INVOCATIONS numeric
@attribute EQUAL numeric
@attribute FIELDS_WRITTEN numeric
@attribute DEREFERNCES numeric
@attribute class {hot,cold}

@data
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,16,11,102,0,218,26,3,0,34,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
29,58,0,12,9,94,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,14,11,100,0,218,26,3,0,34,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,12,11,98,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
29,58,0,10,9,92,0,208,24,3,0,32,?
30,61,0,15,10,100,0,215,26,2,0,33,?
30,61,0,15,10,100,0,215,26,2,0,33,?
29,59,0,13,9,96,0,210,25,2,0,32,?
29,59,0,13,9,96,0,210,25,2,0,32,?
30,61,0,15,10,100,0,215,26,2,0,33,?
29,59,0,13,9,96,0,210,25,2,0,32,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,13,9,96,0,210,25,2,0,32,?
28,57,0,11,8,92,0,205,24,2,0,31,?
30,61,0,14,10,99,0,215,26,2,0,33,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
28,57,0,10,8,91,0,205,24,2,0,31,?
30,61,0,14,10,99,0,215,26,2,0,33,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
28,57,0,10,8,91,0,205,24,2,0,31,?
30,61,0,13,10,98,0,215,26,2,0,33,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,11,10,96,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
28,57,0,9,8,90,0,205,24,2,0,31,?
31,62,0,17,11,103,0,218,26,3,0,34,?
31,62,0,17,11,103,0,218,26,3,0,34,?
30,60,0,15,10,99,0,213,25,3,0,33,?
30,60,0,15,10,99,0,213,25,3,0,33,?
31,62,0,17,11,103,0,218,26,3,0,34,?
30,60,0,15,10,99,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,15,10,99,0,213,25,3,0,33,?
29,58,0,13,9,95,0,208,24,3,0,32,?
31,62,0,16,11,102,0,218,26,3,0,34,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
29,58,0,12,9,94,0,208,24,3,0,32,?
31,62,0,16,11,102,0,218,26,3,0,34,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
29,58,0,12,9,94,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,16,11,102,0,218,26,3,0,34,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
29,58,0,12,9,94,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,14,11,100,0,218,26,3,0,34,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,12,11,98,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
29,58,0,10,9,92,0,208,24,3,0,32,?
30,61,0,15,10,100,0,215,26,2,0,33,?
30,61,0,15,10,100,0,215,26,2,0,33,?
29,59,0,13,9,96,0,210,25,2,0,32,?
29,59,0,13,9,96,0,210,25,2,0,32,?
30,61,0,15,10,100,0,215,26,2,0,33,?
29,59,0,13,9,96,0,210,25,2,0,32,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,13,9,96,0,210,25,2,0,32,?
28,57,0,11,8,92,0,205,24,2,0,31,?
30,61,0,14,10,99,0,215,26,2,0,33,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
28,57,0,10,8,91,0,205,24,2,0,31,?
30,61,0,14,10,99,0,215,26,2,0,33,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
28,57,0,10,8,91,0,205,24,2,0,31,?
30,61,0,13,10,98,0,215,26,2,0,33,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,11,10,96,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
28,57,0,9,8,90,0,205,24,2,0,31,?
31,62,0,16,11,102,0,218,26,3,0,34,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,16,11,102,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,14,10,98,0,213,25,3,0,33,?
29,58,0,12,9,94,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,14,11,100,0,218,26,3,0,34,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,12,11,98,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
29,58,0,10,9,92,0,208,24,3,0,32,?
31,62,0,15,11,101,0,218,26,3,0,34,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,15,11,101,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,13,10,97,0,213,25,3,0,33,?
29,58,0,11,9,93,0,208,24,3,0,32,?
31,62,0,14,11,100,0,218,26,3,0,34,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,12,11,98,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
29,58,0,10,9,92,0,208,24,3,0,32,?
31,62,0,14,11,100,0,218,26,3,0,34,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,14,11,100,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
31,62,0,12,11,98,0,218,26,3,0,34,?
30,60,0,12,10,96,0,213,25,3,0,33,?
29,58,0,10,9,92,0,208,24,3,0,32,?
31,62,0,13,11,99,0,218,26,3,0,34,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,11,10,95,0,213,25,3,0,33,?
30,60,0,11,10,95,0,213,25,3,0,33,?
31,62,0,13,11,99,0,218,26,3,0,34,?
30,60,0,11,10,95,0,213,25,3,0,33,?
31,62,0,11,11,97,0,218,26,3,0,34,?
30,60,0,11,10,95,0,213,25,3,0,33,?
29,58,0,9,9,91,0,208,24,3,0,32,?
30,61,0,14,10,99,0,215,26,2,0,33,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,14,10,99,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,12,9,95,0,210,25,2,0,32,?
28,57,0,10,8,91,0,205,24,2,0,31,?
30,61,0,13,10,98,0,215,26,2,0,33,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,11,10,96,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
28,57,0,9,8,90,0,205,24,2,0,31,?
30,61,0,13,10,98,0,215,26,2,0,33,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,13,10,98,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
30,61,0,11,10,96,0,215,26,2,0,33,?
29,59,0,11,9,94,0,210,25,2,0,32,?
28,57,0,9,8,90,0,205,24,2,0,31,?
30,61,0,12,10,97,0,215,26,2,0,33,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,10,9,93,0,210,25,2,0,32,?
29,59,0,10,9,93,0,210,25,2,0,32,?
30,61,0,12,10,97,0,215,26,2,0,33,?
29,59,0,10,9,93,0,210,25,2,0,32,?
30,61,0,10,10,95,0,215,26,2,0,33,?
29,59,0,10,9,93,0,210,25,2,0,32,?
28,57,0,8,8,89,0,205,24,2,0,31,?
3,6,0,2,2,16,0,29,6,2,0,6,?
2,4,0,2,2,13,0,22,5,2,0,5,?
0,1,0,0,0,8,0,14,3,0,0,3,?
1,13,0,2,2,20,2,32,8,0,0,4,?
0,16,0,8,6,28,3,45,4,0,0,4,?
0,12,0,6,5,21,2,32,3,0,0,2,?
0,10,0,5,4,18,2,28,2,0,0,3,?
0,6,0,3,3,11,1,15,1,0,0,1,?
2,27,0,9,7,44,6,75,13,1,0,9,?
2,29,0,12,9,49,6,83,13,2,0,10,?
2,64,0,20,15,109,13,182,48,3,0,15,?
2,58,0,18,14,99,12,165,42,2,0,14,?
2,55,0,15,12,93,12,155,41,1,0,13,?
1,52,0,20,15,95,12,155,38,3,0,12,?
1,46,0,18,14,85,11,138,32,2,0,11,?
1,43,0,15,12,79,11,128,31,1,0,10,?
1,49,0,19,14,91,12,147,37,3,0,10,?
1,43,0,17,13,81,11,130,31,2,0,9,?
1,40,0,14,11,75,11,120,30,1,0,8,?
2,63,0,18,13,107,13,179,48,2,0,15,?
2,57,0,16,12,97,12,162,42,1,0,14,?
2,54,0,13,10,91,12,152,41,0,0,13,?
1,51,0,18,13,93,12,152,38,2,0,12,?
1,45,0,16,12,83,11,135,32,1,0,11,?
1,42,0,13,10,77,11,125,31,0,0,10,?
1,48,0,17,12,89,12,144,37,2,0,10,?
1,42,0,15,11,79,11,127,31,1,0,9,?
1,39,0,12,9,73,11,117,30,0,0,8,?
2,23,0,7,6,38,6,63,12,1,0,7,?
2,25,0,10,8,43,6,71,12,2,0,8,?
2,60,0,18,14,103,13,170,47,3,0,13,?
2,54,0,16,13,93,12,153,41,2,0,12,?
2,51,0,13,11,87,12,143,40,1,0,11,?
1,48,0,18,14,89,12,143,37,3,0,10,?
1,42,0,16,13,79,11,126,31,2,0,9,?
1,39,0,13,11,73,11,116,30,1,0,8,?
1,45,0,17,13,85,12,135,36,3,0,8,?
1,39,0,15,12,75,11,118,30,2,0,7,?
1,36,0,12,10,69,11,108,29,1,0,6,?
2,59,0,16,12,101,13,167,47,2,0,13,?
2,53,0,14,11,91,12,150,41,1,0,12,?
2,50,0,11,9,85,12,140,40,0,0,11,?
1,47,0,16,12,87,12,140,37,2,0,10,?
1,41,0,14,11,77,11,123,31,1,0,9,?
1,38,0,11,9,71,11,113,30,0,0,8,?
1,44,0,15,11,83,12,132,36,2,0,8,?
1,38,0,13,10,73,11,115,30,1,0,7,?
1,35,0,10,8,67,11,105,29,0,0,6,?
2,21,0,7,6,33,3,56,10,1,0,7,?
2,23,0,10,8,38,3,64,10,2,0,8,?
2,58,0,18,14,98,10,163,45,3,0,13,?
2,52,0,16,13,88,9,146,39,2,0,12,?
2,49,0,13,11,82,9,136,38,1,0,11,?
1,46,0,18,14,84,9,136,35,3,0,10,?
1,40,0,16,13,74,8,119,29,2,0,9,?
1,37,0,13,11,68,8,109,28,1,0,8,?
1,43,0,17,13,80,9,128,34,3,0,8,?
1,37,0,15,12,70,8,111,28,2,0,7,?
1,34,0,12,10,64,8,101,27,1,0,6,?
2,57,0,16,12,96,10,160,45,2,0,13,?
2,51,0,14,11,86,9,143,39,1,0,12,?
2,48,0,11,9,80,9,133,38,0,0,11,?
1,45,0,16,12,82,9,133,35,2,0,10,?
1,39,0,14,11,72,8,116,29,1,0,9,?
1,36,0,11,9,66,8,106,28,0,0,8,?
1,42,0,15,11,78,9,125,34,2,0,8,?
1,36,0,13,10,68,8,108,28,1,0,7,?
1,33,0,10,8,62,8,98,27,0,0,6,?
2,17,0,5,5,27,3,44,9,1,0,5,?
2,19,0,8,7,32,3,52,9,2,0,6,?
2,54,0,16,13,92,10,151,44,3,0,11,?
2,48,0,14,12,82,9,134,38,2,0,10,?
2,45,0,11,10,76,9,124,37,1,0,9,?
1,42,0,16,13,78,9,124,34,3,0,8,?
1,36,0,14,12,68,8,107,28,2,0,7,?
1,33,0,11,10,62,8,97,27,1,0,6,?
1,39,0,15,12,74,9,116,33,3,0,6,?
1,33,0,13,11,64,8,99,27,2,0,5,?
1,30,0,10,9,58,8,89,26,1,0,4,?
2,53,0,14,11,90,10,148,44,2,0,11,?
2,47,0,12,10,80,9,131,38,1,0,10,?
2,44,0,9,8,74,9,121,37,0,0,9,?
1,41,0,14,11,76,9,121,34,2,0,8,?
1,35,0,12,10,66,8,104,28,1,0,7,?
1,32,0,9,8,60,8,94,27,0,0,6,?
1,38,0,13,10,72,9,113,33,2,0,6,?
1,32,0,11,9,62,8,96,27,1,0,5,?
1,29,0,8,7,56,8,86,26,0,0,4,?
1,18,0,3,2,35,7,55,20,0,0,2,?
1,3,0,2,2,9,0,10,2,0,0,2,?
1,2,0,1,1,7,0,7,2,0,0,2,?
21,123,0,11,9,160,17,216,50,5,15,77,?
20,117,0,11,9,152,16,201,44,5,15,76,?
20,118,0,11,9,154,16,205,46,5,14,76,?
19,112,0,11,9,146,15,190,40,5,14,75,?
20,118,0,11,9,154,16,205,46,5,14,76,?
19,112,0,11,9,146,15,190,40,5,14,75,?
19,113,0,11,9,148,15,194,42,5,13,75,?
18,107,0,11,9,140,14,179,36,5,13,74,?
20,111,0,10,9,143,14,188,38,5,15,76,?
19,105,0,10,9,135,13,173,32,5,15,75,?
19,106,0,10,9,137,13,177,34,5,14,75,?
18,100,0,10,9,129,12,162,28,5,14,74,?
19,106,0,10,9,137,13,177,34,5,14,75,?
18,100,0,10,9,129,12,162,28,5,14,74,?
18,101,0,10,9,131,12,166,30,5,13,74,?
17,95,0,10,9,123,11,151,24,5,13,73,?
21,123,0,10,8,159,17,215,50,4,15,77,?
20,117,0,10,8,151,16,200,44,4,15,76,?
20,118,0,10,8,153,16,204,46,4,14,76,?
19,112,0,10,8,145,15,189,40,4,14,75,?
20,118,0,10,8,153,16,204,46,4,14,76,?
19,112,0,10,8,145,15,189,40,4,14,75,?
19,113,0,10,8,147,15,193,42,4,13,75,?
18,107,0,10,8,139,14,178,36,4,13,74,?
21,123,0,9,7,158,17,214,50,4,15,77,?
20,117,0,9,7,150,16,199,44,4,15,76,?
20,118,0,9,7,152,16,203,46,4,14,76,?
19,112,0,9,7,144,15,188,40,4,14,75,?
20,118,0,9,7,152,16,203,46,4,14,76,?
19,112,0,9,7,144,15,188,40,4,14,75,?
19,113,0,9,7,146,15,192,42,4,13,75,?
18,107,0,9,7,138,14,177,36,4,13,74,?
21,123,0,8,6,157,17,213,50,4,15,77,?
20,117,0,8,6,149,16,198,44,4,15,76,?
20,118,0,8,6,151,16,202,46,4,14,76,?
19,112,0,8,6,143,15,187,40,4,14,75,?
20,118,0,8,6,151,16,202,46,4,14,76,?
19,112,0,8,6,143,15,187,40,4,14,75,?
19,113,0,8,6,145,15,191,42,4,13,75,?
18,107,0,8,6,137,14,176,36,4,13,74,?
20,121,0,11,9,156,16,211,48,5,15,76,?
19,115,0,11,9,148,15,196,42,5,15,75,?
19,116,0,11,9,150,15,200,44,5,14,75,?
18,110,0,11,9,142,14,185,38,5,14,74,?
19,116,0,11,9,150,15,200,44,5,14,75,?
18,110,0,11,9,142,14,185,38,5,14,74,?
18,111,0,11,9,144,14,189,40,5,13,74,?
17,105,0,11,9,136,13,174,34,5,13,73,?
19,109,0,10,9,139,13,183,36,5,15,75,?
18,103,0,10,9,131,12,168,30,5,15,74,?
18,104,0,10,9,133,12,172,32,5,14,74,?
17,98,0,10,9,125,11,157,26,5,14,73,?
18,104,0,10,9,133,12,172,32,5,14,74,?
17,98,0,10,9,125,11,157,26,5,14,73,?
17,99,0,10,9,127,11,161,28,5,13,73,?
16,93,0,10,9,119,10,146,22,5,13,72,?
20,121,0,10,8,155,16,210,48,4,15,76,?
19,115,0,10,8,147,15,195,42,4,15,75,?
19,116,0,10,8,149,15,199,44,4,14,75,?
18,110,0,10,8,141,14,184,38,4,14,74,?
19,116,0,10,8,149,15,199,44,4,14,75,?
18,110,0,10,8,141,14,184,38,4,14,74,?
18,111,0,10,8,143,14,188,40,4,13,74,?
17,105,0,10,8,135,13,173,34,4,13,73,?
20,121,0,9,7,154,16,209,48,4,15,76,?
19,115,0,9,7,146,15,194,42,4,15,75,?
19,116,0,9,7,148,15,198,44,4,14,75,?
18,110,0,9,7,140,14,183,38,4,14,74,?
19,116,0,9,7,148,15,198,44,4,14,75,?
18,110,0,9,7,140,14,183,38,4,14,74,?
18,111,0,9,7,142,14,187,40,4,13,74,?
17,105,0,9,7,134,13,172,34,4,13,73,?
20,121,0,8,6,153,16,208,48,4,15,76,?
19,115,0,8,6,145,15,193,42,4,15,75,?
19,116,0,8,6,147,15,197,44,4,14,75,?
18,110,0,8,6,139,14,182,38,4,14,74,?
19,116,0,8,6,147,15,197,44,4,14,75,?
18,110,0,8,6,139,14,182,38,4,14,74,?
18,111,0,8,6,141,14,186,40,4,13,74,?
17,105,0,8,6,133,13,171,34,4,13,73,?
4,25,0,5,4,39,4,64,22,4,3,5,?
3,19,0,5,4,31,3,49,16,4,3,4,?
3,20,0,5,4,33,3,53,18,4,2,4,?
2,14,0,5,4,25,2,38,12,4,2,3,?
3,20,0,5,4,33,3,53,18,4,2,4,?
2,14,0,5,4,25,2,38,12,4,2,3,?
2,15,0,5,4,27,2,42,14,4,1,3,?
1,9,0,5,4,19,1,27,8,4,1,2,?
1,7,0,2,0,16,1,19,9,0,0,2,?
0,1,0,1,0,4,0,3,0,0,0,1,?
0,1,1,0,0,3,0,4,0,0,0,1,?
4,10,0,4,4,18,0,27,6,2,1,6,?
5,14,0,6,6,25,0,39,9,3,2,7,?
3,11,0,5,5,21,0,34,8,3,1,5,?
4,13,0,6,6,23,0,36,8,3,1,6,?
5,11,0,4,4,18,0,26,5,2,2,7,?
3,8,0,3,3,14,0,21,4,2,1,5,?
4,13,0,6,6,23,0,36,8,3,1,6,?
5,14,0,6,6,23,0,35,7,3,2,7,?
3,11,0,5,5,19,0,30,6,3,1,5,?
0,2,0,1,1,7,0,10,2,0,0,3,?
4,11,0,3,2,18,0,29,1,0,0,9,?
1,33,0,8,6,56,4,103,34,2,0,3,?
1,29,0,5,4,48,4,86,30,1,0,3,?
1,16,0,1,1,28,3,50,17,0,0,3,?
2,2,0,0,0,7,0,10,1,0,0,5,?
1,2,0,1,1,7,0,9,1,0,0,4,?
1,14,0,6,5,26,1,43,11,1,0,4,?
1,8,0,3,3,16,1,24,5,0,0,4,?
2,3,0,2,2,10,0,12,3,2,0,4,?
1,6,0,3,2,17,1,22,8,2,0,3,?
0,19,0,2,1,33,4,52,22,0,0,2,?
31,96,0,13,9,133,4,247,61,5,3,32,?
30,91,0,13,9,126,3,235,56,5,3,31,?
24,67,0,10,7,91,1,176,39,3,3,25,?
10,34,0,6,4,45,1,81,20,2,3,11,?
31,93,0,14,10,129,3,239,57,6,3,32,?
30,88,0,14,10,122,2,227,52,6,3,31,?
24,67,0,10,7,91,1,176,39,4,3,25,?
33,101,0,15,11,140,4,256,63,7,3,34,?
32,96,0,15,11,133,3,244,58,7,3,33,?
26,72,0,12,9,98,1,185,41,5,3,27,?
12,39,0,8,6,52,1,90,22,4,3,13,?
33,95,0,14,11,131,3,243,58,7,3,34,?
32,90,0,14,11,124,2,231,53,7,3,33,?
26,69,0,10,8,93,1,180,40,5,3,27,?
30,93,0,14,11,131,4,246,61,7,3,31,?
29,88,0,14,11,124,3,234,56,7,3,30,?
23,64,0,11,9,89,1,175,39,5,3,24,?
9,31,0,7,6,43,1,80,20,4,3,10,?
29,88,0,14,11,124,3,234,56,7,3,30,?
28,83,0,14,11,117,2,222,51,7,3,29,?
22,62,0,10,8,86,1,171,38,5,3,23,?
30,98,0,14,11,137,5,258,66,7,3,31,?
29,93,0,14,11,130,4,246,61,7,3,30,?
23,69,0,11,9,95,2,187,44,5,3,24,?
9,36,0,7,6,49,2,92,25,4,3,10,?
29,88,0,14,11,124,3,234,56,7,3,30,?
28,83,0,14,11,117,2,222,51,7,3,29,?
22,62,0,10,8,86,1,171,38,5,3,23,?
30,91,0,11,9,126,4,240,60,5,3,31,?
29,86,0,11,9,119,3,228,55,5,3,30,?
23,62,0,8,7,84,1,169,38,3,3,24,?
9,29,0,4,4,38,1,74,19,2,3,10,?
