@relation training_50.arff

@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute THROWS numeric
@attribute GOTO numeric
@attribute IF numeric
@attribute STATEMENTS numeric
@attribute NEW numeric
@attribute LOCALS numeric
@attribute INVOCATIONS numeric
@attribute EQUAL numeric
@attribute FIELDS_WRITTEN numeric
@attribute DEREFERNCES numeric
@attribute class {hot,cold}

@data
28,86,0,13,10,121,3,230,55,7,3,29,?
27,81,0,13,10,114,2,218,50,7,3,28,?
21,60,0,9,7,83,1,167,37,5,3,22,?
29,91,0,13,10,128,4,242,60,7,3,30,?
28,86,0,13,10,121,3,230,55,7,3,29,?
22,62,0,10,8,86,1,171,38,5,3,23,?
8,29,0,6,5,40,1,76,19,4,3,9,?
28,91,0,13,10,127,4,242,60,7,3,29,?
27,86,0,13,10,120,3,230,55,7,3,28,?
21,65,0,9,7,89,2,179,42,5,3,22,?
29,91,0,13,10,128,4,242,60,7,3,30,?
28,86,0,13,10,121,3,230,55,7,3,29,?
22,62,0,10,8,86,1,171,38,5,3,23,?
8,29,0,6,5,40,1,76,19,4,3,9,?
28,84,0,10,8,116,3,224,54,5,3,29,?
27,79,0,10,8,109,2,212,49,5,3,28,?
21,58,0,6,5,78,1,161,36,3,3,22,?
4,37,0,14,10,66,3,110,27,8,0,9,?
6,45,0,18,13,78,3,131,30,11,0,12,?
4,38,0,15,11,66,3,110,26,9,0,9,?
5,41,0,17,12,73,3,120,29,10,0,10,?
3,34,0,14,10,61,3,99,25,8,0,7,?
2,30,0,11,8,54,3,89,23,6,0,6,?
2,26,0,8,6,47,3,78,21,5,0,6,?
4,37,0,14,10,65,3,108,26,8,0,9,?
6,45,0,18,13,77,3,129,29,11,0,12,?
4,38,0,15,11,65,3,108,25,9,0,9,?
5,41,0,17,12,72,3,118,28,10,0,10,?
3,34,0,14,10,60,3,97,24,8,0,7,?
2,30,0,11,8,53,3,87,22,6,0,6,?
2,26,0,8,6,46,3,76,20,5,0,6,?
4,31,0,11,8,55,2,90,21,6,0,9,?
6,39,0,15,11,67,2,111,24,9,0,12,?
4,32,0,12,9,55,2,90,20,7,0,9,?
5,35,0,14,10,62,2,100,23,8,0,10,?
3,28,0,11,8,50,2,79,19,6,0,7,?
2,24,0,8,6,43,2,69,17,4,0,6,?
2,20,0,5,4,36,2,58,15,3,0,6,?
0,1,0,1,1,6,0,7,1,0,0,3,?
0,14,0,8,7,28,1,41,9,2,0,3,?
0,14,0,7,6,28,1,41,10,2,0,3,?
0,11,0,5,4,22,1,33,7,0,0,3,?
2,33,0,9,7,53,2,100,30,2,0,6,?
2,34,0,9,8,53,2,100,30,3,0,6,?
0,25,0,9,7,43,1,80,23,2,0,4,?
0,26,0,9,8,43,1,80,23,3,0,4,?
2,32,0,9,7,52,2,99,30,2,0,6,?
2,33,0,9,8,52,2,99,30,3,0,6,?
0,24,0,9,7,42,1,79,23,2,0,4,?
0,25,0,9,8,42,1,79,23,3,0,4,?
2,32,0,9,7,52,2,99,30,2,0,6,?
2,33,0,9,8,52,2,99,30,3,0,6,?
0,24,0,9,7,42,1,79,23,2,0,4,?
0,25,0,9,8,42,1,79,23,3,0,4,?
2,31,0,9,7,51,2,98,30,2,0,6,?
2,32,0,9,8,51,2,98,30,3,0,6,?
0,23,0,9,7,41,1,78,23,2,0,4,?
0,24,0,9,8,41,1,78,23,3,0,4,?
2,32,0,9,7,52,2,99,30,2,0,6,?
2,33,0,9,8,52,2,99,30,3,0,6,?
0,24,0,9,7,42,1,79,23,2,0,4,?
0,25,0,9,8,42,1,79,23,3,0,4,?
2,31,0,9,7,51,2,98,30,2,0,6,?
2,32,0,9,8,51,2,98,30,3,0,6,?
0,23,0,9,7,41,1,78,23,2,0,4,?
0,24,0,9,8,41,1,78,23,3,0,4,?
2,31,0,9,7,51,2,98,30,2,0,6,?
2,32,0,9,8,51,2,98,30,3,0,6,?
0,23,0,9,7,41,1,78,23,2,0,4,?
0,24,0,9,8,41,1,78,23,3,0,4,?
2,30,0,9,7,50,2,97,30,2,0,6,?
2,31,0,9,8,50,2,97,30,3,0,6,?
0,22,0,9,7,40,1,77,23,2,0,4,?
0,23,0,9,8,40,1,77,23,3,0,4,?
0,2,0,0,0,6,0,9,2,0,0,3,?
0,2,0,1,1,6,0,7,1,1,0,2,?
0,12,0,4,3,24,1,36,12,1,0,4,?
0,20,0,8,6,33,0,56,15,2,0,3,?
0,12,0,5,4,21,0,33,8,1,0,3,?
0,3,0,1,1,8,0,10,2,0,0,3,?
2,74,0,4,2,106,12,192,79,1,0,6,?
0,1,0,1,0,4,0,3,0,0,0,1,?
0,1,0,1,0,4,0,3,0,0,0,1,?
0,1,1,0,0,3,0,4,0,0,0,1,?
0,5,0,0,0,12,1,18,6,0,0,4,?
2,28,0,2,1,101,7,183,80,0,0,8,?
0,16,0,6,4,27,0,49,14,2,0,3,?
0,18,0,6,5,29,0,56,15,3,0,3,?
0,3,0,1,1,8,0,10,2,0,0,3,?
2,2,0,0,0,4,0,6,0,0,0,3,?
2,4,0,2,2,8,0,11,1,1,0,3,?
1,1,0,0,0,7,0,8,3,0,0,3,?
1,22,0,7,5,34,2,51,10,1,0,4,?
2,18,0,7,5,29,0,41,5,2,0,6,?
0,21,0,8,6,33,2,55,7,2,0,4,?
1,26,0,9,7,40,2,63,12,3,0,6,?
2,22,0,9,7,35,0,53,7,4,0,8,?
0,25,0,10,8,39,2,67,9,4,0,6,?
1,29,0,11,9,46,3,74,14,5,0,8,?
3,29,0,9,8,45,2,72,14,5,0,10,?
1,32,0,10,9,49,4,86,16,5,0,8,?
1,15,0,3,3,23,2,32,8,0,0,2,?
3,20,0,8,4,34,1,52,10,1,0,7,?
1,23,0,9,5,38,3,66,12,1,0,5,?
2,28,0,10,6,45,3,74,17,2,0,7,?
3,24,0,10,6,40,1,64,12,3,0,9,?
1,27,0,11,7,44,3,78,14,3,0,7,?
2,32,0,12,8,51,3,86,19,4,0,9,?
3,27,0,12,8,46,2,75,14,5,0,11,?
1,30,0,13,9,50,4,89,16,5,0,9,?
3,39,0,12,9,61,5,105,26,5,0,11,?
3,13,0,4,2,23,1,33,8,0,0,5,?
1,16,0,5,3,27,3,47,10,0,0,3,?
2,26,0,9,5,42,3,68,16,1,0,6,?
3,22,0,9,5,37,1,58,11,2,0,8,?
1,25,0,10,6,41,3,72,13,2,0,6,?
2,30,0,11,7,48,3,80,18,3,0,8,?
3,26,0,11,7,43,1,70,13,4,0,10,?
1,29,0,12,8,47,3,84,15,4,0,8,?
2,33,0,13,9,54,4,91,20,5,0,10,?
4,33,0,11,8,53,3,89,20,5,0,12,?
2,36,0,12,9,57,5,103,22,5,0,10,?
2,19,0,5,3,31,3,49,14,0,0,4,?
3,20,0,8,4,34,1,52,10,1,0,7,?
1,23,0,9,5,38,3,66,12,1,0,5,?
2,28,0,10,6,45,3,74,17,2,0,7,?
3,24,0,10,6,40,1,64,12,3,0,9,?
1,27,0,11,7,44,3,78,14,3,0,7,?
2,32,0,12,8,51,3,86,19,4,0,9,?
3,27,0,12,8,46,2,75,14,5,0,11,?
1,30,0,13,9,50,4,89,16,5,0,9,?
3,39,0,12,9,61,5,105,26,5,0,11,?
3,13,0,4,2,23,1,33,8,0,0,5,?
1,16,0,5,3,27,3,47,10,0,0,3,?
2,26,0,9,5,42,3,68,16,1,0,6,?
3,22,0,9,5,37,1,58,11,2,0,8,?
1,25,0,10,6,41,3,72,13,2,0,6,?
2,30,0,11,7,48,3,80,18,3,0,8,?
3,26,0,11,7,43,1,70,13,4,0,10,?
1,29,0,12,8,47,3,84,15,4,0,8,?
2,33,0,13,9,54,4,91,20,5,0,10,?
4,33,0,11,8,53,3,89,20,5,0,12,?
2,36,0,12,9,57,5,103,22,5,0,10,?
2,19,0,5,3,31,3,49,14,0,0,4,?
0,0,0,0,0,3,0,2,1,0,0,1,?
