@relation observations
@attribute X3FB8368D482301DA96D10014220897B8 {true,false}
@attribute X3ED4522E482301DAA3530014220897B8 {true,false}
@attribute X3F18AC43482301DAAB090014220897B8 {true,false}
@attribute X3F2000CA482301DA98660014220897B8 {true,false}
@attribute X3F201334482301DAB3BF0014220897B8 {true,false}
@attribute X3F20271B482301DAA2660014220897B8 {true,false}
@attribute X3FB7E6DC482301DAADD00014220897B8 {true,false}
@attribute X3FEDD86A482301DAA56C0014220897B8 {true,false}
@attribute X3850C08A482301DA81450014220897B8 {true,false}
@attribute X3EE9F55A482301DA80190014220897B8 {true,false}
@attribute X38BA635D482301DABDF30014220897B8 {true,false}
@attribute X40096F74482301DAB4E00014220897B8 {true,false}
@attribute X4026C061482301DAA1F00014220897B8 {true,false}
@attribute X3E13FE61482301DA82BC0014220897B8 {true,false}
@attribute X38524A4B482301DABCC20014220897B8 {true,false}
@attribute X38666488482301DAA4120014220897B8 {true,false}
@attribute X3866805F482301DAB91C0014220897B8 {true,false}
@attribute X3F390F4A482301DAABD10014220897B8 {true,false}
@attribute X3F397057482301DA835E0014220897B8 {true,false}
@attribute X3F398B29482301DAA7660014220897B8 {true,false}
@attribute X3F54127C482301DAA2120014220897B8 {true,false}
@attribute X3F5F60AB482301DA86F10014220897B8 {true,false}
@attribute X402715D1482301DA88250014220897B8 {true,false}
@attribute X3F38F72A482301DA90A00014220897B8 {true,false}
@attribute X3F39A41C482301DAB6980014220897B8 {true,false}
@attribute X3F512538482301DAB1670014220897B8 {true,false}
@attribute X3F5CAFB3482301DA9FCA0014220897B8 {true,false}
@attribute X3F5F7A01482301DAA97E0014220897B8 {true,false}
@attribute X3F5F9145482301DA9EF10014220897B8 {true,false}
@attribute X3F776461482301DA808B0014220897B8 {true,false}
@data
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,
