@relation training_10.arff

@attribute INVOCATIONS numeric
@attribute ASSIGNMENTS numeric
@attribute STATEMENTS numeric
@attribute EQUAL numeric
@attribute GOTO numeric
@attribute IF numeric
@attribute FIELDS numeric
@attribute FIELDS_WRITTEN numeric
@attribute LOCALS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute THROWS numeric
@attribute class {hot,cold}

@data
6,4,11,0,1,0,0,0,15,1,1,0,?
3,2,6,0,0,0,0,0,9,1,0,0,?
0,2,7,0,2,1,0,0,8,3,0,0,?
0,2,6,0,1,1,0,0,8,3,0,0,?
0,5,12,1,4,3,0,0,18,4,0,0,?
0,5,11,1,3,3,0,0,18,4,0,0,?
0,4,9,1,2,2,0,0,14,3,0,0,?
0,3,7,0,1,1,0,0,10,3,0,0,?
15,20,30,0,2,1,4,1,52,10,2,0,?
14,17,26,0,2,1,2,0,45,8,1,0,?
4,4,9,0,0,0,2,0,11,3,0,0,?
9,7,20,0,1,0,0,0,26,3,4,0,?
9,11,16,0,0,0,3,1,24,4,1,0,?
12,8,23,0,1,0,2,0,30,3,3,0,?
9,11,16,0,0,0,3,1,24,4,1,0,?
4,6,15,1,4,2,3,1,18,5,0,0,?
3,5,13,1,4,2,2,0,17,4,0,0,?
6,8,18,2,4,3,3,1,24,5,0,0,?
5,7,16,2,4,3,2,0,23,4,0,0,?
4,6,14,2,4,3,1,1,16,3,0,0,?
3,5,12,2,4,3,0,0,15,2,0,0,?
9,11,16,0,0,0,3,1,24,4,1,0,?
2,2,6,0,0,0,1,1,6,2,1,0,?
2,2,5,0,0,0,0,0,7,2,0,0,?
21,30,40,0,1,0,10,5,69,12,5,0,?
1,1,4,0,0,0,0,0,4,1,0,0,?
2,2,7,0,0,0,1,0,10,3,0,0,?
1,5,12,0,3,2,0,0,18,3,0,0,?
0,2,6,0,1,1,0,0,7,2,0,0,?
1,5,14,0,3,2,0,0,23,5,0,0,?
0,2,8,0,1,1,0,0,11,4,0,0,?
4,6,15,2,3,2,6,1,18,7,0,0,?
3,5,13,2,3,2,5,1,15,6,0,0,?
2,3,10,2,3,2,3,0,11,4,0,0,?
1,2,8,2,3,2,2,0,8,3,0,0,?
1,1,4,0,0,0,0,0,4,1,0,0,?
11,12,22,0,1,0,6,0,36,8,1,0,?
10,11,18,0,0,0,4,0,32,5,1,0,?
6,7,11,0,0,0,2,0,19,3,1,0,?
8,9,14,0,0,0,2,0,23,4,1,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
7,9,12,0,0,0,2,0,22,3,1,0,?
0,1,2,0,0,0,1,1,0,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
22,24,37,0,3,2,0,0,63,2,4,0,?
16,17,26,0,1,1,0,0,44,2,3,0,?
17,18,35,0,6,4,0,0,54,2,3,0,?
16,17,31,0,4,3,0,0,49,2,3,0,?
11,11,24,0,4,3,0,0,35,2,2,0,?
10,10,20,0,2,2,0,0,30,2,2,0,?
10,20,25,0,0,0,8,4,36,8,4,0,?
11,32,51,0,9,6,2,1,92,9,4,0,?
3,10,24,0,7,5,1,1,33,5,2,0,?
3,8,19,0,4,3,1,1,26,5,2,0,?
3,6,14,0,1,1,1,1,19,5,2,0,?
0,10,21,0,9,6,0,0,27,4,1,0,?
0,6,15,0,7,5,0,0,15,1,1,0,?
0,4,10,0,4,3,0,0,10,1,1,0,?
0,2,5,0,1,1,0,0,5,1,1,0,?
1,1,4,0,0,0,0,0,5,1,1,0,?
5,5,8,0,0,0,0,0,13,1,1,0,?
6,6,10,0,0,0,0,0,17,2,1,0,?
13,16,20,0,0,0,0,0,39,5,1,0,?
0,6,13,0,5,3,1,0,15,3,1,0,?
0,3,8,0,3,2,0,0,8,1,1,0,?
0,6,12,0,4,3,1,0,16,3,0,0,?
0,3,7,0,2,2,0,0,9,1,0,0,?
3,7,11,0,0,0,0,0,14,3,4,0,?
1,8,14,0,3,2,0,0,26,5,0,0,?
0,2,6,0,1,1,0,0,8,2,0,0,?
1,2,6,1,1,1,2,0,6,3,0,0,?
0,1,4,1,1,1,1,0,3,2,0,0,?
0,10,16,0,3,2,0,0,28,3,0,0,?
0,3,7,0,1,1,0,0,10,2,0,0,?
0,14,24,0,6,4,0,0,40,7,0,0,?
0,6,14,0,4,3,0,0,18,4,0,0,?
0,1,6,0,1,1,0,0,6,3,0,0,?
0,6,7,0,0,0,5,5,2,5,0,0,?
14,23,32,0,6,3,6,6,36,6,2,0,?
15,23,31,0,5,3,6,6,37,6,2,0,?
15,23,31,0,5,3,6,6,37,6,2,0,?
16,23,30,0,4,3,6,6,38,6,2,0,?
15,23,31,0,5,3,6,6,37,6,2,0,?
16,23,30,0,4,3,6,6,38,6,2,0,?
16,23,30,0,4,3,6,6,38,6,2,0,?
17,23,29,0,3,3,6,6,39,6,2,0,?
1,2,8,0,0,0,2,2,10,6,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,6,11,0,0,0,5,5,13,8,1,0,?
0,3,5,0,0,0,1,0,8,2,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
4,2,9,0,0,0,0,0,13,4,0,0,?
6,7,11,0,0,0,0,0,19,1,2,1,?
4,2,10,0,0,0,0,0,15,5,0,0,?
6,7,11,0,0,0,0,0,19,1,2,1,?
8,7,17,1,2,1,0,0,29,5,1,0,?
8,7,16,1,1,1,0,0,29,5,1,0,?
31,56,75,0,3,2,36,0,128,37,1,0,?
0,1,4,0,1,1,0,0,3,1,0,0,?
16,18,25,0,1,0,7,4,32,7,0,0,?
5,6,10,0,0,0,0,0,16,1,2,1,?
3,3,7,0,0,0,3,0,6,3,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
3,15,18,0,0,0,4,0,35,9,0,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
0,2,5,0,1,1,2,0,5,3,0,0,?
0,5,9,0,2,2,4,0,11,5,0,0,?
0,12,17,0,3,3,7,0,26,8,0,0,?
0,14,20,0,4,4,8,0,32,9,0,0,?
0,14,20,0,4,4,9,0,30,10,0,0,?
0,9,10,0,0,0,6,3,12,6,0,0,?
9,7,17,3,3,3,0,0,19,0,2,0,?
8,7,16,3,3,3,0,0,18,0,2,0,?
7,6,14,2,2,2,0,0,15,0,2,0,?
8,7,16,3,3,3,0,0,18,0,2,0,?
7,7,15,3,3,3,0,0,17,0,2,0,?
6,6,13,2,2,2,0,0,14,0,2,0,?
5,9,19,2,6,4,0,0,28,3,0,0,?
5,9,18,2,5,4,0,0,28,3,0,0,?
3,4,9,1,2,2,0,0,12,1,0,0,?
2,1,5,1,1,1,0,0,5,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
2,1,4,0,0,0,0,0,4,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
4,3,8,0,0,0,0,0,11,2,1,0,?
0,1,2,0,0,0,1,0,2,1,0,0,?
0,1,2,0,0,0,1,0,2,1,0,0,?
0,2,3,0,0,0,2,2,0,2,0,0,?
2,3,8,0,0,0,2,2,9,4,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
2,2,5,0,0,0,0,0,8,2,0,0,?
4,4,7,1,1,1,0,0,12,1,0,0,?
5,6,10,2,2,2,0,0,17,1,0,0,?
6,7,12,3,3,3,0,0,20,1,0,0,?
7,8,14,4,4,4,0,0,23,1,0,0,?
5,6,12,4,4,4,0,0,18,1,0,0,?
1,2,4,0,0,0,0,0,6,1,0,0,?
17,25,33,2,5,4,0,0,60,2,0,0,?
16,23,31,2,5,4,0,0,56,2,0,0,?
15,24,31,2,4,4,0,0,59,2,0,0,?
14,22,29,2,4,4,0,0,55,2,0,0,?
12,19,25,2,3,3,0,0,47,2,0,0,?
11,17,23,2,3,3,0,0,43,2,0,0,?
11,18,26,2,5,4,0,0,43,2,0,0,?
10,16,24,2,5,4,0,0,39,2,0,0,?
9,17,24,2,4,4,0,0,42,2,0,0,?
8,15,22,2,4,4,0,0,38,2,0,0,?
6,12,18,2,3,3,0,0,30,2,0,0,?
5,10,16,2,3,3,0,0,26,2,0,0,?
1,2,7,0,2,1,0,0,8,2,0,0,?
3,4,11,1,4,3,0,0,14,2,0,0,?
3,4,10,1,3,3,0,0,14,2,0,0,?
2,3,9,0,3,2,0,0,11,2,0,0,?
1,2,7,0,2,1,0,0,8,2,0,0,?
2,2,6,0,1,1,0,0,9,2,0,0,?
1,2,7,0,2,1,0,0,8,2,0,0,?
2,2,6,0,1,1,0,0,9,2,0,0,?
9,12,24,5,7,7,0,0,36,3,1,0,?
9,11,23,5,7,7,0,0,35,3,1,0,?
8,10,21,4,6,6,0,0,32,3,1,0,?
7,9,19,3,5,5,0,0,28,3,1,0,?
9,11,23,5,7,7,0,0,35,3,1,0,?
9,10,22,5,7,7,0,0,34,3,1,0,?
8,9,20,4,6,6,0,0,31,3,1,0,?
7,8,18,3,5,5,0,0,27,3,1,0,?
8,10,21,4,6,6,0,0,32,3,1,0,?
8,9,20,4,6,6,0,0,31,3,1,0,?
7,8,18,3,5,5,0,0,28,3,1,0,?
6,7,16,2,4,4,0,0,24,3,1,0,?
2,4,13,3,5,5,0,0,16,3,0,0,?
2,3,12,3,5,5,0,0,15,3,0,0,?
1,2,10,2,4,4,0,0,12,3,0,0,?
0,1,8,1,3,3,0,0,8,3,0,0,?
2,4,12,2,4,4,0,0,15,3,0,0,?
2,3,11,2,4,4,0,0,14,3,0,0,?
1,2,9,1,3,3,0,0,11,3,0,0,?
0,1,7,0,2,2,0,0,7,3,0,0,?
1,2,5,0,0,0,1,0,8,3,0,0,?
1,2,5,0,0,0,1,0,8,3,0,0,?
2,1,4,0,0,0,0,0,4,1,0,0,?
12,12,21,3,4,3,0,0,34,2,1,0,?
2,2,7,2,2,2,0,0,8,2,0,0,?
0,0,4,1,1,1,0,0,3,2,0,0,?
2,1,4,0,0,0,0,0,4,1,0,0,?
13,14,23,3,4,3,0,0,38,2,1,0,?
3,3,8,2,2,2,0,0,10,2,0,0,?
0,0,4,1,1,1,0,0,3,2,0,0,?
1,0,4,0,1,0,0,0,2,1,0,0,?
0,1,3,0,0,0,0,0,3,1,0,0,?
2,3,9,2,4,3,0,0,10,1,0,0,?
2,3,8,2,3,3,0,0,10,1,0,0,?
1,2,6,2,2,2,0,0,7,1,0,0,?
0,1,4,1,1,1,0,0,4,1,0,0,?
3,4,6,0,0,0,0,0,9,0,1,0,?
0,0,3,0,1,1,0,0,2,1,0,0,?
1,1,5,1,2,2,0,0,5,1,0,0,?
4,4,9,2,3,3,0,0,13,1,0,0,?
3,3,8,2,3,3,0,0,10,1,0,0,?
0,1,4,0,1,1,0,0,4,1,0,0,?
4,6,12,1,4,3,0,0,18,1,0,0,?
7,10,19,2,7,5,0,0,30,1,0,0,?
4,7,14,1,5,4,0,0,21,1,0,0,?
1,3,7,0,2,2,0,0,9,1,0,0,?
2,4,9,0,0,0,3,3,10,5,1,0,?
2,1,6,0,0,0,1,0,7,3,0,0,?
1,1,7,1,2,1,1,0,7,3,0,0,?
1,1,7,1,2,1,1,0,7,3,0,0,?
10,14,19,1,1,1,3,1,34,4,1,0,?
10,14,19,1,1,1,3,1,34,4,1,0,?
10,10,13,0,0,0,0,0,24,1,1,0,?
11,11,19,0,1,0,2,0,29,3,2,0,?
6,6,10,0,0,0,0,0,15,1,1,0,?
1,2,3,0,0,0,1,1,2,1,0,0,?
1,2,7,0,0,0,2,2,8,5,0,0,?
0,3,5,0,0,0,2,0,8,4,0,0,?
0,2,3,0,0,0,1,0,4,2,0,0,?
1,7,13,1,3,2,4,0,20,6,0,0,?
1,7,12,1,2,2,4,0,20,6,0,0,?
0,4,8,0,1,1,2,0,12,4,0,0,?
6,8,11,0,0,0,2,0,20,3,1,0,?
2,6,9,0,0,0,1,1,10,3,3,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
2,2,5,0,0,0,0,0,5,0,1,0,?
2,1,4,0,0,0,0,0,3,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
2,2,5,0,0,0,0,0,5,0,1,0,?
0,2,5,0,0,0,0,0,7,2,0,0,?
3,16,24,0,4,3,0,0,42,2,1,0,?
3,15,23,0,4,3,0,0,40,2,1,0,?
1,8,13,0,1,1,0,0,20,2,1,0,?
8,10,18,0,0,0,0,0,28,3,1,0,?
2,4,8,0,0,0,0,0,10,1,1,0,?
1,1,4,0,0,0,1,1,3,2,0,0,?
4,6,10,0,0,0,1,1,14,1,3,0,?
1,3,7,1,2,1,2,0,9,3,0,0,?
0,2,5,1,1,1,1,0,6,2,0,0,?
1,5,9,0,0,0,2,0,15,5,0,0,?
3,5,10,0,0,0,2,1,13,3,2,0,?
1,1,3,0,0,0,0,0,3,0,1,0,?
0,8,13,1,2,2,3,0,23,7,0,0,?
0,15,23,2,5,4,6,0,43,12,0,0,?
0,11,18,1,4,3,4,0,31,8,0,0,?
0,4,8,0,1,1,1,0,11,3,0,0,?
3,5,12,0,1,0,3,2,15,5,2,0,?
1,1,4,0,0,0,0,0,4,1,0,0,?
1,1,4,0,0,0,1,0,4,2,0,0,?
0,0,4,0,0,0,0,0,3,3,0,0,?
0,0,6,0,0,0,0,0,5,5,0,0,?
0,0,3,0,0,0,0,0,2,2,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
2,3,8,1,1,1,0,0,11,2,1,0,?
3,5,11,2,2,2,0,0,16,2,1,0,?
8,10,17,2,2,2,0,0,27,2,2,1,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
1,4,9,0,0,0,2,1,14,6,0,0,?
3,11,17,0,3,2,4,1,24,6,2,0,?
1,5,7,0,1,1,2,1,8,2,1,0,?
2,2,6,0,0,0,2,0,7,3,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
1,9,12,0,0,0,0,0,24,2,0,0,?
1,0,4,0,0,0,0,0,3,2,0,0,?
1,0,4,0,0,0,0,0,4,2,0,0,?
1,9,16,0,3,2,0,0,28,4,0,0,?
1,5,10,0,1,1,0,0,15,2,0,0,?
4,13,22,0,3,2,0,0,44,4,1,0,?
4,7,14,0,1,1,0,0,25,2,1,0,?
1,6,12,0,3,2,0,0,18,3,1,0,?
0,3,7,0,1,1,0,0,10,2,1,0,?
2,2,6,0,0,0,0,0,7,1,1,0,?
5,10,19,1,4,3,0,0,29,2,2,1,?
0,5,12,1,4,3,0,0,17,2,0,0,?
5,8,15,1,2,2,0,0,23,2,2,1,?
0,3,8,1,2,2,0,0,11,2,0,0,?
0,24,34,0,7,5,0,0,68,10,0,0,?
0,22,30,0,5,4,0,0,61,10,0,0,?
0,12,22,0,7,5,0,0,36,2,0,0,?
0,10,18,0,5,4,0,0,29,2,0,0,?
0,5,9,0,1,1,0,0,12,2,0,0,?
14,21,36,1,2,2,4,0,59,8,3,0,?
16,28,43,1,2,2,4,0,76,8,3,0,?
13,19,33,1,2,2,3,0,54,7,2,0,?
15,26,40,1,2,2,3,0,71,7,2,0,?
2,5,10,0,1,0,1,0,12,2,1,0,?
1,1,4,0,0,0,0,0,4,1,0,0,?
1,2,4,0,0,0,1,1,3,1,1,0,?
1,2,7,0,0,0,2,2,8,5,0,0,?
0,9,13,0,2,1,5,2,22,7,0,0,?
0,4,7,0,1,1,2,1,10,3,0,0,?
0,1,6,0,1,1,1,0,6,4,0,0,?
1,14,22,0,4,3,7,2,39,12,0,0,?
1,4,10,0,2,2,2,0,15,5,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
0,1,3,0,0,0,1,0,3,2,0,0,?
1,2,6,0,0,0,2,2,6,4,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
10,10,13,0,0,0,0,0,25,1,1,0,?
7,6,11,0,0,0,1,0,13,1,1,0,?
46,57,83,0,4,2,19,8,109,20,8,0,?
40,47,69,0,2,1,17,8,85,17,7,0,?
1,1,4,0,0,0,0,0,4,1,0,0,?
1,0,3,0,1,0,0,0,0,0,0,0,?
0,1,3,0,0,0,0,0,3,1,0,0,?
1,3,9,0,0,0,1,0,13,5,1,0,?
2,3,6,0,1,1,0,0,7,0,1,0,?
5,5,11,0,1,1,0,0,13,0,2,0,?
2,1,6,0,2,1,0,0,5,1,0,0,?
4,7,15,0,4,3,0,0,22,2,0,0,?
3,4,9,0,2,2,0,0,12,1,0,0,?
19,22,35,0,1,0,5,3,60,10,2,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
9,6,16,1,2,1,1,0,20,3,1,0,?
8,6,15,1,2,1,1,0,19,3,1,0,?
0,1,3,0,0,0,0,0,3,1,0,0,?
6,8,16,0,3,2,2,0,22,3,1,0,?
1,2,6,0,1,1,1,0,6,2,0,0,?
5,2,9,1,1,1,1,0,9,2,0,0,?
4,2,8,1,1,1,1,0,8,2,0,0,?
15,11,23,1,1,1,2,0,35,5,1,0,?
14,11,22,1,1,1,2,0,34,5,1,0,?
10,12,21,0,3,2,2,0,32,3,2,0,?
1,2,6,0,1,1,1,0,6,2,0,0,?
8,7,21,1,5,3,1,0,25,3,0,0,?
7,7,20,1,5,3,1,0,24,3,0,0,?
5,6,15,1,3,2,1,0,17,3,0,0,?
4,6,14,1,3,2,1,0,16,3,0,0,?
6,5,17,1,4,3,2,1,19,3,0,0,?
5,5,16,1,4,3,2,1,18,3,0,0,?
3,4,11,1,2,2,2,1,11,3,0,0,?
2,4,10,1,2,2,2,1,10,3,0,0,?
5,4,13,1,2,1,1,0,13,3,0,0,?
4,4,12,1,2,1,1,0,12,3,0,0,?
4,3,10,1,1,1,2,1,9,3,0,0,?
3,3,9,1,1,1,2,1,8,3,0,0,?
1,6,13,0,3,2,2,0,20,4,0,0,?
0,2,6,0,1,1,1,0,7,3,0,0,?
2,0,7,0,0,0,0,0,9,4,0,0,?
13,11,18,0,1,0,0,0,27,1,2,0,?
6,6,11,0,0,0,0,0,17,1,2,1,?
9,2,13,0,0,0,0,0,15,3,0,0,?
6,6,12,1,2,1,1,0,16,2,1,0,?
5,6,11,1,2,1,1,0,15,2,1,0,?
2,2,5,0,0,0,0,0,7,1,0,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
7,7,13,1,2,1,1,0,18,2,1,0,?
6,7,12,1,2,1,1,0,17,2,1,0,?
2,2,5,0,0,0,0,0,7,1,0,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
0,0,3,0,1,1,0,0,2,1,0,0,?
1,0,5,0,2,1,0,0,3,1,0,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
0,1,2,0,0,0,1,1,0,1,0,0,?
2,3,9,0,0,0,3,3,10,6,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,1,2,2,0,0,?
0,2,5,0,2,1,1,0,4,1,0,0,?
0,3,5,0,1,1,2,0,6,2,0,0,?
0,1,2,0,0,0,1,0,2,1,0,0,?
4,12,21,1,5,3,4,0,30,6,0,0,?
3,7,13,1,3,2,2,0,15,3,0,0,?
2,11,19,1,5,3,4,0,28,6,0,0,?
1,6,11,1,3,2,2,0,13,3,0,0,?
1,2,5,0,0,0,0,0,6,1,0,0,?
4,13,21,1,5,3,4,0,28,5,2,0,?
2,5,9,1,2,2,2,0,10,2,0,0,?
2,12,19,1,5,3,4,0,26,5,2,0,?
0,4,7,1,2,2,2,0,8,2,0,0,?
13,16,20,0,0,0,1,0,38,3,2,1,?
5,24,34,1,5,3,10,1,57,15,1,0,?
2,10,15,1,2,2,4,1,21,5,1,0,?
3,23,32,1,5,3,10,1,55,15,1,0,?
0,9,13,1,2,2,4,1,19,5,1,0,?
15,31,44,0,6,2,8,0,77,14,1,0,?
12,17,25,0,3,1,2,0,41,4,1,0,?
15,31,44,0,6,2,8,0,77,14,1,0,?
12,17,25,0,3,1,2,0,41,4,1,0,?
15,31,43,0,5,2,8,0,77,14,1,0,?
12,17,24,0,2,1,2,0,41,4,1,0,?
1,1,3,0,1,1,0,0,2,0,0,0,?
4,14,23,1,6,4,7,0,30,8,0,0,?
3,7,12,1,3,3,3,0,14,3,0,0,?
2,13,21,1,6,4,7,0,28,8,0,0,?
1,6,10,1,3,3,3,0,12,3,0,0,?
13,24,35,0,5,2,7,0,56,10,1,0,?
12,17,24,0,2,1,3,0,40,5,1,0,?
1,1,3,0,1,1,0,0,2,0,0,0,?
4,14,23,1,6,4,7,0,30,8,0,0,?
3,7,12,1,3,3,3,0,14,3,0,0,?
2,13,21,1,6,4,7,0,28,8,0,0,?
1,6,10,1,3,3,3,0,12,3,0,0,?
13,24,35,0,5,2,7,0,56,10,1,0,?
12,17,24,0,2,1,3,0,40,5,1,0,?
3,10,19,1,5,3,4,0,26,6,0,0,?
2,5,10,1,2,2,2,0,12,3,0,0,?
1,9,17,1,5,3,4,0,24,6,0,0,?
0,4,8,1,2,2,2,0,10,3,0,0,?
13,21,32,0,5,2,4,0,53,7,1,0,?
12,16,23,0,2,1,2,0,39,4,1,0,?
4,7,18,0,3,1,4,1,18,6,1,0,?
1,1,5,0,1,1,0,0,4,2,0,0,?
1,2,5,0,0,0,0,0,7,1,1,1,?
0,1,4,0,0,0,0,0,5,1,0,1,?
5,5,13,0,2,1,4,0,11,5,0,0,?
1,1,4,0,1,1,0,0,3,1,0,0,?
9,8,14,0,0,0,0,0,25,1,2,1,?
1,4,6,0,0,0,3,2,5,3,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
0,6,11,0,3,2,0,0,19,3,1,0,?
0,3,6,0,1,1,0,0,9,1,1,0,?
0,5,11,0,3,2,0,0,17,4,0,0,?
0,2,6,0,1,1,0,0,7,2,0,0,?
1,9,15,0,3,2,0,0,27,4,0,0,?
0,3,7,0,1,1,0,0,9,2,0,0,?
0,28,40,0,9,6,0,0,80,15,0,0,?
0,13,23,0,7,5,0,0,40,7,0,0,?
0,25,35,0,7,5,0,0,70,13,0,0,?
0,10,18,0,5,4,0,0,30,5,0,0,?
0,5,9,0,1,1,0,0,13,3,0,0,?
1,13,22,0,6,4,0,0,39,6,0,0,?
0,7,14,0,4,3,0,0,22,3,0,0,?
0,2,6,0,1,1,0,0,8,2,0,0,?
1,8,18,0,6,4,0,0,29,5,1,0,?
0,4,12,0,4,3,0,0,17,3,1,0,?
0,2,7,0,1,1,0,0,10,3,1,0,?
1,5,11,0,3,2,0,0,17,3,1,0,?
0,2,6,0,1,1,0,0,8,2,1,0,?
1,6,12,0,3,2,0,0,19,3,0,0,?
0,2,6,0,1,1,0,0,8,2,0,0,?
1,2,6,0,0,0,0,0,10,2,1,0,?
0,14,24,0,6,4,0,0,42,8,0,0,?
0,9,17,0,4,3,0,0,26,6,0,0,?
0,4,9,0,1,1,0,0,12,4,0,0,?
2,16,19,1,2,1,13,13,6,13,0,0,?
3,18,22,2,3,2,13,13,11,13,0,0,?
3,18,21,2,2,2,13,13,11,13,0,0,?
3,2,10,1,3,2,0,0,10,3,0,0,?
1,1,7,1,2,2,0,0,8,3,0,0,?
9,8,15,1,1,1,0,0,24,3,1,0,?
0,14,15,0,0,0,14,14,0,14,0,0,?
3,5,10,0,0,0,3,3,11,4,2,0,?
5,7,15,0,1,1,3,0,26,6,1,0,?
3,5,11,0,1,1,2,0,18,5,0,0,?
6,14,22,0,0,0,9,9,26,10,5,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
10,12,24,2,4,3,2,0,37,6,1,0,?
2,5,15,2,4,3,2,0,20,6,0,0,?
9,11,23,2,4,3,2,0,33,6,1,0,?
1,4,14,2,4,3,2,0,16,6,0,0,?
10,12,23,2,3,3,2,0,38,6,1,0,?
2,5,14,2,3,3,2,0,21,6,0,0,?
9,11,22,2,3,3,2,0,34,6,1,0,?
1,4,13,2,3,3,2,0,17,6,0,0,?
9,9,17,1,1,1,2,0,27,5,1,0,?
1,2,8,1,1,1,2,0,10,5,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
10,12,24,2,4,3,2,0,37,6,1,0,?
2,5,15,2,4,3,2,0,20,6,0,0,?
9,11,23,2,4,3,2,0,33,6,1,0,?
1,4,14,2,4,3,2,0,16,6,0,0,?
10,12,23,2,3,3,2,0,38,6,1,0,?
2,5,14,2,3,3,2,0,21,6,0,0,?
9,11,22,2,3,3,2,0,34,6,1,0,?
1,4,13,2,3,3,2,0,17,6,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
10,12,24,2,4,3,2,0,37,6,1,0,?
2,5,15,2,4,3,2,0,20,6,0,0,?
9,11,23,2,4,3,2,0,33,6,1,0,?
1,4,14,2,4,3,2,0,16,6,0,0,?
10,12,23,2,3,3,2,0,38,6,1,0,?
2,5,14,2,3,3,2,0,21,6,0,0,?
9,11,22,2,3,3,2,0,34,6,1,0,?
1,4,13,2,3,3,2,0,17,6,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
10,12,24,2,4,3,2,0,37,6,1,0,?
2,5,15,2,4,3,2,0,20,6,0,0,?
9,11,23,2,4,3,2,0,33,6,1,0,?
1,4,14,2,4,3,2,0,16,6,0,0,?
10,12,23,2,3,3,2,0,38,6,1,0,?
2,5,14,2,3,3,2,0,21,6,0,0,?
9,11,22,2,3,3,2,0,34,6,1,0,?
1,4,13,2,3,3,2,0,17,6,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
2,4,10,0,1,1,3,1,13,5,1,0,?
1,2,7,0,1,1,2,0,9,4,0,0,?
2,4,10,0,1,1,3,1,13,5,1,0,?
1,2,7,0,1,1,2,0,9,4,0,0,?
0,2,6,0,2,1,1,0,6,2,0,0,?
0,2,5,0,1,1,1,0,6,2,0,0,?
1,1,4,1,1,1,0,0,4,1,0,0,?
5,7,12,2,3,3,1,0,18,2,0,0,?
8,11,19,3,6,5,1,0,28,2,0,0,?
6,8,15,3,5,4,1,0,21,2,0,0,?
3,4,8,2,2,2,1,0,11,2,0,0,?
23,26,41,5,7,5,3,0,68,5,3,0,?
13,16,27,4,5,4,3,0,43,5,2,0,?
15,19,30,4,5,4,3,0,49,5,2,0,?
5,9,16,3,3,3,3,0,24,5,1,0,?
13,16,26,3,4,3,2,0,42,4,2,0,?
3,6,12,2,2,2,2,0,17,4,1,0,?
5,6,14,2,3,2,1,0,19,4,0,0,?
2,3,8,1,1,1,1,0,10,4,0,0,?
3,0,7,0,0,0,0,0,9,3,0,0,?
1,3,5,0,0,0,1,0,8,2,0,0,?
1,1,4,0,0,0,1,1,3,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
