@relation training_10.arff

@attribute INVOCATIONS numeric
@attribute ASSIGNMENTS numeric
@attribute STATEMENTS numeric
@attribute EQUAL numeric
@attribute GOTO numeric
@attribute IF numeric
@attribute FIELDS numeric
@attribute FIELDS_WRITTEN numeric
@attribute LOCALS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute THROWS numeric
@attribute class {hot,cold}

@data
0,0,1,0,0,0,0,0,0,0,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
2,4,8,0,2,1,1,0,10,2,0,0,?
2,4,7,0,1,1,1,0,10,2,0,0,?
1,2,4,0,0,0,1,0,6,2,0,0,?
2,3,5,0,0,0,1,0,8,2,0,0,?
2,4,6,0,0,0,1,0,10,2,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
2,1,4,0,0,0,0,0,4,1,0,0,?
2,1,4,0,0,0,0,0,4,1,0,0,?
4,17,23,0,0,0,14,14,25,15,3,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,1,2,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,3,6,0,0,0,2,1,9,4,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,7,11,0,2,1,4,1,17,5,0,0,?
1,7,10,0,1,1,4,1,17,5,0,0,?
0,3,5,0,0,0,2,0,9,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
1,2,4,0,0,0,1,0,6,2,0,0,?
3,4,7,0,1,1,0,0,11,1,0,0,?
7,9,14,0,2,2,0,0,23,1,1,0,?
7,9,14,0,2,2,0,0,23,1,1,0,?
2,3,9,2,3,2,0,0,10,2,0,0,?
2,3,8,2,2,2,0,0,10,2,0,0,?
9,9,15,2,2,2,0,0,24,2,1,0,?
2,2,7,2,2,2,0,0,8,2,0,0,?
3,7,10,1,1,1,0,0,18,1,0,0,?
1,1,4,1,1,1,0,0,4,1,0,0,?
1,1,4,1,1,1,0,0,4,1,0,0,?
5,7,12,2,3,3,1,0,18,2,0,0,?
8,11,19,3,6,5,1,0,28,2,0,0,?
6,8,15,3,5,4,1,0,21,2,0,0,?
3,4,8,2,2,2,1,0,11,2,0,0,?
27,30,45,5,7,5,3,0,78,5,3,0,?
13,16,27,4,5,4,3,0,43,5,2,0,?
19,23,34,4,5,4,3,0,59,5,2,0,?
5,9,16,3,3,3,3,0,24,5,1,0,?
17,20,30,3,4,3,2,0,52,4,2,0,?
3,6,12,2,2,2,2,0,17,4,1,0,?
1,2,5,0,0,0,2,2,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
4,11,19,0,3,2,2,1,26,3,1,0,?
2,5,10,0,1,1,1,1,10,2,1,0,?
1,2,4,0,0,0,1,0,6,2,0,0,?
2,5,9,1,1,1,1,0,15,3,0,0,?
1,3,7,1,1,1,1,0,10,3,0,0,?
11,11,19,0,3,2,0,0,29,1,1,0,?
3,3,7,0,1,1,0,0,8,1,0,0,?
1,0,3,0,0,0,0,0,1,1,0,0,?
10,11,17,0,1,1,1,1,23,1,2,0,?
5,6,12,0,2,1,0,0,14,0,1,0,?
6,7,11,0,0,0,1,1,15,2,1,0,?
0,1,2,0,0,0,1,1,0,1,0,0,?
1,2,7,0,0,0,2,2,8,5,0,0,?
3,7,12,0,0,0,2,0,22,6,0,0,?
1,2,5,0,0,0,1,1,5,2,1,0,?
6,7,11,0,0,0,1,0,18,3,1,0,?
2,9,16,0,4,2,1,0,27,4,0,0,?
0,2,7,0,2,1,0,0,8,2,0,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
1,15,23,0,3,2,0,0,44,7,1,0,?
1,5,11,0,1,1,0,0,17,3,1,0,?
12,17,32,2,5,4,0,0,49,2,4,0,?
11,15,29,1,4,3,0,0,44,2,4,0,?
7,11,21,1,2,2,0,0,29,2,4,0,?
6,9,18,0,1,1,0,0,24,2,4,0,?
9,11,20,0,3,2,1,0,31,4,1,0,?
1,1,6,0,1,1,0,0,6,2,0,0,?
13,25,38,0,1,0,19,6,64,22,1,0,?
2,2,6,0,1,0,0,0,6,1,0,0,?
2,2,5,0,0,0,0,0,6,1,0,0,?
3,4,8,0,0,0,1,0,13,3,1,0,?
2,3,7,0,0,0,1,0,11,3,1,0,?
9,10,18,0,2,1,1,0,28,4,2,0,?
8,9,16,0,1,1,1,0,26,4,2,0,?
5,4,12,0,1,0,0,0,17,3,1,0,?
1,1,4,0,0,0,0,0,5,1,0,0,?
2,1,6,0,2,1,0,0,5,1,0,0,?
4,7,15,0,4,3,0,0,22,2,0,0,?
3,4,9,0,2,2,0,0,12,1,0,0,?
6,10,15,0,0,0,5,3,23,6,2,0,?
2,6,11,0,2,1,2,0,16,4,0,0,?
2,6,10,0,1,1,2,0,16,4,0,0,?
1,1,3,0,0,0,0,0,3,0,1,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,2,7,0,0,0,2,2,9,5,0,0,?
1,1,4,0,0,0,0,0,5,1,1,0,?
1,1,4,0,0,0,1,1,3,2,0,0,?
1,1,3,0,0,0,0,0,3,0,1,0,?
0,4,9,0,2,1,2,0,12,4,0,0,?
0,4,8,0,1,1,2,0,12,4,0,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
7,9,15,1,2,1,2,0,21,3,1,0,?
1,4,8,1,2,1,2,0,9,3,0,0,?
2,3,6,0,0,0,0,0,10,1,1,1,?
2,2,7,0,1,0,2,0,7,3,0,0,?
1,2,5,0,0,0,0,0,7,1,1,1,?
12,15,24,1,1,1,1,0,37,8,2,0,?
5,9,16,1,1,1,1,0,23,8,1,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
31,46,68,1,6,4,7,0,120,20,6,0,?
39,47,71,1,5,4,7,0,119,15,7,0,?
29,45,66,1,6,4,7,0,117,20,6,0,?
37,46,69,1,5,4,7,0,116,15,7,0,?
1,3,8,0,1,1,0,0,9,2,1,0,?
0,2,4,0,0,0,1,0,5,3,0,0,?
2,4,6,0,0,0,1,0,9,3,0,0,?
3,7,10,1,1,1,2,0,15,5,0,0,?
2,4,7,1,1,1,1,0,9,3,0,0,?
3,7,10,1,1,1,2,0,15,5,0,0,?
2,4,7,1,1,1,1,0,9,3,0,0,?
3,7,10,1,1,1,2,0,15,5,0,0,?
2,4,7,1,1,1,1,0,9,3,0,0,?
1,22,23,0,0,0,3,3,22,19,2,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
4,4,9,0,0,0,4,0,8,4,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
2,3,7,0,0,0,2,2,7,3,1,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
1,1,4,0,0,0,1,0,4,2,0,0,?
1,1,4,0,0,0,1,0,3,2,0,0,?
3,4,8,0,0,0,3,1,7,3,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,0,4,0,0,0,0,0,4,2,0,0,?
1,0,4,0,0,0,0,0,4,2,0,0,?
1,0,4,0,0,0,0,0,4,2,0,0,?
0,0,6,0,0,0,0,0,5,5,0,0,?
15,15,20,0,0,0,1,0,37,3,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
2,2,6,0,0,0,0,0,7,1,1,0,?
0,6,11,0,0,0,0,0,20,4,0,0,?
8,31,48,0,7,5,0,0,96,9,4,0,?
8,27,42,0,5,4,0,0,83,8,4,0,?
8,30,47,0,7,5,0,0,95,9,4,0,?
8,26,41,0,5,4,0,0,82,8,4,0,?
8,19,30,0,1,1,0,0,60,6,4,0,?
2,6,10,0,0,0,2,0,14,3,1,0,?
2,3,7,2,2,2,2,0,6,2,0,0,?
3,4,9,2,2,2,3,0,8,3,0,0,?
0,2,5,2,2,2,2,0,4,2,0,0,?
1,3,7,2,2,2,3,0,6,3,0,0,?
1,2,5,0,0,0,2,2,4,3,0,0,?
1,2,4,0,0,0,1,1,5,2,0,0,?
0,1,4,0,1,1,1,0,4,2,0,0,?
2,4,10,2,3,3,3,0,10,4,0,0,?
3,5,12,2,3,3,4,0,12,5,0,0,?
0,3,8,2,3,3,3,0,8,4,0,0,?
1,4,10,2,3,3,4,0,10,5,0,0,?
0,1,4,0,1,1,1,0,4,2,0,0,?
2,4,10,2,3,3,3,0,10,4,0,0,?
4,8,15,2,3,3,6,1,17,7,0,0,?
0,3,8,2,3,3,3,0,8,4,0,0,?
2,7,13,2,3,3,6,1,15,7,0,0,?
0,0,3,0,0,0,0,0,2,2,0,0,?
0,4,5,0,0,0,4,4,0,4,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,8,12,0,0,0,5,4,18,7,0,0,?
0,1,3,0,0,0,1,0,3,2,0,0,?
0,2,4,0,0,0,1,0,6,2,0,0,?
0,2,4,0,0,0,1,0,6,2,0,0,?
0,4,5,0,0,0,3,2,4,3,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
2,3,5,0,0,0,1,0,8,2,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,1,3,0,0,0,1,0,1,1,0,0,?
1,2,4,0,0,0,1,1,3,1,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
6,9,19,0,3,2,3,2,23,4,3,0,?
4,6,12,0,1,1,2,2,14,3,2,0,?
1,1,3,0,0,0,0,0,3,0,1,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,3,7,1,1,1,2,0,10,4,0,0,?
1,7,11,1,1,1,4,0,20,6,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
3,4,9,0,0,0,1,0,14,4,0,0,?
6,7,11,0,0,0,0,0,19,1,2,1,?
3,4,9,0,0,0,1,0,14,4,0,0,?
6,7,11,0,0,0,0,0,19,1,2,1,?
22,22,32,1,2,1,0,0,59,3,2,0,?
22,22,31,1,1,1,0,0,59,3,2,0,?
26,37,51,1,5,3,0,0,98,3,3,0,?
25,35,48,1,4,3,0,0,93,3,3,0,?
21,28,37,0,1,1,0,0,65,3,3,0,?
5,5,12,0,0,0,5,0,16,6,0,0,?
9,10,15,0,1,0,4,2,18,4,0,0,?
5,6,10,0,0,0,0,0,16,1,2,1,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
3,5,9,0,0,0,2,0,15,3,1,0,?
0,5,8,0,0,0,3,1,13,6,0,0,?
0,8,15,0,3,2,3,1,24,8,0,0,?
0,1,6,0,1,1,0,0,6,3,0,0,?
1,1,4,0,0,0,1,1,3,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,5,8,0,0,0,2,1,13,4,0,0,?
0,10,16,0,3,2,2,1,27,5,0,0,?
0,2,6,0,1,1,0,0,7,2,0,0,?
0,10,18,0,3,2,2,1,32,7,0,0,?
0,2,8,0,1,1,0,0,11,4,0,0,?
0,1,3,0,0,0,1,1,2,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
5,5,8,0,0,0,0,0,13,1,1,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
5,5,13,1,3,2,2,0,18,4,0,0,?
4,5,11,1,2,2,2,0,17,4,0,0,?
5,5,11,1,1,1,2,0,18,4,0,0,?
6,6,10,0,0,0,1,0,15,2,1,0,?
6,6,11,0,0,0,1,0,16,3,1,0,?
1,2,5,0,0,0,1,1,5,2,1,0,?
0,2,5,0,0,0,1,0,8,4,0,0,?
0,2,6,0,0,0,1,0,8,5,0,0,?
0,5,11,0,3,2,1,0,16,4,0,0,?
0,1,5,0,1,1,0,0,5,2,0,0,?
19,52,70,2,5,4,28,13,113,33,4,0,?
19,52,69,2,4,4,28,13,113,33,4,0,?
11,43,59,2,5,4,26,13,93,31,3,0,?
11,43,58,2,4,4,26,13,93,31,3,0,?
18,51,68,2,5,4,27,13,111,32,4,0,?
18,51,67,2,4,4,27,13,111,32,4,0,?
10,42,57,2,5,4,25,13,91,30,3,0,?
10,42,56,2,4,4,25,13,91,30,3,0,?
18,46,63,1,4,3,26,13,100,30,4,0,?
18,46,62,1,3,3,26,13,100,30,4,0,?
10,37,52,1,4,3,24,13,80,28,3,0,?
10,37,51,1,3,3,24,13,80,28,3,0,?
1,2,8,0,0,0,2,2,10,6,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
2,1,6,0,0,0,0,0,8,2,1,0,?
3,6,10,0,0,0,3,3,9,3,3,0,?
1,1,7,0,0,0,1,1,9,5,0,0,?
3,6,13,1,1,1,2,0,22,7,0,0,?
12,14,28,3,4,3,2,0,50,7,2,0,?
8,10,20,2,2,2,2,0,37,7,1,0,?
23,25,36,2,3,2,1,0,64,5,3,0,?
17,17,25,1,1,1,0,0,45,4,2,0,?
1,3,8,1,1,1,0,0,13,3,0,0,?
1,2,7,1,1,1,0,0,11,3,0,0,?
1,2,6,0,2,1,0,0,7,1,0,0,?
2,2,5,0,1,1,0,0,8,1,0,0,?
2,5,9,1,1,1,2,0,14,4,0,0,?
3,4,9,1,1,1,2,0,15,4,0,0,?
9,14,26,4,7,4,2,0,38,4,1,0,?
11,16,29,4,6,4,2,0,47,4,2,0,?
4,7,14,2,3,2,0,0,20,2,1,0,?
8,12,23,4,6,4,2,0,33,4,1,0,?
10,14,26,4,5,4,2,0,42,4,2,0,?
3,5,11,2,2,2,0,0,15,2,1,0,?
8,9,17,0,0,0,0,0,29,5,2,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,5,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
3,6,10,0,0,0,3,3,9,3,3,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
2,2,5,0,0,0,2,0,4,2,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
1,2,7,0,3,2,1,0,6,1,0,0,?
0,1,3,0,1,1,1,0,2,1,0,0,?
1,0,2,0,0,0,0,0,0,0,0,0,?
1,0,3,0,0,0,0,0,1,1,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
1,0,2,0,0,0,0,0,0,0,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,2,6,0,0,0,2,2,6,4,0,0,?
1,3,8,0,0,0,3,3,9,6,0,0,?
2,1,5,0,0,0,1,0,4,2,0,0,?
1,1,3,0,0,0,0,0,3,0,1,0,?
1,1,4,0,0,0,0,0,6,2,0,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
2,8,12,0,0,0,4,0,21,6,0,0,?
2,13,20,0,3,2,4,0,35,7,0,0,?
0,2,6,0,1,1,0,0,7,2,0,0,?
2,13,22,0,3,2,4,0,40,9,0,0,?
0,2,8,0,1,1,0,0,11,4,0,0,?
0,0,1,0,0,0,0,0,0,0,0,0,?
1,2,7,0,3,2,1,0,6,1,0,0,?
0,1,3,0,1,1,1,0,2,1,0,0,?
1,0,2,0,0,0,0,0,0,0,0,0,?
1,0,3,0,0,0,0,0,1,1,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
1,0,2,0,0,0,0,0,0,0,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
10,14,20,0,0,0,5,5,32,8,1,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,2,4,0,0,0,1,0,6,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
1,0,4,0,1,0,0,0,2,1,0,0,?
1,2,5,0,0,0,1,0,6,2,0,0,?
0,2,6,0,0,0,2,2,7,5,0,0,?
0,1,2,0,0,0,1,1,0,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
51,0,53,0,0,0,0,0,52,1,0,0,?
12,13,26,3,5,3,1,0,36,2,4,0,?
10,12,22,2,3,2,1,0,31,2,4,0,?
7,8,14,1,1,1,1,0,20,2,2,0,?
1,1,5,0,1,0,0,0,4,1,0,0,?
1,1,5,0,1,0,0,0,4,1,0,0,?
4,16,27,0,6,4,4,2,37,8,4,0,?
3,11,19,0,4,3,3,2,24,5,3,0,?
3,6,11,0,1,1,2,2,13,3,2,0,?
1,1,3,0,0,0,0,0,3,0,1,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,0,4,0,0,0,0,0,4,2,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
8,19,24,0,3,2,4,0,42,6,1,0,?
0,4,6,0,1,1,1,0,8,1,0,0,?
2,2,5,0,0,0,1,0,5,2,0,0,?
0,5,6,0,0,0,1,1,5,4,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
4,3,8,0,0,0,0,0,11,2,1,0,?
0,1,2,0,0,0,1,0,2,1,0,0,?
0,1,2,0,0,0,1,0,2,1,0,0,?
0,2,3,0,0,0,2,2,0,2,0,0,?
1,2,5,0,0,0,1,1,5,2,1,0,?
0,4,7,0,0,0,1,0,12,4,0,0,?
0,3,7,0,0,0,1,0,10,5,0,0,?
0,4,10,0,3,2,1,0,13,4,0,0,?
0,1,5,0,1,1,0,0,5,2,0,0,?
4,14,19,0,3,2,1,0,33,4,2,0,?
0,4,6,0,1,1,0,0,8,1,1,0,?
3,4,9,0,0,0,3,3,10,5,0,0,?
10,9,26,2,4,3,0,0,32,7,2,0,?
9,9,25,2,4,3,0,0,30,7,2,0,?
5,6,17,1,3,2,0,0,21,5,1,0,?
10,9,25,2,3,3,0,0,32,7,2,0,?
9,9,24,2,3,3,0,0,30,7,2,0,?
5,6,16,1,2,2,0,0,21,5,1,0,?
1,0,5,0,0,0,0,0,5,3,0,0,?
1,0,4,0,0,0,0,0,4,2,0,0,?
6,5,12,0,0,0,0,0,19,4,1,0,?
9,13,27,0,3,2,1,0,30,11,1,0,?
8,10,21,0,1,1,0,0,21,9,1,0,?
6,5,10,0,0,0,0,0,15,2,1,0,?
8,7,13,0,0,0,0,0,21,3,1,0,?
14,10,20,0,0,0,0,0,31,3,2,0,?
1,0,8,0,0,0,0,0,12,6,0,0,?
5,0,12,0,0,0,0,0,16,6,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
6,10,18,0,3,2,0,0,29,3,1,0,?
0,2,6,0,1,1,0,0,7,2,0,0,?
22,16,36,2,3,2,0,0,52,6,1,0,?
16,9,26,1,1,1,0,0,33,6,1,0,?
55,34,78,1,1,1,2,0,119,14,7,0,?
48,28,69,1,1,1,1,0,104,13,6,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
2,0,7,1,2,1,0,0,5,2,0,0,?
2,0,6,1,1,1,0,0,5,2,0,0,?
2,0,7,1,2,1,0,0,5,2,0,0,?
2,0,6,1,1,1,0,0,5,2,0,0,?
7,5,14,1,2,1,0,0,18,3,1,0,?
2,0,7,1,1,1,0,0,6,3,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
3,0,5,0,0,0,0,0,4,1,0,0,?
2,0,4,0,0,0,0,0,3,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
2,0,6,1,1,1,0,0,5,2,0,0,?
1,0,5,1,1,1,0,0,4,2,0,0,?
0,6,8,0,0,0,4,2,14,6,0,0,?
0,6,8,0,0,0,4,2,14,6,0,0,?
5,6,11,0,0,0,2,0,18,4,1,0,?
10,14,27,1,4,2,7,0,43,10,0,0,?
8,10,21,1,3,2,4,0,34,7,0,0,?
10,14,26,1,3,2,8,0,44,11,0,0,?
8,10,20,1,2,2,5,0,35,8,0,0,?
9,17,30,2,5,4,1,0,51,6,2,0,?
8,17,29,2,5,4,1,0,50,6,2,0,?
2,8,16,1,4,3,0,0,24,3,1,0,?
2,5,10,0,1,1,0,0,14,2,1,0,?
8,10,21,2,5,4,0,0,32,2,1,0,?
7,10,20,2,5,4,0,0,31,2,1,0,?
3,5,11,1,2,2,0,0,15,2,1,0,?
0,0,4,1,1,1,0,0,3,2,0,0,?
2,1,5,0,0,0,0,0,7,2,0,0,?
10,0,12,0,0,0,0,0,11,1,0,0,?
4,0,6,0,0,0,0,0,5,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,1,2,0,0,0,1,1,0,1,0,0,?
1,18,22,0,0,0,12,6,39,14,0,0,?
0,1,3,0,0,0,1,0,3,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
10,14,17,0,0,0,4,0,33,5,1,0,?
0,5,6,0,0,0,4,3,4,4,0,0,?
1,2,5,0,0,0,2,2,4,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,0,2,0,0,0,0,0,1,1,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
1,0,5,0,0,0,0,0,6,3,0,0,?
1,1,3,0,0,0,0,0,3,1,0,0,?
1,1,3,0,0,0,0,0,3,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
2,4,10,0,1,1,3,1,13,5,1,0,?
1,2,7,0,1,1,2,0,9,4,0,0,?
0,2,6,1,2,1,1,0,6,2,0,0,?
0,2,5,1,1,1,1,0,6,2,0,0,?
8,8,19,3,4,3,1,0,32,4,0,0,?
5,4,12,2,2,2,1,0,19,4,0,0,?
1,1,6,1,1,1,0,0,6,3,0,0,?
10,9,20,1,1,1,0,0,32,7,1,0,?
0,0,9,1,1,1,0,0,8,7,0,0,?
2,1,10,0,0,0,0,0,16,7,0,0,?
2,1,10,0,0,0,0,0,16,7,0,0,?
2,1,10,0,0,0,0,0,16,7,0,0,?
2,1,10,0,0,0,0,0,17,7,0,0,?
13,12,20,0,0,0,0,0,35,5,1,0,?
8,7,14,0,0,0,0,0,22,4,1,0,?
8,8,18,1,2,1,0,0,26,5,1,0,?
8,8,17,1,1,1,0,0,26,5,1,0,?
8,7,14,0,0,0,0,0,22,4,1,0,?
4,10,20,0,4,3,0,0,32,3,1,0,?
3,10,19,0,4,3,0,0,31,3,1,0,?
2,5,10,0,1,1,0,0,14,2,1,0,?
1,0,4,0,0,0,0,0,3,2,0,0,?
0,1,5,0,2,1,0,0,4,1,0,0,?
0,1,6,0,3,2,0,0,5,1,0,0,?
0,1,5,0,2,2,0,0,5,1,0,0,?
1,2,4,0,0,0,1,0,6,2,0,0,?
4,5,8,0,0,0,0,0,13,1,1,0,?
3,5,12,0,3,2,0,0,16,1,1,0,?
2,4,8,0,1,1,0,0,11,1,1,0,?
3,4,8,0,0,0,3,1,7,3,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
34,53,69,0,6,4,10,0,119,16,3,0,?
2,5,13,0,4,3,1,0,13,3,0,0,?
2,2,7,0,1,1,0,0,6,2,0,0,?
3,3,7,0,0,0,0,0,10,2,0,0,?
8,28,35,0,3,2,13,4,52,15,6,0,?
1,15,18,0,1,1,10,4,23,10,4,0,?
0,15,16,0,0,0,3,2,16,13,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
3,3,6,0,0,0,0,0,8,0,2,0,?
1,1,5,0,0,0,1,0,6,3,0,0,?
1,2,5,0,0,0,1,1,6,3,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,4,9,0,2,1,2,0,12,4,0,0,?
0,4,8,0,1,1,2,0,12,4,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,4,0,0,0,1,1,4,3,0,0,?
4,5,8,0,0,0,1,0,13,2,1,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
15,15,21,0,0,0,4,0,31,4,1,0,?
18,16,23,0,0,0,3,0,33,3,1,0,?
24,19,29,0,0,0,3,0,39,3,1,0,?
1,5,6,0,0,0,4,4,2,4,0,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
2,2,6,0,0,0,0,0,7,1,1,0,?
0,8,13,0,0,0,0,0,23,4,0,0,?
21,29,43,1,1,1,5,0,80,9,4,0,?
13,19,30,1,1,1,3,0,55,7,2,0,?
2,5,9,0,0,0,1,0,12,2,1,0,?
1,2,4,0,0,0,1,1,3,1,1,0,?
1,2,7,0,0,0,2,2,8,5,0,0,?
1,5,8,0,0,0,3,1,13,4,1,0,?
1,1,3,0,0,0,0,0,4,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
1,0,3,0,0,0,0,0,2,1,0,0,?
14,20,30,2,3,2,6,2,43,8,3,0,?
15,21,33,4,5,4,6,2,47,8,3,0,?
7,8,17,4,4,4,0,0,24,2,2,1,?
6,7,15,3,3,3,0,0,21,2,2,1,?
14,20,31,3,4,3,6,2,44,8,3,0,?
6,7,15,3,3,3,0,0,21,2,2,1,?
5,6,13,2,2,2,0,0,18,2,2,1,?
1,74,76,0,0,0,15,15,63,71,3,0,?
1,1,4,0,0,0,1,1,3,2,0,0,?
3,14,20,1,2,2,7,1,36,8,1,0,?
1,9,13,1,2,2,5,1,23,6,0,0,?
1,7,10,0,1,1,4,1,18,5,0,0,?
8,15,24,1,3,1,7,7,36,10,0,0,?
8,16,26,2,4,2,7,7,39,10,0,0,?
8,17,27,3,4,3,7,7,42,10,0,0,?
7,13,23,3,4,3,5,5,35,8,0,0,?
1,1,4,0,0,0,0,0,4,1,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
0,1,3,0,0,0,1,0,4,2,0,0,?
1,2,5,0,0,0,1,0,7,2,1,0,?
1,1,5,0,0,0,1,1,5,3,0,0,?
2,2,6,0,0,0,0,0,7,1,1,0,?
0,5,7,0,0,0,0,0,14,1,0,0,?
0,6,11,0,3,2,0,0,19,3,1,0,?
0,3,6,0,1,1,0,0,9,1,1,0,?
0,12,20,0,6,4,0,0,37,6,1,0,?
0,9,15,0,4,3,0,0,27,4,1,0,?
0,5,8,0,1,1,0,0,14,2,1,0,?
0,6,11,0,3,2,0,0,19,3,1,0,?
0,3,6,0,1,1,0,0,9,1,1,0,?
0,28,40,0,9,6,0,0,80,15,0,0,?
0,13,23,0,7,5,0,0,40,7,0,0,?
