@relation observations_20.arff_clustered

@attribute Instance_number numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute GOTO numeric
@attribute LOCALS numeric
@attribute EQUAL numeric
@attribute IF numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}
@attribute Cluster {cluster0,cluster1}

@data
1132,0,3,1,22,9,7,34,5,7,0,0,10,?,cluster1
1133,0,3,1,20,8,6,31,4,6,0,0,9,?,cluster1
1134,0,3,1,18,7,5,27,3,5,0,0,8,?,cluster1
1135,0,3,1,21,8,6,32,4,6,0,0,10,?,cluster1
1136,0,3,1,20,8,6,31,4,6,0,0,9,?,cluster1
1137,0,3,1,18,7,5,28,3,5,0,0,8,?,cluster1
1138,0,3,1,16,6,4,24,2,4,0,0,7,?,cluster0
1139,0,3,0,13,2,5,16,3,5,0,0,4,?,cluster1
1140,0,3,0,12,2,5,15,3,5,0,0,3,?,cluster1
1141,0,3,0,10,1,4,12,2,4,0,0,2,?,cluster0
1142,0,3,0,8,0,3,8,1,3,0,0,1,?,cluster0
1143,0,3,0,12,2,4,15,2,4,0,0,4,?,cluster0
1144,0,3,0,11,2,4,14,2,4,0,0,3,?,cluster0
1145,0,3,0,9,1,3,11,1,3,0,0,2,?,cluster0
1146,0,3,0,7,0,2,7,0,2,0,0,1,?,cluster0
1147,0,8,0,22,4,8,32,5,8,0,6,11,?,cluster1
1148,0,7,0,20,3,8,27,5,8,0,5,9,?,cluster1
1149,0,6,0,18,3,7,25,4,7,0,4,8,?,cluster1
1150,0,7,0,20,3,8,27,5,8,0,5,9,?,cluster1
1151,0,6,0,18,2,8,22,5,8,0,4,7,?,cluster1
1152,0,5,0,16,2,7,20,4,7,0,3,6,?,cluster1
1153,0,6,0,18,3,7,25,4,7,0,4,8,?,cluster1
1154,0,5,0,16,2,7,20,4,7,0,3,6,?,cluster1
1155,0,4,0,14,2,6,18,3,6,0,2,5,?,cluster1
1156,0,7,0,20,3,8,27,5,8,0,5,9,?,cluster1
1157,0,6,0,18,2,8,22,5,8,0,4,7,?,cluster1
1158,0,5,0,16,2,7,20,4,7,0,3,6,?,cluster1
1159,0,6,0,18,2,8,22,5,8,0,4,7,?,cluster1
1160,0,5,0,16,1,8,17,5,8,0,3,5,?,cluster1
1161,0,4,0,14,1,7,15,4,7,0,2,4,?,cluster1
1162,0,5,0,16,2,7,20,4,7,0,3,6,?,cluster1
1163,0,4,0,14,1,7,15,4,7,0,2,4,?,cluster1
1164,0,3,0,12,1,6,13,3,6,0,1,3,?,cluster1
1165,0,6,0,18,3,7,25,4,7,0,4,8,?,cluster1
1166,0,5,0,16,2,7,20,4,7,0,3,6,?,cluster1
1167,0,4,0,14,2,6,18,3,6,0,2,5,?,cluster1
1168,0,5,0,16,2,7,20,4,7,0,3,6,?,cluster1
1169,0,4,0,14,1,7,15,4,7,0,2,4,?,cluster1
1170,0,3,0,12,1,6,13,3,6,0,1,3,?,cluster1
1171,0,4,0,14,2,6,18,3,6,0,2,5,?,cluster1
1172,0,3,0,12,1,6,13,3,6,0,1,3,?,cluster1
1173,0,2,0,10,1,5,11,2,5,0,0,2,?,cluster0
1174,0,6,0,17,3,6,24,4,6,0,4,8,?,cluster1
1175,0,5,0,15,2,6,19,4,6,0,3,6,?,cluster1
1176,0,4,0,13,2,5,17,3,5,0,2,5,?,cluster1
1177,0,5,0,15,2,6,19,4,6,0,3,6,?,cluster1
1178,0,4,0,13,1,6,14,4,6,0,2,4,?,cluster1
1179,0,3,0,11,1,5,12,3,5,0,1,3,?,cluster1
1180,0,4,0,13,2,5,17,3,5,0,2,5,?,cluster1
1181,0,3,0,11,1,5,12,3,5,0,1,3,?,cluster1
1182,0,2,0,9,1,4,10,2,4,0,0,2,?,cluster0
1183,0,6,0,15,2,5,21,3,5,0,4,7,?,cluster1
1184,0,5,0,13,1,5,16,3,5,0,3,5,?,cluster1
1185,0,4,0,11,1,4,14,2,4,0,2,4,?,cluster0
1186,0,5,0,13,1,5,16,3,5,0,3,5,?,cluster1
1187,0,4,0,11,0,5,11,3,5,0,2,3,?,cluster1
1188,0,3,0,9,0,4,9,2,4,0,1,2,?,cluster0
1189,0,4,0,11,1,4,14,2,4,0,2,4,?,cluster0
1190,0,3,0,9,0,4,9,2,4,0,1,2,?,cluster0
1191,0,2,0,7,0,3,7,1,3,0,0,1,?,cluster0
1192,0,3,0,5,1,0,8,0,0,0,1,2,?,cluster0
1193,0,3,0,5,1,0,8,0,0,0,1,2,?,cluster0
1194,0,1,0,4,2,0,4,0,0,0,0,1,?,cluster0
1195,0,2,1,21,12,4,34,3,3,0,0,12,?,cluster0
1196,0,2,0,7,2,2,8,2,2,0,0,2,?,cluster0
1197,0,2,0,4,0,1,3,1,1,0,0,0,?,cluster0
1198,0,1,0,4,2,0,4,0,0,0,0,1,?,cluster0
1199,0,2,1,23,13,4,38,3,3,0,0,14,?,cluster0
1200,0,2,0,8,3,2,10,2,2,0,0,3,?,cluster0
1201,0,2,0,4,0,1,3,1,1,0,0,0,?,cluster0
1202,0,1,0,4,1,1,2,0,0,0,0,0,?,cluster0
1203,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
1204,0,1,0,9,2,4,10,2,3,0,0,3,?,cluster0
1205,0,1,0,8,2,3,10,2,3,0,0,3,?,cluster0
1206,0,1,0,6,1,2,7,2,2,0,0,2,?,cluster0
1207,0,1,0,4,0,1,4,1,1,0,0,1,?,cluster0
1208,0,0,1,6,3,0,9,0,0,0,0,4,?,cluster0
1209,0,1,0,3,0,1,2,0,1,0,0,0,?,cluster0
1210,0,1,0,5,1,2,5,1,2,0,0,1,?,cluster0
1211,0,1,0,9,4,3,13,2,3,0,0,4,?,cluster0
1212,0,1,0,8,3,3,10,2,3,0,0,3,?,cluster0
1213,1,1,6,45,23,7,70,1,5,0,0,30,?,cluster1
1214,0,1,6,50,28,7,80,1,5,0,0,34,?,cluster1
1215,1,1,6,44,23,7,69,1,5,0,0,29,?,cluster1
1216,0,1,6,49,28,7,79,1,5,0,0,33,?,cluster1
1217,1,1,6,46,23,8,71,1,6,0,0,30,?,cluster1
1218,0,1,6,51,28,8,81,1,6,0,0,34,?,cluster1
1219,1,1,6,45,23,8,70,1,6,0,0,29,?,cluster1
1220,0,1,6,50,28,8,80,1,6,0,0,33,?,cluster1
1221,1,1,6,45,23,7,71,1,6,0,0,30,?,cluster1
1222,0,1,6,50,28,7,81,1,6,0,0,34,?,cluster1
1223,1,1,6,44,23,7,70,1,6,0,0,29,?,cluster1
1224,0,1,6,49,28,7,80,1,6,0,0,33,?,cluster1
1225,1,1,2,16,7,2,23,0,2,0,0,10,?,cluster0
1226,0,1,2,21,12,2,33,0,2,0,0,14,?,cluster0
1227,0,1,0,5,1,1,6,1,1,0,0,2,?,cluster0
1228,0,1,0,9,3,3,12,2,3,0,0,4,?,cluster0
1229,0,2,2,27,16,4,49,3,4,0,1,19,?,cluster0
1230,0,1,0,15,7,4,26,3,4,0,0,9,?,cluster0
1231,0,1,0,11,4,4,15,3,4,0,0,5,?,cluster0
1232,0,2,2,25,15,4,44,3,4,0,1,17,?,cluster0
1233,0,2,2,22,13,3,38,3,3,0,1,15,?,cluster0
1234,0,1,0,4,0,1,4,0,1,0,0,1,?,cluster0
1235,0,1,0,12,4,4,18,1,3,0,0,6,?,cluster0
1236,0,1,0,19,7,7,30,2,5,0,0,10,?,cluster1
1237,0,1,0,14,4,5,21,1,4,0,0,7,?,cluster0
1238,0,1,0,7,1,2,9,0,2,0,0,3,?,cluster0
1239,0,5,1,9,2,0,10,0,0,3,3,4,?,cluster0
1240,0,3,0,6,2,0,7,0,0,0,1,1,?,cluster0
1241,0,3,0,7,1,2,7,1,1,0,1,1,?,cluster0
1242,0,3,0,7,1,2,7,1,1,0,1,1,?,cluster0
1243,0,4,1,19,10,1,34,1,1,1,3,14,?,cluster0
1244,0,4,1,19,10,1,34,1,1,1,3,14,?,cluster0
1245,1,3,3,19,11,1,31,0,1,0,1,12,?,cluster0
1246,0,5,6,35,15,5,51,0,4,0,3,19,?,cluster0
1247,0,9,8,66,30,14,98,4,11,0,7,37,?,cluster1
1248,0,14,10,92,44,18,145,8,15,1,12,54,?,cluster1
1249,0,14,10,90,43,17,141,7,14,1,12,53,?,cluster1
1250,0,14,10,89,43,16,140,6,13,1,12,53,?,cluster1
1251,0,12,8,76,32,18,117,8,15,1,10,42,?,cluster1
1252,0,12,8,74,31,17,113,7,14,1,10,41,?,cluster1
1253,0,12,8,73,31,16,112,6,13,1,10,41,?,cluster1
1254,0,14,10,91,44,17,144,8,14,1,12,54,?,cluster1
1255,0,14,10,89,43,16,140,7,13,1,12,53,?,cluster1
1256,0,14,10,88,43,15,139,6,12,1,12,53,?,cluster1
1257,0,12,8,75,32,17,116,8,14,1,10,42,?,cluster1
1258,0,12,8,73,31,16,112,7,13,1,10,41,?,cluster1
1259,0,12,8,72,31,15,111,6,12,1,10,41,?,cluster1
1260,0,9,8,61,28,11,92,4,9,0,7,35,?,cluster1
1261,0,10,8,61,29,9,98,4,8,1,8,36,?,cluster1
1262,0,10,8,59,28,8,94,3,7,1,8,35,?,cluster1
1263,0,10,8,58,28,7,93,2,6,1,8,35,?,cluster1
1264,0,7,6,50,18,14,70,4,11,0,5,25,?,cluster1
1265,0,12,8,76,32,18,117,8,15,1,10,42,?,cluster1
1266,0,12,8,74,31,17,113,7,14,1,10,41,?,cluster1
1267,0,12,8,73,31,16,112,6,13,1,10,41,?,cluster1
1268,0,10,6,60,20,18,89,8,15,1,8,30,?,cluster1
1269,0,10,6,58,19,17,85,7,14,1,8,29,?,cluster1
1270,0,10,6,57,19,16,84,6,13,1,8,29,?,cluster1
1271,0,12,8,75,32,17,116,8,14,1,10,42,?,cluster1
1272,0,12,8,73,31,16,112,7,13,1,10,41,?,cluster1
1273,0,12,8,72,31,15,111,6,12,1,10,41,?,cluster1
1274,0,10,6,59,20,17,88,8,14,1,8,30,?,cluster1
1275,0,10,6,57,19,16,84,7,13,1,8,29,?,cluster1
1276,0,10,6,56,19,15,83,6,12,1,8,29,?,cluster1
1277,0,7,6,45,16,11,64,4,9,0,5,23,?,cluster1
1278,0,8,6,45,17,9,70,4,8,1,6,24,?,cluster1
1279,0,8,6,43,16,8,66,3,7,1,6,23,?,cluster1
1280,0,8,6,42,16,7,65,2,6,1,6,23,?,cluster1
1281,0,9,8,65,30,13,97,4,10,0,7,37,?,cluster1
1282,0,14,10,91,44,17,144,8,14,1,12,54,?,cluster1
1283,0,14,10,89,43,16,140,7,13,1,12,53,?,cluster1
1284,0,14,10,88,43,15,139,6,12,1,12,53,?,cluster1
1285,0,12,8,75,32,17,116,8,14,1,10,42,?,cluster1
1286,0,12,8,73,31,16,112,7,13,1,10,41,?,cluster1
1287,0,12,8,72,31,15,111,6,12,1,10,41,?,cluster1
1288,0,14,10,90,44,16,143,8,13,1,12,54,?,cluster1
1289,0,14,10,88,43,15,139,7,12,1,12,53,?,cluster1
1290,0,14,10,87,43,14,138,6,11,1,12,53,?,cluster1
1291,0,12,8,74,32,16,115,8,13,1,10,42,?,cluster1
1292,0,12,8,72,31,15,111,7,12,1,10,41,?,cluster1
1293,0,12,8,71,31,14,110,6,11,1,10,41,?,cluster1
1294,0,9,8,60,28,10,91,4,8,0,7,35,?,cluster1
1295,0,10,8,60,29,8,97,4,7,1,8,36,?,cluster1
1296,0,10,8,58,28,7,93,3,6,1,8,35,?,cluster1
1297,0,10,8,57,28,6,92,2,5,1,8,35,?,cluster1
1298,0,7,6,49,18,13,69,4,10,0,5,25,?,cluster1
1299,0,12,8,75,32,17,116,8,14,1,10,42,?,cluster1
1300,0,12,8,73,31,16,112,7,13,1,10,41,?,cluster1
1301,0,12,8,72,31,15,111,6,12,1,10,41,?,cluster1
1302,0,10,6,59,20,17,88,8,14,1,8,30,?,cluster1
1303,0,10,6,57,19,16,84,7,13,1,8,29,?,cluster1
1304,0,10,6,56,19,15,83,6,12,1,8,29,?,cluster1
1305,0,12,8,74,32,16,115,8,13,1,10,42,?,cluster1
1306,0,12,8,72,31,15,111,7,12,1,10,41,?,cluster1
1307,0,12,8,71,31,14,110,6,11,1,10,41,?,cluster1
1308,0,10,6,58,20,16,87,8,13,1,8,30,?,cluster1
1309,0,10,6,56,19,15,83,7,12,1,8,29,?,cluster1
1310,0,10,6,55,19,14,82,6,11,1,8,29,?,cluster1
1311,0,7,6,44,16,10,63,4,8,0,5,23,?,cluster1
1312,0,8,6,44,17,8,69,4,7,1,6,24,?,cluster1
1313,0,8,6,42,16,7,65,3,6,1,6,23,?,cluster1
1314,0,8,6,41,16,6,64,2,5,1,6,23,?,cluster1
1315,0,5,6,30,13,2,45,0,2,0,3,17,?,cluster0
1316,0,1,1,13,10,0,24,0,0,0,0,10,?,cluster0
1317,0,3,2,19,11,1,29,0,0,0,2,11,?,cluster0
1318,0,1,1,10,6,0,15,0,0,0,0,6,?,cluster0
1319,0,1,0,3,1,0,2,0,0,1,1,2,?,cluster0
1320,0,5,0,7,1,0,8,0,0,2,2,2,?,cluster0
1321,0,4,0,5,0,0,8,0,0,0,2,3,?,cluster0
1322,0,2,0,3,0,0,4,0,0,0,1,2,?,cluster0
1323,0,6,0,13,1,3,20,1,2,0,4,7,?,cluster0
1324,0,6,0,12,1,2,20,1,2,0,4,7,?,cluster0
1325,0,4,0,8,0,1,12,0,1,0,2,4,?,cluster0
1326,0,3,1,11,6,0,20,0,0,0,2,8,?,cluster0
1327,0,3,3,9,2,0,10,0,0,1,1,6,?,cluster0
1328,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
1329,0,0,1,5,2,0,5,0,0,0,0,2,?,cluster0
1330,0,1,0,4,2,0,3,0,0,0,0,1,?,cluster0
1331,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
1332,0,0,1,5,2,0,5,0,0,0,0,2,?,cluster0
1333,0,2,0,5,0,0,7,0,0,0,0,2,?,cluster0
1334,0,2,1,24,3,4,42,0,3,0,0,16,?,cluster0
1335,0,2,1,23,3,4,40,0,3,0,0,15,?,cluster0
1336,0,2,1,13,1,1,20,0,1,0,0,8,?,cluster0
1337,0,3,1,18,8,0,28,0,0,0,0,10,?,cluster0
1338,0,1,1,8,2,0,10,0,0,0,0,4,?,cluster0
1339,0,2,0,4,1,0,3,0,0,1,1,1,?,cluster0
1340,0,1,3,10,4,0,14,0,0,1,1,6,?,cluster0
1341,0,2,0,4,0,1,4,0,1,0,0,0,?,cluster0
1342,0,2,0,8,2,3,11,2,3,0,0,2,?,cluster0
1343,0,5,0,16,3,6,24,3,5,0,3,7,?,cluster1
1344,0,5,0,15,3,5,24,3,5,0,3,7,?,cluster1
1345,0,4,0,13,2,5,19,4,5,0,2,5,?,cluster1
1346,0,4,0,13,2,5,19,4,5,0,2,5,?,cluster1
1347,0,2,0,5,0,2,5,1,2,0,0,0,?,cluster0
1348,0,3,0,7,1,2,9,1,1,0,2,3,?,cluster0
1349,0,2,0,5,0,1,6,1,1,0,1,2,?,cluster0
1350,0,5,0,9,1,0,15,0,0,0,2,5,?,cluster0
1351,0,3,2,10,3,0,13,0,0,1,2,5,?,cluster0
1352,0,0,1,3,1,0,3,0,0,0,0,1,?,cluster0
1353,0,7,0,13,0,2,23,1,2,0,3,8,?,cluster0
1354,0,12,0,23,0,5,43,2,4,0,6,15,?,cluster0
1355,0,8,0,18,0,4,31,1,3,0,4,11,?,cluster0
1356,0,3,0,8,0,1,11,0,1,0,1,4,?,cluster0
1357,0,5,2,12,3,1,15,0,0,2,3,5,?,cluster0
1358,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
1359,0,2,0,4,1,0,4,0,0,0,1,1,?,cluster0
1360,0,3,0,4,0,0,3,0,0,0,0,0,?,cluster0
1361,0,5,0,6,0,0,5,0,0,0,0,0,?,cluster0
1362,0,2,0,3,0,0,2,0,0,0,0,0,?,cluster0
1363,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1364,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1365,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1366,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1367,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1368,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1369,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
1370,0,2,1,8,2,1,11,1,1,0,0,3,?,cluster0
1371,0,2,1,11,3,2,16,2,2,0,0,5,?,cluster0
1372,1,2,2,17,8,2,27,2,2,0,0,10,?,cluster0
1373,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
1374,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
1375,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
1376,0,6,0,9,1,0,14,0,0,1,2,4,?,cluster0
1377,0,6,2,17,3,3,24,0,2,1,4,11,?,cluster0
1378,0,2,1,7,1,1,8,0,1,1,2,5,?,cluster0
1379,0,3,0,6,2,0,7,0,0,0,2,2,?,cluster0
1380,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
1381,0,3,0,5,1,0,5,0,0,1,1,1,?,cluster0
1382,0,2,0,12,1,0,24,0,0,0,0,9,?,cluster0
1383,0,2,0,4,1,0,3,0,0,0,0,0,?,cluster0
1384,0,2,0,4,1,0,4,0,0,0,0,0,?,cluster0
1385,0,4,0,16,1,3,28,0,2,0,0,9,?,cluster0
1386,0,2,0,10,1,1,15,0,1,0,0,5,?,cluster0
1387,0,4,1,22,4,3,44,0,2,0,0,13,?,cluster0
1388,0,2,1,14,4,1,25,0,1,0,0,7,?,cluster0
1389,0,3,1,12,1,3,18,0,2,0,0,6,?,cluster0
1390,0,2,1,7,0,1,10,0,1,0,0,3,?,cluster0
1391,0,1,1,6,2,0,7,0,0,0,0,2,?,cluster0
1392,1,2,2,19,5,4,29,1,3,0,0,10,?,cluster0
1393,0,2,0,12,0,4,17,1,3,0,0,5,?,cluster0
1394,1,2,2,15,5,2,23,1,2,0,0,8,?,cluster0
1395,0,2,0,8,0,2,11,1,2,0,0,3,?,cluster0
1396,0,3,0,6,0,1,6,0,1,0,0,1,?,cluster0
1397,0,3,0,9,0,2,11,0,2,0,0,3,?,cluster0
1398,0,23,0,108,4,14,245,0,10,0,0,89,?,cluster1
1399,0,13,0,75,4,12,157,0,9,0,0,58,?,cluster1
1400,0,13,0,60,4,9,122,0,7,0,0,46,?,cluster1
1401,0,13,0,83,4,12,181,0,9,0,0,66,?,cluster1
1402,0,3,0,50,4,10,93,0,8,0,0,35,?,cluster1
1403,0,3,0,35,4,7,58,0,6,0,0,23,?,cluster1
1404,0,3,0,14,2,3,20,0,3,0,0,6,?,cluster0
1405,0,10,0,34,0,7,68,0,5,0,0,24,?,cluster1
1406,0,10,0,30,0,5,61,0,4,0,0,22,?,cluster0
1407,0,2,0,22,0,7,36,0,5,0,0,12,?,cluster1
1408,0,2,0,18,0,5,29,0,4,0,0,10,?,cluster0
1409,0,2,0,9,0,1,12,0,1,0,0,5,?,cluster0
1410,0,8,3,36,14,2,59,1,2,0,4,21,?,cluster0
1411,0,8,3,43,16,2,76,1,2,0,4,28,?,cluster0
1412,0,7,2,33,13,2,54,1,2,0,3,19,?,cluster0
1413,0,7,2,40,15,2,71,1,2,0,3,26,?,cluster0
1414,0,2,1,10,2,1,12,0,0,0,1,5,?,cluster0
1415,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
1416,0,1,1,4,1,0,3,0,0,1,1,2,?,cluster0
1417,0,5,0,7,1,0,8,0,0,2,2,2,?,cluster0
1418,0,7,0,13,0,2,22,0,1,2,5,9,?,cluster0
1419,0,3,0,7,0,1,10,0,1,1,2,4,?,cluster0
1420,0,4,0,6,0,1,6,0,1,0,1,1,?,cluster0
1421,0,12,0,22,1,4,39,0,3,2,7,14,?,cluster0
1422,0,5,0,10,1,2,15,0,2,0,2,4,?,cluster0
1423,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
1424,0,2,0,3,0,0,3,0,0,0,1,1,?,cluster0
1425,0,4,0,6,1,0,6,0,0,2,2,2,?,cluster0
1426,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
1427,0,1,1,13,10,0,25,0,0,0,0,10,?,cluster0
1428,0,1,1,11,7,0,13,0,0,0,1,6,?,cluster0
1429,0,20,8,83,46,4,109,0,2,8,19,57,?,cluster0
1430,0,17,7,69,40,2,85,0,1,8,17,47,?,cluster0
1431,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
1432,0,0,0,3,1,1,0,0,0,0,0,0,?,cluster0
1433,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
1434,0,5,1,9,1,0,13,0,0,0,1,3,?,cluster0
1435,0,0,1,6,2,1,7,0,1,0,0,3,?,cluster0
1436,0,0,2,11,5,1,13,0,1,0,0,5,?,cluster0
1437,0,1,0,6,2,2,5,0,1,0,0,1,?,cluster0
1438,0,2,0,15,4,4,22,0,3,0,0,7,?,cluster0
1439,0,1,0,9,3,2,12,0,2,0,0,4,?,cluster0
1440,0,10,2,35,19,1,60,0,0,3,5,22,?,cluster0
1441,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
1442,0,3,1,16,9,2,20,1,1,0,1,6,?,cluster0
1443,0,3,1,15,8,2,19,1,1,0,1,6,?,cluster0
1444,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
1445,0,3,1,16,6,3,22,0,2,0,2,8,?,cluster0
1446,0,2,0,6,1,1,6,0,1,0,1,2,?,cluster0
1447,0,2,0,9,5,1,9,1,1,0,1,2,?,cluster0
1448,0,2,0,8,4,1,8,1,1,0,1,2,?,cluster0
1449,0,5,1,23,15,1,35,1,1,0,2,11,?,cluster0
1450,0,5,1,22,14,1,34,1,1,0,2,11,?,cluster0
1451,0,3,2,21,10,3,32,0,2,0,2,12,?,cluster0
1452,0,2,0,6,1,1,6,0,1,0,1,2,?,cluster0
1453,0,3,0,21,8,5,25,1,3,0,1,7,?,cluster0
1454,0,3,0,20,7,5,24,1,3,0,1,7,?,cluster0
1455,0,3,0,15,5,3,17,1,2,0,1,6,?,cluster0
1456,0,3,0,14,4,3,16,1,2,0,1,6,?,cluster0
1457,0,3,0,17,6,4,19,1,3,1,2,5,?,cluster0
1458,0,3,0,16,5,4,18,1,3,1,2,5,?,cluster0
1459,0,3,0,11,3,2,11,1,2,1,2,4,?,cluster0
1460,0,3,0,10,2,2,10,1,2,1,2,4,?,cluster0
1461,0,3,0,13,5,2,13,1,1,0,1,4,?,cluster0
1462,0,3,0,12,4,2,12,1,1,0,1,4,?,cluster0
1463,0,3,0,10,4,1,9,1,1,1,2,3,?,cluster0
1464,0,3,0,9,3,1,8,1,1,1,2,3,?,cluster0
1465,0,4,0,13,1,3,20,0,2,0,2,6,?,cluster0
1466,0,3,0,6,0,1,7,0,1,0,1,2,?,cluster0
1467,0,14,4,48,8,10,76,0,6,1,7,29,?,cluster1
1468,0,11,4,40,6,8,61,0,5,1,5,23,?,cluster1
1469,0,13,4,41,7,7,66,0,5,1,7,26,?,cluster1
1470,0,10,4,33,5,5,51,0,4,1,5,20,?,cluster0
1471,0,12,3,39,6,8,58,0,5,1,7,24,?,cluster1
1472,0,9,3,31,4,6,43,0,4,1,5,18,?,cluster0
1473,0,11,3,32,5,5,48,0,4,1,7,21,?,cluster0
1474,0,8,3,24,3,3,33,0,3,1,5,15,?,cluster0
1475,1,1,1,6,2,0,7,0,0,0,0,2,?,cluster0
1476,0,4,0,7,2,0,9,0,0,0,0,0,?,cluster0
1477,0,16,6,73,28,8,117,1,5,0,13,52,?,cluster1
1478,0,14,6,65,27,6,104,1,4,0,12,47,?,cluster1
1479,0,13,4,56,22,6,87,1,4,0,12,40,?,cluster1
1480,0,11,4,48,21,4,74,1,3,0,11,35,?,cluster0
1481,0,10,4,51,26,4,80,1,3,0,10,36,?,cluster0
1482,0,9,3,40,21,2,63,1,2,0,9,29,?,cluster0
1483,0,1,2,18,13,1,27,0,0,0,0,11,?,cluster0
1484,1,1,2,11,6,0,17,0,0,0,0,6,?,cluster0
1485,0,3,0,13,9,0,15,0,0,0,0,2,?,cluster0
1486,0,2,1,12,6,2,16,1,1,0,1,6,?,cluster0
1487,0,2,1,11,5,2,15,1,1,0,1,6,?,cluster0
1488,0,1,0,5,2,0,7,0,0,0,0,2,?,cluster0
1489,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
1490,0,2,1,13,7,2,18,1,1,0,1,7,?,cluster0
1491,0,2,1,12,6,2,17,1,1,0,1,7,?,cluster0
1492,0,1,0,5,2,0,7,0,0,0,0,2,?,cluster0
1493,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
1494,0,1,0,3,0,1,2,0,1,0,0,0,?,cluster0
1495,0,1,0,5,1,2,3,0,1,0,0,0,?,cluster0
1496,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
1497,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
1498,0,1,0,2,0,0,0,0,0,1,1,1,?,cluster0
1499,0,6,0,9,2,0,10,0,0,3,3,3,?,cluster0
1500,0,4,0,22,6,7,24,3,5,0,3,8,?,cluster1
1501,0,4,0,21,5,7,23,3,5,0,3,8,?,cluster1
1502,0,4,0,20,5,6,21,3,4,0,3,7,?,cluster1
1503,0,4,0,19,4,6,20,3,4,0,3,7,?,cluster1
1504,0,3,0,15,3,4,15,2,3,0,2,5,?,cluster0
1505,0,3,0,14,2,4,14,2,3,0,2,5,?,cluster0
1506,0,3,0,13,2,3,12,2,2,0,2,4,?,cluster0
1507,0,3,0,12,1,3,11,2,2,0,2,4,?,cluster0
1508,1,1,0,4,0,0,5,0,0,0,0,1,?,cluster0
1509,0,3,0,21,7,8,23,4,6,0,2,8,?,cluster1
1510,0,3,0,20,6,8,22,4,6,0,2,8,?,cluster1
1511,0,3,0,19,6,7,20,4,5,0,2,7,?,cluster1
1512,0,3,0,18,5,7,19,4,5,0,2,7,?,cluster1
1513,0,2,0,14,4,5,14,3,4,0,1,5,?,cluster0
1514,0,2,0,13,3,5,13,3,4,0,1,5,?,cluster0
1515,0,2,0,12,3,4,11,3,3,0,1,4,?,cluster0
1516,0,2,0,11,2,4,10,3,3,0,1,4,?,cluster0
1517,0,3,0,19,5,8,21,4,6,0,2,7,?,cluster1
1518,0,3,0,18,4,8,20,4,6,0,2,7,?,cluster1
1519,0,3,0,17,4,7,18,4,5,0,2,6,?,cluster1
1520,0,3,0,16,3,7,17,4,5,0,2,6,?,cluster1
1521,0,2,0,12,2,5,12,3,4,0,1,4,?,cluster0
1522,0,2,0,11,1,5,11,3,4,0,1,4,?,cluster0
1523,0,2,0,10,1,4,9,3,3,0,1,3,?,cluster0
1524,0,2,0,9,0,4,8,3,3,0,1,3,?,cluster0
1525,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
1526,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
1527,0,1,0,5,0,2,4,0,1,0,1,2,?,cluster0
1528,0,2,0,5,0,1,6,0,1,0,2,3,?,cluster0
1529,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
1530,0,6,0,21,4,5,30,1,3,0,4,12,?,cluster0
1531,0,3,0,13,3,3,15,1,2,0,2,7,?,cluster0
1532,0,6,0,19,2,5,28,1,3,0,4,11,?,cluster0
1533,0,3,0,11,1,3,13,1,2,0,2,6,?,cluster0
1534,0,1,0,5,1,0,6,0,0,0,0,2,?,cluster0
1535,0,12,5,47,13,10,65,2,5,2,8,30,?,cluster1
