@relation observations_30.arff_clustered

@attribute Instance_number numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute GOTO numeric
@attribute LOCALS numeric
@attribute EQUAL numeric
@attribute IF numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}
@attribute Cluster {cluster0,cluster1}

@data
1519,0,32,0,93,24,11,208,3,9,0,29,58,?,cluster1
1520,0,34,0,100,26,14,218,3,11,0,31,62,?,cluster1
1521,0,34,0,99,26,13,218,3,11,0,31,62,?,cluster1
1522,0,33,0,96,25,12,213,3,10,0,30,60,?,cluster1
1523,0,34,0,99,26,13,218,3,11,0,31,62,?,cluster1
1524,0,34,0,98,26,12,218,3,11,0,31,62,?,cluster1
1525,0,33,0,95,25,11,213,3,10,0,30,60,?,cluster1
1526,0,33,0,96,25,12,213,3,10,0,30,60,?,cluster1
1527,0,33,0,95,25,11,213,3,10,0,30,60,?,cluster1
1528,0,32,0,92,24,10,208,3,9,0,29,58,?,cluster1
1529,0,34,0,100,26,14,218,3,11,0,31,62,?,cluster1
1530,0,34,0,99,26,13,218,3,11,0,31,62,?,cluster1
1531,0,33,0,96,25,12,213,3,10,0,30,60,?,cluster1
1532,0,34,0,99,26,13,218,3,11,0,31,62,?,cluster1
1533,0,34,0,98,26,12,218,3,11,0,31,62,?,cluster1
1534,0,33,0,95,25,11,213,3,10,0,30,60,?,cluster1
1535,0,33,0,96,25,12,213,3,10,0,30,60,?,cluster1
1536,0,33,0,95,25,11,213,3,10,0,30,60,?,cluster1
1537,0,32,0,92,24,10,208,3,9,0,29,58,?,cluster1
1538,0,34,0,99,26,13,218,3,11,0,31,62,?,cluster1
1539,0,34,0,98,26,12,218,3,11,0,31,62,?,cluster1
1540,0,33,0,95,25,11,213,3,10,0,30,60,?,cluster1
1541,0,34,0,98,26,12,218,3,11,0,31,62,?,cluster1
1542,0,34,0,97,26,11,218,3,11,0,31,62,?,cluster1
1543,0,33,0,94,25,10,213,3,10,0,30,60,?,cluster1
1544,0,33,0,95,25,11,213,3,10,0,30,60,?,cluster1
1545,0,33,0,94,25,10,213,3,10,0,30,60,?,cluster1
1546,0,32,0,91,24,9,208,3,9,0,29,58,?,cluster1
1547,0,33,0,100,26,15,215,2,10,0,30,61,?,cluster1
1548,0,33,0,99,26,14,215,2,10,0,30,61,?,cluster1
1549,0,32,0,96,25,13,210,2,9,0,29,59,?,cluster1
1550,0,33,0,99,26,14,215,2,10,0,30,61,?,cluster1
1551,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1552,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1553,0,32,0,96,25,13,210,2,9,0,29,59,?,cluster1
1554,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1555,0,31,0,92,24,11,205,2,8,0,28,57,?,cluster1
1556,0,33,0,99,26,14,215,2,10,0,30,61,?,cluster1
1557,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1558,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1559,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1560,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1561,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1562,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1563,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1564,0,31,0,91,24,10,205,2,8,0,28,57,?,cluster1
1565,0,33,0,99,26,14,215,2,10,0,30,61,?,cluster1
1566,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1567,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1568,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1569,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1570,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1571,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1572,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1573,0,31,0,91,24,10,205,2,8,0,28,57,?,cluster1
1574,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1575,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1576,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1577,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1578,0,33,0,96,26,11,215,2,10,0,30,61,?,cluster1
1579,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1580,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1581,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1582,0,31,0,90,24,9,205,2,8,0,28,57,?,cluster1
1583,0,33,0,99,26,14,215,2,10,0,30,61,?,cluster1
1584,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1585,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1586,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1587,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1588,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1589,0,32,0,95,25,12,210,2,9,0,29,59,?,cluster1
1590,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1591,0,31,0,91,24,10,205,2,8,0,28,57,?,cluster1
1592,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1593,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1594,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1595,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1596,0,33,0,96,26,11,215,2,10,0,30,61,?,cluster1
1597,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1598,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1599,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1600,0,31,0,90,24,9,205,2,8,0,28,57,?,cluster1
1601,0,33,0,98,26,13,215,2,10,0,30,61,?,cluster1
1602,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1603,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1604,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1605,0,33,0,96,26,11,215,2,10,0,30,61,?,cluster1
1606,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1607,0,32,0,94,25,11,210,2,9,0,29,59,?,cluster1
1608,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1609,0,31,0,90,24,9,205,2,8,0,28,57,?,cluster1
1610,0,33,0,97,26,12,215,2,10,0,30,61,?,cluster1
1611,0,33,0,96,26,11,215,2,10,0,30,61,?,cluster1
1612,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1613,0,33,0,96,26,11,215,2,10,0,30,61,?,cluster1
1614,0,33,0,95,26,10,215,2,10,0,30,61,?,cluster1
1615,0,32,0,92,25,9,210,2,9,0,29,59,?,cluster1
1616,0,32,0,93,25,10,210,2,9,0,29,59,?,cluster1
1617,0,32,0,92,25,9,210,2,9,0,29,59,?,cluster1
1618,0,31,0,89,24,8,205,2,8,0,28,57,?,cluster1
1619,0,6,0,23,9,4,41,3,3,0,3,10,?,cluster0
1620,0,6,0,16,6,2,29,2,2,0,3,6,?,cluster0
1621,0,5,0,20,8,4,34,3,3,0,2,8,?,cluster0
1622,0,5,0,13,5,2,22,2,2,0,2,4,?,cluster0
1623,0,3,0,6,2,0,9,0,0,0,0,0,?,cluster0
1624,0,3,0,8,3,0,14,0,0,0,0,1,?,cluster0
1625,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
1626,0,4,2,20,8,2,32,0,2,0,1,13,?,cluster0
1627,0,5,3,30,10,5,49,0,4,0,1,19,?,cluster0
1628,0,4,3,28,4,8,45,0,6,0,0,16,?,cluster0
1629,0,4,3,29,5,8,46,0,6,0,0,16,?,cluster0
1630,0,2,2,21,3,6,32,0,5,0,0,12,?,cluster0
1631,0,2,2,22,4,6,33,0,5,0,0,12,?,cluster0
1632,0,3,2,18,2,5,28,0,4,0,0,10,?,cluster0
1633,0,3,2,19,3,5,29,0,4,0,0,10,?,cluster0
1634,0,1,1,11,1,3,15,0,3,0,0,6,?,cluster0
1635,0,1,1,12,2,3,16,0,3,0,0,6,?,cluster0
1636,0,9,6,44,13,9,75,1,7,0,2,27,?,cluster0
1637,0,10,6,51,14,13,86,2,10,0,2,30,?,cluster1
1638,0,10,6,49,13,12,83,2,9,0,2,29,?,cluster0
1639,0,16,13,114,49,22,190,3,16,0,2,66,?,cluster1
1640,0,15,13,109,48,20,182,3,15,0,2,64,?,cluster1
1641,0,15,12,104,43,20,173,2,15,0,2,60,?,cluster1
1642,0,14,12,99,42,18,165,2,14,0,2,58,?,cluster1
1643,0,14,12,98,42,17,163,1,13,0,2,57,?,cluster1
1644,0,13,12,93,41,15,155,1,12,0,2,55,?,cluster1
1645,0,13,12,100,39,22,163,3,16,0,1,54,?,cluster1
1646,0,12,12,95,38,20,155,3,15,0,1,52,?,cluster1
1647,0,12,11,90,33,20,146,2,15,0,1,48,?,cluster1
1648,0,11,11,85,32,18,138,2,14,0,1,46,?,cluster1
1649,0,11,11,84,32,17,136,1,13,0,1,45,?,cluster1
1650,0,10,11,79,31,15,128,1,12,0,1,43,?,cluster1
1651,0,11,12,96,38,21,155,3,15,0,1,51,?,cluster1
1652,0,10,12,91,37,19,147,3,14,0,1,49,?,cluster1
1653,0,10,11,86,32,19,138,2,14,0,1,45,?,cluster1
1654,0,9,11,81,31,17,130,2,13,0,1,43,?,cluster1
1655,0,9,11,80,31,16,128,1,12,0,1,42,?,cluster1
1656,0,8,11,75,30,14,120,1,11,0,1,40,?,cluster1
1657,0,9,6,42,12,8,72,1,6,0,2,26,?,cluster0
1658,0,15,13,107,48,18,179,2,13,0,2,63,?,cluster1
1659,0,14,13,102,47,16,171,2,12,0,2,61,?,cluster1
1660,0,14,12,97,42,16,162,1,12,0,2,57,?,cluster1
1661,0,13,12,92,41,14,154,1,11,0,2,55,?,cluster1
1662,0,13,12,91,41,13,152,0,10,0,2,54,?,cluster1
1663,0,12,12,86,40,11,144,0,9,0,2,52,?,cluster1
1664,0,12,12,93,38,18,152,2,13,0,1,51,?,cluster1
1665,0,11,12,88,37,16,144,2,12,0,1,49,?,cluster1
1666,0,11,11,83,32,16,135,1,12,0,1,45,?,cluster1
1667,0,10,11,78,31,14,127,1,11,0,1,43,?,cluster1
1668,0,10,11,77,31,13,125,0,10,0,1,42,?,cluster1
1669,0,9,11,72,30,11,117,0,9,0,1,40,?,cluster0
1670,0,10,12,89,37,17,144,2,12,0,1,48,?,cluster1
1671,0,9,12,84,36,15,136,2,11,0,1,46,?,cluster1
1672,0,9,11,79,31,15,127,1,11,0,1,42,?,cluster1
1673,0,8,11,74,30,13,119,1,10,0,1,40,?,cluster1
1674,0,8,11,73,30,12,117,0,9,0,1,39,?,cluster0
1675,0,7,11,68,29,10,109,0,8,0,1,37,?,cluster0
1676,0,7,6,38,12,7,63,1,6,0,2,23,?,cluster0
1677,0,8,6,45,13,11,74,2,9,0,2,26,?,cluster0
1678,0,8,6,43,12,10,71,2,8,0,2,25,?,cluster0
1679,0,14,13,108,48,20,178,3,15,0,2,62,?,cluster1
1680,0,13,13,103,47,18,170,3,14,0,2,60,?,cluster1
1681,0,13,12,98,42,18,161,2,14,0,2,56,?,cluster1
1682,0,12,12,93,41,16,153,2,13,0,2,54,?,cluster1
1683,0,12,12,92,41,15,151,1,12,0,2,53,?,cluster1
1684,0,11,12,87,40,13,143,1,11,0,2,51,?,cluster1
1685,0,11,12,94,38,20,151,3,15,0,1,50,?,cluster1
1686,0,10,12,89,37,18,143,3,14,0,1,48,?,cluster1
1687,0,10,11,84,32,18,134,2,14,0,1,44,?,cluster1
1688,0,9,11,79,31,16,126,2,13,0,1,42,?,cluster1
1689,0,9,11,78,31,15,124,1,12,0,1,41,?,cluster1
1690,0,8,11,73,30,13,116,1,11,0,1,39,?,cluster1
1691,0,9,12,90,37,19,143,3,14,0,1,47,?,cluster1
1692,0,8,12,85,36,17,135,3,13,0,1,45,?,cluster1
1693,0,8,11,80,31,17,126,2,13,0,1,41,?,cluster1
1694,0,7,11,75,30,15,118,2,12,0,1,39,?,cluster1
1695,0,7,11,74,30,14,116,1,11,0,1,38,?,cluster1
1696,0,6,11,69,29,12,108,1,10,0,1,36,?,cluster1
1697,0,7,6,36,11,6,60,1,5,0,2,22,?,cluster0
1698,0,13,13,101,47,16,167,2,12,0,2,59,?,cluster1
1699,0,12,13,96,46,14,159,2,11,0,2,57,?,cluster1
1700,0,12,12,91,41,14,150,1,11,0,2,53,?,cluster1
1701,0,11,12,86,40,12,142,1,10,0,2,51,?,cluster1
1702,0,11,12,85,40,11,140,0,9,0,2,50,?,cluster1
1703,0,10,12,80,39,9,132,0,8,0,2,48,?,cluster0
1704,0,10,12,87,37,16,140,2,12,0,1,47,?,cluster1
1705,0,9,12,82,36,14,132,2,11,0,1,45,?,cluster1
1706,0,9,11,77,31,14,123,1,11,0,1,41,?,cluster1
1707,0,8,11,72,30,12,115,1,10,0,1,39,?,cluster1
1708,0,8,11,71,30,11,113,0,9,0,1,38,?,cluster0
1709,0,7,11,66,29,9,105,0,8,0,1,36,?,cluster0
1710,0,8,12,83,36,15,132,2,11,0,1,44,?,cluster1
1711,0,7,12,78,35,13,124,2,10,0,1,42,?,cluster1
1712,0,7,11,73,30,13,115,1,10,0,1,38,?,cluster1
1713,0,6,11,68,29,11,107,1,9,0,1,36,?,cluster0
1714,0,6,11,67,29,10,105,0,8,0,1,35,?,cluster0
1715,0,5,11,62,28,8,97,0,7,0,1,33,?,cluster0
1716,0,7,3,33,10,7,56,1,6,0,2,21,?,cluster0
1717,0,8,3,40,11,11,67,2,9,0,2,24,?,cluster0
1718,0,8,3,38,10,10,64,2,8,0,2,23,?,cluster0
1719,0,14,10,103,46,20,171,3,15,0,2,60,?,cluster1
1720,0,13,10,98,45,18,163,3,14,0,2,58,?,cluster1
1721,0,13,9,93,40,18,154,2,14,0,2,54,?,cluster1
1722,0,12,9,88,39,16,146,2,13,0,2,52,?,cluster1
1723,0,12,9,87,39,15,144,1,12,0,2,51,?,cluster1
1724,0,11,9,82,38,13,136,1,11,0,2,49,?,cluster1
1725,0,11,9,89,36,20,144,3,15,0,1,48,?,cluster1
1726,0,10,9,84,35,18,136,3,14,0,1,46,?,cluster1
1727,0,10,8,79,30,18,127,2,14,0,1,42,?,cluster1
1728,0,9,8,74,29,16,119,2,13,0,1,40,?,cluster1
1729,0,9,8,73,29,15,117,1,12,0,1,39,?,cluster1
1730,0,8,8,68,28,13,109,1,11,0,1,37,?,cluster1
1731,0,9,9,85,35,19,136,3,14,0,1,45,?,cluster1
1732,0,8,9,80,34,17,128,3,13,0,1,43,?,cluster1
1733,0,8,8,75,29,17,119,2,13,0,1,39,?,cluster1
1734,0,7,8,70,28,15,111,2,12,0,1,37,?,cluster1
1735,0,7,8,69,28,14,109,1,11,0,1,36,?,cluster1
1736,0,6,8,64,27,12,101,1,10,0,1,34,?,cluster0
1737,0,7,3,31,9,6,53,1,5,0,2,20,?,cluster0
1738,0,13,10,96,45,16,160,2,12,0,2,57,?,cluster1
1739,0,12,10,91,44,14,152,2,11,0,2,55,?,cluster1
1740,0,12,9,86,39,14,143,1,11,0,2,51,?,cluster1
1741,0,11,9,81,38,12,135,1,10,0,2,49,?,cluster1
1742,0,11,9,80,38,11,133,0,9,0,2,48,?,cluster1
1743,0,10,9,75,37,9,125,0,8,0,2,46,?,cluster0
1744,0,10,9,82,35,16,133,2,12,0,1,45,?,cluster1
1745,0,9,9,77,34,14,125,2,11,0,1,43,?,cluster1
1746,0,9,8,72,29,14,116,1,11,0,1,39,?,cluster1
1747,0,8,8,67,28,12,108,1,10,0,1,37,?,cluster1
1748,0,8,8,66,28,11,106,0,9,0,1,36,?,cluster0
1749,0,7,8,61,27,9,98,0,8,0,1,34,?,cluster0
1750,0,8,9,78,34,15,125,2,11,0,1,42,?,cluster1
1751,0,7,9,73,33,13,117,2,10,0,1,40,?,cluster1
1752,0,7,8,68,28,13,108,1,10,0,1,36,?,cluster1
1753,0,6,8,63,27,11,100,1,9,0,1,34,?,cluster0
1754,0,6,8,62,27,10,98,0,8,0,1,33,?,cluster0
1755,0,5,8,57,26,8,90,0,7,0,1,31,?,cluster0
1756,0,5,3,27,9,5,44,1,5,0,2,17,?,cluster0
1757,0,6,3,34,10,9,55,2,8,0,2,20,?,cluster0
1758,0,6,3,32,9,8,52,2,7,0,2,19,?,cluster0
1759,0,12,10,97,45,18,159,3,14,0,2,56,?,cluster1
1760,0,11,10,92,44,16,151,3,13,0,2,54,?,cluster1
1761,0,11,9,87,39,16,142,2,13,0,2,50,?,cluster1
1762,0,10,9,82,38,14,134,2,12,0,2,48,?,cluster1
1763,0,10,9,81,38,13,132,1,11,0,2,47,?,cluster1
1764,0,9,9,76,37,11,124,1,10,0,2,45,?,cluster1
1765,0,9,9,83,35,18,132,3,14,0,1,44,?,cluster1
1766,0,8,9,78,34,16,124,3,13,0,1,42,?,cluster1
1767,0,8,8,73,29,16,115,2,13,0,1,38,?,cluster1
1768,0,7,8,68,28,14,107,2,12,0,1,36,?,cluster1
1769,0,7,8,67,28,13,105,1,11,0,1,35,?,cluster1
1770,0,6,8,62,27,11,97,1,10,0,1,33,?,cluster0
1771,0,7,9,79,34,17,124,3,13,0,1,41,?,cluster1
1772,0,6,9,74,33,15,116,3,12,0,1,39,?,cluster1
1773,0,6,8,69,28,15,107,2,12,0,1,35,?,cluster1
1774,0,5,8,64,27,13,99,2,11,0,1,33,?,cluster1
1775,0,5,8,63,27,12,97,1,10,0,1,32,?,cluster0
1776,0,4,8,58,26,10,89,1,9,0,1,30,?,cluster0
1777,0,5,3,25,8,4,41,1,4,0,2,16,?,cluster0
1778,0,11,10,90,44,14,148,2,11,0,2,53,?,cluster1
1779,0,10,10,85,43,12,140,2,10,0,2,51,?,cluster1
1780,0,10,9,80,38,12,131,1,10,0,2,47,?,cluster1
1781,0,9,9,75,37,10,123,1,9,0,2,45,?,cluster0
1782,0,9,9,74,37,9,121,0,8,0,2,44,?,cluster0
1783,0,8,9,69,36,7,113,0,7,0,2,42,?,cluster0
1784,0,8,9,76,34,14,121,2,11,0,1,41,?,cluster1
1785,0,7,9,71,33,12,113,2,10,0,1,39,?,cluster1
1786,0,7,8,66,28,12,104,1,10,0,1,35,?,cluster1
1787,0,6,8,61,27,10,96,1,9,0,1,33,?,cluster0
1788,0,6,8,60,27,9,94,0,8,0,1,32,?,cluster0
1789,0,5,8,55,26,7,86,0,7,0,1,30,?,cluster0
1790,0,6,9,72,33,13,113,2,10,0,1,38,?,cluster1
1791,0,5,9,67,32,11,105,2,9,0,1,36,?,cluster0
1792,0,5,8,62,27,11,96,1,9,0,1,32,?,cluster0
1793,0,4,8,57,26,9,88,1,8,0,1,30,?,cluster0
1794,0,4,8,56,26,8,86,0,7,0,1,29,?,cluster0
1795,0,3,8,51,25,6,78,0,6,0,1,27,?,cluster0
1796,0,2,7,35,20,3,55,0,2,0,1,18,?,cluster0
1797,0,2,7,31,18,1,48,0,1,0,1,17,?,cluster0
1798,0,2,0,9,2,2,10,0,2,0,1,3,?,cluster0
1799,0,1,0,7,1,2,8,0,2,0,0,2,?,cluster0
1800,0,2,0,7,2,1,7,0,1,0,1,2,?,cluster0
1801,0,78,18,168,56,11,231,5,9,15,22,129,?,cluster1
1802,0,77,17,160,50,11,216,5,9,15,21,123,?,cluster1
1803,0,77,17,160,50,11,216,5,9,15,21,123,?,cluster1
1804,0,76,16,152,44,11,201,5,9,15,20,117,?,cluster1
1805,0,77,17,162,52,11,220,5,9,14,21,124,?,cluster1
1806,0,76,16,154,46,11,205,5,9,14,20,118,?,cluster1
1807,0,76,16,154,46,11,205,5,9,14,20,118,?,cluster1
1808,0,75,15,146,40,11,190,5,9,14,19,112,?,cluster1
1809,0,77,17,162,52,11,220,5,9,14,21,124,?,cluster1
1810,0,76,16,154,46,11,205,5,9,14,20,118,?,cluster1
1811,0,76,16,154,46,11,205,5,9,14,20,118,?,cluster1
1812,0,75,15,146,40,11,190,5,9,14,19,112,?,cluster1
1813,0,76,16,156,48,11,209,5,9,13,20,119,?,cluster1
1814,0,75,15,148,42,11,194,5,9,13,19,113,?,cluster1
1815,0,75,15,148,42,11,194,5,9,13,19,113,?,cluster1
1816,0,74,14,140,36,11,179,5,9,13,18,107,?,cluster1
1817,0,77,15,151,44,10,203,5,9,15,21,117,?,cluster1
1818,0,76,14,143,38,10,188,5,9,15,20,111,?,cluster1
1819,0,76,14,143,38,10,188,5,9,15,20,111,?,cluster1
1820,0,75,13,135,32,10,173,5,9,15,19,105,?,cluster1
1821,0,76,14,145,40,10,192,5,9,14,20,112,?,cluster1
1822,0,75,13,137,34,10,177,5,9,14,19,106,?,cluster1
1823,0,75,13,137,34,10,177,5,9,14,19,106,?,cluster1
1824,0,74,12,129,28,10,162,5,9,14,18,100,?,cluster1
1825,0,76,14,145,40,10,192,5,9,14,20,112,?,cluster1
1826,0,75,13,137,34,10,177,5,9,14,19,106,?,cluster1
1827,0,75,13,137,34,10,177,5,9,14,19,106,?,cluster1
1828,0,74,12,129,28,10,162,5,9,14,18,100,?,cluster1
1829,0,75,13,139,36,10,181,5,9,13,19,107,?,cluster1
1830,0,74,12,131,30,10,166,5,9,13,18,101,?,cluster1
1831,0,74,12,131,30,10,166,5,9,13,18,101,?,cluster1
1832,0,73,11,123,24,10,151,5,9,13,17,95,?,cluster1
1833,0,78,18,167,56,10,230,4,8,15,22,129,?,cluster1
1834,0,77,17,159,50,10,215,4,8,15,21,123,?,cluster1
1835,0,77,17,159,50,10,215,4,8,15,21,123,?,cluster1
1836,0,76,16,151,44,10,200,4,8,15,20,117,?,cluster1
1837,0,77,17,161,52,10,219,4,8,14,21,124,?,cluster1
1838,0,76,16,153,46,10,204,4,8,14,20,118,?,cluster1
1839,0,76,16,153,46,10,204,4,8,14,20,118,?,cluster1
1840,0,75,15,145,40,10,189,4,8,14,19,112,?,cluster1
1841,0,77,17,161,52,10,219,4,8,14,21,124,?,cluster1
1842,0,76,16,153,46,10,204,4,8,14,20,118,?,cluster1
1843,0,76,16,153,46,10,204,4,8,14,20,118,?,cluster1
1844,0,75,15,145,40,10,189,4,8,14,19,112,?,cluster1
1845,0,76,16,155,48,10,208,4,8,13,20,119,?,cluster1
1846,0,75,15,147,42,10,193,4,8,13,19,113,?,cluster1
1847,0,75,15,147,42,10,193,4,8,13,19,113,?,cluster1
1848,0,74,14,139,36,10,178,4,8,13,18,107,?,cluster1
1849,0,78,18,166,56,9,229,4,7,15,22,129,?,cluster1
1850,0,77,17,158,50,9,214,4,7,15,21,123,?,cluster1
1851,0,77,17,158,50,9,214,4,7,15,21,123,?,cluster1
1852,0,76,16,150,44,9,199,4,7,15,20,117,?,cluster1
1853,0,77,17,160,52,9,218,4,7,14,21,124,?,cluster1
1854,0,76,16,152,46,9,203,4,7,14,20,118,?,cluster1
1855,0,76,16,152,46,9,203,4,7,14,20,118,?,cluster1
1856,0,75,15,144,40,9,188,4,7,14,19,112,?,cluster1
1857,0,77,17,160,52,9,218,4,7,14,21,124,?,cluster1
1858,0,76,16,152,46,9,203,4,7,14,20,118,?,cluster1
1859,0,76,16,152,46,9,203,4,7,14,20,118,?,cluster1
1860,0,75,15,144,40,9,188,4,7,14,19,112,?,cluster1
1861,0,76,16,154,48,9,207,4,7,13,20,119,?,cluster1
1862,0,75,15,146,42,9,192,4,7,13,19,113,?,cluster1
1863,0,75,15,146,42,9,192,4,7,13,19,113,?,cluster1
1864,0,74,14,138,36,9,177,4,7,13,18,107,?,cluster1
1865,0,78,18,165,56,8,228,4,6,15,22,129,?,cluster1
1866,0,77,17,157,50,8,213,4,6,15,21,123,?,cluster1
1867,0,77,17,157,50,8,213,4,6,15,21,123,?,cluster1
1868,0,76,16,149,44,8,198,4,6,15,20,117,?,cluster1
1869,0,77,17,159,52,8,217,4,6,14,21,124,?,cluster1
1870,0,76,16,151,46,8,202,4,6,14,20,118,?,cluster1
1871,0,76,16,151,46,8,202,4,6,14,20,118,?,cluster1
1872,0,75,15,143,40,8,187,4,6,14,19,112,?,cluster1
1873,0,77,17,159,52,8,217,4,6,14,21,124,?,cluster1
1874,0,76,16,151,46,8,202,4,6,14,20,118,?,cluster1
1875,0,76,16,151,46,8,202,4,6,14,20,118,?,cluster1
1876,0,75,15,143,40,8,187,4,6,14,19,112,?,cluster1
1877,0,76,16,153,48,8,206,4,6,13,20,119,?,cluster1
1878,0,75,15,145,42,8,191,4,6,13,19,113,?,cluster1
1879,0,75,15,145,42,8,191,4,6,13,19,113,?,cluster1
1880,0,74,14,137,36,8,176,4,6,13,18,107,?,cluster1
1881,0,77,17,164,54,11,226,5,9,15,21,127,?,cluster1
1882,0,76,16,156,48,11,211,5,9,15,20,121,?,cluster1
1883,0,76,16,156,48,11,211,5,9,15,20,121,?,cluster1
1884,0,75,15,148,42,11,196,5,9,15,19,115,?,cluster1
1885,0,76,16,158,50,11,215,5,9,14,20,122,?,cluster1
1886,0,75,15,150,44,11,200,5,9,14,19,116,?,cluster1
1887,0,75,15,150,44,11,200,5,9,14,19,116,?,cluster1
1888,0,74,14,142,38,11,185,5,9,14,18,110,?,cluster1
1889,0,76,16,158,50,11,215,5,9,14,20,122,?,cluster1
1890,0,75,15,150,44,11,200,5,9,14,19,116,?,cluster1
1891,0,75,15,150,44,11,200,5,9,14,19,116,?,cluster1
1892,0,74,14,142,38,11,185,5,9,14,18,110,?,cluster1
1893,0,75,15,152,46,11,204,5,9,13,19,117,?,cluster1
1894,0,74,14,144,40,11,189,5,9,13,18,111,?,cluster1
1895,0,74,14,144,40,11,189,5,9,13,18,111,?,cluster1
1896,0,73,13,136,34,11,174,5,9,13,17,105,?,cluster1
1897,0,76,14,147,42,10,198,5,9,15,20,115,?,cluster1
1898,0,75,13,139,36,10,183,5,9,15,19,109,?,cluster1
1899,0,75,13,139,36,10,183,5,9,15,19,109,?,cluster1
1900,0,74,12,131,30,10,168,5,9,15,18,103,?,cluster1
1901,0,75,13,141,38,10,187,5,9,14,19,110,?,cluster1
1902,0,74,12,133,32,10,172,5,9,14,18,104,?,cluster1
1903,0,74,12,133,32,10,172,5,9,14,18,104,?,cluster1
1904,0,73,11,125,26,10,157,5,9,14,17,98,?,cluster1
1905,0,75,13,141,38,10,187,5,9,14,19,110,?,cluster1
1906,0,74,12,133,32,10,172,5,9,14,18,104,?,cluster1
1907,0,74,12,133,32,10,172,5,9,14,18,104,?,cluster1
1908,0,73,11,125,26,10,157,5,9,14,17,98,?,cluster1
1909,0,74,12,135,34,10,176,5,9,13,18,105,?,cluster1
1910,0,73,11,127,28,10,161,5,9,13,17,99,?,cluster1
1911,0,73,11,127,28,10,161,5,9,13,17,99,?,cluster1
1912,0,72,10,119,22,10,146,5,9,13,16,93,?,cluster1
1913,0,77,17,163,54,10,225,4,8,15,21,127,?,cluster1
1914,0,76,16,155,48,10,210,4,8,15,20,121,?,cluster1
1915,0,76,16,155,48,10,210,4,8,15,20,121,?,cluster1
1916,0,75,15,147,42,10,195,4,8,15,19,115,?,cluster1
1917,0,76,16,157,50,10,214,4,8,14,20,122,?,cluster1
1918,0,75,15,149,44,10,199,4,8,14,19,116,?,cluster1
1919,0,75,15,149,44,10,199,4,8,14,19,116,?,cluster1
1920,0,74,14,141,38,10,184,4,8,14,18,110,?,cluster1
1921,0,76,16,157,50,10,214,4,8,14,20,122,?,cluster1
1922,0,75,15,149,44,10,199,4,8,14,19,116,?,cluster1
