@relation training_10.arff

@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute EQUAL numeric
@attribute FIELDS numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute IF numeric
@attribute LOCALS numeric
@attribute NEW numeric
@attribute GOTO numeric
@attribute FIELDS_WRITTEN numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}

@data
36,16,0,2,0,6,2,68,4,2,0,23,?
42,18,0,2,0,6,2,83,4,2,0,29,?
9,2,0,1,0,2,0,12,1,0,0,5,?
4,1,0,0,0,0,0,6,0,0,0,3,?
5,0,0,3,0,4,0,4,0,0,3,3,?
4,2,0,0,0,1,0,3,0,0,0,0,?
8,1,0,4,0,5,1,9,0,1,3,5,?
4,0,0,1,0,2,1,4,0,1,0,1,?
7,1,0,3,0,4,1,8,0,1,2,4,?
4,0,0,1,0,2,1,4,0,1,0,1,?
12,1,1,6,0,7,1,21,0,1,2,9,?
5,0,1,2,0,3,1,7,0,1,0,2,?
13,2,1,6,0,7,1,23,0,1,2,10,?
5,0,1,2,0,3,1,7,0,1,0,2,?
9,1,0,3,0,7,0,11,0,0,3,3,?
5,1,0,0,0,3,0,6,0,0,0,0,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
19,11,1,0,1,1,2,30,3,2,0,12,?
17,8,1,0,0,1,2,25,3,2,0,9,?
18,10,1,0,1,1,2,28,3,2,0,11,?
17,8,1,0,0,1,2,25,3,2,0,9,?
14,9,0,0,0,1,0,18,2,1,0,7,?
4,1,0,0,0,1,0,3,0,0,0,1,?
10,7,0,0,0,1,0,15,1,0,0,6,?
5,1,0,0,0,2,0,7,1,0,0,3,?
3,1,0,0,0,1,0,4,0,0,0,1,?
23,17,1,0,0,0,1,29,2,2,0,13,?
25,18,2,0,0,0,2,32,2,3,0,14,?
20,13,2,0,0,0,2,20,1,4,0,9,?
3,0,0,0,0,1,0,3,0,0,0,1,?
9,5,0,0,0,1,0,15,1,0,0,6,?
15,10,1,2,0,2,1,15,1,1,0,7,?
12,8,1,1,0,1,1,11,1,1,0,5,?
7,2,0,0,0,1,1,9,1,1,0,3,?
20,8,0,6,0,7,1,23,1,2,2,11,?
11,6,0,1,0,2,0,17,1,0,0,7,?
7,2,0,0,0,1,1,9,1,1,0,3,?
8,3,0,0,0,1,1,10,1,1,0,3,?
7,2,0,4,0,4,0,2,0,0,4,5,?
53,16,0,19,0,22,2,73,7,3,18,40,?
43,12,0,18,0,20,1,56,6,1,18,33,?
49,8,0,16,0,36,0,56,4,0,16,24,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
27,14,0,1,0,1,2,42,4,3,0,15,?
12,5,0,0,0,0,1,16,2,1,0,5,?
72,51,0,17,0,18,0,159,2,0,0,68,?
5,2,0,0,0,2,0,5,0,0,0,0,?
45,12,1,12,0,20,3,76,3,5,0,32,?
39,10,1,12,0,18,3,67,2,4,0,27,?
13,3,0,3,0,5,1,19,1,1,0,7,?
9,2,0,1,0,3,1,11,0,2,0,3,?
30,8,1,6,0,14,2,40,2,3,0,18,?
34,9,2,8,0,16,4,48,2,4,0,21,?
32,8,2,7,0,15,4,45,2,4,0,20,?
29,7,2,6,0,14,3,40,2,3,0,18,?
14,3,0,2,0,7,0,20,2,0,0,7,?
46,23,0,7,0,19,0,76,3,0,0,23,?
30,15,2,6,0,9,2,48,0,3,0,16,?
20,9,1,6,0,9,1,29,0,1,0,9,?
8,3,0,3,0,4,0,10,0,0,0,3,?
20,7,1,3,0,5,3,31,0,4,0,10,?
11,3,1,2,0,4,2,14,0,2,0,4,?
6,1,1,1,0,3,1,6,0,1,0,1,?
2,0,0,0,0,1,0,1,0,0,0,0,?
4,1,0,0,0,2,0,4,0,0,0,0,?
4,2,0,0,0,1,0,4,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
15,8,0,1,0,3,0,28,1,0,0,12,?
6,2,0,1,0,1,0,8,1,0,0,3,?
24,8,1,3,0,6,3,36,1,5,0,14,?
23,8,1,3,0,6,3,36,1,4,0,14,?
6,0,0,1,0,3,1,6,0,1,0,2,?
12,1,0,3,0,4,2,18,1,3,0,8,?
6,0,0,2,0,2,1,8,1,1,0,4,?
22,0,0,3,0,19,0,22,1,0,2,21,?
5,1,0,1,0,3,0,6,0,0,0,1,?
15,7,1,2,0,3,1,21,1,2,0,9,?
8,1,1,2,0,3,1,9,0,2,0,4,?
6,2,0,0,1,1,0,10,1,0,0,3,?
7,2,0,2,0,3,0,7,0,1,0,2,?
5,1,0,0,1,1,0,7,1,0,0,2,?
24,12,1,1,0,8,1,37,2,1,0,15,?
16,5,1,1,0,8,1,23,1,1,0,9,?
4,2,0,0,0,1,0,3,0,0,0,0,?
4,2,0,0,0,1,0,3,0,0,0,0,?
68,31,1,7,0,20,4,120,6,6,0,46,?
71,39,1,7,0,15,4,119,7,5,0,47,?
66,29,1,7,0,20,4,117,6,6,0,45,?
69,37,1,7,0,15,4,116,7,5,0,46,?
8,1,0,0,0,2,1,9,1,1,0,3,?
4,0,0,1,0,3,0,5,0,0,0,2,?
6,2,0,1,0,3,0,9,0,0,0,4,?
10,3,1,2,0,5,1,15,0,1,0,7,?
7,2,1,1,0,3,1,9,0,1,0,4,?
10,3,1,2,0,5,1,15,0,1,0,7,?
7,2,1,1,0,3,1,9,0,1,0,4,?
10,3,1,2,0,5,1,15,0,1,0,7,?
7,2,1,1,0,3,1,9,0,1,0,4,?
20,1,0,3,0,16,0,19,2,0,3,19,?
19,7,0,2,0,7,0,29,3,0,1,12,?
11,5,0,3,0,3,0,12,2,0,1,6,?
10,1,0,2,0,3,2,12,0,3,0,4,?
4,0,0,0,0,1,1,3,0,1,0,1,?
32,18,3,0,0,2,4,49,2,6,0,17,?
29,15,3,0,0,2,4,44,2,6,0,16,?
27,14,3,0,0,2,3,41,2,5,0,15,?
20,11,1,0,0,2,1,31,2,2,0,11,?
12,7,0,1,0,2,0,19,1,0,0,7,?
3,1,0,0,0,1,0,2,0,0,0,0,?
16,1,0,7,0,9,0,24,3,0,4,12,?
29,6,0,15,0,18,0,41,4,0,12,22,?
6,2,0,2,0,3,0,6,0,0,1,2,?
62,34,0,16,0,20,0,116,6,0,0,47,?
27,7,2,6,0,8,4,42,1,6,1,15,?
16,4,2,3,0,5,3,21,0,4,1,8,?
6,2,1,0,0,2,1,6,0,1,0,1,?
16,0,0,0,0,2,2,24,0,3,0,10,?
8,0,0,0,0,2,1,10,0,1,0,4,?
9,1,1,1,0,4,1,11,0,2,0,3,?
8,1,1,1,0,4,1,11,0,1,0,3,?
17,3,1,6,0,8,2,28,0,3,3,11,?
19,4,1,7,0,9,3,34,0,3,3,13,?
18,4,1,6,0,8,3,32,0,3,2,12,?
16,3,0,7,0,9,2,29,0,2,3,11,?
15,3,0,6,0,8,2,27,0,2,2,10,?
58,15,0,13,0,33,2,120,0,3,0,49,?
49,11,0,10,0,28,2,99,0,3,0,40,?
57,15,0,13,0,33,2,120,0,2,0,49,?
48,11,0,10,0,28,2,99,0,2,0,40,?
5,1,0,0,0,3,0,6,0,0,0,0,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,3,0,0,0,1,?
16,3,0,6,0,9,0,22,3,0,4,9,?
6,2,0,2,0,3,0,7,0,0,0,2,?
12,0,1,3,0,6,3,18,0,4,0,5,?
11,0,1,3,0,6,3,18,0,3,0,5,?
8,0,0,2,0,4,2,12,0,2,0,3,?
7,0,0,1,0,3,1,8,0,2,0,2,?
7,1,0,3,0,4,0,9,1,0,2,4,?
5,0,0,1,0,4,0,8,0,0,0,2,?
6,0,0,1,0,5,0,8,0,0,0,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
11,0,0,3,0,5,2,16,0,3,0,6,?
5,0,0,1,0,2,1,6,0,1,0,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
15,5,0,0,0,1,1,30,1,1,0,12,?
19,6,0,0,0,1,2,41,1,2,0,15,?
10,5,0,0,1,1,0,17,2,0,0,6,?
15,6,0,0,0,2,0,21,4,0,0,6,?
19,0,0,0,0,3,2,36,0,3,0,14,?
9,0,0,0,0,1,1,14,0,1,0,6,?
57,33,0,16,0,16,0,91,7,0,7,49,?
20,7,0,2,0,8,0,30,3,0,1,13,?
11,5,0,3,0,3,0,12,2,0,1,6,?
3,1,0,0,0,1,0,2,0,0,0,0,?
19,3,0,6,0,9,1,24,2,2,5,11,?
18,3,0,6,0,9,1,24,2,1,5,11,?
4,0,0,1,0,3,0,4,0,0,1,1,?
25,5,1,5,0,11,2,42,1,3,1,13,?
21,4,1,2,0,8,2,33,1,3,0,9,?
28,9,1,5,0,11,2,50,2,2,1,16,?
24,8,1,2,0,8,2,41,2,2,0,12,?
27,11,0,7,0,8,2,49,1,3,0,20,?
6,1,0,1,0,2,1,8,0,1,0,3,?
17,4,0,3,0,4,2,30,0,3,0,12,?
7,1,0,1,0,2,1,10,0,1,0,4,?
1,0,0,0,0,0,0,0,0,0,0,0,?
41,11,0,8,0,14,4,59,4,7,2,26,?
27,7,0,5,0,8,3,35,3,5,2,17,?
27,7,0,5,0,8,3,35,3,5,2,17,?
13,3,0,2,0,2,2,11,2,3,2,8,?
5,2,0,0,0,1,0,6,0,0,0,2,?
9,1,0,2,0,6,0,14,0,0,1,4,?
4,1,0,0,0,1,0,2,0,1,0,0,?
5,2,0,0,0,1,0,6,0,0,0,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
23,7,0,4,0,9,2,39,1,3,0,15,?
4,0,0,0,0,1,1,3,0,1,0,1,?
14,4,0,0,0,4,2,24,0,3,0,4,?
7,0,0,0,0,4,1,7,0,1,0,1,?
21,13,0,0,0,4,1,27,1,2,0,8,?
10,3,0,0,0,4,1,9,0,2,0,0,?
22,15,0,1,0,2,0,34,2,1,0,15,?
5,2,0,0,0,1,0,5,0,0,0,2,?
25,0,0,3,0,21,0,24,3,0,3,24,?
9,3,0,3,0,5,0,13,0,0,2,5,?
3,0,0,1,0,2,0,4,0,0,0,1,?
9,1,0,4,0,7,0,10,0,0,4,4,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,1,0,1,0,2,0,3,0,0,1,1,?
6,0,0,0,0,3,0,9,0,0,0,2,?
7,3,1,0,0,1,1,8,0,1,0,3,?
9,4,2,0,0,1,2,12,0,2,0,4,?
11,5,3,0,0,1,3,16,0,3,0,5,?
13,6,4,0,0,1,4,20,0,4,0,6,?
13,6,4,0,0,1,4,20,0,4,0,6,?
18,2,1,0,0,1,5,22,0,7,0,8,?
18,2,1,0,0,1,5,22,0,7,0,8,?
13,2,1,0,0,1,4,13,0,5,0,5,?
13,2,1,0,0,1,4,13,0,5,0,5,?
8,2,1,0,0,1,2,7,0,2,0,3,?
8,2,1,0,0,1,2,7,0,2,0,3,?
10,3,1,1,0,2,1,12,1,1,0,5,?
12,3,2,2,0,3,2,15,1,2,0,6,?
14,4,3,2,0,3,3,18,1,3,0,7,?
16,5,4,2,0,3,4,21,1,4,0,8,?
16,5,4,2,0,3,4,21,1,4,0,8,?
15,11,0,0,0,1,0,18,1,0,0,8,?
19,8,0,0,0,6,0,41,1,0,0,11,?
7,0,0,0,0,5,1,7,0,1,0,0,?
21,13,0,0,0,5,1,38,1,1,0,13,?
10,3,0,0,0,1,1,8,0,2,0,4,?
10,3,0,0,0,1,1,8,0,2,0,4,?
7,0,1,0,0,1,2,6,0,3,0,2,?
7,0,1,0,0,1,2,6,0,3,0,2,?
6,0,1,0,0,1,2,6,0,2,0,2,?
6,0,1,0,0,1,2,6,0,2,0,2,?
10,3,0,0,0,1,1,10,0,2,0,5,?
10,3,0,0,0,1,1,10,0,2,0,5,?
7,0,1,0,0,1,2,6,0,3,0,2,?
7,0,1,0,0,1,2,6,0,3,0,2,?
6,0,1,0,0,1,2,6,0,2,0,2,?
6,0,1,0,0,1,2,6,0,2,0,2,?
22,14,2,0,0,4,2,41,1,2,0,14,?
9,2,2,0,0,4,2,12,0,2,0,2,?
7,1,1,0,0,4,1,8,0,1,0,1,?
7,3,1,0,0,1,1,9,0,1,0,3,?
10,4,2,0,0,1,2,14,0,2,0,5,?
13,5,3,0,0,1,3,19,0,3,0,7,?
16,6,4,0,0,1,4,24,0,4,0,9,?
16,6,4,0,0,1,4,23,0,4,0,9,?
26,14,0,0,0,1,3,38,3,4,0,15,?
19,8,0,0,0,1,3,24,2,4,0,9,?
18,10,0,0,0,1,2,26,2,2,0,11,?
11,4,0,0,0,1,2,12,1,2,0,5,?
9,3,1,0,0,4,1,12,0,1,0,3,?
20,13,1,0,0,4,1,36,1,1,0,13,?
39,22,0,0,0,4,4,61,2,5,0,24,?
37,20,0,0,0,4,4,59,2,5,0,23,?
37,20,0,0,0,4,4,59,2,5,0,23,?
35,18,0,0,0,4,4,57,2,5,0,22,?
21,12,0,0,0,2,2,30,1,2,0,12,?
19,10,0,0,0,2,2,28,1,2,0,11,?
7,3,0,0,0,1,0,5,0,1,0,2,?
7,3,1,0,0,1,1,10,0,1,0,4,?
12,7,1,0,0,1,1,20,1,1,0,8,?
14,2,1,0,0,3,3,19,0,4,0,6,?
12,0,1,0,0,3,3,17,0,4,0,5,?
6,0,0,0,0,2,1,7,0,1,0,2,?
5,1,0,0,0,2,0,7,0,0,0,1,?
6,1,0,0,1,2,1,6,1,1,0,1,?
8,2,0,0,0,2,2,6,0,3,0,1,?
7,2,0,0,0,2,2,6,0,2,0,1,?
5,0,0,0,0,1,0,7,0,0,0,3,?
12,0,0,0,0,3,2,19,0,3,0,5,?
7,0,0,0,0,3,1,9,0,1,0,2,?
4,0,0,0,0,2,1,3,0,1,0,0,?
6,0,0,0,0,2,2,6,0,2,0,1,?
11,0,0,0,0,2,4,16,0,4,0,4,?
17,0,0,0,0,2,6,27,0,7,0,7,?
15,0,0,0,0,2,5,23,0,6,0,6,?
9,0,0,0,0,2,3,12,0,3,0,3,?
17,9,1,0,0,1,3,19,0,4,0,7,?
13,5,1,0,0,1,3,14,0,4,0,5,?
8,4,0,0,0,1,1,7,0,1,0,3,?
9,3,2,0,0,2,2,8,0,3,0,2,?
15,9,2,1,0,3,2,16,0,2,1,6,?
7,2,1,0,0,2,1,5,0,2,0,1,?
31,16,0,0,0,4,2,53,2,3,0,19,?
12,0,0,0,0,4,2,16,0,3,0,4,?
30,16,0,0,0,4,2,53,2,2,0,19,?
11,0,0,0,0,4,2,16,0,2,0,4,?
31,16,0,0,0,4,2,53,2,3,0,19,?
12,0,0,0,0,4,2,16,0,3,0,4,?
30,16,0,0,0,4,2,53,2,2,0,19,?
11,0,0,0,0,4,2,16,0,2,0,4,?
15,9,0,0,0,3,0,26,1,0,0,9,?
7,0,2,0,0,1,2,6,0,3,0,2,?
4,0,1,0,0,1,1,3,0,1,0,1,?
9,0,2,0,0,1,2,10,0,3,0,4,?
5,0,1,0,0,1,1,5,0,1,0,2,?
2,0,0,0,0,1,0,1,0,0,0,0,?
5,0,0,0,0,3,1,5,0,1,0,0,?
8,1,0,0,0,3,1,14,0,1,0,3,?
6,3,1,0,0,1,1,6,0,1,0,2,?
6,3,1,0,0,1,1,6,0,1,0,2,?
14,7,0,0,0,3,1,18,2,1,0,9,?
22,14,0,0,0,3,2,32,2,2,0,15,?
22,14,0,0,0,3,2,32,2,2,0,15,?
63,58,1,1,0,2,1,116,0,2,0,29,?
62,58,1,1,0,2,1,116,0,1,0,29,?
9,3,1,1,0,2,1,9,1,1,0,3,?
8,2,1,1,0,2,1,9,1,1,0,3,?
23,0,0,2,0,16,0,26,6,0,2,22,?
2,1,0,0,0,0,0,2,0,0,0,1,?
23,8,0,3,0,4,3,34,2,4,1,14,?
20,7,0,2,0,3,3,28,2,4,0,11,?
11,2,0,1,0,2,2,15,1,2,1,6,?
8,1,0,0,0,1,2,9,1,2,0,3,?
11,4,0,2,0,3,0,14,2,0,2,6,?
4,0,0,0,0,2,1,4,0,1,0,0,?
8,2,2,0,0,2,3,11,0,3,0,2,?
12,2,3,2,0,4,4,19,0,4,0,5,?
12,2,3,2,0,4,4,19,0,4,0,5,?
5,0,1,0,0,2,2,5,0,2,0,0,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,1,0,1,0,1,0,3,1,0,1,2,?
14,8,0,1,0,2,0,20,3,0,1,8,?
3,1,0,0,0,0,0,3,1,0,0,1,?
9,3,0,2,0,4,0,16,0,0,0,6,?
10,6,0,1,0,2,0,17,1,0,0,7,?
8,1,0,2,0,6,0,10,0,0,2,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
7,3,0,0,0,2,0,10,1,0,0,2,?
2,0,0,1,0,1,0,2,0,0,0,1,?
2,0,0,1,0,1,0,2,0,0,0,1,?
3,0,0,2,0,2,0,0,0,0,2,2,?
3,0,0,1,0,2,0,2,0,0,1,1,?
2,0,0,1,0,1,0,2,0,0,0,1,?
3,0,0,1,0,2,0,2,0,0,1,1,?
2,0,0,1,0,1,0,2,0,0,0,1,?
1,0,0,0,0,0,0,0,0,0,0,0,?
9,3,0,2,0,2,2,9,1,2,0,4,?
5,1,0,1,0,1,2,4,0,2,0,2,?
3,0,0,1,0,1,1,2,0,1,0,1,?
26,4,0,6,0,9,4,37,1,7,1,18,?
18,3,0,4,0,5,3,23,1,5,1,12,?
8,1,0,2,0,2,1,7,1,2,1,5,?
5,1,0,0,0,1,0,4,0,1,0,1,?
4,1,0,0,0,1,0,4,0,0,0,1,?
17,5,0,3,0,7,1,23,1,2,1,7,?
18,5,0,3,0,8,1,28,1,1,1,9,?
9,1,0,0,0,1,2,7,0,4,0,2,?
5,0,0,0,0,1,1,3,0,2,0,1,?
5,2,0,0,0,1,0,6,0,0,0,2,?
8,1,0,3,0,5,0,11,1,0,2,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,1,0,3,0,6,0,0,0,1,?
8,1,1,2,0,3,1,13,0,1,0,5,?
5,0,1,1,0,2,1,6,0,1,0,2,?
53,23,0,5,0,11,5,97,4,8,0,36,?
23,5,0,2,0,5,4,32,1,6,0,14,?
53,23,0,6,0,13,5,100,4,7,0,37,?
23,5,0,3,0,7,4,35,1,5,0,15,?
4,0,0,0,0,1,1,3,0,1,0,1,?
13,4,0,3,0,8,0,19,0,0,0,3,?
40,0,0,6,0,36,0,36,3,0,6,39,?
7,1,0,2,0,5,0,8,0,0,2,2,?
12,3,0,2,0,6,0,22,0,0,0,7,?
4,1,0,1,0,2,0,3,0,0,1,1,?
7,0,0,3,0,5,0,12,0,0,1,4,?
10,1,0,3,1,5,1,15,1,1,1,5,?
9,0,0,4,0,6,1,15,0,1,1,5,?
17,8,0,1,0,2,0,28,2,0,0,12,?
8,2,0,2,0,5,0,9,0,0,2,2,?
14,2,1,5,0,6,1,18,2,3,2,7,?
17,3,1,7,0,8,1,25,3,2,3,10,?
4,1,0,0,0,1,0,4,0,0,0,1,?
10,2,1,3,0,4,1,10,0,3,0,3,?
9,2,1,3,0,4,1,10,0,2,0,3,?
4,1,0,0,0,1,0,4,0,0,0,1,?
14,4,1,3,0,6,2,23,0,2,0,6,?
10,1,1,2,0,5,2,15,0,2,0,4,?
6,0,1,1,0,4,1,6,0,1,0,1,?
6,1,0,3,0,4,0,5,0,0,3,3,?
3,0,0,0,0,2,0,2,0,0,0,0,?
3,1,0,0,0,1,0,2,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
13,5,0,2,0,3,0,20,2,0,0,6,?
16,3,0,4,0,6,1,26,1,2,2,9,?
15,3,0,5,0,7,1,26,1,1,2,9,?
2,0,0,1,0,1,0,2,0,0,0,1,?
2,0,0,1,0,1,0,2,0,0,0,1,?
3,0,0,2,0,2,0,0,0,0,2,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
126,62,0,62,0,62,0,125,1,0,1,63,?
10,2,1,2,0,3,2,11,0,3,0,4,?
9,2,1,2,0,3,2,11,0,2,0,4,?
9,1,1,2,0,3,2,11,0,3,0,4,?
8,1,1,2,0,3,2,11,0,2,0,4,?
40,25,0,0,0,0,0,53,13,0,0,14,?
5,1,0,1,0,2,0,8,0,0,0,3,?
9,1,2,1,0,2,2,11,0,3,0,4,?
8,1,2,1,0,2,2,11,0,2,0,4,?
4,0,1,0,0,1,1,4,0,1,0,1,?
10,2,2,2,0,3,2,13,0,3,0,5,?
9,2,2,2,0,3,2,13,0,2,0,5,?
6,1,1,1,0,2,1,8,0,1,0,3,?
10,2,2,2,0,3,2,13,0,3,0,5,?
9,2,2,2,0,3,2,13,0,2,0,5,?
6,1,1,1,0,2,1,8,0,1,0,3,?
8,5,0,0,0,1,0,13,1,0,0,5,?
10,6,0,1,0,2,0,17,1,0,0,7,?
5,0,2,0,0,2,2,4,0,2,0,0,?
6,0,3,0,0,2,3,5,0,3,0,0,?
6,0,3,0,0,2,3,5,0,3,0,0,?
5,0,2,0,0,2,2,4,0,2,0,0,?
5,0,2,0,0,2,2,4,0,2,0,0,?
3,1,0,0,0,1,0,4,0,0,0,1,?
4,1,0,0,0,2,0,6,0,0,0,1,?
8,1,0,0,0,3,1,8,0,2,0,2,?
14,7,0,1,0,4,1,24,1,1,0,8,?
6,1,1,2,0,3,1,6,0,1,0,2,?
4,0,1,1,0,2,1,3,0,1,0,1,?
7,1,0,1,0,2,1,8,0,2,0,3,?
6,1,0,1,0,2,1,8,0,1,0,3,?
8,2,0,1,0,2,1,10,0,2,0,4,?
7,2,0,1,0,2,1,10,0,1,0,4,?
39,3,0,7,0,31,0,37,4,0,7,37,?
6,2,0,1,0,2,0,6,1,0,1,2,?
9,4,0,0,0,2,1,15,1,1,0,3,?
8,3,0,0,0,2,1,13,1,1,0,3,?
5,1,0,1,0,3,0,6,0,0,0,1,?
5,1,0,0,0,2,0,8,0,0,0,2,?
4,1,0,1,0,2,0,4,0,0,0,1,?
8,1,1,1,0,3,1,10,0,2,0,3,?
7,1,1,1,0,3,1,10,0,1,0,3,?
16,7,0,1,1,3,1,27,2,1,0,10,?
8,1,0,1,0,3,1,13,0,1,0,4,?
19,8,0,5,0,9,0,32,0,1,2,12,?
4,1,0,0,0,1,0,4,0,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,0,0,1,0,3,0,5,0,0,0,1,?
4,1,0,0,0,2,0,6,0,0,0,1,?
7,2,2,2,0,2,2,6,0,2,0,3,?
11,4,2,4,0,4,2,10,0,2,0,5,?
5,0,2,2,0,2,2,4,0,2,0,2,?
9,2,2,4,0,4,2,8,0,2,0,4,?
5,1,0,2,0,3,0,4,0,0,2,2,?
4,1,0,1,0,2,0,5,0,0,1,2,?
4,0,0,1,0,2,1,4,0,1,0,1,?
10,2,2,3,0,4,3,10,0,3,0,4,?
10,2,2,3,0,4,3,10,0,3,0,4,?
8,0,2,3,0,4,3,8,0,3,0,3,?
8,0,2,3,0,4,3,8,0,3,0,3,?
4,0,0,1,0,2,1,4,0,1,0,1,?
10,2,2,3,0,4,3,10,0,3,0,4,?
13,3,2,5,0,6,3,15,0,3,1,7,?
8,0,2,3,0,4,3,8,0,3,0,3,?
11,1,2,5,0,6,3,13,0,3,1,6,?
3,0,0,0,0,2,0,2,0,0,0,0,?
5,0,0,4,0,4,0,0,0,0,4,4,?
7,3,0,1,0,2,0,8,1,0,1,3,?
9,5,0,1,0,2,0,15,1,0,0,6,?
4,1,0,0,0,0,0,5,1,0,0,2,?
7,1,0,2,0,4,0,12,0,0,0,4,?
5,1,0,0,0,3,0,6,0,0,0,0,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,1,0,2,0,5,1,0,1,2,?
8,0,0,3,0,6,0,13,0,0,1,5,?
7,0,0,3,0,5,0,13,0,0,1,5,?
6,0,0,1,0,2,1,6,0,2,0,2,?
5,0,0,1,0,2,1,6,0,1,0,2,?
5,1,0,1,0,3,0,5,0,0,1,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
5,1,0,0,1,2,0,5,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
6,1,0,0,1,3,0,6,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
5,1,0,0,1,2,0,5,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
4,1,0,0,1,1,0,4,1,0,0,1,?
21,6,0,9,0,11,0,35,1,0,4,15,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
25,8,1,0,0,1,3,47,3,4,0,15,?
23,6,1,0,0,1,3,45,3,4,0,14,?
19,7,1,0,0,1,2,33,3,2,0,11,?
17,5,1,0,0,1,2,31,3,2,0,10,?
5,2,0,0,0,1,0,6,0,0,0,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
16,4,0,0,0,4,1,22,3,2,0,5,?
15,4,0,0,0,4,1,22,3,1,0,5,?
27,0,0,3,0,23,0,26,3,0,3,26,?
4,1,0,1,0,2,0,3,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
17,9,0,2,0,3,1,29,1,2,0,12,?
17,10,0,3,0,4,1,32,1,1,0,13,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
7,3,0,1,0,2,0,8,1,0,1,3,?
3,1,0,0,0,0,0,3,1,0,0,1,?
9,0,0,2,0,4,1,12,0,2,0,4,?
8,0,0,2,0,4,1,12,0,1,0,4,?
13,3,0,6,0,8,0,17,1,0,4,7,?
9,2,0,3,0,5,0,10,1,0,3,4,?
5,1,0,1,0,3,0,6,0,0,0,1,?
1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
5,1,0,0,0,3,0,6,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
5,1,0,0,0,2,1,5,0,1,0,1,?
47,20,0,1,0,8,1,73,12,2,0,32,?
24,16,0,2,0,3,0,40,2,1,0,17,?
4,1,0,0,0,1,0,4,0,0,0,1,?
5,1,0,1,0,3,0,5,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
19,8,0,0,0,4,0,30,4,0,0,13,?
10,2,0,3,0,7,0,13,0,0,3,4,?
