@relation training_10.arff

@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute EQUAL numeric
@attribute FIELDS numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute IF numeric
@attribute LOCALS numeric
@attribute NEW numeric
@attribute GOTO numeric
@attribute FIELDS_WRITTEN numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}

@data
30,15,0,4,0,10,1,52,2,2,1,20,?
26,14,0,2,0,8,1,45,1,2,0,17,?
9,4,0,2,0,3,0,11,0,0,0,4,?
20,9,0,0,0,3,0,26,4,1,0,7,?
16,9,0,3,0,4,0,24,1,0,1,11,?
23,12,0,2,0,3,0,30,3,1,0,8,?
16,9,0,3,0,4,0,24,1,0,1,11,?
15,4,1,3,0,5,2,18,0,4,1,6,?
13,3,1,2,0,4,2,17,0,4,0,5,?
18,6,2,3,0,5,3,24,0,4,1,8,?
16,5,2,2,0,4,3,23,0,4,0,7,?
14,4,2,1,0,3,3,16,0,4,1,6,?
12,3,2,0,0,2,3,15,0,4,0,5,?
16,9,0,3,0,4,0,24,1,0,1,11,?
6,2,0,1,0,2,0,6,1,0,1,2,?
5,2,0,0,0,2,0,7,0,0,0,2,?
40,21,0,10,0,12,0,69,5,1,5,30,?
4,1,0,0,0,1,0,4,0,0,0,1,?
7,2,0,1,0,3,0,10,0,0,0,2,?
12,1,0,0,0,3,2,18,0,3,0,5,?
6,0,0,0,0,2,1,7,0,1,0,2,?
14,1,0,0,0,5,2,23,0,3,0,5,?
8,0,0,0,0,4,1,11,0,1,0,2,?
15,4,2,6,0,7,2,18,0,3,1,6,?
13,3,2,5,0,6,2,15,0,3,1,5,?
10,2,2,3,0,4,2,11,0,3,0,3,?
8,1,2,2,0,3,2,8,0,3,0,2,?
4,1,0,0,0,1,0,4,0,0,0,1,?
22,11,0,6,0,8,0,36,1,1,0,12,?
18,10,0,4,0,5,0,32,1,0,0,11,?
11,6,0,2,0,3,0,19,1,0,0,7,?
14,8,0,2,0,4,0,23,1,0,0,9,?
3,0,0,1,0,2,0,4,0,0,0,1,?
12,7,0,2,0,3,0,22,1,0,0,9,?
2,0,0,1,0,1,0,0,0,0,1,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
37,22,0,0,0,2,2,63,4,3,0,24,?
26,16,0,0,0,2,1,44,3,1,0,17,?
35,17,0,0,0,2,4,54,3,6,0,18,?
31,16,0,0,0,2,3,49,3,4,0,17,?
24,11,0,0,0,2,3,35,2,4,0,11,?
20,10,0,0,0,2,2,30,2,2,0,10,?
25,10,0,8,0,8,0,36,4,0,4,20,?
51,11,0,2,0,9,6,92,4,9,1,32,?
24,3,0,1,0,5,5,33,2,7,1,10,?
19,3,0,1,0,5,3,26,2,4,1,8,?
14,3,0,1,0,5,1,19,2,1,1,6,?
21,0,0,0,0,4,6,27,1,9,0,10,?
15,0,0,0,0,1,5,15,1,7,0,6,?
10,0,0,0,0,1,3,10,1,4,0,4,?
5,0,0,0,0,1,1,5,1,1,0,2,?
4,1,0,0,0,1,0,5,1,0,0,1,?
8,5,0,0,0,1,0,13,1,0,0,5,?
10,6,0,0,0,2,0,17,1,0,0,6,?
20,13,0,0,0,5,0,39,1,0,0,16,?
13,0,0,1,0,3,3,15,1,5,0,6,?
8,0,0,0,0,1,2,8,1,3,0,3,?
12,0,0,1,0,3,3,16,0,4,0,6,?
7,0,0,0,0,1,2,9,0,2,0,3,?
11,3,0,0,0,3,0,14,4,0,0,7,?
14,1,0,0,0,5,2,26,0,3,0,8,?
6,0,0,0,0,2,1,8,0,1,0,2,?
6,1,1,2,0,3,1,6,0,1,0,2,?
4,0,1,1,0,2,1,3,0,1,0,1,?
16,0,0,0,0,3,2,28,0,3,0,10,?
7,0,0,0,0,2,1,10,0,1,0,3,?
24,0,0,0,0,7,4,40,0,6,0,14,?
14,0,0,0,0,4,3,18,0,4,0,6,?
6,0,0,0,0,3,1,6,0,1,0,1,?
7,0,0,5,0,5,0,2,0,0,5,6,?
32,14,0,6,0,6,3,36,2,6,6,23,?
31,15,0,6,0,6,3,37,2,5,6,23,?
31,15,0,6,0,6,3,37,2,5,6,23,?
30,16,0,6,0,6,3,38,2,4,6,23,?
31,15,0,6,0,6,3,37,2,5,6,23,?
30,16,0,6,0,6,3,38,2,4,6,23,?
30,16,0,6,0,6,3,38,2,4,6,23,?
29,17,0,6,0,6,3,39,2,3,6,23,?
8,1,0,2,0,6,0,10,0,0,2,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
11,1,0,5,0,8,0,13,1,0,5,6,?
5,0,0,1,0,2,0,8,0,0,0,3,?
5,1,0,0,0,3,0,6,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
9,4,0,0,0,4,0,13,0,0,0,2,?
11,6,0,0,1,1,0,19,2,0,0,7,?
10,4,0,0,0,5,0,15,0,0,0,2,?
11,6,0,0,1,1,0,19,2,0,0,7,?
17,8,1,0,0,5,1,29,1,2,0,7,?
16,8,1,0,0,5,1,29,1,1,0,7,?
75,31,0,36,0,37,2,128,1,3,0,56,?
4,0,0,0,0,1,1,3,0,1,0,1,?
25,16,0,7,0,7,0,32,0,1,4,18,?
10,5,0,0,1,1,0,16,2,0,0,6,?
7,3,0,3,0,3,0,6,0,0,0,3,?
3,1,0,0,0,1,0,2,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
18,3,0,4,0,9,0,35,0,0,0,15,?
5,2,0,0,0,1,0,6,0,0,0,2,?
5,0,0,2,0,3,1,5,0,1,0,2,?
9,0,0,4,0,5,2,11,0,2,0,5,?
17,0,0,7,0,8,3,26,0,3,0,12,?
20,0,0,8,0,9,4,32,0,4,0,14,?
20,0,0,9,0,10,4,30,0,4,0,14,?
10,0,0,6,0,6,0,12,0,0,3,9,?
17,9,3,0,0,0,3,19,2,3,0,7,?
16,8,3,0,0,0,3,18,2,3,0,7,?
14,7,2,0,0,0,2,15,2,2,0,6,?
16,8,3,0,0,0,3,18,2,3,0,7,?
15,7,3,0,0,0,3,17,2,3,0,7,?
13,6,2,0,0,0,2,14,2,2,0,6,?
19,5,2,0,0,3,4,28,0,6,0,9,?
18,5,2,0,0,3,4,28,0,5,0,9,?
9,3,1,0,0,1,2,12,0,2,0,4,?
5,2,1,0,0,1,1,5,0,1,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,0,0,3,0,6,0,0,0,0,?
4,2,0,0,0,1,0,4,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
8,4,0,0,0,2,0,11,1,0,0,3,?
2,0,0,1,0,1,0,2,0,0,0,1,?
2,0,0,1,0,1,0,2,0,0,0,1,?
3,0,0,2,0,2,0,0,0,0,2,2,?
8,2,0,2,0,4,0,9,1,0,2,3,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,2,0,0,0,2,0,8,0,0,0,2,?
7,4,1,0,0,1,1,12,0,1,0,4,?
10,5,2,0,0,1,2,17,0,2,0,6,?
12,6,3,0,0,1,3,20,0,3,0,7,?
14,7,4,0,0,1,4,23,0,4,0,8,?
12,5,4,0,0,1,4,18,0,4,0,6,?
4,1,0,0,0,1,0,6,0,0,0,2,?
33,17,2,0,0,2,4,60,0,5,0,25,?
31,16,2,0,0,2,4,56,0,5,0,23,?
31,15,2,0,0,2,4,59,0,4,0,24,?
29,14,2,0,0,2,4,55,0,4,0,22,?
25,12,2,0,0,2,3,47,0,3,0,19,?
23,11,2,0,0,2,3,43,0,3,0,17,?
26,11,2,0,0,2,4,43,0,5,0,18,?
24,10,2,0,0,2,4,39,0,5,0,16,?
24,9,2,0,0,2,4,42,0,4,0,17,?
22,8,2,0,0,2,4,38,0,4,0,15,?
18,6,2,0,0,2,3,30,0,3,0,12,?
16,5,2,0,0,2,3,26,0,3,0,10,?
7,1,0,0,0,2,1,8,0,2,0,2,?
11,3,1,0,0,2,3,14,0,4,0,4,?
10,3,1,0,0,2,3,14,0,3,0,4,?
9,2,0,0,0,2,2,11,0,3,0,3,?
7,1,0,0,0,2,1,8,0,2,0,2,?
6,2,0,0,0,2,1,9,0,1,0,2,?
7,1,0,0,0,2,1,8,0,2,0,2,?
6,2,0,0,0,2,1,9,0,1,0,2,?
24,9,5,0,0,3,7,36,1,7,0,12,?
23,9,5,0,0,3,7,35,1,7,0,11,?
21,8,4,0,0,3,6,32,1,6,0,10,?
19,7,3,0,0,3,5,28,1,5,0,9,?
23,9,5,0,0,3,7,35,1,7,0,11,?
22,9,5,0,0,3,7,34,1,7,0,10,?
20,8,4,0,0,3,6,31,1,6,0,9,?
18,7,3,0,0,3,5,27,1,5,0,8,?
21,8,4,0,0,3,6,32,1,6,0,10,?
20,8,4,0,0,3,6,31,1,6,0,9,?
18,7,3,0,0,3,5,28,1,5,0,8,?
16,6,2,0,0,3,4,24,1,4,0,7,?
13,2,3,0,0,3,5,16,0,5,0,4,?
12,2,3,0,0,3,5,15,0,5,0,3,?
10,1,2,0,0,3,4,12,0,4,0,2,?
8,0,1,0,0,3,3,8,0,3,0,1,?
12,2,2,0,0,3,4,15,0,4,0,4,?
11,2,2,0,0,3,4,14,0,4,0,3,?
9,1,1,0,0,3,3,11,0,3,0,2,?
7,0,0,0,0,3,2,7,0,2,0,1,?
5,1,0,1,0,3,0,8,0,0,0,2,?
5,1,0,1,0,3,0,8,0,0,0,2,?
4,2,0,0,0,1,0,4,0,0,0,1,?
21,12,3,0,0,2,3,34,1,4,0,12,?
7,2,2,0,0,2,2,8,0,2,0,2,?
4,0,1,0,0,2,1,3,0,1,0,0,?
4,2,0,0,0,1,0,4,0,0,0,1,?
23,13,3,0,0,2,3,38,1,4,0,14,?
8,3,2,0,0,2,2,10,0,2,0,3,?
4,0,1,0,0,2,1,3,0,1,0,0,?
4,1,0,0,0,1,0,2,0,1,0,0,?
3,0,0,0,0,1,0,3,0,0,0,1,?
9,2,2,0,0,1,3,10,0,4,0,3,?
8,2,2,0,0,1,3,10,0,3,0,3,?
6,1,2,0,0,1,2,7,0,2,0,2,?
4,0,1,0,0,1,1,4,0,1,0,1,?
6,3,0,0,0,0,0,9,1,0,0,4,?
3,0,0,0,0,1,1,2,0,1,0,0,?
5,1,1,0,0,1,2,5,0,2,0,1,?
9,4,2,0,0,1,3,13,0,3,0,4,?
8,3,2,0,0,1,3,10,0,3,0,3,?
4,0,0,0,0,1,1,4,0,1,0,1,?
12,4,1,0,0,1,3,18,0,4,0,6,?
19,7,2,0,0,1,5,30,0,7,0,10,?
14,4,1,0,0,1,4,21,0,5,0,7,?
7,1,0,0,0,1,2,9,0,2,0,3,?
9,2,0,3,0,5,0,10,1,0,3,4,?
6,2,0,1,0,3,0,7,0,0,0,1,?
7,1,1,1,0,3,1,7,0,2,0,1,?
7,1,1,1,0,3,1,7,0,2,0,1,?
19,10,1,3,0,4,1,34,1,1,1,14,?
19,10,1,3,0,4,1,34,1,1,1,14,?
13,10,0,0,0,1,0,24,1,0,0,10,?
19,11,0,2,0,3,0,29,2,1,0,11,?
10,6,0,0,0,1,0,15,1,0,0,6,?
3,1,0,1,0,1,0,2,0,0,1,2,?
7,1,0,2,0,5,0,8,0,0,2,2,?
5,0,0,2,0,4,0,8,0,0,0,3,?
3,0,0,1,0,2,0,4,0,0,0,2,?
13,1,1,4,0,6,2,20,0,3,0,7,?
12,1,1,4,0,6,2,20,0,2,0,7,?
8,0,0,2,0,4,1,12,0,1,0,4,?
11,6,0,2,0,3,0,20,1,0,0,8,?
9,2,0,1,0,3,0,10,3,0,1,6,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,2,0,0,0,0,0,5,1,0,0,2,?
4,2,0,0,0,1,0,3,0,0,0,1,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,2,0,0,0,0,0,5,1,0,0,2,?
5,0,0,0,0,2,0,7,0,0,0,2,?
24,3,0,0,0,2,3,42,1,4,0,16,?
23,3,0,0,0,2,3,40,1,4,0,15,?
13,1,0,0,0,2,1,20,1,1,0,8,?
18,8,0,0,0,3,0,28,1,0,0,10,?
8,2,0,0,0,1,0,10,1,0,0,4,?
4,1,0,1,0,2,0,3,0,0,1,1,?
10,4,0,1,0,1,0,14,3,0,1,6,?
7,1,1,2,0,3,1,9,0,2,0,3,?
5,0,1,1,0,2,1,6,0,1,0,2,?
9,1,0,2,0,5,0,15,0,0,0,5,?
10,3,0,2,0,3,0,13,2,0,1,5,?
3,1,0,0,0,0,0,3,1,0,0,1,?
13,0,1,3,0,7,2,23,0,2,0,8,?
23,0,2,6,0,12,4,43,0,5,0,15,?
18,0,1,4,0,8,3,31,0,4,0,11,?
8,0,0,1,0,3,1,11,0,1,0,4,?
12,3,0,3,0,5,0,15,2,1,2,5,?
4,1,0,0,0,1,0,4,0,0,0,1,?
4,1,0,1,0,2,0,4,0,0,0,1,?
4,0,0,0,0,3,0,3,0,0,0,0,?
6,0,0,0,0,5,0,5,0,0,0,0,?
3,0,0,0,0,2,0,2,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
8,2,1,0,0,2,1,11,1,1,0,3,?
11,3,2,0,0,2,2,16,1,2,0,5,?
17,8,2,0,1,2,2,27,2,2,0,10,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
1,0,0,0,0,0,0,0,0,0,0,0,?
9,1,0,2,0,6,0,14,0,0,1,4,?
17,3,0,4,0,6,2,24,2,3,1,11,?
7,1,0,2,0,2,1,8,1,1,1,5,?
6,2,0,2,0,3,0,7,0,0,0,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
5,1,0,1,0,3,0,5,0,0,1,1,?
12,1,0,0,0,2,0,24,0,0,0,9,?
4,1,0,0,0,2,0,3,0,0,0,0,?
4,1,0,0,0,2,0,4,0,0,0,0,?
16,1,0,0,0,4,2,28,0,3,0,9,?
10,1,0,0,0,2,1,15,0,1,0,5,?
22,4,0,0,0,4,2,44,1,3,0,13,?
14,4,0,0,0,2,1,25,1,1,0,7,?
12,1,0,0,0,3,2,18,1,3,0,6,?
7,0,0,0,0,2,1,10,1,1,0,3,?
6,2,0,0,0,1,0,7,1,0,0,2,?
19,5,1,0,1,2,3,29,2,4,0,10,?
12,0,1,0,0,2,3,17,0,4,0,5,?
15,5,1,0,1,2,2,23,2,2,0,8,?
8,0,1,0,0,2,2,11,0,2,0,3,?
34,0,0,0,0,10,5,68,0,7,0,24,?
30,0,0,0,0,10,4,61,0,5,0,22,?
22,0,0,0,0,2,5,36,0,7,0,12,?
18,0,0,0,0,2,4,29,0,5,0,10,?
9,0,0,0,0,2,1,12,0,1,0,5,?
36,14,1,4,0,8,2,59,3,2,0,21,?
43,16,1,4,0,8,2,76,3,2,0,28,?
33,13,1,3,0,7,2,54,2,2,0,19,?
40,15,1,3,0,7,2,71,2,2,0,26,?
10,2,0,1,0,2,0,12,1,1,0,5,?
4,1,0,0,0,1,0,4,0,0,0,1,?
4,1,0,1,0,1,0,3,1,0,1,2,?
7,1,0,2,0,5,0,8,0,0,2,2,?
13,0,0,5,0,7,1,22,0,2,2,9,?
7,0,0,2,0,3,1,10,0,1,1,4,?
6,0,0,1,0,4,1,6,0,1,0,1,?
22,1,0,7,0,12,3,39,0,4,2,14,?
10,1,0,2,0,5,2,15,0,2,0,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
3,0,0,1,0,2,0,3,0,0,0,1,?
6,1,0,2,0,4,0,6,0,0,2,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
13,10,0,0,0,1,0,25,1,0,0,10,?
11,7,0,1,0,1,0,13,1,0,0,6,?
83,46,0,19,0,20,2,109,8,4,8,57,?
69,40,0,17,0,17,1,85,7,2,8,47,?
4,1,0,0,0,1,0,4,0,0,0,1,?
3,1,0,0,0,0,0,0,0,1,0,0,?
3,0,0,0,0,1,0,3,0,0,0,1,?
9,1,0,1,0,5,0,13,1,0,0,3,?
6,2,0,0,0,0,1,7,1,1,0,3,?
11,5,0,0,0,0,1,13,2,1,0,5,?
6,2,0,0,0,1,1,5,0,2,0,1,?
15,4,0,0,0,2,3,22,0,4,0,7,?
9,3,0,0,0,1,2,12,0,2,0,4,?
35,19,0,5,0,10,0,60,2,1,3,22,?
5,2,0,0,0,1,0,6,0,0,0,2,?
16,9,1,1,0,3,1,20,1,2,0,6,?
15,8,1,1,0,3,1,19,1,2,0,6,?
3,0,0,0,0,1,0,3,0,0,0,1,?
16,6,0,2,0,3,2,22,1,3,0,8,?
6,1,0,1,0,2,1,6,0,1,0,2,?
9,5,1,1,0,2,1,9,0,1,0,2,?
8,4,1,1,0,2,1,8,0,1,0,2,?
23,15,1,2,0,5,1,35,1,1,0,11,?
22,14,1,2,0,5,1,34,1,1,0,11,?
21,10,0,2,0,3,2,32,2,3,0,12,?
6,1,0,1,0,2,1,6,0,1,0,2,?
21,8,1,1,0,3,3,25,0,5,0,7,?
20,7,1,1,0,3,3,24,0,5,0,7,?
15,5,1,1,0,3,2,17,0,3,0,6,?
14,4,1,1,0,3,2,16,0,3,0,6,?
17,6,1,2,0,3,3,19,0,4,1,5,?
16,5,1,2,0,3,3,18,0,4,1,5,?
11,3,1,2,0,3,2,11,0,2,1,4,?
10,2,1,2,0,3,2,10,0,2,1,4,?
13,5,1,1,0,3,1,13,0,2,0,4,?
12,4,1,1,0,3,1,12,0,2,0,4,?
10,4,1,2,0,3,1,9,0,1,1,3,?
9,3,1,2,0,3,1,8,0,1,1,3,?
13,1,0,2,0,4,2,20,0,3,0,6,?
6,0,0,1,0,3,1,7,0,1,0,2,?
7,2,0,0,0,4,0,9,0,0,0,0,?
18,13,0,0,0,1,0,27,2,1,0,11,?
11,6,0,0,1,1,0,17,2,0,0,6,?
13,9,0,0,0,3,0,15,0,0,0,2,?
12,6,1,1,0,2,1,16,1,2,0,6,?
11,5,1,1,0,2,1,15,1,2,0,6,?
5,2,0,0,0,1,0,7,0,0,0,2,?
5,2,0,0,0,1,0,6,0,0,0,2,?
13,7,1,1,0,2,1,18,1,2,0,7,?
12,6,1,1,0,2,1,17,1,2,0,7,?
5,2,0,0,0,1,0,7,0,0,0,2,?
5,2,0,0,0,1,0,6,0,0,0,2,?
3,0,0,0,0,1,1,2,0,1,0,0,?
5,1,0,0,0,1,1,3,0,2,0,0,?
5,2,0,0,0,1,0,6,0,0,0,2,?
3,1,0,0,0,1,0,2,0,0,0,0,?
2,0,0,1,0,1,0,0,0,0,1,1,?
9,2,0,3,0,6,0,10,0,0,3,3,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,2,0,0,1,1,?
5,0,0,1,0,1,1,4,0,2,0,2,?
5,0,0,2,0,2,1,6,0,1,0,3,?
2,0,0,1,0,1,0,2,0,0,0,1,?
21,4,1,4,0,6,3,30,0,5,0,12,?
13,3,1,2,0,3,2,15,0,3,0,7,?
19,2,1,4,0,6,3,28,0,5,0,11,?
11,1,1,2,0,3,2,13,0,3,0,6,?
5,1,0,0,0,1,0,6,0,0,0,2,?
21,4,1,4,0,5,3,28,2,5,0,13,?
9,2,1,2,0,2,2,10,0,2,0,5,?
19,2,1,4,0,5,3,26,2,5,0,12,?
7,0,1,2,0,2,2,8,0,2,0,4,?
20,13,0,1,1,3,0,38,2,0,0,16,?
34,5,1,10,0,15,3,57,1,5,1,24,?
15,2,1,4,0,5,2,21,1,2,1,10,?
32,3,1,10,0,15,3,55,1,5,1,23,?
13,0,1,4,0,5,2,19,1,2,1,9,?
44,15,0,8,0,14,2,77,1,6,0,31,?
25,12,0,2,0,4,1,41,1,3,0,17,?
44,15,0,8,0,14,2,77,1,6,0,31,?
25,12,0,2,0,4,1,41,1,3,0,17,?
43,15,0,8,0,14,2,77,1,5,0,31,?
24,12,0,2,0,4,1,41,1,2,0,17,?
3,1,0,0,0,0,1,2,0,1,0,1,?
23,4,1,7,0,8,4,30,0,6,0,14,?
12,3,1,3,0,3,3,14,0,3,0,7,?
21,2,1,7,0,8,4,28,0,6,0,13,?
10,1,1,3,0,3,3,12,0,3,0,6,?
35,13,0,7,0,10,2,56,1,5,0,24,?
24,12,0,3,0,5,1,40,1,2,0,17,?
3,1,0,0,0,0,1,2,0,1,0,1,?
23,4,1,7,0,8,4,30,0,6,0,14,?
12,3,1,3,0,3,3,14,0,3,0,7,?
21,2,1,7,0,8,4,28,0,6,0,13,?
10,1,1,3,0,3,3,12,0,3,0,6,?
35,13,0,7,0,10,2,56,1,5,0,24,?
24,12,0,3,0,5,1,40,1,2,0,17,?
19,3,1,4,0,6,3,26,0,5,0,10,?
10,2,1,2,0,3,2,12,0,2,0,5,?
17,1,1,4,0,6,3,24,0,5,0,9,?
8,0,1,2,0,3,2,10,0,2,0,4,?
32,13,0,4,0,7,2,53,1,5,0,21,?
23,12,0,2,0,4,1,39,1,2,0,16,?
18,4,0,4,0,6,1,18,1,3,1,7,?
5,1,0,0,0,2,1,4,0,1,0,1,?
5,1,0,0,1,1,0,7,1,0,0,2,?
4,0,0,0,1,1,0,5,0,0,0,1,?
13,5,0,4,0,5,1,11,0,2,0,5,?
4,1,0,0,0,1,1,3,0,1,0,1,?
14,9,0,0,1,1,0,25,2,0,0,8,?
6,1,0,3,0,3,0,5,1,0,2,4,?
3,1,0,0,0,1,0,2,0,0,0,0,?
11,0,0,0,0,3,2,19,1,3,0,6,?
6,0,0,0,0,1,1,9,1,1,0,3,?
11,0,0,0,0,4,2,17,0,3,0,5,?
6,0,0,0,0,2,1,7,0,1,0,2,?
15,1,0,0,0,4,2,27,0,3,0,9,?
7,0,0,0,0,2,1,9,0,1,0,3,?
40,0,0,0,0,15,6,80,0,9,0,28,?
23,0,0,0,0,7,5,40,0,7,0,13,?
35,0,0,0,0,13,5,70,0,7,0,25,?
18,0,0,0,0,5,4,30,0,5,0,10,?
9,0,0,0,0,3,1,13,0,1,0,5,?
22,1,0,0,0,6,4,39,0,6,0,13,?
14,0,0,0,0,3,3,22,0,4,0,7,?
6,0,0,0,0,2,1,8,0,1,0,2,?
18,1,0,0,0,5,4,29,1,6,0,8,?
12,0,0,0,0,3,3,17,1,4,0,4,?
7,0,0,0,0,3,1,10,1,1,0,2,?
11,1,0,0,0,3,2,17,1,3,0,5,?
6,0,0,0,0,2,1,8,1,1,0,2,?
12,1,0,0,0,3,2,19,0,3,0,6,?
6,0,0,0,0,2,1,8,0,1,0,2,?
6,1,0,0,0,2,0,10,1,0,0,2,?
24,0,0,0,0,8,4,42,0,6,0,14,?
17,0,0,0,0,6,3,26,0,4,0,9,?
9,0,0,0,0,4,1,12,0,1,0,4,?
19,2,1,13,0,13,1,6,0,2,13,16,?
22,3,2,13,0,13,2,11,0,3,13,18,?
21,3,2,13,0,13,2,11,0,2,13,18,?
10,3,1,0,0,3,2,10,0,3,0,2,?
7,1,1,0,0,3,2,8,0,2,0,1,?
15,9,1,0,0,3,1,24,1,1,0,8,?
15,0,0,14,0,14,0,0,0,0,14,14,?
10,3,0,3,0,4,0,11,2,0,3,5,?
15,5,0,3,0,6,1,26,1,1,0,7,?
11,3,0,2,0,5,1,18,0,1,0,5,?
22,6,0,9,0,10,0,26,5,0,9,14,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
24,10,2,2,0,6,3,37,1,4,0,12,?
15,2,2,2,0,6,3,20,0,4,0,5,?
23,9,2,2,0,6,3,33,1,4,0,11,?
14,1,2,2,0,6,3,16,0,4,0,4,?
23,10,2,2,0,6,3,38,1,3,0,12,?
14,2,2,2,0,6,3,21,0,3,0,5,?
22,9,2,2,0,6,3,34,1,3,0,11,?
13,1,2,2,0,6,3,17,0,3,0,4,?
17,9,1,2,0,5,1,27,1,1,0,9,?
8,1,1,2,0,5,1,10,0,1,0,2,?
3,0,0,1,0,2,0,4,0,0,0,1,?
24,10,2,2,0,6,3,37,1,4,0,12,?
15,2,2,2,0,6,3,20,0,4,0,5,?
23,9,2,2,0,6,3,33,1,4,0,11,?
14,1,2,2,0,6,3,16,0,4,0,4,?
23,10,2,2,0,6,3,38,1,3,0,12,?
14,2,2,2,0,6,3,21,0,3,0,5,?
22,9,2,2,0,6,3,34,1,3,0,11,?
13,1,2,2,0,6,3,17,0,3,0,4,?
3,0,0,1,0,2,0,4,0,0,0,1,?
24,10,2,2,0,6,3,37,1,4,0,12,?
15,2,2,2,0,6,3,20,0,4,0,5,?
23,9,2,2,0,6,3,33,1,4,0,11,?
14,1,2,2,0,6,3,16,0,4,0,4,?
23,10,2,2,0,6,3,38,1,3,0,12,?
14,2,2,2,0,6,3,21,0,3,0,5,?
22,9,2,2,0,6,3,34,1,3,0,11,?
13,1,2,2,0,6,3,17,0,3,0,4,?
3,0,0,1,0,2,0,4,0,0,0,1,?
24,10,2,2,0,6,3,37,1,4,0,12,?
15,2,2,2,0,6,3,20,0,4,0,5,?
23,9,2,2,0,6,3,33,1,4,0,11,?
14,1,2,2,0,6,3,16,0,4,0,4,?
23,10,2,2,0,6,3,38,1,3,0,12,?
14,2,2,2,0,6,3,21,0,3,0,5,?
22,9,2,2,0,6,3,34,1,3,0,11,?
13,1,2,2,0,6,3,17,0,3,0,4,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
3,0,0,1,0,2,0,4,0,0,0,1,?
5,1,0,1,0,3,0,6,0,0,0,1,?
10,2,0,3,0,5,1,13,1,1,1,4,?
7,1,0,2,0,4,1,9,0,1,0,2,?
10,2,0,3,0,5,1,13,1,1,1,4,?
7,1,0,2,0,4,1,9,0,1,0,2,?
6,0,0,1,0,2,1,6,0,2,0,2,?
5,0,0,1,0,2,1,6,0,1,0,2,?
4,1,1,0,0,1,1,4,0,1,0,1,?
12,5,2,1,0,2,3,18,0,3,0,7,?
19,8,3,1,0,2,5,28,0,6,0,11,?
15,6,3,1,0,2,4,21,0,5,0,8,?
8,3,2,1,0,2,2,11,0,2,0,4,?
41,23,5,3,0,5,5,68,3,7,0,26,?
27,13,4,3,0,5,4,43,2,5,0,16,?
30,15,4,3,0,5,4,49,2,5,0,19,?
16,5,3,3,0,5,3,24,1,3,0,9,?
26,13,3,2,0,4,3,42,2,4,0,16,?
12,3,2,2,0,4,2,17,1,2,0,6,?
14,5,2,1,0,4,2,19,0,3,0,6,?
8,2,1,1,0,4,1,10,0,1,0,3,?
7,3,0,0,0,3,0,9,0,0,0,0,?
5,1,0,1,0,2,0,8,0,0,0,3,?
4,1,0,1,0,2,0,3,0,0,1,1,?
4,0,0,1,0,3,0,4,0,0,1,1,?
1,0,0,0,0,0,0,0,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
2,0,0,0,0,1,0,1,0,0,0,0,?
1,0,0,0,0,0,0,0,0,0,0,0,?
5,1,0,1,0,3,0,6,0,0,0,1,?
5,1,0,1,0,3,0,6,0,0,0,1,?
8,2,0,1,0,2,1,10,0,2,0,4,?
7,2,0,1,0,2,1,10,0,1,0,4,?
4,1,0,1,0,2,0,6,0,0,0,2,?
5,2,0,1,0,2,0,8,0,0,0,3,?
6,2,0,1,0,2,0,10,0,0,0,4,?
