@relation training_50.arff

@attribute THROWS numeric
@attribute GOTO numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute ASSIGNMENTS numeric
@attribute LOCALS numeric
@attribute IF numeric
@attribute DEREFERNCES numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,27,195,99,133,320,21,25,1,23,21,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,27,184,90,124,298,21,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,26,182,89,123,294,20,24,1,22,20,9,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,25,181,89,123,293,19,24,1,22,20,8,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,27,187,94,127,306,21,24,1,22,20,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,27,176,85,118,284,21,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,26,174,84,117,280,20,23,1,21,19,9,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,25,173,84,117,279,19,23,1,21,19,8,?
0,20,152,76,103,242,15,20,1,19,18,6,?
0,24,169,85,114,272,18,22,1,21,19,7,?
0,23,168,85,114,271,18,22,1,21,19,7,?
0,24,158,76,105,250,18,21,1,20,18,7,?
0,23,157,76,105,249,18,21,1,20,18,7,?
0,23,156,75,104,246,17,21,1,20,18,7,?
0,22,155,75,104,245,17,21,1,20,18,7,?
0,22,155,75,104,245,16,21,1,20,18,6,?
0,21,154,75,104,244,16,21,1,20,18,6,?
0,24,161,80,108,258,18,21,1,20,18,7,?
0,23,160,80,108,257,18,21,1,20,18,7,?
0,24,150,71,99,236,18,20,1,19,17,7,?
0,23,149,71,99,235,18,20,1,19,17,7,?
0,23,148,70,98,232,17,20,1,19,17,7,?
0,22,147,70,98,231,17,20,1,19,17,7,?
0,22,147,70,98,231,16,20,1,19,17,6,?
0,21,146,70,98,230,16,20,1,19,17,6,?
0,16,125,62,84,193,12,17,1,17,16,4,?
0,30,198,99,133,323,21,25,1,23,21,9,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,30,187,90,124,301,21,24,1,22,20,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,29,185,89,123,297,20,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,28,184,89,123,296,19,24,1,22,20,8,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,30,190,94,127,309,21,24,1,22,20,9,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,30,179,85,118,287,21,23,1,21,19,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,29,177,84,117,283,20,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,28,176,84,117,282,19,23,1,21,19,8,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,22,154,76,103,244,15,20,1,19,18,6,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,27,195,99,133,320,21,25,1,23,21,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,27,184,90,124,298,21,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,26,182,89,123,294,20,24,1,22,20,9,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,25,181,89,123,293,19,24,1,22,20,8,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,27,187,94,127,306,21,24,1,22,20,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,27,176,85,118,284,21,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,26,174,84,117,280,20,23,1,21,19,9,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,25,173,84,117,279,19,23,1,21,19,8,?
0,20,152,76,103,242,15,20,1,19,18,6,?
0,24,169,85,114,272,18,22,1,21,19,7,?
0,23,168,85,114,271,18,22,1,21,19,7,?
0,24,158,76,105,250,18,21,1,20,18,7,?
0,23,157,76,105,249,18,21,1,20,18,7,?
0,23,156,75,104,246,17,21,1,20,18,7,?
0,22,155,75,104,245,17,21,1,20,18,7,?
0,22,155,75,104,245,16,21,1,20,18,6,?
0,21,154,75,104,244,16,21,1,20,18,6,?
0,24,161,80,108,258,18,21,1,20,18,7,?
0,23,160,80,108,257,18,21,1,20,18,7,?
0,24,150,71,99,236,18,20,1,19,17,7,?
0,23,149,71,99,235,18,20,1,19,17,7,?
0,23,148,70,98,232,17,20,1,19,17,7,?
0,22,147,70,98,231,17,20,1,19,17,7,?
0,22,147,70,98,231,16,20,1,19,17,6,?
0,21,146,70,98,230,16,20,1,19,17,6,?
0,16,125,62,84,193,12,17,1,17,16,4,?
0,29,197,99,133,323,21,26,1,24,21,9,?
0,28,196,99,133,322,21,26,1,24,21,9,?
0,29,186,90,124,301,21,25,1,23,20,9,?
0,28,185,90,124,300,21,25,1,23,20,9,?
0,28,184,89,123,297,20,25,1,23,20,9,?
0,27,183,89,123,296,20,25,1,23,20,9,?
0,27,183,89,123,296,19,25,1,23,20,8,?
0,26,182,89,123,295,19,25,1,23,20,8,?
0,29,189,94,127,309,21,25,1,23,20,9,?
0,28,188,94,127,308,21,25,1,23,20,9,?
0,29,178,85,118,287,21,24,1,22,19,9,?
0,28,177,85,118,286,21,24,1,22,19,9,?
0,28,176,84,117,283,20,24,1,22,19,9,?
0,27,175,84,117,282,20,24,1,22,19,9,?
0,27,175,84,117,282,19,24,1,22,19,8,?
0,26,174,84,117,281,19,24,1,22,19,8,?
0,21,153,76,103,244,15,21,1,20,18,6,?
0,28,196,99,133,322,21,26,1,24,21,9,?
0,27,195,99,133,321,21,26,1,24,21,9,?
0,28,185,90,124,300,21,25,1,23,20,9,?
0,27,184,90,124,299,21,25,1,23,20,9,?
0,27,183,89,123,296,20,25,1,23,20,9,?
0,26,182,89,123,295,20,25,1,23,20,9,?
0,26,182,89,123,295,19,25,1,23,20,8,?
0,25,181,89,123,294,19,25,1,23,20,8,?
0,28,188,94,127,308,21,25,1,23,20,9,?
0,27,187,94,127,307,21,25,1,23,20,9,?
0,28,177,85,118,286,21,24,1,22,19,9,?
0,27,176,85,118,285,21,24,1,22,19,9,?
0,27,175,84,117,282,20,24,1,22,19,9,?
0,26,174,84,117,281,20,24,1,22,19,9,?
0,26,174,84,117,281,19,24,1,22,19,8,?
0,25,173,84,117,280,19,24,1,22,19,8,?
0,20,152,76,103,243,15,21,1,20,18,6,?
0,28,196,99,133,322,21,26,1,24,21,9,?
0,27,195,99,133,321,21,26,1,24,21,9,?
0,28,185,90,124,300,21,25,1,23,20,9,?
0,27,184,90,124,299,21,25,1,23,20,9,?
0,27,183,89,123,296,20,25,1,23,20,9,?
0,26,182,89,123,295,20,25,1,23,20,9,?
0,26,182,89,123,295,19,25,1,23,20,8,?
0,25,181,89,123,294,19,25,1,23,20,8,?
0,28,188,94,127,308,21,25,1,23,20,9,?
0,27,187,94,127,307,21,25,1,23,20,9,?
0,28,177,85,118,286,21,24,1,22,19,9,?
0,27,176,85,118,285,21,24,1,22,19,9,?
0,27,175,84,117,282,20,24,1,22,19,9,?
0,26,174,84,117,281,20,24,1,22,19,9,?
0,26,174,84,117,281,19,24,1,22,19,8,?
0,25,173,84,117,280,19,24,1,22,19,8,?
0,20,152,76,103,243,15,21,1,20,18,6,?
0,27,195,99,133,321,21,26,1,24,21,9,?
0,26,194,99,133,320,21,26,1,24,21,9,?
0,27,184,90,124,299,21,25,1,23,20,9,?
0,26,183,90,124,298,21,25,1,23,20,9,?
0,26,182,89,123,295,20,25,1,23,20,9,?
0,25,181,89,123,294,20,25,1,23,20,9,?
0,25,181,89,123,294,19,25,1,23,20,8,?
0,24,180,89,123,293,19,25,1,23,20,8,?
0,27,187,94,127,307,21,25,1,23,20,9,?
0,26,186,94,127,306,21,25,1,23,20,9,?
0,27,176,85,118,285,21,24,1,22,19,9,?
0,26,175,85,118,284,21,24,1,22,19,9,?
0,26,174,84,117,281,20,24,1,22,19,9,?
0,25,173,84,117,280,20,24,1,22,19,9,?
0,25,173,84,117,280,19,24,1,22,19,8,?
0,24,172,84,117,279,19,24,1,22,19,8,?
0,19,151,76,103,242,15,21,1,20,18,6,?
0,23,168,85,114,272,18,23,1,22,19,7,?
0,22,167,85,114,271,18,23,1,22,19,7,?
0,23,157,76,105,250,18,22,1,21,18,7,?
0,22,156,76,105,249,18,22,1,21,18,7,?
0,22,155,75,104,246,17,22,1,21,18,7,?
0,21,154,75,104,245,17,22,1,21,18,7,?
0,21,154,75,104,245,16,22,1,21,18,6,?
0,20,153,75,104,244,16,22,1,21,18,6,?
0,23,160,80,108,258,18,22,1,21,18,7,?
0,22,159,80,108,257,18,22,1,21,18,7,?
0,23,149,71,99,236,18,21,1,20,17,7,?
0,22,148,71,99,235,18,21,1,20,17,7,?
0,22,147,70,98,232,17,21,1,20,17,7,?
0,21,146,70,98,231,17,21,1,20,17,7,?
0,21,146,70,98,231,16,21,1,20,17,6,?
0,20,145,70,98,230,16,21,1,20,17,6,?
0,15,124,62,84,193,12,18,1,18,16,4,?
0,31,199,99,133,323,21,24,1,22,21,9,?
0,30,198,99,133,322,21,24,1,22,21,9,?
0,31,188,90,124,301,21,23,1,21,20,9,?
0,30,187,90,124,300,21,23,1,21,20,9,?
0,30,186,89,123,297,20,23,1,21,20,9,?
0,29,185,89,123,296,20,23,1,21,20,9,?
0,29,185,89,123,296,19,23,1,21,20,8,?
0,28,184,89,123,295,19,23,1,21,20,8,?
0,31,191,94,127,309,21,23,1,21,20,9,?
0,30,190,94,127,308,21,23,1,21,20,9,?
0,31,180,85,118,287,21,22,1,20,19,9,?
0,30,179,85,118,286,21,22,1,20,19,9,?
0,30,178,84,117,283,20,22,1,20,19,9,?
0,29,177,84,117,282,20,22,1,20,19,9,?
0,29,177,84,117,282,19,22,1,20,19,8,?
0,28,176,84,117,281,19,22,1,20,19,8,?
0,23,155,76,103,244,15,19,1,18,18,6,?
0,30,198,99,133,322,21,24,1,22,21,9,?
0,29,197,99,133,321,21,24,1,22,21,9,?
0,30,187,90,124,300,21,23,1,21,20,9,?
0,29,186,90,124,299,21,23,1,21,20,9,?
0,29,185,89,123,296,20,23,1,21,20,9,?
0,28,184,89,123,295,20,23,1,21,20,9,?
0,28,184,89,123,295,19,23,1,21,20,8,?
0,27,183,89,123,294,19,23,1,21,20,8,?
0,30,190,94,127,308,21,23,1,21,20,9,?
0,29,189,94,127,307,21,23,1,21,20,9,?
0,30,179,85,118,286,21,22,1,20,19,9,?
0,29,178,85,118,285,21,22,1,20,19,9,?
0,29,177,84,117,282,20,22,1,20,19,9,?
0,28,176,84,117,281,20,22,1,20,19,9,?
0,28,176,84,117,281,19,22,1,20,19,8,?
0,27,175,84,117,280,19,22,1,20,19,8,?
0,22,154,76,103,243,15,19,1,18,18,6,?
0,30,198,99,133,322,21,24,1,22,21,9,?
0,29,197,99,133,321,21,24,1,22,21,9,?
0,30,187,90,124,300,21,23,1,21,20,9,?
0,29,186,90,124,299,21,23,1,21,20,9,?
0,29,185,89,123,296,20,23,1,21,20,9,?
0,28,184,89,123,295,20,23,1,21,20,9,?
0,28,184,89,123,295,19,23,1,21,20,8,?
0,27,183,89,123,294,19,23,1,21,20,8,?
0,30,190,94,127,308,21,23,1,21,20,9,?
0,29,189,94,127,307,21,23,1,21,20,9,?
0,30,179,85,118,286,21,22,1,20,19,9,?
0,29,178,85,118,285,21,22,1,20,19,9,?
0,29,177,84,117,282,20,22,1,20,19,9,?
0,28,176,84,117,281,20,22,1,20,19,9,?
0,28,176,84,117,281,19,22,1,20,19,8,?
0,27,175,84,117,280,19,22,1,20,19,8,?
0,22,154,76,103,243,15,19,1,18,18,6,?
0,29,197,99,133,321,21,24,1,22,21,9,?
0,28,196,99,133,320,21,24,1,22,21,9,?
0,29,186,90,124,299,21,23,1,21,20,9,?
0,28,185,90,124,298,21,23,1,21,20,9,?
0,28,184,89,123,295,20,23,1,21,20,9,?
0,27,183,89,123,294,20,23,1,21,20,9,?
0,27,183,89,123,294,19,23,1,21,20,8,?
0,26,182,89,123,293,19,23,1,21,20,8,?
0,29,189,94,127,307,21,23,1,21,20,9,?
0,28,188,94,127,306,21,23,1,21,20,9,?
0,29,178,85,118,285,21,22,1,20,19,9,?
0,28,177,85,118,284,21,22,1,20,19,9,?
0,28,176,84,117,281,20,22,1,20,19,9,?
0,27,175,84,117,280,20,22,1,20,19,9,?
0,27,175,84,117,280,19,22,1,20,19,8,?
0,26,174,84,117,279,19,22,1,20,19,8,?
0,21,153,76,103,242,15,19,1,18,18,6,?
0,25,170,85,114,272,18,21,1,20,19,7,?
0,24,169,85,114,271,18,21,1,20,19,7,?
0,25,159,76,105,250,18,20,1,19,18,7,?
0,24,158,76,105,249,18,20,1,19,18,7,?
0,24,157,75,104,246,17,20,1,19,18,7,?
0,23,156,75,104,245,17,20,1,19,18,7,?
0,23,156,75,104,245,16,20,1,19,18,6,?
0,22,155,75,104,244,16,20,1,19,18,6,?
0,25,162,80,108,258,18,20,1,19,18,7,?
0,24,161,80,108,257,18,20,1,19,18,7,?
0,25,151,71,99,236,18,19,1,18,17,7,?
0,24,150,71,99,235,18,19,1,18,17,7,?
0,24,149,70,98,232,17,19,1,18,17,7,?
0,23,148,70,98,231,17,19,1,18,17,7,?
0,23,148,70,98,231,16,19,1,18,17,6,?
0,22,147,70,98,230,16,19,1,18,17,6,?
0,17,126,62,84,193,12,16,1,16,16,4,?
0,30,198,99,133,323,21,25,1,23,21,9,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,30,187,90,124,301,21,24,1,22,20,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,29,185,89,123,297,20,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,28,184,89,123,296,19,24,1,22,20,8,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,30,190,94,127,309,21,24,1,22,20,9,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,30,179,85,118,287,21,23,1,21,19,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,29,177,84,117,283,20,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,28,176,84,117,282,19,23,1,21,19,8,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,22,154,76,103,244,15,20,1,19,18,6,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,27,195,99,133,320,21,25,1,23,21,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,27,184,90,124,298,21,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,26,182,89,123,294,20,24,1,22,20,9,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,25,181,89,123,293,19,24,1,22,20,8,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,27,187,94,127,306,21,24,1,22,20,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,27,176,85,118,284,21,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,26,174,84,117,280,20,23,1,21,19,9,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,25,173,84,117,279,19,23,1,21,19,8,?
0,20,152,76,103,242,15,20,1,19,18,6,?
0,24,169,85,114,272,18,22,1,21,19,7,?
0,23,168,85,114,271,18,22,1,21,19,7,?
0,24,158,76,105,250,18,21,1,20,18,7,?
0,23,157,76,105,249,18,21,1,20,18,7,?
0,23,156,75,104,246,17,21,1,20,18,7,?
0,22,155,75,104,245,17,21,1,20,18,7,?
0,22,155,75,104,245,16,21,1,20,18,6,?
0,21,154,75,104,244,16,21,1,20,18,6,?
0,24,161,80,108,258,18,21,1,20,18,7,?
0,23,160,80,108,257,18,21,1,20,18,7,?
0,24,150,71,99,236,18,20,1,19,17,7,?
0,23,149,71,99,235,18,20,1,19,17,7,?
0,23,148,70,98,232,17,20,1,19,17,7,?
0,22,147,70,98,231,17,20,1,19,17,7,?
0,22,147,70,98,231,16,20,1,19,17,6,?
0,21,146,70,98,230,16,20,1,19,17,6,?
0,16,125,62,84,193,12,17,1,17,16,4,?
0,30,198,99,133,323,21,25,1,23,21,9,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,30,187,90,124,301,21,24,1,22,20,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,29,185,89,123,297,20,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,28,184,89,123,296,19,24,1,22,20,8,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,30,190,94,127,309,21,24,1,22,20,9,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,30,179,85,118,287,21,23,1,21,19,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,29,177,84,117,283,20,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,28,176,84,117,282,19,23,1,21,19,8,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,22,154,76,103,244,15,20,1,19,18,6,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,29,197,99,133,322,21,25,1,23,21,9,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,29,186,90,124,300,21,24,1,22,20,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,28,184,89,123,296,20,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,27,183,89,123,295,19,24,1,22,20,8,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,29,189,94,127,308,21,24,1,22,20,9,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,29,178,85,118,286,21,23,1,21,19,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,28,176,84,117,282,20,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,27,175,84,117,281,19,23,1,21,19,8,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,21,153,76,103,243,15,20,1,19,18,6,?
0,28,196,99,133,321,21,25,1,23,21,9,?
0,27,195,99,133,320,21,25,1,23,21,9,?
0,28,185,90,124,299,21,24,1,22,20,9,?
0,27,184,90,124,298,21,24,1,22,20,9,?
0,27,183,89,123,295,20,24,1,22,20,9,?
0,26,182,89,123,294,20,24,1,22,20,9,?
0,26,182,89,123,294,19,24,1,22,20,8,?
0,25,181,89,123,293,19,24,1,22,20,8,?
0,28,188,94,127,307,21,24,1,22,20,9,?
0,27,187,94,127,306,21,24,1,22,20,9,?
0,28,177,85,118,285,21,23,1,21,19,9,?
0,27,176,85,118,284,21,23,1,21,19,9,?
0,27,175,84,117,281,20,23,1,21,19,9,?
0,26,174,84,117,280,20,23,1,21,19,9,?
0,26,174,84,117,280,19,23,1,21,19,8,?
0,25,173,84,117,279,19,23,1,21,19,8,?
0,20,152,76,103,242,15,20,1,19,18,6,?
0,24,169,85,114,272,18,22,1,21,19,7,?
0,23,168,85,114,271,18,22,1,21,19,7,?
0,24,158,76,105,250,18,21,1,20,18,7,?
0,23,157,76,105,249,18,21,1,20,18,7,?
0,23,156,75,104,246,17,21,1,20,18,7,?
0,22,155,75,104,245,17,21,1,20,18,7,?
0,22,155,75,104,245,16,21,1,20,18,6,?
0,21,154,75,104,244,16,21,1,20,18,6,?
0,24,161,80,108,258,18,21,1,20,18,7,?
0,23,160,80,108,257,18,21,1,20,18,7,?
0,24,150,71,99,236,18,20,1,19,17,7,?
0,23,149,71,99,235,18,20,1,19,17,7,?
0,23,148,70,98,232,17,20,1,19,17,7,?
0,22,147,70,98,231,17,20,1,19,17,7,?
0,22,147,70,98,231,16,20,1,19,17,6,?
0,21,146,70,98,230,16,20,1,19,17,6,?
0,16,125,62,84,193,12,17,1,17,16,4,?
0,29,197,99,133,323,21,26,1,24,21,9,?
0,28,196,99,133,322,21,26,1,24,21,9,?
0,29,186,90,124,301,21,25,1,23,20,9,?
0,28,185,90,124,300,21,25,1,23,20,9,?
0,28,184,89,123,297,20,25,1,23,20,9,?
0,27,183,89,123,296,20,25,1,23,20,9,?
0,27,183,89,123,296,19,25,1,23,20,8,?
0,26,182,89,123,295,19,25,1,23,20,8,?
0,29,189,94,127,309,21,25,1,23,20,9,?
0,28,188,94,127,308,21,25,1,23,20,9,?
0,29,178,85,118,287,21,24,1,22,19,9,?
0,28,177,85,118,286,21,24,1,22,19,9,?
0,28,176,84,117,283,20,24,1,22,19,9,?
0,27,175,84,117,282,20,24,1,22,19,9,?
0,27,175,84,117,282,19,24,1,22,19,8,?
0,26,174,84,117,281,19,24,1,22,19,8,?
0,21,153,76,103,244,15,21,1,20,18,6,?
0,28,196,99,133,322,21,26,1,24,21,9,?
0,27,195,99,133,321,21,26,1,24,21,9,?
0,28,185,90,124,300,21,25,1,23,20,9,?
0,27,184,90,124,299,21,25,1,23,20,9,?
0,27,183,89,123,296,20,25,1,23,20,9,?
0,26,182,89,123,295,20,25,1,23,20,9,?
0,26,182,89,123,295,19,25,1,23,20,8,?
0,25,181,89,123,294,19,25,1,23,20,8,?
0,28,188,94,127,308,21,25,1,23,20,9,?
0,27,187,94,127,307,21,25,1,23,20,9,?
0,28,177,85,118,286,21,24,1,22,19,9,?
0,27,176,85,118,285,21,24,1,22,19,9,?
0,27,175,84,117,282,20,24,1,22,19,9,?
0,26,174,84,117,281,20,24,1,22,19,9,?
0,26,174,84,117,281,19,24,1,22,19,8,?
0,25,173,84,117,280,19,24,1,22,19,8,?
0,20,152,76,103,243,15,21,1,20,18,6,?
0,28,196,99,133,322,21,26,1,24,21,9,?
0,27,195,99,133,321,21,26,1,24,21,9,?
0,28,185,90,124,300,21,25,1,23,20,9,?
0,27,184,90,124,299,21,25,1,23,20,9,?
0,27,183,89,123,296,20,25,1,23,20,9,?
0,26,182,89,123,295,20,25,1,23,20,9,?
0,26,182,89,123,295,19,25,1,23,20,8,?
0,25,181,89,123,294,19,25,1,23,20,8,?
0,28,188,94,127,308,21,25,1,23,20,9,?
0,27,187,94,127,307,21,25,1,23,20,9,?
0,28,177,85,118,286,21,24,1,22,19,9,?
0,27,176,85,118,285,21,24,1,22,19,9,?
0,27,175,84,117,282,20,24,1,22,19,9,?
0,26,174,84,117,281,20,24,1,22,19,9,?
0,26,174,84,117,281,19,24,1,22,19,8,?
0,25,173,84,117,280,19,24,1,22,19,8,?
0,20,152,76,103,243,15,21,1,20,18,6,?
0,27,195,99,133,321,21,26,1,24,21,9,?
0,26,194,99,133,320,21,26,1,24,21,9,?
0,27,184,90,124,299,21,25,1,23,20,9,?
0,26,183,90,124,298,21,25,1,23,20,9,?
0,26,182,89,123,295,20,25,1,23,20,9,?
