@relation training_50.arff

@attribute THROWS numeric
@attribute GOTO numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute ASSIGNMENTS numeric
@attribute LOCALS numeric
@attribute IF numeric
@attribute DEREFERNCES numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute class {hot,cold}

@data
0,25,77,35,47,100,21,12,3,9,2,16,?
0,24,75,34,46,97,20,12,3,9,2,15,?
0,21,64,27,39,79,18,12,3,9,1,14,?
0,20,62,26,38,76,17,12,3,9,1,13,?
0,22,87,44,58,134,18,13,3,10,2,16,?
0,30,118,59,79,186,25,15,3,12,4,20,?
0,29,116,58,78,183,24,15,3,12,4,19,?
0,30,117,59,78,185,25,15,3,12,4,20,?
0,29,115,58,77,182,24,15,3,12,4,19,?
0,29,109,55,71,168,24,14,3,11,4,19,?
0,28,107,54,70,165,23,14,3,11,4,18,?
0,25,96,47,63,147,21,14,3,11,3,17,?
0,24,94,46,62,144,20,14,3,11,3,16,?
0,20,70,32,45,97,17,12,3,9,1,15,?
0,28,101,47,66,149,24,14,3,11,3,19,?
0,27,99,46,65,146,23,14,3,11,3,18,?
0,28,100,47,65,148,24,14,3,11,3,19,?
0,27,98,46,64,145,23,14,3,11,3,18,?
0,27,92,43,58,131,23,13,3,10,3,18,?
0,26,90,42,57,128,22,13,3,10,3,17,?
0,23,79,35,50,110,20,13,3,10,2,16,?
0,22,77,34,49,107,19,13,3,10,2,15,?
0,17,54,24,34,66,15,11,3,8,0,13,?
0,25,85,39,55,118,22,13,3,10,2,17,?
0,24,83,38,54,115,21,13,3,10,2,16,?
0,25,84,39,54,117,22,13,3,10,2,17,?
0,24,82,38,53,114,21,13,3,10,2,16,?
0,24,76,35,47,100,21,12,3,9,2,16,?
0,23,74,34,46,97,20,12,3,9,2,15,?
0,20,63,27,39,79,18,12,3,9,1,14,?
0,19,61,26,38,76,17,12,3,9,1,13,?
0,22,84,41,55,128,17,13,3,10,2,15,?
0,30,115,56,76,180,24,15,3,12,4,19,?
0,29,113,55,75,177,23,15,3,12,4,18,?
0,30,114,56,75,179,24,15,3,12,4,19,?
0,29,112,55,74,176,23,15,3,12,4,18,?
0,29,106,52,68,162,23,14,3,11,4,18,?
0,28,104,51,67,159,22,14,3,11,4,17,?
0,25,93,44,60,141,20,14,3,11,3,16,?
0,24,91,43,59,138,19,14,3,11,3,15,?
0,20,67,29,42,91,16,12,3,9,1,14,?
0,28,98,44,63,143,23,14,3,11,3,18,?
0,27,96,43,62,140,22,14,3,11,3,17,?
0,28,97,44,62,142,23,14,3,11,3,18,?
0,27,95,43,61,139,22,14,3,11,3,17,?
0,27,89,40,55,125,22,13,3,10,3,17,?
0,26,87,39,54,122,21,13,3,10,3,16,?
0,23,76,32,47,104,19,13,3,10,2,15,?
0,22,74,31,46,101,18,13,3,10,2,14,?
0,17,51,21,31,60,14,11,3,8,0,12,?
0,25,82,36,52,112,21,13,3,10,2,16,?
0,24,80,35,51,109,20,13,3,10,2,15,?
0,25,81,36,51,111,21,13,3,10,2,16,?
0,24,79,35,50,108,20,13,3,10,2,15,?
0,24,73,32,44,94,20,12,3,9,2,15,?
0,23,71,31,43,91,19,12,3,9,2,14,?
0,20,60,24,36,73,17,12,3,9,1,13,?
0,19,58,23,35,70,16,12,3,9,1,12,?
0,20,81,40,54,126,16,13,3,10,2,14,?
0,28,112,55,75,178,23,15,3,12,4,18,?
0,27,110,54,74,175,22,15,3,12,4,17,?
0,28,111,55,74,177,23,15,3,12,4,18,?
0,27,109,54,73,174,22,15,3,12,4,17,?
0,27,103,51,67,160,22,14,3,11,4,17,?
0,26,101,50,66,157,21,14,3,11,4,16,?
0,23,90,43,59,139,19,14,3,11,3,15,?
0,22,88,42,58,136,18,14,3,11,3,14,?
0,18,64,28,41,89,15,12,3,9,1,13,?
0,26,95,43,62,141,22,14,3,11,3,17,?
0,25,93,42,61,138,21,14,3,11,3,16,?
0,26,94,43,61,140,22,14,3,11,3,17,?
0,25,92,42,60,137,21,14,3,11,3,16,?
0,25,86,39,54,123,21,13,3,10,3,16,?
0,24,84,38,53,120,20,13,3,10,3,15,?
0,21,73,31,46,102,18,13,3,10,2,14,?
0,20,71,30,45,99,17,13,3,10,2,13,?
0,15,48,20,30,58,13,11,3,8,0,11,?
0,23,79,35,51,110,20,13,3,10,2,15,?
0,22,77,34,50,107,19,13,3,10,2,14,?
0,23,78,35,50,109,20,13,3,10,2,15,?
0,22,76,34,49,106,19,13,3,10,2,14,?
0,22,70,31,43,92,19,12,3,9,2,14,?
0,21,68,30,42,89,18,12,3,9,2,13,?
0,18,57,23,35,71,16,12,3,9,1,12,?
0,17,55,22,34,68,15,12,3,9,1,11,?
0,22,84,41,55,128,17,13,3,10,2,15,?
0,30,115,56,76,180,24,15,3,12,4,19,?
0,29,113,55,75,177,23,15,3,12,4,18,?
0,30,114,56,75,179,24,15,3,12,4,19,?
0,29,112,55,74,176,23,15,3,12,4,18,?
0,29,106,52,68,162,23,14,3,11,4,18,?
0,28,104,51,67,159,22,14,3,11,4,17,?
0,25,93,44,60,141,20,14,3,11,3,16,?
0,24,91,43,59,138,19,14,3,11,3,15,?
0,20,67,29,42,91,16,12,3,9,1,14,?
0,28,98,44,63,143,23,14,3,11,3,18,?
0,27,96,43,62,140,22,14,3,11,3,17,?
0,28,97,44,62,142,23,14,3,11,3,18,?
0,27,95,43,61,139,22,14,3,11,3,17,?
0,27,89,40,55,125,22,13,3,10,3,17,?
0,26,87,39,54,122,21,13,3,10,3,16,?
0,23,76,32,47,104,19,13,3,10,2,15,?
0,22,74,31,46,101,18,13,3,10,2,14,?
0,17,51,21,31,60,14,11,3,8,0,12,?
0,25,82,36,52,112,21,13,3,10,2,16,?
0,24,80,35,51,109,20,13,3,10,2,15,?
0,25,81,36,51,111,21,13,3,10,2,16,?
0,24,79,35,50,108,20,13,3,10,2,15,?
0,24,73,32,44,94,20,12,3,9,2,15,?
0,23,71,31,43,91,19,12,3,9,2,14,?
0,20,60,24,36,73,17,12,3,9,1,13,?
0,19,58,23,35,70,16,12,3,9,1,12,?
0,21,83,41,55,128,17,13,3,10,2,15,?
0,29,114,56,76,180,24,15,3,12,4,19,?
0,28,112,55,75,177,23,15,3,12,4,18,?
0,29,113,56,75,179,24,15,3,12,4,19,?
0,28,111,55,74,176,23,15,3,12,4,18,?
0,28,105,52,68,162,23,14,3,11,4,18,?
0,27,103,51,67,159,22,14,3,11,4,17,?
0,24,92,44,60,141,20,14,3,11,3,16,?
0,23,90,43,59,138,19,14,3,11,3,15,?
0,19,66,29,42,91,16,12,3,9,1,14,?
0,27,97,44,63,143,23,14,3,11,3,18,?
0,26,95,43,62,140,22,14,3,11,3,17,?
0,27,96,44,62,142,23,14,3,11,3,18,?
0,26,94,43,61,139,22,14,3,11,3,17,?
0,26,88,40,55,125,22,13,3,10,3,17,?
0,25,86,39,54,122,21,13,3,10,3,16,?
0,22,75,32,47,104,19,13,3,10,2,15,?
0,21,73,31,46,101,18,13,3,10,2,14,?
0,16,50,21,31,60,14,11,3,8,0,12,?
0,24,81,36,52,112,21,13,3,10,2,16,?
0,23,79,35,51,109,20,13,3,10,2,15,?
0,24,80,36,51,111,21,13,3,10,2,16,?
0,23,78,35,50,108,20,13,3,10,2,15,?
0,23,72,32,44,94,20,12,3,9,2,15,?
0,22,70,31,43,91,19,12,3,9,2,14,?
0,19,59,24,36,73,17,12,3,9,1,13,?
0,18,57,23,35,70,16,12,3,9,1,12,?
0,21,80,38,52,122,16,13,3,10,2,14,?
0,29,111,53,73,174,23,15,3,12,4,18,?
0,28,109,52,72,171,22,15,3,12,4,17,?
0,29,110,53,72,173,23,15,3,12,4,18,?
0,28,108,52,71,170,22,15,3,12,4,17,?
0,28,102,49,65,156,22,14,3,11,4,17,?
0,27,100,48,64,153,21,14,3,11,4,16,?
0,24,89,41,57,135,19,14,3,11,3,15,?
0,23,87,40,56,132,18,14,3,11,3,14,?
0,19,63,26,39,85,15,12,3,9,1,13,?
0,27,94,41,60,137,22,14,3,11,3,17,?
0,26,92,40,59,134,21,14,3,11,3,16,?
0,27,93,41,59,136,22,14,3,11,3,17,?
0,26,91,40,58,133,21,14,3,11,3,16,?
0,26,85,37,52,119,21,13,3,10,3,16,?
0,25,83,36,51,116,20,13,3,10,3,15,?
0,22,72,29,44,98,18,13,3,10,2,14,?
0,21,70,28,43,95,17,13,3,10,2,13,?
0,16,47,18,28,54,13,11,3,8,0,11,?
0,24,78,33,49,106,20,13,3,10,2,15,?
0,23,76,32,48,103,19,13,3,10,2,14,?
0,24,77,33,48,105,20,13,3,10,2,15,?
0,23,75,32,47,102,19,13,3,10,2,14,?
0,23,69,29,41,88,19,12,3,9,2,14,?
0,22,67,28,40,85,18,12,3,9,2,13,?
0,19,56,21,33,67,16,12,3,9,1,12,?
0,18,54,20,32,64,15,12,3,9,1,11,?
0,27,99,52,65,150,22,12,3,10,2,19,?
0,35,130,67,86,202,29,14,3,12,4,23,?
0,34,128,66,85,199,28,14,3,12,4,22,?
0,35,129,67,85,201,29,14,3,12,4,23,?
0,34,127,66,84,198,28,14,3,12,4,22,?
0,34,121,63,78,184,28,13,3,11,4,22,?
0,33,119,62,77,181,27,13,3,11,4,21,?
0,30,108,55,70,163,25,13,3,11,3,20,?
0,29,106,54,69,160,24,13,3,11,3,19,?
0,25,82,40,52,113,21,11,3,9,1,18,?
0,33,113,55,73,165,28,13,3,11,3,22,?
0,32,111,54,72,162,27,13,3,11,3,21,?
0,33,112,55,72,164,28,13,3,11,3,22,?
0,32,110,54,71,161,27,13,3,11,3,21,?
0,32,104,51,65,147,27,12,3,10,3,21,?
0,31,102,50,64,144,26,12,3,10,3,20,?
0,28,91,43,57,126,24,12,3,10,2,19,?
0,27,89,42,56,123,23,12,3,10,2,18,?
0,22,66,32,41,82,19,10,3,8,0,16,?
0,30,97,47,62,134,26,12,3,10,2,20,?
0,29,95,46,61,131,25,12,3,10,2,19,?
0,30,96,47,61,133,26,12,3,10,2,20,?
0,29,94,46,60,130,25,12,3,10,2,19,?
0,29,88,43,54,116,25,11,3,9,2,19,?
0,28,86,42,53,113,24,11,3,9,2,18,?
0,25,75,35,46,95,22,11,3,9,1,17,?
0,24,73,34,45,92,21,11,3,9,1,16,?
0,26,98,52,65,150,22,12,3,10,2,19,?
0,34,129,67,86,202,29,14,3,12,4,23,?
0,33,127,66,85,199,28,14,3,12,4,22,?
0,34,128,67,85,201,29,14,3,12,4,23,?
0,33,126,66,84,198,28,14,3,12,4,22,?
0,33,120,63,78,184,28,13,3,11,4,22,?
0,32,118,62,77,181,27,13,3,11,4,21,?
0,29,107,55,70,163,25,13,3,11,3,20,?
0,28,105,54,69,160,24,13,3,11,3,19,?
0,24,81,40,52,113,21,11,3,9,1,18,?
0,32,112,55,73,165,28,13,3,11,3,22,?
0,31,110,54,72,162,27,13,3,11,3,21,?
0,32,111,55,72,164,28,13,3,11,3,22,?
0,31,109,54,71,161,27,13,3,11,3,21,?
0,31,103,51,65,147,27,12,3,10,3,21,?
0,30,101,50,64,144,26,12,3,10,3,20,?
0,27,90,43,57,126,24,12,3,10,2,19,?
0,26,88,42,56,123,23,12,3,10,2,18,?
0,21,65,32,41,82,19,10,3,8,0,16,?
0,29,96,47,62,134,26,12,3,10,2,20,?
0,28,94,46,61,131,25,12,3,10,2,19,?
0,29,95,47,61,133,26,12,3,10,2,20,?
0,28,93,46,60,130,25,12,3,10,2,19,?
0,28,87,43,54,116,25,11,3,9,2,19,?
0,27,85,42,53,113,24,11,3,9,2,18,?
0,24,74,35,46,95,22,11,3,9,1,17,?
0,23,72,34,45,92,21,11,3,9,1,16,?
0,26,95,49,62,144,21,12,3,10,2,18,?
0,34,126,64,83,196,28,14,3,12,4,22,?
0,33,124,63,82,193,27,14,3,12,4,21,?
0,34,125,64,82,195,28,14,3,12,4,22,?
0,33,123,63,81,192,27,14,3,12,4,21,?
0,33,117,60,75,178,27,13,3,11,4,21,?
0,32,115,59,74,175,26,13,3,11,4,20,?
0,29,104,52,67,157,24,13,3,11,3,19,?
0,28,102,51,66,154,23,13,3,11,3,18,?
0,24,78,37,49,107,20,11,3,9,1,17,?
0,32,109,52,70,159,27,13,3,11,3,21,?
0,31,107,51,69,156,26,13,3,11,3,20,?
0,32,108,52,69,158,27,13,3,11,3,21,?
0,31,106,51,68,155,26,13,3,11,3,20,?
0,31,100,48,62,141,26,12,3,10,3,20,?
0,30,98,47,61,138,25,12,3,10,3,19,?
0,27,87,40,54,120,23,12,3,10,2,18,?
0,26,85,39,53,117,22,12,3,10,2,17,?
0,21,62,29,38,76,18,10,3,8,0,15,?
0,29,93,44,59,128,25,12,3,10,2,19,?
0,28,91,43,58,125,24,12,3,10,2,18,?
0,29,92,44,58,127,25,12,3,10,2,19,?
0,28,90,43,57,124,24,12,3,10,2,18,?
0,28,84,40,51,110,24,11,3,9,2,18,?
0,27,82,39,50,107,23,11,3,9,2,17,?
0,24,71,32,43,89,21,11,3,9,1,16,?
0,23,69,31,42,86,20,11,3,9,1,15,?
0,24,92,48,61,142,20,12,3,10,2,17,?
0,32,123,63,82,194,27,14,3,12,4,21,?
0,31,121,62,81,191,26,14,3,12,4,20,?
0,32,122,63,81,193,27,14,3,12,4,21,?
0,31,120,62,80,190,26,14,3,12,4,20,?
0,31,114,59,74,176,26,13,3,11,4,20,?
0,30,112,58,73,173,25,13,3,11,4,19,?
0,27,101,51,66,155,23,13,3,11,3,18,?
0,26,99,50,65,152,22,13,3,11,3,17,?
0,22,75,36,48,105,19,11,3,9,1,16,?
0,30,106,51,69,157,26,13,3,11,3,20,?
0,29,104,50,68,154,25,13,3,11,3,19,?
0,30,105,51,68,156,26,13,3,11,3,20,?
0,29,103,50,67,153,25,13,3,11,3,19,?
0,29,97,47,61,139,25,12,3,10,3,19,?
0,28,95,46,60,136,24,12,3,10,3,18,?
0,25,84,39,53,118,22,12,3,10,2,17,?
0,24,82,38,52,115,21,12,3,10,2,16,?
0,19,59,28,37,74,17,10,3,8,0,14,?
0,27,90,43,58,126,24,12,3,10,2,18,?
0,26,88,42,57,123,23,12,3,10,2,17,?
0,27,89,43,57,125,24,12,3,10,2,18,?
0,26,87,42,56,122,23,12,3,10,2,17,?
0,26,81,39,50,108,23,11,3,9,2,17,?
0,25,79,38,49,105,22,11,3,9,2,16,?
0,22,68,31,42,87,20,11,3,9,1,15,?
0,21,66,30,41,84,19,11,3,9,1,14,?
0,26,95,49,62,144,21,12,3,10,2,18,?
0,34,126,64,83,196,28,14,3,12,4,22,?
0,33,124,63,82,193,27,14,3,12,4,21,?
0,34,125,64,82,195,28,14,3,12,4,22,?
0,33,123,63,81,192,27,14,3,12,4,21,?
0,33,117,60,75,178,27,13,3,11,4,21,?
0,32,115,59,74,175,26,13,3,11,4,20,?
0,29,104,52,67,157,24,13,3,11,3,19,?
0,28,102,51,66,154,23,13,3,11,3,18,?
0,24,78,37,49,107,20,11,3,9,1,17,?
0,32,109,52,70,159,27,13,3,11,3,21,?
0,31,107,51,69,156,26,13,3,11,3,20,?
0,32,108,52,69,158,27,13,3,11,3,21,?
0,31,106,51,68,155,26,13,3,11,3,20,?
0,31,100,48,62,141,26,12,3,10,3,20,?
0,30,98,47,61,138,25,12,3,10,3,19,?
0,27,87,40,54,120,23,12,3,10,2,18,?
0,26,85,39,53,117,22,12,3,10,2,17,?
0,21,62,29,38,76,18,10,3,8,0,15,?
0,29,93,44,59,128,25,12,3,10,2,19,?
0,28,91,43,58,125,24,12,3,10,2,18,?
0,29,92,44,58,127,25,12,3,10,2,19,?
0,28,90,43,57,124,24,12,3,10,2,18,?
0,28,84,40,51,110,24,11,3,9,2,18,?
0,27,82,39,50,107,23,11,3,9,2,17,?
0,24,71,32,43,89,21,11,3,9,1,16,?
0,23,69,31,42,86,20,11,3,9,1,15,?
0,25,94,49,62,144,21,12,3,10,2,18,?
0,33,125,64,83,196,28,14,3,12,4,22,?
0,32,123,63,82,193,27,14,3,12,4,21,?
0,33,124,64,82,195,28,14,3,12,4,22,?
0,32,122,63,81,192,27,14,3,12,4,21,?
0,32,116,60,75,178,27,13,3,11,4,21,?
0,31,114,59,74,175,26,13,3,11,4,20,?
0,28,103,52,67,157,24,13,3,11,3,19,?
0,27,101,51,66,154,23,13,3,11,3,18,?
0,23,77,37,49,107,20,11,3,9,1,17,?
0,31,108,52,70,159,27,13,3,11,3,21,?
0,30,106,51,69,156,26,13,3,11,3,20,?
0,31,107,52,69,158,27,13,3,11,3,21,?
0,30,105,51,68,155,26,13,3,11,3,20,?
0,30,99,48,62,141,26,12,3,10,3,20,?
0,29,97,47,61,138,25,12,3,10,3,19,?
0,26,86,40,54,120,23,12,3,10,2,18,?
0,25,84,39,53,117,22,12,3,10,2,17,?
0,20,61,29,38,76,18,10,3,8,0,15,?
0,28,92,44,59,128,25,12,3,10,2,19,?
0,27,90,43,58,125,24,12,3,10,2,18,?
0,28,91,44,58,127,25,12,3,10,2,19,?
0,27,89,43,57,124,24,12,3,10,2,18,?
0,27,83,40,51,110,24,11,3,9,2,18,?
0,26,81,39,50,107,23,11,3,9,2,17,?
0,23,70,32,43,89,21,11,3,9,1,16,?
0,22,68,31,42,86,20,11,3,9,1,15,?
0,25,91,46,59,138,20,12,3,10,2,17,?
0,33,122,61,80,190,27,14,3,12,4,21,?
0,32,120,60,79,187,26,14,3,12,4,20,?
0,33,121,61,79,189,27,14,3,12,4,21,?
0,32,119,60,78,186,26,14,3,12,4,20,?
0,32,113,57,72,172,26,13,3,11,4,20,?
0,31,111,56,71,169,25,13,3,11,4,19,?
0,28,100,49,64,151,23,13,3,11,3,18,?
0,27,98,48,63,148,22,13,3,11,3,17,?
0,23,74,34,46,101,19,11,3,9,1,16,?
0,31,105,49,67,153,26,13,3,11,3,20,?
0,30,103,48,66,150,25,13,3,11,3,19,?
0,31,104,49,66,152,26,13,3,11,3,20,?
0,30,102,48,65,149,25,13,3,11,3,19,?
0,30,96,45,59,135,25,12,3,10,3,19,?
0,29,94,44,58,132,24,12,3,10,3,18,?
0,26,83,37,51,114,22,12,3,10,2,17,?
0,25,81,36,50,111,21,12,3,10,2,16,?
0,20,58,26,35,70,17,10,3,8,0,14,?
0,28,89,41,56,122,24,12,3,10,2,18,?
0,27,87,40,55,119,23,12,3,10,2,17,?
0,28,88,41,55,121,24,12,3,10,2,18,?
0,27,86,40,54,118,23,12,3,10,2,17,?
0,27,80,37,48,104,23,11,3,9,2,17,?
0,26,78,36,47,101,22,11,3,9,2,16,?
0,23,67,29,40,83,20,11,3,9,1,15,?
0,22,65,28,39,80,19,11,3,9,1,14,?
0,22,86,44,57,134,18,12,3,10,2,15,?
0,30,117,59,78,186,25,14,3,12,4,19,?
0,29,115,58,77,183,24,14,3,12,4,18,?
0,30,116,59,77,185,25,14,3,12,4,19,?
0,29,114,58,76,182,24,14,3,12,4,18,?
0,29,108,55,70,168,24,13,3,11,4,18,?
0,28,106,54,69,165,23,13,3,11,4,17,?
0,25,95,47,62,147,21,13,3,11,3,16,?
0,24,93,46,61,144,20,13,3,11,3,15,?
0,20,69,32,44,97,17,11,3,9,1,14,?
0,28,100,47,65,149,24,13,3,11,3,18,?
0,27,98,46,64,146,23,13,3,11,3,17,?
0,28,99,47,64,148,24,13,3,11,3,18,?
0,27,97,46,63,145,23,13,3,11,3,17,?
0,27,91,43,57,131,23,12,3,10,3,17,?
0,26,89,42,56,128,22,12,3,10,3,16,?
0,23,78,35,49,110,20,12,3,10,2,15,?
0,22,76,34,48,107,19,12,3,10,2,14,?
0,17,53,24,33,66,15,10,3,8,0,12,?
0,25,84,39,54,118,22,12,3,10,2,16,?
0,24,82,38,53,115,21,12,3,10,2,15,?
0,25,83,39,53,117,22,12,3,10,2,16,?
0,24,81,38,52,114,21,12,3,10,2,15,?
0,24,75,35,46,100,21,11,3,9,2,15,?
0,23,73,34,45,97,20,11,3,9,2,14,?
0,20,62,27,38,79,18,11,3,9,1,13,?
0,19,60,26,37,76,17,11,3,9,1,12,?
0,26,95,49,62,144,21,12,3,10,2,18,?
0,34,126,64,83,196,28,14,3,12,4,22,?
0,33,124,63,82,193,27,14,3,12,4,21,?
0,34,125,64,82,195,28,14,3,12,4,22,?
0,33,123,63,81,192,27,14,3,12,4,21,?
0,33,117,60,75,178,27,13,3,11,4,21,?
0,32,115,59,74,175,26,13,3,11,4,20,?
0,29,104,52,67,157,24,13,3,11,3,19,?
0,28,102,51,66,154,23,13,3,11,3,18,?
0,24,78,37,49,107,20,11,3,9,1,17,?
0,32,109,52,70,159,27,13,3,11,3,21,?
0,31,107,51,69,156,26,13,3,11,3,20,?
0,32,108,52,69,158,27,13,3,11,3,21,?
0,31,106,51,68,155,26,13,3,11,3,20,?
0,31,100,48,62,141,26,12,3,10,3,20,?
0,30,98,47,61,138,25,12,3,10,3,19,?
0,27,87,40,54,120,23,12,3,10,2,18,?
0,26,85,39,53,117,22,12,3,10,2,17,?
0,21,62,29,38,76,18,10,3,8,0,15,?
0,29,93,44,59,128,25,12,3,10,2,19,?
0,28,91,43,58,125,24,12,3,10,2,18,?
0,29,92,44,58,127,25,12,3,10,2,19,?
0,28,90,43,57,124,24,12,3,10,2,18,?
0,28,84,40,51,110,24,11,3,9,2,18,?
0,27,82,39,50,107,23,11,3,9,2,17,?
0,24,71,32,43,89,21,11,3,9,1,16,?
0,23,69,31,42,86,20,11,3,9,1,15,?
0,25,94,49,62,144,21,12,3,10,2,18,?
0,33,125,64,83,196,28,14,3,12,4,22,?
0,32,123,63,82,193,27,14,3,12,4,21,?
0,33,124,64,82,195,28,14,3,12,4,22,?
0,32,122,63,81,192,27,14,3,12,4,21,?
0,32,116,60,75,178,27,13,3,11,4,21,?
0,31,114,59,74,175,26,13,3,11,4,20,?
0,28,103,52,67,157,24,13,3,11,3,19,?
0,27,101,51,66,154,23,13,3,11,3,18,?
0,23,77,37,49,107,20,11,3,9,1,17,?
0,31,108,52,70,159,27,13,3,11,3,21,?
0,30,106,51,69,156,26,13,3,11,3,20,?
0,31,107,52,69,158,27,13,3,11,3,21,?
0,30,105,51,68,155,26,13,3,11,3,20,?
0,30,99,48,62,141,26,12,3,10,3,20,?
0,29,97,47,61,138,25,12,3,10,3,19,?
0,26,86,40,54,120,23,12,3,10,2,18,?
0,25,84,39,53,117,22,12,3,10,2,17,?
0,20,61,29,38,76,18,10,3,8,0,15,?
0,28,92,44,59,128,25,12,3,10,2,19,?
0,27,90,43,58,125,24,12,3,10,2,18,?
0,28,91,44,58,127,25,12,3,10,2,19,?
0,27,89,43,57,124,24,12,3,10,2,18,?
0,27,83,40,51,110,24,11,3,9,2,18,?
0,26,81,39,50,107,23,11,3,9,2,17,?
0,23,70,32,43,89,21,11,3,9,1,16,?
0,22,68,31,42,86,20,11,3,9,1,15,?
0,25,91,46,59,138,20,12,3,10,2,17,?
0,33,122,61,80,190,27,14,3,12,4,21,?
0,32,120,60,79,187,26,14,3,12,4,20,?
0,33,121,61,79,189,27,14,3,12,4,21,?
0,32,119,60,78,186,26,14,3,12,4,20,?
0,32,113,57,72,172,26,13,3,11,4,20,?
0,31,111,56,71,169,25,13,3,11,4,19,?
0,28,100,49,64,151,23,13,3,11,3,18,?
0,27,98,48,63,148,22,13,3,11,3,17,?
0,23,74,34,46,101,19,11,3,9,1,16,?
0,31,105,49,67,153,26,13,3,11,3,20,?
0,30,103,48,66,150,25,13,3,11,3,19,?
0,31,104,49,66,152,26,13,3,11,3,20,?
0,30,102,48,65,149,25,13,3,11,3,19,?
0,30,96,45,59,135,25,12,3,10,3,19,?
0,29,94,44,58,132,24,12,3,10,3,18,?
0,26,83,37,51,114,22,12,3,10,2,17,?
0,25,81,36,50,111,21,12,3,10,2,16,?
0,20,58,26,35,70,17,10,3,8,0,14,?
0,28,89,41,56,122,24,12,3,10,2,18,?
0,27,87,40,55,119,23,12,3,10,2,17,?
0,28,88,41,55,121,24,12,3,10,2,18,?
0,27,86,40,54,118,23,12,3,10,2,17,?
0,27,80,37,48,104,23,11,3,9,2,17,?
0,26,78,36,47,101,22,11,3,9,2,16,?
0,23,67,29,40,83,20,11,3,9,1,15,?
0,22,65,28,39,80,19,11,3,9,1,14,?
0,23,88,45,58,136,19,12,3,10,2,16,?
0,31,119,60,79,188,26,14,3,12,4,20,?
0,30,117,59,78,185,25,14,3,12,4,19,?
0,31,118,60,78,187,26,14,3,12,4,20,?
0,30,116,59,77,184,25,14,3,12,4,19,?
0,30,110,56,71,170,25,13,3,11,4,19,?
0,29,108,55,70,167,24,13,3,11,4,18,?
0,26,97,48,63,149,22,13,3,11,3,17,?
0,25,95,47,62,146,21,13,3,11,3,16,?
0,21,71,33,45,99,18,11,3,9,1,15,?
0,29,102,48,66,151,25,13,3,11,3,19,?
0,28,100,47,65,148,24,13,3,11,3,18,?
0,29,101,48,65,150,25,13,3,11,3,19,?
0,28,99,47,64,147,24,13,3,11,3,18,?
0,28,93,44,58,133,24,12,3,10,3,18,?
0,27,91,43,57,130,23,12,3,10,3,17,?
0,24,80,36,50,112,21,12,3,10,2,16,?
0,23,78,35,49,109,20,12,3,10,2,15,?
0,18,55,25,34,68,16,10,3,8,0,13,?
0,26,86,40,55,120,23,12,3,10,2,17,?
0,25,84,39,54,117,22,12,3,10,2,16,?
0,26,85,40,54,119,23,12,3,10,2,17,?
0,25,83,39,53,116,22,12,3,10,2,16,?
0,25,77,36,47,102,22,11,3,9,2,16,?
0,24,75,35,46,99,21,11,3,9,2,15,?
0,21,64,28,39,81,19,11,3,9,1,14,?
0,20,62,27,38,78,18,11,3,9,1,13,?
0,25,91,46,59,138,20,12,3,10,2,17,?
0,33,122,61,80,190,27,14,3,12,4,21,?
0,32,120,60,79,187,26,14,3,12,4,20,?
0,33,121,61,79,189,27,14,3,12,4,21,?
0,32,119,60,78,186,26,14,3,12,4,20,?
0,32,113,57,72,172,26,13,3,11,4,20,?
0,31,111,56,71,169,25,13,3,11,4,19,?
0,28,100,49,64,151,23,13,3,11,3,18,?
0,27,98,48,63,148,22,13,3,11,3,17,?
0,23,74,34,46,101,19,11,3,9,1,16,?
0,31,105,49,67,153,26,13,3,11,3,20,?
0,30,103,48,66,150,25,13,3,11,3,19,?
0,31,104,49,66,152,26,13,3,11,3,20,?
0,30,102,48,65,149,25,13,3,11,3,19,?
0,30,96,45,59,135,25,12,3,10,3,19,?
0,29,94,44,58,132,24,12,3,10,3,18,?
0,26,83,37,51,114,22,12,3,10,2,17,?
0,25,81,36,50,111,21,12,3,10,2,16,?
0,20,58,26,35,70,17,10,3,8,0,14,?
0,28,89,41,56,122,24,12,3,10,2,18,?
0,27,87,40,55,119,23,12,3,10,2,17,?
0,28,88,41,55,121,24,12,3,10,2,18,?
0,27,86,40,54,118,23,12,3,10,2,17,?
0,27,80,37,48,104,23,11,3,9,2,17,?
0,26,78,36,47,101,22,11,3,9,2,16,?
0,23,67,29,40,83,20,11,3,9,1,15,?
0,22,65,28,39,80,19,11,3,9,1,14,?
0,24,90,46,59,138,20,12,3,10,2,17,?
0,32,121,61,80,190,27,14,3,12,4,21,?
0,31,119,60,79,187,26,14,3,12,4,20,?
0,32,120,61,79,189,27,14,3,12,4,21,?
0,31,118,60,78,186,26,14,3,12,4,20,?
0,31,112,57,72,172,26,13,3,11,4,20,?
0,30,110,56,71,169,25,13,3,11,4,19,?
0,27,99,49,64,151,23,13,3,11,3,18,?
0,26,97,48,63,148,22,13,3,11,3,17,?
0,22,73,34,46,101,19,11,3,9,1,16,?
0,30,104,49,67,153,26,13,3,11,3,20,?
0,29,102,48,66,150,25,13,3,11,3,19,?
0,30,103,49,66,152,26,13,3,11,3,20,?
