@relation observations.arff_clustered

@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute INVOCATIONS numeric
@attribute FIELDS_WRITTEN numeric
@attribute STATEMENTS numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute EQUAL numeric
@attribute LOCALS numeric
@attribute GOTO numeric
@attribute NEW numeric
@attribute FIELDS numeric
@attribute class {hot,cold}

@data
0,0,0,0,0,1,0,0,0,0,0,0,0,cold
1,2,2,1,0,7,0,1,0,5,3,0,1,cold
2,1,1,0,0,3,0,1,0,2,1,0,1,cold
3,0,0,1,0,2,0,0,0,0,0,0,0,cold
4,0,0,1,0,3,0,1,0,1,0,0,0,cold
5,0,0,1,0,5,0,3,0,6,0,0,0,cold
6,0,0,1,0,3,0,1,0,2,0,0,0,cold
7,0,0,1,0,3,0,1,0,2,0,0,0,cold
8,0,3,0,0,5,0,3,0,7,0,1,2,cold
9,0,1,1,0,3,0,1,0,4,0,0,0,cold
10,0,8,7,0,14,0,0,0,21,0,4,0,cold
11,0,12,9,0,15,0,4,0,29,0,1,3,cold
12,0,3,1,3,6,0,4,0,5,0,0,3,cold
13,0,5,1,5,10,0,8,0,11,0,0,5,cold
14,0,1,0,1,4,0,3,0,4,0,0,1,cold
15,0,1,0,0,3,0,2,0,4,0,0,1,cold
16,0,1,0,0,3,0,2,0,4,0,0,1,cold
17,0,1,0,0,3,0,2,0,4,0,0,1,cold
18,0,6,4,0,9,0,3,0,16,0,1,2,cold
19,1,0,0,0,4,0,2,0,3,1,0,0,cold
20,4,4,1,0,11,0,3,2,14,4,0,1,cold
21,4,7,4,0,14,0,3,2,22,4,0,1,cold
22,4,4,1,0,11,0,3,1,14,4,0,1,cold
23,5,10,7,0,18,0,3,2,30,5,0,1,hot
24,5,7,4,0,15,0,3,2,22,5,0,1,hot
25,2,1,0,0,6,0,2,1,6,2,0,0,cold
26,0,1,1,1,6,0,4,0,7,0,0,1,cold
27,0,0,0,0,1,0,0,0,0,0,0,0,cold
28,2,13,8,0,24,0,7,0,36,3,1,3,cold
29,1,9,7,0,17,0,5,0,24,1,1,2,cold
30,2,15,7,1,28,0,6,0,50,4,1,1,cold
31,1,5,3,1,14,0,6,0,19,2,0,1,cold
32,0,7,6,0,11,1,1,0,19,0,2,0,cold
33,2,14,6,0,27,0,6,0,49,4,1,1,cold
34,1,4,2,0,13,0,6,0,18,2,0,1,cold
35,0,7,6,0,11,1,1,0,19,0,2,0,cold
36,1,14,14,0,23,0,4,1,43,2,1,0,cold
37,1,14,14,0,22,0,4,1,43,1,1,0,cold
38,0,16,8,0,26,0,17,0,41,0,0,16,cold
39,0,24,11,4,31,0,14,0,38,1,2,10,cold
40,0,6,5,0,10,1,1,0,16,0,2,0,cold
41,0,0,1,0,3,0,1,0,2,0,0,0,cold
42,0,4,0,4,5,0,4,0,0,0,0,4,cold
43,0,2,1,2,7,0,5,0,8,0,0,2,cold
44,0,1,0,0,3,0,2,0,4,0,0,1,cold
45,0,3,1,0,5,0,3,0,9,0,0,2,cold
46,0,2,1,0,5,0,3,0,7,0,0,2,cold
47,0,2,1,0,5,0,3,0,7,0,0,2,cold
48,0,2,2,0,5,0,1,0,7,0,1,0,cold
49,0,4,2,0,7,0,2,0,12,0,1,1,cold
50,0,0,0,0,1,0,0,0,0,0,0,0,cold
51,2,2,1,0,7,0,1,0,6,3,0,1,cold
52,1,1,0,0,3,0,1,0,2,1,0,1,cold
53,0,0,1,0,2,0,0,0,0,0,0,0,cold
54,0,0,1,0,3,0,1,0,1,0,0,0,cold
55,0,0,1,0,2,0,0,0,0,0,0,0,cold
56,0,0,1,0,5,0,3,0,6,0,0,0,cold
57,0,0,1,0,3,0,1,0,2,0,0,0,cold
