@relation training_10.arff

@attribute INVOCATIONS numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute LOCALS numeric
@attribute STATEMENTS numeric
@attribute DEREFERNCES numeric
@attribute THROWS numeric
@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute GOTO numeric
@attribute FIELDS_WRITTEN numeric
@attribute class {hot,cold}

@data
1,10,4,0,23,18,10,0,1,15,1,4,cold
0,3,1,0,16,16,13,0,0,15,0,2,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
3,0,2,0,8,6,0,0,0,3,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
1,1,0,0,6,5,3,0,0,2,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,2,0,0,12,9,4,0,1,4,2,0,cold
0,2,0,0,12,8,4,0,1,4,1,0,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
4,1,1,0,13,8,2,0,0,5,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
15,4,1,0,31,21,4,0,0,15,0,0,cold
18,3,1,0,33,23,3,0,0,16,0,0,cold
24,3,1,0,39,29,3,0,0,19,0,0,cold
1,4,0,0,2,6,4,0,0,5,0,4,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
2,0,1,0,7,6,1,0,0,2,0,0,hot
0,0,0,0,23,13,4,0,0,8,0,0,hot
21,5,4,1,80,43,9,0,1,29,1,0,cold
13,3,2,1,55,30,7,0,1,19,1,0,cold
2,1,1,0,12,9,2,0,0,5,0,0,hot
1,1,1,0,3,4,1,0,0,2,0,1,hot
1,2,0,0,8,7,5,0,0,2,0,2,hot
1,3,1,0,13,8,4,0,0,5,0,1,cold
1,0,0,0,4,3,1,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
14,6,3,2,43,30,8,0,2,20,3,2,cold
15,6,3,4,47,33,8,0,4,21,5,2,cold
7,0,2,4,24,17,2,1,4,8,4,0,cold
6,0,2,3,21,15,2,1,3,7,3,0,cold
14,6,3,3,44,31,8,0,3,20,4,2,cold
6,0,2,3,21,15,2,1,3,7,3,0,cold
5,0,2,2,18,13,2,1,2,6,2,0,cold
1,15,3,0,63,76,71,0,0,74,0,15,cold
1,1,0,0,3,4,2,0,0,1,0,1,hot
3,7,1,1,36,20,8,0,2,14,2,1,cold
1,5,0,1,23,13,6,0,2,9,2,1,cold
1,4,0,0,18,10,5,0,1,7,1,1,cold
8,7,0,1,36,24,10,0,1,15,3,7,cold
8,7,0,2,39,26,10,0,2,16,4,7,cold
8,7,0,3,42,27,10,0,3,17,4,7,cold
7,5,0,3,35,23,8,0,3,13,4,5,cold
1,0,0,0,4,4,1,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,1,0,7,5,2,0,0,2,0,0,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
2,0,1,0,7,6,1,0,0,2,0,0,hot
0,0,0,0,14,7,1,0,0,5,0,0,hot
0,0,1,0,19,11,3,0,2,6,3,0,cold
0,0,1,0,9,6,1,0,1,3,1,0,hot
0,0,1,0,37,20,6,0,4,12,6,0,cold
0,0,1,0,27,15,4,0,3,9,4,0,cold
0,0,1,0,14,8,2,0,1,5,1,0,hot
0,0,1,0,19,11,3,0,2,6,3,0,cold
0,0,1,0,9,6,1,0,1,3,1,0,hot
0,0,0,0,80,40,15,0,6,28,9,0,hot
0,0,0,0,40,23,7,0,5,13,7,0,hot
0,0,0,0,70,35,13,0,5,25,7,0,hot
0,0,0,0,30,18,5,0,4,10,5,0,hot
0,0,0,0,13,9,3,0,1,5,1,0,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
1,1,0,0,6,4,2,0,0,2,0,0,hot
2,2,0,0,13,7,4,0,0,3,0,0,hot
18,2,4,0,77,41,6,0,3,24,4,0,cold
20,2,4,0,92,47,6,0,3,30,4,0,cold
16,2,4,0,68,36,6,0,2,23,2,0,cold
18,2,4,0,83,42,6,0,2,29,2,0,cold
2,1,1,0,12,9,2,0,0,5,0,0,hot
1,0,0,0,6,4,0,0,0,3,0,0,hot
0,3,0,0,4,5,4,0,0,3,0,3,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
1,4,0,0,9,8,5,0,1,5,1,3,cold
0,1,0,0,4,4,2,0,1,1,1,0,hot
1,3,0,0,8,7,4,0,1,4,1,2,hot
0,1,0,0,4,4,2,0,1,1,1,0,hot
1,6,0,1,21,12,7,0,1,9,1,2,cold
0,2,0,1,7,5,3,0,1,2,1,0,hot
2,6,0,1,23,13,7,0,1,10,1,2,cold
0,2,0,1,7,5,3,0,1,2,1,0,hot
1,3,0,0,11,9,7,0,0,3,0,3,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
1,0,0,0,3,3,1,0,0,1,0,0,hot
1,0,0,0,3,3,1,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
11,0,3,1,30,19,1,1,2,12,2,0,cold
8,0,3,1,25,17,1,0,2,9,2,0,cold
10,0,3,1,28,18,1,1,2,11,2,0,cold
8,0,3,1,25,17,1,0,2,9,2,0,cold
9,0,2,0,18,14,1,0,0,7,1,0,hot
1,0,0,0,3,4,1,0,0,1,0,0,hot
7,0,1,0,15,10,1,0,0,6,0,0,hot
1,0,1,0,7,5,2,0,0,3,0,0,hot
1,0,0,0,4,3,1,0,0,1,0,0,hot
17,0,2,1,29,23,0,0,1,13,2,0,cold
18,0,2,2,32,25,0,0,2,14,3,0,cold
13,0,1,2,20,20,0,0,2,9,4,0,cold
0,0,0,0,3,3,1,0,0,1,0,0,hot
5,0,1,0,15,9,1,0,0,6,0,0,hot
10,2,1,1,15,15,2,0,1,7,1,0,cold
8,1,1,1,11,12,1,0,1,5,1,0,cold
2,0,1,0,9,7,1,0,1,3,1,0,hot
8,6,1,0,23,20,7,0,1,11,2,2,cold
6,1,1,0,17,11,2,0,0,7,0,0,hot
2,0,1,0,9,7,1,0,1,3,1,0,hot
3,0,1,0,10,8,1,0,1,3,1,0,hot
2,4,0,0,2,7,4,0,0,5,0,4,hot
16,19,7,0,73,53,22,0,2,40,3,18,cold
12,18,6,0,56,43,20,0,1,33,1,18,cold
8,16,4,0,56,49,36,0,0,24,0,16,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
14,1,4,0,42,27,1,0,2,15,3,0,cold
5,0,2,0,16,12,0,0,1,5,1,0,cold
51,17,2,0,159,72,18,0,0,68,0,0,cold
2,0,0,0,5,5,2,0,0,0,0,0,hot
12,12,3,1,76,45,20,0,3,32,5,0,cold
10,12,2,1,67,39,18,0,3,27,4,0,cold
3,3,1,0,19,13,5,0,1,7,1,0,cold
2,1,0,0,11,9,3,0,1,3,2,0,hot
8,6,2,1,40,30,14,0,2,18,3,0,cold
9,8,2,2,48,34,16,0,4,21,4,0,cold
8,7,2,2,45,32,15,0,4,20,4,0,cold
7,6,2,2,40,29,14,0,3,18,3,0,cold
3,2,2,0,20,14,7,0,0,7,0,0,cold
23,7,3,0,76,46,19,0,0,23,0,0,cold
15,6,0,2,48,30,9,0,2,16,3,0,cold
9,6,0,1,29,20,9,0,1,9,1,0,cold
3,3,0,0,10,8,4,0,0,3,0,0,hot
7,3,0,1,31,20,5,0,3,10,4,0,cold
3,2,0,1,14,11,4,0,2,4,2,0,cold
1,1,0,1,6,6,3,0,1,1,1,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
2,0,0,0,4,4,1,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
8,1,1,0,28,15,3,0,0,12,0,0,hot
2,1,1,0,8,6,1,0,0,3,0,0,hot
8,3,1,1,36,24,6,0,3,14,5,0,cold
8,3,1,1,36,23,6,0,3,14,4,0,cold
0,1,0,0,6,6,3,0,1,2,1,0,hot
1,3,1,0,18,12,4,0,2,8,3,0,cold
0,2,1,0,8,6,2,0,1,4,1,0,hot
0,3,1,0,22,22,19,0,0,21,0,2,cold
1,1,0,0,6,5,3,0,0,1,0,0,hot
7,2,1,1,21,15,3,0,1,9,2,0,cold
1,2,0,1,9,8,3,0,1,4,2,0,cold
2,0,1,0,10,6,1,1,0,3,0,0,hot
2,2,0,0,7,7,3,0,0,2,1,0,hot
1,0,1,0,7,5,1,1,0,2,0,0,hot
12,1,2,1,37,24,8,0,1,15,1,0,cold
5,1,1,1,23,16,8,0,1,9,1,0,cold
2,0,0,0,3,4,1,0,0,0,0,0,hot
2,0,0,0,3,4,1,0,0,0,0,0,hot
31,7,6,1,120,68,20,0,4,46,6,0,cold
39,7,7,1,119,71,15,0,4,47,5,0,cold
29,7,6,1,117,66,20,0,4,45,6,0,cold
37,7,7,1,116,69,15,0,4,46,5,0,cold
1,0,1,0,9,8,2,0,1,3,1,0,hot
0,1,0,0,5,4,3,0,0,2,0,0,hot
2,1,0,0,9,6,3,0,0,4,0,0,hot
3,2,0,1,15,10,5,0,1,7,1,0,cold
2,1,0,1,9,7,3,0,1,4,1,0,hot
3,2,0,1,15,10,5,0,1,7,1,0,cold
2,1,0,1,9,7,3,0,1,4,1,0,hot
3,2,0,1,15,10,5,0,1,7,1,0,cold
2,1,0,1,9,7,3,0,1,4,1,0,hot
1,3,2,0,19,20,16,0,0,19,0,3,cold
7,2,3,0,29,19,7,0,0,12,0,1,cold
5,3,2,0,12,11,3,0,0,6,0,1,cold
1,2,0,0,12,10,3,0,2,4,3,0,cold
0,0,0,0,3,4,1,0,1,1,1,0,hot
18,0,2,3,49,32,2,0,4,17,6,0,cold
15,0,2,3,44,29,2,0,4,16,6,0,cold
14,0,2,3,41,27,2,0,3,15,5,0,cold
11,0,2,1,31,20,2,0,1,11,2,0,cold
7,1,1,0,19,12,2,0,0,7,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,7,3,0,24,16,9,0,0,12,0,4,cold
6,15,4,0,41,29,18,0,0,22,0,12,cold
2,2,0,0,6,6,3,0,0,2,0,1,hot
34,16,6,0,116,62,20,0,0,47,0,0,cold
7,6,1,2,42,27,8,0,4,15,6,1,cold
4,3,0,2,21,16,5,0,3,8,4,1,cold
2,0,0,1,6,6,2,0,1,1,1,0,hot
0,0,0,0,24,16,2,0,2,10,3,0,hot
0,0,0,0,10,8,2,0,1,4,1,0,hot
1,1,0,1,11,9,4,0,1,3,2,0,hot
1,1,0,1,11,8,4,0,1,3,1,0,hot
3,6,0,1,28,17,8,0,2,11,3,3,cold
4,7,0,1,34,19,9,0,3,13,3,3,cold
4,6,0,1,32,18,8,0,3,12,3,2,cold
3,7,0,0,29,16,9,0,2,11,2,3,cold
3,6,0,0,27,15,8,0,2,10,2,2,cold
15,13,0,0,120,58,33,0,2,49,3,0,cold
11,10,0,0,99,49,28,0,2,40,3,0,cold
15,13,0,0,120,57,33,0,2,49,2,0,cold
11,10,0,0,99,48,28,0,2,40,2,0,cold
1,0,0,0,6,5,3,0,0,0,0,0,hot
1,0,0,0,3,3,1,0,0,1,0,0,hot
1,0,0,0,3,3,1,0,0,1,0,0,hot
3,6,3,0,22,16,9,0,0,9,0,4,cold
2,2,0,0,7,6,3,0,0,2,0,0,hot
0,3,0,1,18,12,6,0,3,5,4,0,cold
0,3,0,1,18,11,6,0,3,5,3,0,cold
0,2,0,0,12,8,4,0,2,3,2,0,hot
0,1,0,0,8,7,3,0,1,2,2,0,hot
1,3,1,0,9,7,4,0,0,4,0,2,hot
0,1,0,0,8,5,4,0,0,2,0,0,hot
0,1,0,0,8,6,5,0,0,2,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,3,0,0,16,11,5,0,2,6,3,0,cold
0,1,0,0,6,5,2,0,1,2,1,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
5,0,1,0,30,15,1,0,1,12,1,0,cold
6,0,1,0,41,19,1,0,2,15,2,0,cold
5,0,2,0,17,10,1,1,0,6,0,0,hot
6,0,4,0,21,15,2,0,0,6,0,0,hot
0,0,0,0,36,19,3,0,2,14,3,0,hot
0,0,0,0,14,9,1,0,1,6,1,0,hot
33,16,7,0,91,57,16,0,0,49,0,7,cold
7,2,3,0,30,20,8,0,0,13,0,1,cold
5,3,2,0,12,11,3,0,0,6,0,1,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
3,6,2,0,24,19,9,0,1,11,2,5,cold
3,6,2,0,24,18,9,0,1,11,1,5,cold
0,1,0,0,4,4,3,0,0,1,0,1,hot
5,5,1,1,42,25,11,0,2,13,3,1,cold
4,2,1,1,33,21,8,0,2,9,3,0,cold
9,5,2,1,50,28,11,0,2,16,2,1,cold
8,2,2,1,41,24,8,0,2,12,2,0,cold
11,7,1,0,49,27,8,0,2,20,3,0,cold
1,1,0,0,8,6,2,0,1,3,1,0,hot
4,3,0,0,30,17,4,0,2,12,3,0,cold
1,1,0,0,10,7,2,0,1,4,1,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
11,8,4,0,59,41,14,0,4,26,7,2,cold
7,5,3,0,35,27,8,0,3,17,5,2,cold
7,5,3,0,35,27,8,0,3,17,5,2,cold
3,2,2,0,11,13,2,0,2,8,3,2,cold
2,0,0,0,6,5,1,0,0,2,0,0,hot
1,2,0,0,14,9,6,0,0,4,0,1,hot
1,0,0,0,2,4,1,0,0,0,1,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
7,4,1,0,39,23,9,0,2,15,3,0,cold
0,0,0,0,3,4,1,0,1,1,1,0,hot
4,0,0,0,24,14,4,0,2,4,3,0,cold
0,0,0,0,7,7,4,0,1,1,1,0,hot
13,0,1,0,27,21,4,0,1,8,2,0,cold
3,0,0,0,9,10,4,0,1,0,2,0,hot
15,1,2,0,34,22,2,0,0,15,1,0,hot
2,0,0,0,5,5,1,0,0,2,0,0,hot
0,3,3,0,24,25,21,0,0,24,0,3,cold
3,3,0,0,13,9,5,0,0,5,0,2,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,4,0,0,10,9,7,0,0,4,0,4,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,0,0,3,4,2,0,0,1,0,1,hot
0,0,0,0,9,6,3,0,0,2,0,0,hot
3,0,0,1,8,7,1,0,1,3,1,0,hot
4,0,0,2,12,9,1,0,2,4,2,0,cold
5,0,0,3,16,11,1,0,3,5,3,0,cold
6,0,0,4,20,13,1,0,4,6,4,0,cold
6,0,0,4,20,13,1,0,4,6,4,0,cold
2,0,0,1,22,18,1,0,5,8,7,0,hot
2,0,0,1,22,18,1,0,5,8,7,0,hot
2,0,0,1,13,13,1,0,4,5,5,0,hot
2,0,0,1,13,13,1,0,4,5,5,0,hot
2,0,0,1,7,8,1,0,2,3,2,0,hot
2,0,0,1,7,8,1,0,2,3,2,0,hot
3,1,1,1,12,10,2,0,1,5,1,0,cold
3,2,1,2,15,12,3,0,2,6,2,0,cold
4,2,1,3,18,14,3,0,3,7,3,0,cold
5,2,1,4,21,16,3,0,4,8,4,0,cold
5,2,1,4,21,16,3,0,4,8,4,0,cold
11,0,1,0,18,15,1,0,0,8,0,0,hot
8,0,1,0,41,19,6,0,0,11,0,0,hot
0,0,0,0,7,7,5,0,1,0,1,0,hot
13,0,1,0,38,21,5,0,1,13,1,0,cold
3,0,0,0,8,10,1,0,1,4,2,0,hot
3,0,0,0,8,10,1,0,1,4,2,0,hot
0,0,0,1,6,7,1,0,2,2,3,0,hot
0,0,0,1,6,7,1,0,2,2,3,0,hot
0,0,0,1,6,6,1,0,2,2,2,0,hot
0,0,0,1,6,6,1,0,2,2,2,0,hot
3,0,0,0,10,10,1,0,1,5,2,0,hot
3,0,0,0,10,10,1,0,1,5,2,0,hot
0,0,0,1,6,7,1,0,2,2,3,0,hot
0,0,0,1,6,7,1,0,2,2,3,0,hot
0,0,0,1,6,6,1,0,2,2,2,0,hot
0,0,0,1,6,6,1,0,2,2,2,0,hot
14,0,1,2,41,22,4,0,2,14,2,0,cold
2,0,0,2,12,9,4,0,2,2,2,0,hot
1,0,0,1,8,7,4,0,1,1,1,0,hot
3,0,0,1,9,7,1,0,1,3,1,0,hot
4,0,0,2,14,10,1,0,2,5,2,0,cold
5,0,0,3,19,13,1,0,3,7,3,0,cold
6,0,0,4,24,16,1,0,4,9,4,0,cold
6,0,0,4,23,16,1,0,4,9,4,0,cold
14,0,3,0,38,26,1,0,3,15,4,0,cold
8,0,2,0,24,19,1,0,3,9,4,0,cold
10,0,2,0,26,18,1,0,2,11,2,0,cold
4,0,1,0,12,11,1,0,2,5,2,0,cold
3,0,0,1,12,9,4,0,1,3,1,0,cold
13,0,1,1,36,20,4,0,1,13,1,0,cold
22,0,2,0,61,39,4,0,4,24,5,0,cold
20,0,2,0,59,37,4,0,4,23,5,0,cold
20,0,2,0,59,37,4,0,4,23,5,0,cold
18,0,2,0,57,35,4,0,4,22,5,0,cold
12,0,1,0,30,21,2,0,2,12,2,0,cold
10,0,1,0,28,19,2,0,2,11,2,0,cold
3,0,0,0,5,7,1,0,0,2,1,0,hot
3,0,0,1,10,7,1,0,1,4,1,0,hot
7,0,1,1,20,12,1,0,1,8,1,0,cold
2,0,0,1,19,14,3,0,3,6,4,0,cold
0,0,0,1,17,12,3,0,3,5,4,0,cold
0,0,0,0,7,6,2,0,1,2,1,0,hot
1,0,0,0,7,5,2,0,0,1,0,0,hot
1,0,1,0,6,6,2,1,1,1,1,0,hot
2,0,0,0,6,8,2,0,2,1,3,0,hot
2,0,0,0,6,7,2,0,2,1,2,0,hot
0,0,0,0,7,5,1,0,0,3,0,0,hot
0,0,0,0,19,12,3,0,2,5,3,0,hot
0,0,0,0,9,7,3,0,1,2,1,0,hot
0,0,0,0,3,4,2,0,1,0,1,0,hot
0,0,0,0,6,6,2,0,2,1,2,0,hot
0,0,0,0,16,11,2,0,4,4,4,0,hot
0,0,0,0,27,17,2,0,6,7,7,0,hot
0,0,0,0,23,15,2,0,5,6,6,0,hot
0,0,0,0,12,9,2,0,3,3,3,0,hot
9,0,0,1,19,17,1,0,3,7,4,0,cold
5,0,0,1,14,13,1,0,3,5,4,0,cold
4,0,0,0,7,8,1,0,1,3,1,0,hot
3,0,0,2,8,9,2,0,2,2,3,0,hot
9,1,0,2,16,15,3,0,2,6,2,1,cold
2,0,0,1,5,7,2,0,1,1,2,0,hot
16,0,2,0,53,31,4,0,2,19,3,0,cold
0,0,0,0,16,12,4,0,2,4,3,0,hot
16,0,2,0,53,30,4,0,2,19,2,0,cold
0,0,0,0,16,11,4,0,2,4,2,0,hot
16,0,2,0,53,31,4,0,2,19,3,0,cold
0,0,0,0,16,12,4,0,2,4,3,0,hot
16,0,2,0,53,30,4,0,2,19,2,0,cold
0,0,0,0,16,11,4,0,2,4,2,0,hot
9,0,1,0,26,15,3,0,0,9,0,0,hot
0,0,0,2,6,7,1,0,2,2,3,0,hot
0,0,0,1,3,4,1,0,1,1,1,0,hot
0,0,0,2,10,9,1,0,2,4,3,0,hot
0,0,0,1,5,5,1,0,1,2,1,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,5,5,3,0,1,0,1,0,hot
1,0,0,0,14,8,3,0,1,3,1,0,hot
3,0,0,1,6,6,1,0,1,2,1,0,hot
3,0,0,1,6,6,1,0,1,2,1,0,hot
7,0,2,0,18,14,3,0,1,9,1,0,cold
14,0,2,0,32,22,3,0,2,15,2,0,cold
14,0,2,0,32,22,3,0,2,15,2,0,cold
58,1,0,1,116,63,2,0,1,29,2,0,cold
58,1,0,1,116,62,2,0,1,29,1,0,cold
3,1,1,1,9,9,2,0,1,3,1,0,hot
2,1,1,1,9,8,2,0,1,3,1,0,hot
0,2,6,0,26,23,16,0,0,22,0,2,cold
1,0,0,0,2,2,0,0,0,1,0,0,hot
8,3,2,0,34,23,4,0,3,14,4,1,cold
7,2,2,0,28,20,3,0,3,11,4,0,cold
2,1,1,0,15,11,2,0,2,6,2,1,cold
1,0,1,0,9,8,1,0,2,3,2,0,hot
4,2,2,0,14,11,3,0,0,6,0,2,cold
0,0,0,0,4,4,2,0,1,0,1,0,hot
2,0,0,2,11,8,2,0,3,2,3,0,hot
2,2,0,3,19,12,4,0,4,5,4,0,cold
2,2,0,3,19,12,4,0,4,5,4,0,cold
0,0,0,1,5,5,2,0,2,0,2,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,1,1,0,3,4,1,0,0,2,0,1,hot
8,1,3,0,20,14,2,0,0,8,0,1,hot
1,0,1,0,3,3,0,0,0,1,0,0,hot
3,2,0,0,16,9,4,0,0,6,0,0,hot
6,1,1,0,17,10,2,0,0,7,0,0,hot
1,2,0,0,10,8,6,0,0,2,0,2,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
3,0,1,0,10,7,2,0,0,2,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,2,0,0,0,3,2,0,0,2,0,2,hot
0,1,0,0,2,3,2,0,0,1,0,1,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,1,0,0,2,3,2,0,0,1,0,1,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
3,2,1,0,9,9,2,0,2,4,2,0,cold
1,1,0,0,4,5,1,0,2,2,2,0,hot
0,1,0,0,2,3,1,0,1,1,1,0,hot
4,6,1,0,37,26,9,0,4,18,7,1,cold
3,4,1,0,23,18,5,0,3,12,5,1,cold
1,2,1,0,7,8,2,0,1,5,2,1,cold
1,0,0,0,4,5,1,0,0,1,1,0,hot
1,0,0,0,4,4,1,0,0,1,0,0,hot
5,3,1,0,23,17,7,0,1,7,2,1,cold
5,3,1,0,28,18,8,0,1,9,1,1,cold
1,0,0,0,7,9,1,0,2,2,4,0,hot
0,0,0,0,3,5,1,0,1,1,2,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
1,3,1,0,11,8,5,0,0,4,0,2,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
1,2,0,1,13,8,3,0,1,5,1,0,cold
0,1,0,1,6,5,2,0,1,2,1,0,hot
23,5,4,0,97,53,11,0,5,36,8,0,cold
5,2,1,0,32,23,5,0,4,14,6,0,cold
23,6,4,0,100,53,13,0,5,37,7,0,cold
5,3,1,0,35,23,7,0,4,15,5,0,cold
0,0,0,0,3,4,1,0,1,1,1,0,hot
4,3,0,0,19,13,8,0,0,3,0,0,hot
0,6,3,0,36,40,36,0,0,39,0,6,cold
1,2,0,0,8,7,5,0,0,2,0,2,hot
3,2,0,0,22,12,6,0,0,7,0,0,hot
1,1,0,0,3,4,2,0,0,1,0,1,hot
0,3,0,0,12,7,5,0,0,4,0,1,hot
1,3,1,0,15,10,5,1,1,5,1,1,cold
0,4,0,0,15,9,6,0,1,5,1,1,cold
8,1,2,0,28,17,2,0,0,12,0,0,hot
2,2,0,0,9,8,5,0,0,2,0,2,hot
2,5,2,1,18,14,6,0,1,7,3,2,cold
3,7,3,1,25,17,8,0,1,10,2,3,cold
1,0,0,0,4,4,1,0,0,1,0,0,hot
2,3,0,1,10,10,4,0,1,3,3,0,hot
2,3,0,1,10,9,4,0,1,3,2,0,hot
1,0,0,0,4,4,1,0,0,1,0,0,hot
4,3,0,1,23,14,6,0,2,6,2,0,cold
1,2,0,1,15,10,5,0,2,4,2,0,cold
0,1,0,1,6,6,4,0,1,1,1,0,hot
1,3,0,0,5,6,4,0,0,3,0,3,hot
0,0,0,0,2,3,2,0,0,0,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
5,2,2,0,20,13,3,0,0,6,0,0,cold
3,4,1,0,26,16,6,0,1,9,2,2,cold
3,5,1,0,26,15,7,0,1,9,1,2,cold
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,2,0,0,0,3,2,0,0,2,0,2,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
62,62,1,0,125,126,62,0,0,63,0,1,cold
2,2,0,1,11,10,3,0,2,4,3,0,cold
2,2,0,1,11,9,3,0,2,4,2,0,cold
1,2,0,1,11,9,3,0,2,4,3,0,cold
1,2,0,1,11,8,3,0,2,4,2,0,cold
25,0,13,0,53,40,0,0,0,14,0,0,hot
1,1,0,0,8,5,2,0,0,3,0,0,hot
1,1,0,2,11,9,2,0,2,4,3,0,hot
1,1,0,2,11,8,2,0,2,4,2,0,hot
0,0,0,1,4,4,1,0,1,1,1,0,hot
2,2,0,2,13,10,3,0,2,5,3,0,cold
2,2,0,2,13,9,3,0,2,5,2,0,cold
1,1,0,1,8,6,2,0,1,3,1,0,hot
2,2,0,2,13,10,3,0,2,5,3,0,cold
2,2,0,2,13,9,3,0,2,5,2,0,cold
1,1,0,1,8,6,2,0,1,3,1,0,hot
5,0,1,0,13,8,1,0,0,5,0,0,hot
6,1,1,0,17,10,2,0,0,7,0,0,hot
0,0,0,2,4,5,2,0,2,0,2,0,hot
0,0,0,3,5,6,2,0,3,0,3,0,hot
0,0,0,3,5,6,2,0,3,0,3,0,hot
0,0,0,2,4,5,2,0,2,0,2,0,hot
0,0,0,2,4,5,2,0,2,0,2,0,hot
1,0,0,0,4,3,1,0,0,1,0,0,hot
1,0,0,0,6,4,2,0,0,1,0,0,hot
1,0,0,0,8,8,3,0,1,2,2,0,hot
7,1,1,0,24,14,4,0,1,8,1,0,cold
1,2,0,1,6,6,3,0,1,2,1,0,hot
0,1,0,1,3,4,2,0,1,1,1,0,hot
1,1,0,0,8,7,2,0,1,3,2,0,hot
1,1,0,0,8,6,2,0,1,3,1,0,hot
2,1,0,0,10,8,2,0,1,4,2,0,hot
2,1,0,0,10,7,2,0,1,4,1,0,hot
3,7,4,0,37,39,31,0,0,37,0,7,cold
2,1,1,0,6,6,2,0,0,2,0,1,hot
4,0,1,0,15,9,2,0,1,3,1,0,hot
3,0,1,0,13,8,2,0,1,3,1,0,hot
1,1,0,0,6,5,3,0,0,1,0,0,hot
1,0,0,0,8,5,2,0,0,2,0,0,hot
1,1,0,0,4,4,2,0,0,1,0,0,hot
1,1,0,1,10,8,3,0,1,3,2,0,hot
1,1,0,1,10,7,3,0,1,3,1,0,hot
7,1,2,0,27,16,3,1,1,10,1,0,cold
1,1,0,0,13,8,3,0,1,4,1,0,hot
8,5,0,0,32,19,9,0,0,12,1,2,cold
1,0,0,0,4,4,1,0,0,1,0,0,hot
1,0,1,0,4,4,1,1,0,1,0,0,hot
0,1,0,0,5,4,3,0,0,1,0,0,hot
1,0,0,0,6,4,2,0,0,1,0,0,hot
2,2,0,2,6,7,2,0,2,3,2,0,hot
4,4,0,2,10,11,4,0,2,5,2,0,cold
0,2,0,2,4,5,2,0,2,2,2,0,hot
2,4,0,2,8,9,4,0,2,4,2,0,cold
1,2,0,0,4,5,3,0,0,2,0,2,hot
1,1,0,0,5,4,2,0,0,2,0,1,hot
0,1,0,0,4,4,2,0,1,1,1,0,hot
