@relation training_10.arff

@attribute INVOCATIONS numeric
@attribute FIELDS numeric
@attribute NEW numeric
@attribute EQUAL numeric
@attribute LOCALS numeric
@attribute STATEMENTS numeric
@attribute DEREFERNCES numeric
@attribute THROWS numeric
@attribute IF numeric
@attribute ASSIGNMENTS numeric
@attribute GOTO numeric
@attribute FIELDS_WRITTEN numeric
@attribute class {hot,cold}

@data
3,2,0,0,15,13,6,0,3,4,3,0,cold
1,2,0,0,13,11,6,0,3,3,3,0,hot
3,1,0,0,12,11,5,0,2,3,2,0,hot
1,1,0,0,10,9,5,0,2,2,2,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
1,0,0,0,0,2,0,0,0,0,0,0,hot
1,0,0,0,1,3,1,0,0,0,0,0,hot
1,0,0,0,1,3,1,0,0,0,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
3,8,0,0,15,14,9,0,0,10,0,8,cold
3,12,0,0,27,21,15,0,0,15,0,12,cold
2,8,0,0,13,13,10,0,0,8,0,8,hot
2,12,0,0,25,20,16,0,0,13,0,12,hot
2,5,1,0,60,34,8,0,3,27,4,4,cold
2,4,1,0,26,19,6,0,2,14,2,4,cold
2,5,1,0,58,33,8,0,3,26,4,4,cold
2,4,1,0,24,18,6,0,2,13,2,4,cold
1,0,1,0,5,4,0,0,0,2,0,0,hot
2,1,0,0,4,5,2,0,0,1,0,0,hot
14,15,3,1,63,42,18,0,3,32,4,8,cold
13,14,2,1,53,35,16,0,2,28,2,8,cold
13,13,1,1,48,31,15,0,1,25,1,7,cold
1,6,0,1,39,20,7,0,1,16,2,0,cold
0,5,0,1,36,18,6,0,1,15,1,0,cold
1,1,1,0,3,4,1,0,0,2,0,1,hot
6,0,1,0,15,11,1,0,0,4,1,0,hot
3,0,0,0,9,6,1,0,0,2,0,0,hot
0,0,0,0,8,7,3,0,1,2,2,0,hot
0,0,0,0,8,6,3,0,1,2,1,0,hot
0,0,0,1,18,12,4,0,3,5,4,0,cold
0,0,0,1,18,11,4,0,3,5,3,0,cold
0,0,0,1,14,9,3,0,2,4,2,0,cold
0,0,0,0,10,7,3,0,1,3,1,0,hot
15,4,2,0,52,30,10,0,1,20,2,1,cold
14,2,1,0,45,26,8,0,1,17,2,0,cold
4,2,0,0,11,9,3,0,0,4,0,0,hot
9,0,4,0,26,20,3,0,0,7,1,0,cold
9,3,1,0,24,16,4,0,0,11,0,1,cold
12,2,3,0,30,23,3,0,0,8,1,0,cold
9,3,1,0,24,16,4,0,0,11,0,1,cold
4,3,0,1,18,15,5,0,2,6,4,1,cold
3,2,0,1,17,13,4,0,2,5,4,0,cold
6,3,0,2,24,18,5,0,3,8,4,1,cold
5,2,0,2,23,16,4,0,3,7,4,0,cold
4,1,0,2,16,14,3,0,3,6,4,1,cold
3,0,0,2,15,12,2,0,3,5,4,0,cold
9,3,1,0,24,16,4,0,0,11,0,1,cold
2,1,1,0,6,6,2,0,0,2,0,1,hot
2,0,0,0,7,5,2,0,0,2,0,0,hot
21,10,5,0,69,40,12,0,0,30,1,5,cold
1,0,0,0,4,4,1,0,0,1,0,0,hot
2,1,0,0,10,7,3,0,0,2,0,0,hot
1,0,0,0,18,12,3,0,2,5,3,0,hot
0,0,0,0,7,6,2,0,1,2,1,0,hot
1,0,0,0,23,14,5,0,2,5,3,0,hot
0,0,0,0,11,8,4,0,1,2,1,0,hot
4,6,0,2,18,15,7,0,2,6,3,1,cold
3,5,0,2,15,13,6,0,2,5,3,1,cold
2,3,0,2,11,10,4,0,2,3,3,0,cold
1,2,0,2,8,8,3,0,2,2,3,0,hot
1,0,0,0,4,4,1,0,0,1,0,0,hot
11,6,1,0,36,22,8,0,0,12,1,0,cold
10,4,1,0,32,18,5,0,0,11,0,0,cold
6,2,1,0,19,11,3,0,0,7,0,0,cold
8,2,1,0,23,14,4,0,0,9,0,0,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
7,2,1,0,22,12,3,0,0,9,0,0,cold
0,1,0,0,0,2,1,0,0,1,0,1,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
22,0,4,0,63,37,2,0,2,24,3,0,cold
16,0,3,0,44,26,2,0,1,17,1,0,cold
17,0,3,0,54,35,2,0,4,18,6,0,cold
16,0,3,0,49,31,2,0,3,17,4,0,cold
11,0,2,0,35,24,2,0,3,11,4,0,cold
10,0,2,0,30,20,2,0,2,10,2,0,cold
10,8,4,0,36,25,8,0,0,20,0,4,cold
11,2,4,0,92,51,9,0,6,32,9,1,cold
3,1,2,0,33,24,5,0,5,10,7,1,cold
3,1,2,0,26,19,5,0,3,8,4,1,cold
3,1,2,0,19,14,5,0,1,6,1,1,cold
0,0,1,0,27,21,4,0,6,10,9,0,cold
0,0,1,0,15,15,1,0,5,6,7,0,hot
0,0,1,0,10,10,1,0,3,4,4,0,hot
0,0,1,0,5,5,1,0,1,2,1,0,hot
1,0,1,0,5,4,1,0,0,1,0,0,hot
5,0,1,0,13,8,1,0,0,5,0,0,hot
6,0,1,0,17,10,2,0,0,6,0,0,hot
13,0,1,0,39,20,5,0,0,16,0,0,hot
0,1,1,0,15,13,3,0,3,6,5,0,cold
0,0,1,0,8,8,1,0,2,3,3,0,hot
0,1,0,0,16,12,3,0,3,6,4,0,hot
0,0,0,0,9,7,1,0,2,3,2,0,hot
3,0,4,0,14,11,3,0,0,7,0,0,hot
1,0,0,0,26,14,5,0,2,8,3,0,hot
0,0,0,0,8,6,2,0,1,2,1,0,hot
1,2,0,1,6,6,3,0,1,2,1,0,hot
0,1,0,1,3,4,2,0,1,1,1,0,hot
0,0,0,0,28,16,3,0,2,10,3,0,hot
0,0,0,0,10,7,2,0,1,3,1,0,hot
0,0,0,0,40,24,7,0,4,14,6,0,hot
0,0,0,0,18,14,4,0,3,6,4,0,hot
0,0,0,0,6,6,3,0,1,1,1,0,hot
0,5,0,0,2,7,5,0,0,6,0,5,hot
14,6,2,0,36,32,6,0,3,23,6,6,cold
15,6,2,0,37,31,6,0,3,23,5,6,cold
15,6,2,0,37,31,6,0,3,23,5,6,cold
16,6,2,0,38,30,6,0,3,23,4,6,cold
15,6,2,0,37,31,6,0,3,23,5,6,cold
16,6,2,0,38,30,6,0,3,23,4,6,cold
16,6,2,0,38,30,6,0,3,23,4,6,cold
17,6,2,0,39,29,6,0,3,23,3,6,cold
1,2,0,0,10,8,6,0,0,2,0,2,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
1,5,1,0,13,11,8,0,0,6,0,5,cold
0,1,0,0,8,5,2,0,0,3,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
4,0,0,0,13,9,4,0,0,2,0,0,hot
6,0,2,0,19,11,1,1,0,7,0,0,hot
4,0,0,0,15,10,5,0,0,2,0,0,hot
6,0,2,0,19,11,1,1,0,7,0,0,hot
8,0,1,1,29,17,5,0,1,7,2,0,cold
8,0,1,1,29,16,5,0,1,7,1,0,cold
31,36,1,0,128,75,37,0,2,56,3,0,cold
0,0,0,0,3,4,1,0,1,1,1,0,hot
16,7,0,0,32,25,7,0,0,18,1,4,cold
5,0,2,0,16,10,1,1,0,6,0,0,hot
3,3,0,0,6,7,3,0,0,3,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
3,4,0,0,35,18,9,0,0,15,0,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
0,2,0,0,5,5,3,0,1,2,1,0,hot
0,4,0,0,11,9,5,0,2,5,2,0,cold
0,7,0,0,26,17,8,0,3,12,3,0,cold
0,8,0,0,32,20,9,0,4,14,4,0,cold
0,9,0,0,30,20,10,0,4,14,4,0,cold
0,6,0,0,12,10,6,0,0,9,0,3,hot
9,0,2,3,19,17,0,0,3,7,3,0,cold
8,0,2,3,18,16,0,0,3,7,3,0,cold
7,0,2,2,15,14,0,0,2,6,2,0,cold
8,0,2,3,18,16,0,0,3,7,3,0,cold
7,0,2,3,17,15,0,0,3,7,3,0,cold
6,0,2,2,14,13,0,0,2,6,2,0,cold
5,0,0,2,28,19,3,0,4,9,6,0,cold
5,0,0,2,28,18,3,0,4,9,5,0,cold
3,0,0,1,12,9,1,0,2,4,2,0,cold
2,0,0,1,5,5,1,0,1,1,1,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,0,0,0,6,5,3,0,0,0,0,0,hot
2,0,0,0,4,4,1,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
4,0,1,0,11,8,2,0,0,3,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
0,2,0,0,0,3,2,0,0,2,0,2,hot
2,2,1,0,9,8,4,0,0,3,0,2,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
2,0,0,0,8,5,2,0,0,2,0,0,hot
4,0,0,1,12,7,1,0,1,4,1,0,hot
5,0,0,2,17,10,1,0,2,6,2,0,cold
6,0,0,3,20,12,1,0,3,7,3,0,cold
7,0,0,4,23,14,1,0,4,8,4,0,cold
5,0,0,4,18,12,1,0,4,6,4,0,cold
1,0,0,0,6,4,1,0,0,2,0,0,hot
17,0,0,2,60,33,2,0,4,25,5,0,cold
16,0,0,2,56,31,2,0,4,23,5,0,cold
15,0,0,2,59,31,2,0,4,24,4,0,cold
14,0,0,2,55,29,2,0,4,22,4,0,cold
12,0,0,2,47,25,2,0,3,19,3,0,cold
11,0,0,2,43,23,2,0,3,17,3,0,cold
11,0,0,2,43,26,2,0,4,18,5,0,cold
10,0,0,2,39,24,2,0,4,16,5,0,cold
9,0,0,2,42,24,2,0,4,17,4,0,cold
8,0,0,2,38,22,2,0,4,15,4,0,cold
6,0,0,2,30,18,2,0,3,12,3,0,cold
5,0,0,2,26,16,2,0,3,10,3,0,cold
1,0,0,0,8,7,2,0,1,2,2,0,hot
3,0,0,1,14,11,2,0,3,4,4,0,cold
3,0,0,1,14,10,2,0,3,4,3,0,cold
2,0,0,0,11,9,2,0,2,3,3,0,hot
1,0,0,0,8,7,2,0,1,2,2,0,hot
2,0,0,0,9,6,2,0,1,2,1,0,hot
1,0,0,0,8,7,2,0,1,2,2,0,hot
2,0,0,0,9,6,2,0,1,2,1,0,hot
9,0,1,5,36,24,3,0,7,12,7,0,cold
9,0,1,5,35,23,3,0,7,11,7,0,cold
8,0,1,4,32,21,3,0,6,10,6,0,cold
7,0,1,3,28,19,3,0,5,9,5,0,cold
9,0,1,5,35,23,3,0,7,11,7,0,cold
9,0,1,5,34,22,3,0,7,10,7,0,cold
8,0,1,4,31,20,3,0,6,9,6,0,cold
7,0,1,3,27,18,3,0,5,8,5,0,cold
8,0,1,4,32,21,3,0,6,10,6,0,cold
8,0,1,4,31,20,3,0,6,9,6,0,cold
7,0,1,3,28,18,3,0,5,8,5,0,cold
6,0,1,2,24,16,3,0,4,7,4,0,cold
2,0,0,3,16,13,3,0,5,4,5,0,cold
2,0,0,3,15,12,3,0,5,3,5,0,hot
1,0,0,2,12,10,3,0,4,2,4,0,hot
0,0,0,1,8,8,3,0,3,1,3,0,hot
2,0,0,2,15,12,3,0,4,4,4,0,cold
2,0,0,2,14,11,3,0,4,3,4,0,hot
1,0,0,1,11,9,3,0,3,2,3,0,hot
0,0,0,0,7,7,3,0,2,1,2,0,hot
1,1,0,0,8,5,3,0,0,2,0,0,hot
1,1,0,0,8,5,3,0,0,2,0,0,hot
2,0,0,0,4,4,1,0,0,1,0,0,hot
12,0,1,3,34,21,2,0,3,12,4,0,cold
2,0,0,2,8,7,2,0,2,2,2,0,hot
0,0,0,1,3,4,2,0,1,0,1,0,hot
2,0,0,0,4,4,1,0,0,1,0,0,hot
13,0,1,3,38,23,2,0,3,14,4,0,cold
3,0,0,2,10,8,2,0,2,3,2,0,hot
0,0,0,1,3,4,2,0,1,0,1,0,hot
1,0,0,0,2,4,1,0,0,0,1,0,hot
0,0,0,0,3,3,1,0,0,1,0,0,hot
2,0,0,2,10,9,1,0,3,3,4,0,hot
2,0,0,2,10,8,1,0,3,3,3,0,hot
1,0,0,2,7,6,1,0,2,2,2,0,hot
0,0,0,1,4,4,1,0,1,1,1,0,hot
3,0,1,0,9,6,0,0,0,4,0,0,hot
0,0,0,0,2,3,1,0,1,0,1,0,hot
1,0,0,1,5,5,1,0,2,1,2,0,hot
4,0,0,2,13,9,1,0,3,4,3,0,cold
3,0,0,2,10,8,1,0,3,3,3,0,hot
0,0,0,0,4,4,1,0,1,1,1,0,hot
4,0,0,1,18,12,1,0,3,6,4,0,cold
7,0,0,2,30,19,1,0,5,10,7,0,cold
4,0,0,1,21,14,1,0,4,7,5,0,cold
1,0,0,0,9,7,1,0,2,3,2,0,hot
2,3,1,0,10,9,5,0,0,4,0,3,hot
2,1,0,0,7,6,3,0,0,1,0,0,hot
1,1,0,1,7,7,3,0,1,1,2,0,hot
1,1,0,1,7,7,3,0,1,1,2,0,hot
10,3,1,1,34,19,4,0,1,14,1,1,cold
10,3,1,1,34,19,4,0,1,14,1,1,cold
10,0,1,0,24,13,1,0,0,10,0,0,hot
11,2,2,0,29,19,3,0,0,11,1,0,cold
6,0,1,0,15,10,1,0,0,6,0,0,hot
1,1,0,0,2,3,1,0,0,2,0,1,hot
1,2,0,0,8,7,5,0,0,2,0,2,hot
0,2,0,0,8,5,4,0,0,3,0,0,hot
0,1,0,0,4,3,2,0,0,2,0,0,hot
1,4,0,1,20,13,6,0,2,7,3,0,cold
1,4,0,1,20,12,6,0,2,7,2,0,cold
0,2,0,0,12,8,4,0,1,4,1,0,cold
6,2,1,0,20,11,3,0,0,8,0,0,cold
2,1,3,0,10,9,3,0,0,6,0,1,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
2,0,1,0,5,5,0,0,0,2,0,0,hot
2,0,0,0,3,4,1,0,0,1,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
2,0,1,0,5,5,0,0,0,2,0,0,hot
0,0,0,0,7,5,2,0,0,2,0,0,hot
3,0,1,0,42,24,2,0,3,16,4,0,cold
3,0,1,0,40,23,2,0,3,15,4,0,cold
1,0,1,0,20,13,2,0,1,8,1,0,hot
8,0,1,0,28,18,3,0,0,10,0,0,hot
2,0,1,0,10,8,1,0,0,4,0,0,hot
1,1,0,0,3,4,2,0,0,1,0,1,hot
4,1,3,0,14,10,1,0,0,6,0,1,hot
1,2,0,1,9,7,3,0,1,3,2,0,hot
0,1,0,1,6,5,2,0,1,2,1,0,hot
1,2,0,0,15,9,5,0,0,5,0,0,hot
3,2,2,0,13,10,3,0,0,5,0,1,cold
1,0,1,0,3,3,0,0,0,1,0,0,hot
0,3,0,1,23,13,7,0,2,8,2,0,cold
0,6,0,2,43,23,12,0,4,15,5,0,cold
0,4,0,1,31,18,8,0,3,11,4,0,cold
0,1,0,0,11,8,3,0,1,4,1,0,hot
3,3,2,0,15,12,5,0,0,5,1,2,cold
1,0,0,0,4,4,1,0,0,1,0,0,hot
1,1,0,0,4,4,2,0,0,1,0,0,hot
0,0,0,0,3,4,3,0,0,0,0,0,hot
0,0,0,0,5,6,5,0,0,0,0,0,hot
0,0,0,0,2,3,2,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
0,0,0,0,1,2,1,0,0,0,0,0,hot
2,0,1,1,11,8,2,0,1,3,1,0,hot
3,0,1,2,16,11,2,0,2,5,2,0,cold
8,0,2,2,27,17,2,1,2,10,2,0,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,0,0,0,0,1,0,0,0,0,0,0,hot
1,2,0,0,14,9,6,0,0,4,0,1,hot
3,4,2,0,24,17,6,0,2,11,3,1,cold
1,2,1,0,8,7,2,0,1,5,1,1,hot
2,2,0,0,7,6,3,0,0,2,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
1,1,0,0,5,5,3,0,0,1,0,1,hot
1,0,0,0,24,12,2,0,0,9,0,0,hot
1,0,0,0,3,4,2,0,0,0,0,0,hot
1,0,0,0,4,4,2,0,0,0,0,0,hot
1,0,0,0,28,16,4,0,2,9,3,0,hot
1,0,0,0,15,10,2,0,1,5,1,0,hot
4,0,1,0,44,22,4,0,2,13,3,0,cold
4,0,1,0,25,14,2,0,1,7,1,0,cold
1,0,1,0,18,12,3,0,2,6,3,0,cold
0,0,1,0,10,7,2,0,1,3,1,0,hot
2,0,1,0,7,6,1,0,0,2,0,0,hot
5,0,2,1,29,19,2,1,3,10,4,0,cold
0,0,0,1,17,12,2,0,3,5,4,0,hot
5,0,2,1,23,15,2,1,2,8,2,0,cold
0,0,0,1,11,8,2,0,2,3,2,0,hot
0,0,0,0,68,34,10,0,5,24,7,0,hot
0,0,0,0,61,30,10,0,4,22,5,0,hot
0,0,0,0,36,22,2,0,5,12,7,0,hot
0,0,0,0,29,18,2,0,4,10,5,0,hot
0,0,0,0,12,9,2,0,1,5,1,0,hot
14,4,3,1,59,36,8,0,2,21,2,0,cold
16,4,3,1,76,43,8,0,2,28,2,0,cold
13,3,2,1,54,33,7,0,2,19,2,0,cold
15,3,2,1,71,40,7,0,2,26,2,0,cold
2,1,1,0,12,10,2,0,0,5,1,0,hot
1,0,0,0,4,4,1,0,0,1,0,0,hot
1,1,1,0,3,4,1,0,0,2,0,1,hot
1,2,0,0,8,7,5,0,0,2,0,2,hot
0,5,0,0,22,13,7,0,1,9,2,2,cold
0,2,0,0,10,7,3,0,1,4,1,1,hot
0,1,0,0,6,6,4,0,1,1,1,0,hot
1,7,0,0,39,22,12,0,3,14,4,2,cold
1,2,0,0,15,10,5,0,2,4,2,0,cold
1,0,0,0,2,3,1,0,0,0,0,0,hot
0,1,0,0,3,3,2,0,0,1,0,0,hot
1,2,0,0,6,6,4,0,0,2,0,2,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
10,0,1,0,25,13,1,0,0,10,0,0,hot
7,1,1,0,13,11,1,0,0,6,0,0,hot
46,19,8,0,109,83,20,0,2,57,4,8,cold
40,17,7,0,85,69,17,0,1,47,2,8,cold
1,0,0,0,4,4,1,0,0,1,0,0,hot
1,0,0,0,0,3,0,0,0,0,1,0,hot
0,0,0,0,3,3,1,0,0,1,0,0,hot
1,1,1,0,13,9,5,0,0,3,0,0,hot
2,0,1,0,7,6,0,0,1,3,1,0,hot
5,0,2,0,13,11,0,0,1,5,1,0,cold
2,0,0,0,5,6,1,0,1,1,2,0,hot
4,0,0,0,22,15,2,0,3,7,4,0,hot
3,0,0,0,12,9,1,0,2,4,2,0,hot
19,5,2,0,60,35,10,0,0,22,1,3,cold
2,0,0,0,6,5,1,0,0,2,0,0,hot
9,1,1,1,20,16,3,0,1,6,2,0,cold
8,1,1,1,19,15,3,0,1,6,2,0,cold
0,0,0,0,3,3,1,0,0,1,0,0,hot
6,2,1,0,22,16,3,0,2,8,3,0,cold
1,1,0,0,6,6,2,0,1,2,1,0,hot
5,1,0,1,9,9,2,0,1,2,1,0,hot
4,1,0,1,8,8,2,0,1,2,1,0,hot
15,2,1,1,35,23,5,0,1,11,1,0,cold
14,2,1,1,34,22,5,0,1,11,1,0,cold
10,2,2,0,32,21,3,0,2,12,3,0,cold
1,1,0,0,6,6,2,0,1,2,1,0,hot
8,1,0,1,25,21,3,0,3,7,5,0,cold
7,1,0,1,24,20,3,0,3,7,5,0,cold
5,1,0,1,17,15,3,0,2,6,3,0,cold
4,1,0,1,16,14,3,0,2,6,3,0,cold
6,2,0,1,19,17,3,0,3,5,4,1,cold
5,2,0,1,18,16,3,0,3,5,4,1,cold
3,2,0,1,11,11,3,0,2,4,2,1,cold
2,2,0,1,10,10,3,0,2,4,2,1,cold
5,1,0,1,13,13,3,0,1,4,2,0,cold
4,1,0,1,12,12,3,0,1,4,2,0,cold
4,2,0,1,9,10,3,0,1,3,1,1,cold
3,2,0,1,8,9,3,0,1,3,1,1,cold
1,2,0,0,20,13,4,0,2,6,3,0,cold
0,1,0,0,7,6,3,0,1,2,1,0,hot
2,0,0,0,9,7,4,0,0,0,0,0,hot
13,0,2,0,27,18,1,0,0,11,1,0,hot
6,0,2,0,17,11,1,1,0,6,0,0,hot
9,0,0,0,15,13,3,0,0,2,0,0,hot
6,1,1,1,16,12,2,0,1,6,2,0,cold
5,1,1,1,15,11,2,0,1,6,2,0,cold
2,0,0,0,7,5,1,0,0,2,0,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
7,1,1,1,18,13,2,0,1,7,2,0,cold
6,1,1,1,17,12,2,0,1,7,2,0,cold
2,0,0,0,7,5,1,0,0,2,0,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
0,0,0,0,2,3,1,0,1,0,1,0,hot
1,0,0,0,3,5,1,0,1,0,2,0,hot
2,0,0,0,6,5,1,0,0,2,0,0,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
0,1,0,0,0,2,1,0,0,1,0,1,hot
2,3,0,0,10,9,6,0,0,3,0,3,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,2,3,2,0,0,1,0,1,hot
0,1,0,0,4,5,1,0,1,2,2,0,hot
0,2,0,0,6,5,2,0,1,3,1,0,hot
0,1,0,0,2,2,1,0,0,1,0,0,hot
4,4,0,1,30,21,6,0,3,12,5,0,cold
3,2,0,1,15,13,3,0,2,7,3,0,cold
2,4,0,1,28,19,6,0,3,11,5,0,cold
1,2,0,1,13,11,3,0,2,6,3,0,cold
1,0,0,0,6,5,1,0,0,2,0,0,hot
4,4,2,1,28,21,5,0,3,13,5,0,cold
2,2,0,1,10,9,2,0,2,5,2,0,hot
2,4,2,1,26,19,5,0,3,12,5,0,cold
0,2,0,1,8,7,2,0,2,4,2,0,hot
13,1,2,0,38,20,3,1,0,16,0,0,cold
5,10,1,1,57,34,15,0,3,24,5,1,cold
2,4,1,1,21,15,5,0,2,10,2,1,cold
3,10,1,1,55,32,15,0,3,23,5,1,cold
0,4,1,1,19,13,5,0,2,9,2,1,cold
15,8,1,0,77,44,14,0,2,31,6,0,cold
12,2,1,0,41,25,4,0,1,17,3,0,cold
15,8,1,0,77,44,14,0,2,31,6,0,cold
12,2,1,0,41,25,4,0,1,17,3,0,cold
15,8,1,0,77,43,14,0,2,31,5,0,cold
12,2,1,0,41,24,4,0,1,17,2,0,cold
1,0,0,0,2,3,0,0,1,1,1,0,hot
4,7,0,1,30,23,8,0,4,14,6,0,cold
3,3,0,1,14,12,3,0,3,7,3,0,cold
2,7,0,1,28,21,8,0,4,13,6,0,cold
1,3,0,1,12,10,3,0,3,6,3,0,cold
13,7,1,0,56,35,10,0,2,24,5,0,cold
12,3,1,0,40,24,5,0,1,17,2,0,cold
1,0,0,0,2,3,0,0,1,1,1,0,hot
4,7,0,1,30,23,8,0,4,14,6,0,cold
3,3,0,1,14,12,3,0,3,7,3,0,cold
2,7,0,1,28,21,8,0,4,13,6,0,cold
1,3,0,1,12,10,3,0,3,6,3,0,cold
13,7,1,0,56,35,10,0,2,24,5,0,cold
12,3,1,0,40,24,5,0,1,17,2,0,cold
3,4,0,1,26,19,6,0,3,10,5,0,cold
2,2,0,1,12,10,3,0,2,5,2,0,cold
1,4,0,1,24,17,6,0,3,9,5,0,cold
0,2,0,1,10,8,3,0,2,4,2,0,cold
13,4,1,0,53,32,7,0,2,21,5,0,cold
12,2,1,0,39,23,4,0,1,16,2,0,cold
4,4,1,0,18,18,6,0,1,7,3,1,cold
1,0,0,0,4,5,2,0,1,1,1,0,hot
1,0,1,0,7,5,1,1,0,2,0,0,hot
0,0,0,0,5,4,1,1,0,1,0,0,hot
5,4,0,0,11,13,5,0,1,5,2,0,cold
1,0,0,0,3,4,1,0,1,1,1,0,hot
9,0,2,0,25,14,1,1,0,8,0,0,hot
1,3,1,0,5,6,3,0,0,4,0,2,hot
1,0,0,0,2,3,1,0,0,0,0,0,hot
0,0,1,0,19,11,3,0,2,6,3,0,cold
0,0,1,0,9,6,1,0,1,3,1,0,hot
0,0,0,0,17,11,4,0,2,5,3,0,hot
0,0,0,0,7,6,2,0,1,2,1,0,hot
1,0,0,0,27,15,4,0,2,9,3,0,hot
0,0,0,0,9,7,2,0,1,3,1,0,hot
0,0,0,0,80,40,15,0,6,28,9,0,hot
0,0,0,0,40,23,7,0,5,13,7,0,hot
0,0,0,0,70,35,13,0,5,25,7,0,hot
0,0,0,0,30,18,5,0,4,10,5,0,hot
0,0,0,0,13,9,3,0,1,5,1,0,hot
1,0,0,0,39,22,6,0,4,13,6,0,hot
0,0,0,0,22,14,3,0,3,7,4,0,hot
0,0,0,0,8,6,2,0,1,2,1,0,hot
1,0,1,0,29,18,5,0,4,8,6,0,cold
0,0,1,0,17,12,3,0,3,4,4,0,cold
0,0,1,0,10,7,3,0,1,2,1,0,hot
1,0,1,0,17,11,3,0,2,5,3,0,cold
0,0,1,0,8,6,2,0,1,2,1,0,hot
1,0,0,0,19,12,3,0,2,6,3,0,hot
0,0,0,0,8,6,2,0,1,2,1,0,hot
1,0,1,0,10,6,2,0,0,2,0,0,hot
0,0,0,0,42,24,8,0,4,14,6,0,hot
0,0,0,0,26,17,6,0,3,9,4,0,hot
0,0,0,0,12,9,4,0,1,4,1,0,hot
2,13,0,1,6,19,13,0,1,16,2,13,cold
3,13,0,2,11,22,13,0,2,18,3,13,cold
3,13,0,2,11,21,13,0,2,18,2,13,cold
3,0,0,1,10,10,3,0,2,2,3,0,hot
1,0,0,1,8,7,3,0,2,1,2,0,hot
9,0,1,1,24,15,3,0,1,8,1,0,cold
0,14,0,0,0,15,14,0,0,14,0,14,hot
3,3,2,0,11,10,4,0,0,5,0,3,cold
5,3,1,0,26,15,6,0,1,7,1,0,cold
3,2,0,0,18,11,5,0,1,5,1,0,cold
6,9,5,0,26,22,10,0,0,14,0,9,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
0,1,0,0,4,4,3,0,0,1,0,1,hot
10,2,1,2,37,24,6,0,3,12,4,0,cold
2,2,0,2,20,15,6,0,3,5,4,0,cold
9,2,1,2,33,23,6,0,3,11,4,0,cold
1,2,0,2,16,14,6,0,3,4,4,0,cold
10,2,1,2,38,23,6,0,3,12,3,0,cold
2,2,0,2,21,14,6,0,3,5,3,0,cold
9,2,1,2,34,22,6,0,3,11,3,0,cold
1,2,0,2,17,13,6,0,3,4,3,0,cold
9,2,1,1,27,17,5,0,1,9,1,0,cold
1,2,0,1,10,8,5,0,1,2,1,0,hot
0,1,0,0,4,3,2,0,0,1,0,0,hot
10,2,1,2,37,24,6,0,3,12,4,0,cold
2,2,0,2,20,15,6,0,3,5,4,0,cold
9,2,1,2,33,23,6,0,3,11,4,0,cold
1,2,0,2,16,14,6,0,3,4,4,0,cold
10,2,1,2,38,23,6,0,3,12,3,0,cold
2,2,0,2,21,14,6,0,3,5,3,0,cold
9,2,1,2,34,22,6,0,3,11,3,0,cold
1,2,0,2,17,13,6,0,3,4,3,0,cold
0,1,0,0,4,3,2,0,0,1,0,0,hot
10,2,1,2,37,24,6,0,3,12,4,0,cold
2,2,0,2,20,15,6,0,3,5,4,0,cold
9,2,1,2,33,23,6,0,3,11,4,0,cold
1,2,0,2,16,14,6,0,3,4,4,0,cold
10,2,1,2,38,23,6,0,3,12,3,0,cold
2,2,0,2,21,14,6,0,3,5,3,0,cold
