@relation observations_10.arff_clustered

@attribute Instance_number numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute GOTO numeric
@attribute LOCALS numeric
@attribute EQUAL numeric
@attribute IF numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}
@attribute Cluster {cluster0,cluster1}

@data
410,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
411,0,1,0,7,1,3,6,0,2,0,1,2,?,cluster0
412,0,1,0,3,0,1,2,0,1,0,1,1,?,cluster0
413,0,0,0,2,1,0,0,0,0,0,0,0,?,cluster0
414,0,1,0,3,1,0,1,0,0,0,0,0,?,cluster0
415,0,3,0,5,1,0,6,0,0,0,0,0,?,cluster0
416,0,0,0,2,1,0,0,0,0,0,0,0,?,cluster0
417,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
418,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
419,0,13,0,29,6,6,37,0,3,0,6,9,?,cluster1
420,0,13,0,28,6,5,38,0,3,0,6,9,?,cluster1
421,0,13,0,28,6,5,38,0,3,0,6,9,?,cluster1
422,0,13,0,27,6,4,39,0,3,0,6,9,?,cluster1
423,0,13,0,28,6,5,38,0,3,0,6,9,?,cluster1
424,0,13,0,27,6,4,39,0,3,0,6,9,?,cluster1
425,0,13,0,27,6,4,39,0,3,0,6,9,?,cluster1
426,0,13,0,26,6,3,40,0,3,0,6,9,?,cluster1
427,0,5,0,7,1,0,12,0,0,0,0,0,?,cluster0
428,0,3,0,5,1,0,8,0,0,0,0,0,?,cluster0
429,0,1,1,7,4,0,11,0,0,0,0,4,?,cluster0
430,0,12,8,131,110,0,70,0,0,10,12,41,?,cluster1
431,0,5,0,10,3,1,14,0,1,0,2,3,?,cluster0
432,0,4,0,7,1,1,8,0,1,0,1,2,?,cluster0
433,0,5,0,10,3,1,14,0,1,0,2,3,?,cluster0
434,0,4,0,7,1,1,8,0,1,0,1,2,?,cluster0
435,0,2,2,23,15,1,37,0,0,0,1,16,?,cluster0
436,0,1,0,7,3,1,9,0,0,0,0,3,?,cluster0
437,0,1,0,6,3,0,9,0,0,0,0,3,?,cluster0
438,0,14,1,24,7,1,30,0,1,11,11,16,?,cluster0
439,0,13,1,23,7,1,29,0,1,10,10,15,?,cluster0
440,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
441,0,3,0,10,4,2,10,2,2,0,2,3,?,cluster1
442,0,3,0,9,3,2,9,2,2,0,2,3,?,cluster1
443,0,3,0,9,3,2,10,2,2,0,2,3,?,cluster1
444,0,3,0,8,2,2,9,2,2,0,2,3,?,cluster1
445,0,6,2,23,10,2,41,2,2,0,1,15,?,cluster1
446,0,6,2,20,7,2,34,2,2,0,1,13,?,cluster1
447,0,6,2,16,4,1,26,1,1,0,1,10,?,cluster0
448,1,2,2,12,6,0,21,0,0,0,1,8,?,cluster0
449,0,2,1,6,1,0,10,0,0,0,1,4,?,cluster0
450,1,1,1,5,1,0,7,0,0,0,0,2,?,cluster0
451,0,2,1,6,1,1,6,0,0,0,1,2,?,cluster0
452,1,1,1,5,1,0,7,0,0,0,0,2,?,cluster0
453,0,2,1,6,1,1,6,0,0,0,1,2,?,cluster0
454,1,1,1,5,1,0,7,0,0,0,0,2,?,cluster0
455,0,2,1,6,1,1,6,0,0,0,1,2,?,cluster0
456,1,1,1,5,1,0,7,0,0,0,0,2,?,cluster0
457,0,2,1,6,1,1,6,0,0,0,1,2,?,cluster0
458,1,1,1,5,1,0,7,0,0,0,0,2,?,cluster0
459,0,2,3,32,18,3,58,0,2,0,0,23,?,cluster1
460,0,1,2,20,12,1,36,0,1,0,0,15,?,cluster0
461,0,1,0,8,3,2,10,1,1,0,0,4,?,cluster0
462,0,1,0,11,4,3,14,2,2,0,0,6,?,cluster1
463,0,1,0,14,6,4,19,3,3,0,0,8,?,cluster1
464,1,1,2,20,12,3,32,3,3,0,0,13,?,cluster1
465,0,2,0,5,1,1,3,0,0,0,0,0,?,cluster0
466,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
467,0,6,0,13,1,2,13,0,1,1,6,7,?,cluster0
468,0,3,0,9,0,2,9,0,1,0,3,4,?,cluster0
469,1,1,0,4,0,0,5,0,0,0,0,1,?,cluster0
470,0,1,0,3,1,0,1,0,0,0,0,0,?,cluster0
471,0,3,1,6,1,0,3,0,0,3,3,4,?,cluster0
472,0,6,0,8,1,0,12,0,0,0,0,0,?,cluster0
473,0,6,0,16,6,3,22,0,3,0,2,6,?,cluster1
474,0,6,0,14,4,3,20,0,3,0,2,5,?,cluster1
475,0,6,0,13,3,3,15,0,3,0,2,4,?,cluster1
476,0,6,0,11,1,3,13,0,3,0,2,3,?,cluster1
477,0,5,0,11,3,2,12,0,2,0,1,3,?,cluster0
478,0,5,0,9,1,2,10,0,2,0,1,2,?,cluster0
479,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
480,0,0,0,2,1,0,0,0,0,0,0,0,?,cluster0
481,0,1,0,3,1,0,1,0,0,0,0,0,?,cluster0
482,0,1,0,3,1,0,1,0,0,0,0,0,?,cluster0
483,0,3,0,5,1,0,6,0,0,0,0,0,?,cluster0
484,0,9,0,14,3,0,15,0,0,8,8,10,?,cluster0
485,0,15,0,21,3,0,27,0,0,12,12,15,?,cluster0
486,0,10,0,13,2,0,13,0,0,8,8,8,?,cluster0
487,0,16,0,20,2,0,25,0,0,12,12,13,?,cluster0
488,0,8,1,34,2,4,60,0,3,4,5,27,?,cluster1
489,0,6,1,19,2,2,26,0,2,4,4,14,?,cluster0
490,0,8,1,33,2,4,58,0,3,4,5,26,?,cluster1
491,0,6,1,18,2,2,24,0,2,4,4,13,?,cluster0
492,0,0,1,4,1,0,5,0,0,0,0,2,?,cluster0
493,0,2,0,5,2,0,4,0,0,0,1,1,?,cluster0
494,0,18,3,42,14,4,63,1,3,8,15,32,?,cluster1
495,0,16,2,35,13,2,53,1,2,8,14,28,?,cluster1
496,0,15,1,31,13,1,48,1,1,7,13,25,?,cluster1
497,0,7,0,20,1,2,39,1,1,0,6,16,?,cluster0
498,0,6,0,18,0,1,36,1,1,0,5,15,?,cluster0
499,0,1,1,4,1,0,3,0,0,1,1,2,?,cluster0
500,0,1,1,11,6,1,15,0,0,0,0,4,?,cluster0
501,0,1,0,6,3,0,9,0,0,0,0,2,?,cluster0
502,0,3,0,7,0,2,8,0,1,0,0,2,?,cluster0
503,0,3,0,6,0,1,8,0,1,0,0,2,?,cluster0
504,0,4,0,12,0,4,18,1,3,0,0,5,?,cluster1
505,0,4,0,11,0,3,18,1,3,0,0,5,?,cluster1
506,0,3,0,9,0,2,14,1,2,0,0,4,?,cluster0
507,0,3,0,7,0,1,10,0,1,0,0,3,?,cluster0
508,0,10,2,30,15,2,52,0,1,1,4,20,?,cluster0
509,0,8,1,26,14,2,45,0,1,0,2,17,?,cluster0
510,0,3,0,9,4,0,11,0,0,0,2,4,?,cluster0
511,0,3,4,20,9,1,26,0,0,0,0,7,?,cluster0
512,0,4,1,16,9,0,24,0,0,1,3,11,?,cluster0
513,0,3,3,23,12,1,30,0,0,0,2,8,?,cluster0
514,0,4,1,16,9,0,24,0,0,1,3,11,?,cluster0
515,0,5,0,15,4,4,18,1,2,1,3,6,?,cluster1
516,0,4,0,13,3,4,17,1,2,0,2,5,?,cluster1
517,0,5,0,18,6,4,24,2,3,1,3,8,?,cluster1
518,0,4,0,16,5,4,23,2,3,0,2,7,?,cluster1
519,0,3,0,14,4,4,16,2,3,1,1,6,?,cluster1
520,0,2,0,12,3,4,15,2,3,0,0,5,?,cluster1
521,0,4,1,16,9,0,24,0,0,1,3,11,?,cluster0
522,0,2,1,6,2,0,6,0,0,1,1,2,?,cluster0
523,0,2,0,5,2,0,7,0,0,0,0,2,?,cluster0
524,0,12,5,40,21,1,69,0,0,5,10,30,?,cluster0
525,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
526,0,3,0,7,2,0,10,0,0,0,1,2,?,cluster0
527,0,3,0,12,1,3,18,0,2,0,0,5,?,cluster0
528,0,2,0,6,0,1,7,0,1,0,0,2,?,cluster0
529,0,5,0,14,1,3,23,0,2,0,0,5,?,cluster0
530,0,4,0,8,0,1,11,0,1,0,0,2,?,cluster0
531,0,7,0,15,4,3,18,2,2,1,6,6,?,cluster1
532,0,6,0,13,3,3,15,2,2,1,5,5,?,cluster1
533,0,4,0,10,2,3,11,2,2,0,3,3,?,cluster1
534,0,3,0,8,1,3,8,2,2,0,2,2,?,cluster1
535,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
536,0,8,1,22,11,1,36,0,0,0,6,12,?,cluster0
537,0,5,1,18,10,0,32,0,0,0,4,11,?,cluster0
538,0,3,1,11,6,0,19,0,0,0,2,7,?,cluster0
539,0,4,1,14,8,0,23,0,0,0,2,9,?,cluster0
540,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
541,0,3,1,12,7,0,22,0,0,0,2,9,?,cluster0
542,0,1,0,2,0,0,0,0,0,1,1,1,?,cluster0
543,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
544,0,2,4,37,22,3,63,0,2,0,0,24,?,cluster1
545,0,2,3,26,16,1,44,0,1,0,0,17,?,cluster0
546,0,2,3,35,17,6,54,0,4,0,0,18,?,cluster1
547,0,2,3,31,16,4,49,0,3,0,0,17,?,cluster1
548,0,2,2,24,11,4,35,0,3,0,0,11,?,cluster1
549,0,2,2,20,10,2,30,0,2,0,0,10,?,cluster0
550,0,8,4,25,10,0,36,0,0,4,8,20,?,cluster0
551,0,9,4,51,11,9,92,0,6,1,2,32,?,cluster1
552,0,5,2,24,3,7,33,0,5,1,1,10,?,cluster1
553,0,5,2,19,3,4,26,0,3,1,1,8,?,cluster1
554,0,5,2,14,3,1,19,0,1,1,1,6,?,cluster0
555,0,4,1,21,0,9,27,0,6,0,0,10,?,cluster1
556,0,1,1,15,0,7,15,0,5,0,0,6,?,cluster1
557,0,1,1,10,0,4,10,0,3,0,0,4,?,cluster1
558,0,1,1,5,0,1,5,0,1,0,0,2,?,cluster0
559,0,1,1,4,1,0,5,0,0,0,0,1,?,cluster0
560,0,1,1,8,5,0,13,0,0,0,0,5,?,cluster0
561,0,2,1,10,6,0,17,0,0,0,0,6,?,cluster0
562,0,5,1,20,13,0,39,0,0,0,0,16,?,cluster0
563,0,3,1,13,0,5,15,0,3,0,1,6,?,cluster1
564,0,1,1,8,0,3,8,0,2,0,0,3,?,cluster0
565,0,3,0,12,0,4,16,0,3,0,1,6,?,cluster1
566,0,1,0,7,0,2,9,0,2,0,0,3,?,cluster0
567,0,3,4,11,3,0,14,0,0,0,0,7,?,cluster0
568,0,5,0,14,1,3,26,0,2,0,0,8,?,cluster1
569,0,2,0,6,0,1,8,0,1,0,0,2,?,cluster0
570,0,3,0,6,1,1,6,1,1,0,2,2,?,cluster0
571,0,2,0,4,0,1,3,1,1,0,1,1,?,cluster0
572,0,3,0,16,0,3,28,0,2,0,0,10,?,cluster1
573,0,2,0,7,0,1,10,0,1,0,0,3,?,cluster0
574,0,7,0,24,0,6,40,0,4,0,0,14,?,cluster1
575,0,4,0,14,0,4,18,0,3,0,0,6,?,cluster1
576,0,3,0,6,0,1,6,0,1,0,0,1,?,cluster0
577,0,5,0,7,0,0,2,0,0,5,5,6,?,cluster0
578,0,6,2,32,14,6,36,0,3,6,6,23,?,cluster1
579,0,6,2,31,15,5,37,0,3,6,6,23,?,cluster1
580,0,6,2,31,15,5,37,0,3,6,6,23,?,cluster1
581,0,6,2,30,16,4,38,0,3,6,6,23,?,cluster1
582,0,6,2,31,15,5,37,0,3,6,6,23,?,cluster1
583,0,6,2,30,16,4,38,0,3,6,6,23,?,cluster1
584,0,6,2,30,16,4,38,0,3,6,6,23,?,cluster1
585,0,6,2,29,17,3,39,0,3,6,6,23,?,cluster1
586,0,6,0,8,1,0,10,0,0,2,2,2,?,cluster0
587,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
588,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
589,0,8,1,11,1,0,13,0,0,5,5,6,?,cluster0
590,0,2,0,5,0,0,8,0,0,0,1,3,?,cluster0
591,0,3,0,5,1,0,6,0,0,0,0,0,?,cluster0
592,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
593,0,4,0,9,4,0,13,0,0,0,0,2,?,cluster0
594,1,1,2,11,6,0,19,0,0,0,0,7,?,cluster0
595,0,5,0,10,4,0,15,0,0,0,0,2,?,cluster0
596,1,1,2,11,6,0,19,0,0,0,0,7,?,cluster0
597,0,5,1,17,8,2,29,1,1,0,0,7,?,cluster0
598,0,5,1,16,8,1,29,1,1,0,0,7,?,cluster0
599,0,37,1,75,31,3,128,0,2,0,36,56,?,cluster1
600,0,1,0,4,0,1,3,0,1,0,0,1,?,cluster0
601,0,7,0,25,16,1,32,0,0,4,7,18,?,cluster0
602,1,1,2,10,5,0,16,0,0,0,0,6,?,cluster0
603,0,3,0,7,3,0,6,0,0,0,3,3,?,cluster0
604,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
605,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
606,0,9,0,18,3,0,35,0,0,0,4,15,?,cluster0
607,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
608,0,3,0,5,0,1,5,0,1,0,2,2,?,cluster0
609,0,5,0,9,0,2,11,0,2,0,4,5,?,cluster0
610,0,8,0,17,0,3,26,0,3,0,7,12,?,cluster1
611,0,9,0,20,0,4,32,0,4,0,8,14,?,cluster1
612,0,10,0,20,0,4,30,0,4,0,9,14,?,cluster1
613,0,6,0,10,0,0,12,0,0,3,6,9,?,cluster0
614,0,0,2,17,9,3,19,3,3,0,0,7,?,cluster1
615,0,0,2,16,8,3,18,3,3,0,0,7,?,cluster1
616,0,0,2,14,7,2,15,2,2,0,0,6,?,cluster1
617,0,0,2,16,8,3,18,3,3,0,0,7,?,cluster1
618,0,0,2,15,7,3,17,3,3,0,0,7,?,cluster1
619,0,0,2,13,6,2,14,2,2,0,0,6,?,cluster1
620,0,3,0,19,5,6,28,2,4,0,0,9,?,cluster1
621,0,3,0,18,5,5,28,2,4,0,0,9,?,cluster1
622,0,1,0,9,3,2,12,1,2,0,0,4,?,cluster0
623,0,1,0,5,2,1,5,1,1,0,0,1,?,cluster0
624,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
625,0,3,0,5,1,0,6,0,0,0,0,0,?,cluster0
626,0,1,0,4,2,0,4,0,0,0,0,1,?,cluster0
627,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
628,0,2,1,8,4,0,11,0,0,0,0,3,?,cluster0
629,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
630,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
631,0,2,0,3,0,0,0,0,0,2,2,2,?,cluster0
632,0,4,1,8,2,0,9,0,0,2,2,3,?,cluster0
633,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
634,0,2,0,5,2,0,8,0,0,0,0,2,?,cluster0
635,0,1,0,7,4,1,12,1,1,0,0,4,?,cluster0
636,0,1,0,10,5,2,17,2,2,0,0,6,?,cluster1
637,0,1,0,12,6,3,20,3,3,0,0,7,?,cluster1
638,0,1,0,14,7,4,23,4,4,0,0,8,?,cluster1
639,0,1,0,12,5,4,18,4,4,0,0,6,?,cluster1
640,0,1,0,4,1,0,6,0,0,0,0,2,?,cluster0
641,0,2,0,33,17,5,60,2,4,0,0,25,?,cluster1
642,0,2,0,31,16,5,56,2,4,0,0,23,?,cluster1
643,0,2,0,31,15,4,59,2,4,0,0,24,?,cluster1
644,0,2,0,29,14,4,55,2,4,0,0,22,?,cluster1
645,0,2,0,25,12,3,47,2,3,0,0,19,?,cluster1
646,0,2,0,23,11,3,43,2,3,0,0,17,?,cluster1
647,0,2,0,26,11,5,43,2,4,0,0,18,?,cluster1
648,0,2,0,24,10,5,39,2,4,0,0,16,?,cluster1
649,0,2,0,24,9,4,42,2,4,0,0,17,?,cluster1
650,0,2,0,22,8,4,38,2,4,0,0,15,?,cluster1
651,0,2,0,18,6,3,30,2,3,0,0,12,?,cluster1
652,0,2,0,16,5,3,26,2,3,0,0,10,?,cluster1
653,0,2,0,7,1,2,8,0,1,0,0,2,?,cluster0
654,0,2,0,11,3,4,14,1,3,0,0,4,?,cluster1
655,0,2,0,10,3,3,14,1,3,0,0,4,?,cluster1
656,0,2,0,9,2,3,11,0,2,0,0,3,?,cluster0
657,0,2,0,7,1,2,8,0,1,0,0,2,?,cluster0
658,0,2,0,6,2,1,9,0,1,0,0,2,?,cluster0
659,0,2,0,7,1,2,8,0,1,0,0,2,?,cluster0
660,0,2,0,6,2,1,9,0,1,0,0,2,?,cluster0
661,0,3,1,24,9,7,36,5,7,0,0,12,?,cluster1
662,0,3,1,23,9,7,35,5,7,0,0,11,?,cluster1
663,0,3,1,21,8,6,32,4,6,0,0,10,?,cluster1
664,0,3,1,19,7,5,28,3,5,0,0,9,?,cluster1
665,0,3,1,23,9,7,35,5,7,0,0,11,?,cluster1
666,0,3,1,22,9,7,34,5,7,0,0,10,?,cluster1
667,0,3,1,20,8,6,31,4,6,0,0,9,?,cluster1
668,0,3,1,18,7,5,27,3,5,0,0,8,?,cluster1
669,0,3,1,21,8,6,32,4,6,0,0,10,?,cluster1
670,0,3,1,20,8,6,31,4,6,0,0,9,?,cluster1
671,0,3,1,18,7,5,28,3,5,0,0,8,?,cluster1
672,0,3,1,16,6,4,24,2,4,0,0,7,?,cluster1
673,0,3,0,13,2,5,16,3,5,0,0,4,?,cluster1
674,0,3,0,12,2,5,15,3,5,0,0,3,?,cluster1
675,0,3,0,10,1,4,12,2,4,0,0,2,?,cluster1
676,0,3,0,8,0,3,8,1,3,0,0,1,?,cluster1
677,0,3,0,12,2,4,15,2,4,0,0,4,?,cluster1
678,0,3,0,11,2,4,14,2,4,0,0,3,?,cluster1
679,0,3,0,9,1,3,11,1,3,0,0,2,?,cluster1
680,0,3,0,7,0,2,7,0,2,0,0,1,?,cluster0
681,0,3,0,5,1,0,8,0,0,0,1,2,?,cluster0
682,0,3,0,5,1,0,8,0,0,0,1,2,?,cluster0
683,0,1,0,4,2,0,4,0,0,0,0,1,?,cluster0
684,0,2,1,21,12,4,34,3,3,0,0,12,?,cluster1
685,0,2,0,7,2,2,8,2,2,0,0,2,?,cluster1
686,0,2,0,4,0,1,3,1,1,0,0,0,?,cluster0
687,0,1,0,4,2,0,4,0,0,0,0,1,?,cluster0
688,0,2,1,23,13,4,38,3,3,0,0,14,?,cluster1
689,0,2,0,8,3,2,10,2,2,0,0,3,?,cluster1
690,0,2,0,4,0,1,3,1,1,0,0,0,?,cluster0
691,0,1,0,4,1,1,2,0,0,0,0,0,?,cluster0
692,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
693,0,1,0,9,2,4,10,2,3,0,0,3,?,cluster1
694,0,1,0,8,2,3,10,2,3,0,0,3,?,cluster1
695,0,1,0,6,1,2,7,2,2,0,0,2,?,cluster1
696,0,1,0,4,0,1,4,1,1,0,0,1,?,cluster0
697,0,0,1,6,3,0,9,0,0,0,0,4,?,cluster0
698,0,1,0,3,0,1,2,0,1,0,0,0,?,cluster0
699,0,1,0,5,1,2,5,1,2,0,0,1,?,cluster0
700,0,1,0,9,4,3,13,2,3,0,0,4,?,cluster1
701,0,1,0,8,3,3,10,2,3,0,0,3,?,cluster1
702,0,1,0,4,0,1,4,0,1,0,0,1,?,cluster0
703,0,1,0,12,4,4,18,1,3,0,0,6,?,cluster1
704,0,1,0,19,7,7,30,2,5,0,0,10,?,cluster1
705,0,1,0,14,4,5,21,1,4,0,0,7,?,cluster1
706,0,1,0,7,1,2,9,0,2,0,0,3,?,cluster0
707,0,5,1,9,2,0,10,0,0,3,3,4,?,cluster0
708,0,3,0,6,2,0,7,0,0,0,1,1,?,cluster0
709,0,3,0,7,1,2,7,1,1,0,1,1,?,cluster0
710,0,3,0,7,1,2,7,1,1,0,1,1,?,cluster0
711,0,4,1,19,10,1,34,1,1,1,3,14,?,cluster0
712,0,4,1,19,10,1,34,1,1,1,3,14,?,cluster0
713,0,1,1,13,10,0,24,0,0,0,0,10,?,cluster0
714,0,3,2,19,11,1,29,0,0,0,2,11,?,cluster0
715,0,1,1,10,6,0,15,0,0,0,0,6,?,cluster0
716,0,1,0,3,1,0,2,0,0,1,1,2,?,cluster0
717,0,5,0,7,1,0,8,0,0,2,2,2,?,cluster0
718,0,4,0,5,0,0,8,0,0,0,2,3,?,cluster0
719,0,2,0,3,0,0,4,0,0,0,1,2,?,cluster0
720,0,6,0,13,1,3,20,1,2,0,4,7,?,cluster1
721,0,6,0,12,1,2,20,1,2,0,4,7,?,cluster0
722,0,4,0,8,0,1,12,0,1,0,2,4,?,cluster0
723,0,3,1,11,6,0,20,0,0,0,2,8,?,cluster0
724,0,3,3,9,2,0,10,0,0,1,1,6,?,cluster0
725,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
726,0,0,1,5,2,0,5,0,0,0,0,2,?,cluster0
727,0,1,0,4,2,0,3,0,0,0,0,1,?,cluster0
728,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
729,0,0,1,5,2,0,5,0,0,0,0,2,?,cluster0
730,0,2,0,5,0,0,7,0,0,0,0,2,?,cluster0
731,0,2,1,24,3,4,42,0,3,0,0,16,?,cluster1
732,0,2,1,23,3,4,40,0,3,0,0,15,?,cluster1
733,0,2,1,13,1,1,20,0,1,0,0,8,?,cluster0
734,0,3,1,18,8,0,28,0,0,0,0,10,?,cluster0
735,0,1,1,8,2,0,10,0,0,0,0,4,?,cluster0
736,0,2,0,4,1,0,3,0,0,1,1,1,?,cluster0
737,0,1,3,10,4,0,14,0,0,1,1,6,?,cluster0
738,0,3,0,7,1,2,9,1,1,0,2,3,?,cluster0
739,0,2,0,5,0,1,6,1,1,0,1,2,?,cluster0
740,0,5,0,9,1,0,15,0,0,0,2,5,?,cluster0
741,0,3,2,10,3,0,13,0,0,1,2,5,?,cluster0
742,0,0,1,3,1,0,3,0,0,0,0,1,?,cluster0
743,0,7,0,13,0,2,23,1,2,0,3,8,?,cluster1
744,0,12,0,23,0,5,43,2,4,0,6,15,?,cluster1
745,0,8,0,18,0,4,31,1,3,0,4,11,?,cluster1
746,0,3,0,8,0,1,11,0,1,0,1,4,?,cluster0
747,0,5,2,12,3,1,15,0,0,2,3,5,?,cluster0
748,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
749,0,2,0,4,1,0,4,0,0,0,1,1,?,cluster0
750,0,3,0,4,0,0,3,0,0,0,0,0,?,cluster0
751,0,5,0,6,0,0,5,0,0,0,0,0,?,cluster0
752,0,2,0,3,0,0,2,0,0,0,0,0,?,cluster0
753,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
754,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
755,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
756,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
757,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
758,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
759,0,1,0,2,0,0,1,0,0,0,0,0,?,cluster0
760,0,2,1,8,2,1,11,1,1,0,0,3,?,cluster0
761,0,2,1,11,3,2,16,2,2,0,0,5,?,cluster1
762,1,2,2,17,8,2,27,2,2,0,0,10,?,cluster1
763,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
764,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
765,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
766,0,6,0,9,1,0,14,0,0,1,2,4,?,cluster0
767,0,6,2,17,3,3,24,0,2,1,4,11,?,cluster1
768,0,2,1,7,1,1,8,0,1,1,2,5,?,cluster0
769,0,3,0,6,2,0,7,0,0,0,2,2,?,cluster0
770,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
771,0,3,0,5,1,0,5,0,0,1,1,1,?,cluster0
772,0,2,0,12,1,0,24,0,0,0,0,9,?,cluster0
773,0,2,0,4,1,0,3,0,0,0,0,0,?,cluster0
774,0,2,0,4,1,0,4,0,0,0,0,0,?,cluster0
775,0,4,0,16,1,3,28,0,2,0,0,9,?,cluster1
776,0,2,0,10,1,1,15,0,1,0,0,5,?,cluster0
777,0,4,1,22,4,3,44,0,2,0,0,13,?,cluster1
778,0,2,1,14,4,1,25,0,1,0,0,7,?,cluster0
779,0,3,1,12,1,3,18,0,2,0,0,6,?,cluster0
780,0,2,1,7,0,1,10,0,1,0,0,3,?,cluster0
781,0,1,1,6,2,0,7,0,0,0,0,2,?,cluster0
782,1,2,2,19,5,4,29,1,3,0,0,10,?,cluster1
783,0,2,0,12,0,4,17,1,3,0,0,5,?,cluster1
784,1,2,2,15,5,2,23,1,2,0,0,8,?,cluster0
785,0,2,0,8,0,2,11,1,2,0,0,3,?,cluster0
786,0,10,0,34,0,7,68,0,5,0,0,24,?,cluster1
787,0,10,0,30,0,5,61,0,4,0,0,22,?,cluster1
788,0,2,0,22,0,7,36,0,5,0,0,12,?,cluster1
789,0,2,0,18,0,5,29,0,4,0,0,10,?,cluster1
790,0,2,0,9,0,1,12,0,1,0,0,5,?,cluster0
791,0,8,3,36,14,2,59,1,2,0,4,21,?,cluster1
792,0,8,3,43,16,2,76,1,2,0,4,28,?,cluster1
793,0,7,2,33,13,2,54,1,2,0,3,19,?,cluster1
794,0,7,2,40,15,2,71,1,2,0,3,26,?,cluster1
795,0,2,1,10,2,1,12,0,0,0,1,5,?,cluster0
796,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
797,0,1,1,4,1,0,3,0,0,1,1,2,?,cluster0
798,0,5,0,7,1,0,8,0,0,2,2,2,?,cluster0
799,0,7,0,13,0,2,22,0,1,2,5,9,?,cluster0
800,0,3,0,7,0,1,10,0,1,1,2,4,?,cluster0
801,0,4,0,6,0,1,6,0,1,0,1,1,?,cluster0
802,0,12,0,22,1,4,39,0,3,2,7,14,?,cluster1
803,0,5,0,10,1,2,15,0,2,0,2,4,?,cluster0
804,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
805,0,2,0,3,0,0,3,0,0,0,1,1,?,cluster0
806,0,4,0,6,1,0,6,0,0,2,2,2,?,cluster0
807,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
808,0,1,1,13,10,0,25,0,0,0,0,10,?,cluster0
809,0,1,1,11,7,0,13,0,0,0,1,6,?,cluster0
810,0,20,8,83,46,4,109,0,2,8,19,57,?,cluster1
811,0,17,7,69,40,2,85,0,1,8,17,47,?,cluster1
812,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
813,0,0,0,3,1,1,0,0,0,0,0,0,?,cluster0
814,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
815,0,5,1,9,1,0,13,0,0,0,1,3,?,cluster0
816,0,0,1,6,2,1,7,0,1,0,0,3,?,cluster0
817,0,0,2,11,5,1,13,0,1,0,0,5,?,cluster0
818,0,1,0,6,2,2,5,0,1,0,0,1,?,cluster0
819,0,2,0,15,4,4,22,0,3,0,0,7,?,cluster1
820,0,1,0,9,3,2,12,0,2,0,0,4,?,cluster0
821,0,10,2,35,19,1,60,0,0,3,5,22,?,cluster0
822,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
823,0,3,1,16,9,2,20,1,1,0,1,6,?,cluster0
824,0,3,1,15,8,2,19,1,1,0,1,6,?,cluster0
825,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
826,0,3,1,16,6,3,22,0,2,0,2,8,?,cluster1
