@relation observations_10.arff_clustered

@attribute Instance_number numeric
@attribute THROWS numeric
@attribute DEREFERNCES numeric
@attribute NEW numeric
@attribute STATEMENTS numeric
@attribute INVOCATIONS numeric
@attribute GOTO numeric
@attribute LOCALS numeric
@attribute EQUAL numeric
@attribute IF numeric
@attribute FIELDS_WRITTEN numeric
@attribute FIELDS numeric
@attribute ASSIGNMENTS numeric
@attribute class {hot,cold}
@attribute Cluster {cluster0,cluster1}

@data
125,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
126,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
127,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
128,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
129,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
130,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
131,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
132,0,3,0,5,0,0,9,0,0,0,2,3,?,cluster0
133,0,7,0,25,9,4,46,2,2,0,4,10,?,cluster1
134,0,7,0,24,9,3,45,2,2,0,4,10,?,cluster1
135,0,7,0,17,6,1,33,1,1,0,4,7,?,cluster0
136,0,1,0,6,1,2,6,0,1,0,0,2,?,cluster0
137,0,1,0,5,1,1,6,0,1,0,0,2,?,cluster0
138,0,4,2,23,11,4,36,3,3,0,2,13,?,cluster1
139,0,4,1,12,3,2,17,2,2,0,2,6,?,cluster1
140,0,3,1,8,1,1,10,1,1,0,1,3,?,cluster0
141,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
142,0,3,0,7,1,2,6,0,1,1,3,4,?,cluster0
143,0,2,0,4,0,1,4,0,1,0,2,2,?,cluster0
144,0,4,1,12,5,0,17,0,0,1,3,8,?,cluster0
145,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
146,0,2,0,4,1,0,4,0,0,0,0,0,?,cluster0
147,0,2,2,8,3,0,12,0,0,0,0,3,?,cluster0
148,0,5,3,35,18,5,57,2,4,0,3,23,?,cluster1
149,0,4,2,27,12,5,43,2,4,0,2,17,?,cluster1
150,0,4,2,25,11,4,40,2,3,0,2,16,?,cluster1
151,0,4,2,23,10,3,37,2,2,0,2,15,?,cluster1
152,0,5,3,34,18,4,56,2,4,0,3,23,?,cluster1
153,0,4,2,26,12,4,42,2,4,0,2,17,?,cluster1
154,0,4,2,24,11,3,39,2,3,0,2,16,?,cluster1
155,0,4,2,22,10,2,36,2,2,0,2,15,?,cluster1
156,0,3,1,19,10,3,29,1,1,0,1,11,?,cluster1
157,0,2,2,20,11,2,30,1,1,0,0,10,?,cluster0
158,0,2,0,6,2,0,8,0,0,0,1,2,?,cluster0
159,0,4,0,15,4,4,27,3,4,0,0,9,?,cluster1
160,0,6,0,26,7,8,47,5,7,0,0,16,?,cluster1
161,1,3,1,20,5,6,32,3,5,0,0,11,?,cluster1
162,0,5,0,22,5,7,39,4,6,0,0,13,?,cluster1
163,1,2,1,16,3,5,24,2,4,0,0,8,?,cluster1
164,1,1,1,9,2,2,12,1,2,0,0,4,?,cluster0
165,1,1,1,6,2,1,7,1,1,0,0,2,?,cluster0
166,0,5,2,21,13,0,38,0,0,0,3,16,?,cluster0
167,0,2,2,12,7,0,20,0,0,0,1,8,?,cluster0
168,0,1,1,16,4,3,29,2,2,0,0,11,?,cluster1
169,0,1,1,10,2,1,15,1,1,0,0,7,?,cluster0
170,0,1,1,8,4,0,12,0,0,0,0,4,?,cluster0
171,0,4,0,6,0,1,6,0,1,0,0,0,?,cluster0
172,0,4,1,13,1,3,23,1,3,0,0,4,?,cluster1
173,0,4,0,11,1,3,18,1,3,0,0,2,?,cluster1
174,0,4,1,10,1,2,16,1,2,0,0,2,?,cluster0
175,0,4,0,6,1,0,4,0,0,3,4,5,?,cluster0
176,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
177,0,1,1,9,4,1,11,0,0,0,0,4,?,cluster0
178,0,1,0,7,3,0,11,0,0,0,0,4,?,cluster0
179,0,3,0,5,1,0,6,0,0,0,0,0,?,cluster0
180,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
181,0,1,0,4,2,0,4,0,0,0,0,1,?,cluster0
182,0,1,1,8,5,0,11,0,0,1,1,6,?,cluster0
183,0,31,2,49,7,4,73,1,3,15,26,35,?,cluster1
184,0,31,2,48,7,3,73,1,3,15,26,35,?,cluster1
185,0,30,2,48,7,4,72,1,3,14,25,34,?,cluster1
186,0,30,2,47,7,3,72,1,3,14,25,34,?,cluster1
187,0,30,2,48,7,4,72,1,3,14,25,34,?,cluster1
188,0,30,2,47,7,3,72,1,3,14,25,34,?,cluster1
189,0,29,2,47,7,4,71,1,3,13,24,33,?,cluster1
190,0,29,2,46,7,3,71,1,3,13,24,33,?,cluster1
191,0,7,0,16,0,5,22,0,3,2,6,9,?,cluster1
192,0,10,0,20,2,4,27,0,3,4,9,12,?,cluster1
193,0,8,0,17,0,5,26,0,3,2,7,10,?,cluster1
194,0,11,0,21,2,4,31,0,3,4,10,13,?,cluster1
195,0,8,0,15,0,3,25,0,2,2,7,10,?,cluster1
196,0,11,0,19,2,2,30,0,2,4,10,13,?,cluster0
197,0,17,1,21,2,0,21,0,0,16,16,17,?,cluster0
198,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
199,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
200,0,4,0,5,0,0,6,0,0,2,2,2,?,cluster0
201,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
202,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
203,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
204,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
205,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
206,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
207,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
208,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
209,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
210,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
211,0,2,0,4,1,0,4,0,0,0,0,0,?,cluster0
212,0,5,0,6,0,0,7,0,0,2,2,2,?,cluster0
213,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
214,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
215,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
216,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
217,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
218,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
219,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
220,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
221,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
222,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
223,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
224,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
225,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
226,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
227,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
228,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
229,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
230,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
231,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
232,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
233,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
234,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
235,0,3,0,5,1,0,6,0,0,0,1,1,?,cluster0
236,0,3,0,6,0,2,7,1,1,0,2,2,?,cluster0
237,0,2,0,5,0,1,6,1,1,0,1,2,?,cluster0
238,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
239,0,2,0,3,0,0,4,0,0,0,1,1,?,cluster0
240,0,3,0,4,0,0,4,0,0,1,1,1,?,cluster0
241,0,2,0,6,2,1,9,0,1,0,1,3,?,cluster0
242,0,3,1,14,6,3,22,0,3,0,2,8,?,cluster1
243,0,3,1,14,6,3,22,0,3,0,2,8,?,cluster1
244,1,4,2,14,5,2,22,0,2,0,3,8,?,cluster0
245,0,2,0,18,7,5,28,3,4,0,1,11,?,cluster1
246,0,2,0,17,6,5,26,3,4,0,1,10,?,cluster1
247,0,2,0,14,5,4,20,3,3,0,1,8,?,cluster1
248,0,2,0,7,2,1,10,1,1,0,1,4,?,cluster0
249,0,1,1,12,8,1,20,1,1,0,0,8,?,cluster0
250,0,1,0,4,1,1,4,1,1,0,0,1,?,cluster0
251,0,7,4,52,30,8,90,6,6,0,5,34,?,cluster1
252,0,7,3,37,19,6,62,5,5,0,5,23,?,cluster1
253,0,6,3,44,24,8,74,6,6,0,4,28,?,cluster1
254,0,6,2,29,13,6,46,5,5,0,4,17,?,cluster1
255,0,7,3,41,22,6,71,5,5,0,5,27,?,cluster1
256,0,7,2,26,11,4,43,4,4,0,5,16,?,cluster1
257,0,6,2,33,16,6,55,5,5,0,4,21,?,cluster1
258,0,6,1,18,5,4,27,4,4,0,4,10,?,cluster1
259,0,6,3,37,20,5,64,4,4,0,4,24,?,cluster1
260,0,6,2,22,9,3,36,3,3,0,4,13,?,cluster1
261,0,5,2,29,14,5,48,4,4,0,3,18,?,cluster1
262,0,5,1,14,3,3,20,3,3,0,3,7,?,cluster1
263,0,6,0,23,9,4,41,3,3,0,3,10,?,cluster1
264,0,6,0,16,6,2,29,2,2,0,3,6,?,cluster1
265,0,5,0,20,8,4,34,3,3,0,2,8,?,cluster1
266,0,5,0,13,5,2,22,2,2,0,2,4,?,cluster1
267,0,3,0,6,2,0,9,0,0,0,0,0,?,cluster0
268,0,3,0,8,3,0,14,0,0,0,0,1,?,cluster0
269,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
270,0,2,7,35,20,3,55,0,2,0,1,18,?,cluster1
271,0,2,7,31,18,1,48,0,1,0,1,17,?,cluster0
272,0,2,0,9,2,2,10,0,2,0,1,3,?,cluster0
273,0,1,0,7,1,2,8,0,2,0,0,2,?,cluster0
274,0,2,0,7,2,1,7,0,1,0,1,2,?,cluster0
275,0,7,0,19,6,4,28,2,4,2,5,11,?,cluster1
276,0,6,0,18,6,4,27,2,4,1,4,10,?,cluster1
277,0,5,0,15,5,3,23,2,3,1,3,8,?,cluster1
278,0,7,0,25,9,6,39,3,6,2,5,14,?,cluster1
279,0,6,0,24,9,6,38,3,6,1,4,13,?,cluster1
280,0,5,0,21,8,5,34,3,5,1,3,11,?,cluster1
281,0,7,0,24,8,6,37,3,6,2,5,14,?,cluster1
282,0,6,0,23,8,6,36,3,6,1,4,13,?,cluster1
283,0,5,0,20,7,5,32,3,5,1,3,11,?,cluster1
284,0,7,0,18,5,4,26,2,4,2,5,11,?,cluster1
285,0,6,0,17,5,4,25,2,4,1,4,10,?,cluster1
286,0,5,0,14,4,3,21,2,3,1,3,8,?,cluster1
287,0,7,0,24,8,6,37,3,6,2,5,14,?,cluster1
288,0,6,0,23,8,6,36,3,6,1,4,13,?,cluster1
289,0,5,0,20,7,5,32,3,5,1,3,11,?,cluster1
290,0,7,0,23,7,6,35,3,6,2,5,14,?,cluster1
291,0,6,0,22,7,6,34,3,6,1,4,13,?,cluster1
292,0,5,0,19,6,5,30,3,5,1,3,11,?,cluster1
293,0,3,0,8,1,2,9,0,1,0,0,2,?,cluster0
294,0,3,0,7,2,1,10,0,1,0,0,2,?,cluster0
295,0,3,0,6,2,0,10,0,0,0,1,3,?,cluster0
296,0,9,0,18,1,3,29,0,2,0,4,11,?,cluster1
297,0,4,0,8,0,1,9,0,1,0,1,3,?,cluster0
298,0,3,4,56,34,8,103,2,6,0,1,33,?,cluster1
299,0,3,4,55,33,8,99,2,6,0,1,33,?,cluster1
300,0,3,4,48,30,5,86,1,4,0,1,29,?,cluster1
301,0,3,3,35,20,4,63,1,3,0,1,20,?,cluster1
302,0,3,3,28,17,1,50,0,1,0,1,16,?,cluster0
303,0,5,0,14,8,0,30,0,0,0,0,7,?,cluster0
304,0,5,0,7,1,0,10,0,0,0,2,2,?,cluster0
305,0,6,0,25,18,0,46,0,0,0,4,8,?,cluster0
306,0,4,0,7,1,1,9,0,1,0,1,2,?,cluster0
307,0,4,0,9,2,2,12,0,2,0,1,3,?,cluster0
308,0,4,1,26,11,6,43,1,5,0,1,14,?,cluster1
309,0,4,1,24,9,6,39,1,5,0,1,13,?,cluster1
310,0,4,1,16,5,3,24,0,3,0,1,8,?,cluster1
311,0,5,0,12,4,2,16,2,2,0,3,4,?,cluster1
312,0,4,0,10,3,2,12,2,2,0,2,3,?,cluster1
313,0,3,0,7,2,1,7,1,1,0,1,1,?,cluster0
314,0,3,1,17,8,3,22,2,2,0,1,6,?,cluster1
315,0,3,1,12,5,1,15,1,1,0,1,4,?,cluster0
316,0,2,4,33,22,2,52,0,1,0,0,19,?,cluster0
317,0,2,4,30,20,1,47,0,1,0,0,17,?,cluster0
318,0,3,0,6,2,0,9,0,0,0,0,2,?,cluster0
319,0,2,0,7,1,2,7,1,1,0,0,2,?,cluster0
320,0,2,0,6,1,1,7,1,1,0,0,2,?,cluster0
321,0,4,2,37,24,4,67,1,3,0,0,22,?,cluster1
322,0,4,1,24,12,4,36,1,3,0,0,12,?,cluster1
323,0,4,1,17,9,1,23,0,1,0,0,8,?,cluster0
324,0,3,0,33,15,8,56,2,6,0,0,20,?,cluster1
325,0,3,0,30,12,8,49,2,6,0,0,18,?,cluster1
326,0,3,0,21,8,5,33,1,4,0,0,12,?,cluster1
327,0,3,0,17,6,4,26,1,3,0,0,9,?,cluster1
328,0,3,0,8,2,1,10,0,1,0,0,3,?,cluster0
329,0,3,1,12,7,0,20,0,0,0,0,6,?,cluster0
330,0,4,1,12,6,0,18,0,0,0,0,5,?,cluster0
331,0,7,0,9,0,1,9,0,1,0,1,1,?,cluster0
332,0,8,7,101,80,2,183,0,1,0,2,28,?,cluster1
333,0,1,0,4,1,0,4,0,0,0,0,1,?,cluster0
334,0,3,0,27,14,6,49,2,4,0,0,16,?,cluster1
335,0,3,0,30,15,7,54,3,5,0,0,18,?,cluster1
336,0,3,0,29,15,6,56,3,5,0,0,18,?,cluster1
337,0,3,0,15,5,4,23,1,3,0,0,7,?,cluster1
338,0,3,0,8,2,1,10,0,1,0,0,3,?,cluster0
339,0,3,0,7,3,0,12,0,0,0,1,4,?,cluster0
340,0,3,0,4,0,0,6,0,0,0,2,2,?,cluster0
341,0,3,0,9,1,3,11,1,2,0,2,4,?,cluster1
342,0,3,0,8,1,2,11,1,2,0,2,4,?,cluster0
343,0,2,0,6,0,2,6,1,1,0,1,2,?,cluster0
344,0,3,0,7,3,0,8,0,0,0,1,1,?,cluster0
345,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
346,0,5,0,10,4,0,8,0,0,5,5,9,?,cluster0
347,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
348,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
349,0,3,0,7,3,0,6,0,0,3,3,6,?,cluster0
350,0,7,1,25,9,3,43,0,2,2,3,16,?,cluster1
351,0,4,0,10,2,1,14,0,1,1,1,4,?,cluster0
352,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
353,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
354,0,1,0,2,0,0,0,0,0,1,1,1,?,cluster0
355,0,3,0,5,1,0,6,0,0,0,0,0,?,cluster0
356,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
357,0,0,6,49,40,0,88,0,0,0,0,38,?,cluster0
358,0,1,0,5,2,0,7,0,0,0,0,3,?,cluster0
359,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
360,0,5,0,7,1,0,9,0,0,1,1,1,?,cluster0
361,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
362,0,8,1,18,7,1,21,1,1,3,7,12,?,cluster0
363,0,7,1,15,5,1,17,1,1,3,6,10,?,cluster0
364,0,1,0,5,3,0,4,0,0,0,1,2,?,cluster0
365,0,3,0,5,1,0,7,0,0,0,2,2,?,cluster0
366,0,6,0,8,1,0,12,0,0,1,4,4,?,cluster0
367,0,3,0,4,0,0,0,0,0,3,3,3,?,cluster0
368,0,0,0,1,0,0,0,0,0,0,0,0,?,cluster0
369,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
370,0,9,0,13,1,0,22,0,0,2,4,8,?,cluster0
371,0,1,0,6,3,1,4,0,0,0,0,0,?,cluster0
372,0,1,0,5,2,0,6,0,0,0,0,2,?,cluster0
373,0,8,3,20,2,4,27,0,2,2,6,14,?,cluster1
374,0,4,2,10,0,2,12,0,1,2,4,7,?,cluster0
375,1,1,1,6,2,0,7,0,0,0,0,2,?,cluster0
376,0,1,0,2,0,0,0,0,0,1,1,1,?,cluster0
377,0,12,0,22,5,0,37,0,0,5,6,14,?,cluster0
378,0,2,0,6,0,2,6,0,1,0,1,2,?,cluster0
379,0,2,0,5,0,1,6,0,1,0,1,2,?,cluster0
380,0,5,1,10,2,1,13,0,1,1,3,4,?,cluster0
381,0,4,0,7,1,1,9,0,1,0,2,2,?,cluster0
382,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
383,0,1,0,3,1,0,4,0,0,0,0,1,?,cluster0
384,0,1,0,3,0,0,3,0,0,0,0,1,?,cluster0
385,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
386,0,2,1,4,0,0,5,0,0,0,1,2,?,cluster0
387,0,1,0,3,1,0,4,0,0,0,0,1,?,cluster0
388,0,1,0,3,1,0,2,0,0,0,0,0,?,cluster0
389,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
390,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
391,0,1,0,4,1,0,6,0,0,0,1,3,?,cluster0
392,0,2,0,4,1,0,4,0,0,0,1,1,?,cluster0
393,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
394,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
395,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
396,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
397,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
398,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
399,0,3,2,25,15,2,44,1,1,0,2,19,?,cluster1
400,0,3,2,23,13,2,39,1,1,0,2,17,?,cluster0
401,0,1,0,5,1,0,6,0,0,0,0,2,?,cluster0
402,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
403,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
404,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
405,0,1,1,7,4,0,11,0,0,0,1,5,?,cluster0
406,0,1,0,2,0,0,2,0,0,0,1,1,?,cluster0
407,0,2,0,3,0,0,2,0,0,1,1,1,?,cluster0
408,0,2,0,4,1,0,2,0,0,1,2,2,?,cluster0
409,0,10,4,25,10,0,28,0,0,8,10,20,?,cluster0
